,num_docks_available,is_returning,num_bikes_disabled,num_bikes_available,last_reported,legacy_id,num_docks_disabled,eightd_has_available_keys,station_status,num_ebikes_available,is_installed,station_id,is_renting,timestamp_of_data_read_request,year_station_last_reported
171,14,True,0,1,2020-08-11 00:47:31+00:00,197,0,False,active,0,True,197,True,2020-08-11 01:52:20,2020
172,14,True,0,1,2020-08-10 20:37:22+00:00,199,0,False,active,0,True,199,True,2020-08-11 01:52:20,2020
173,5,True,2,12,2020-08-11 00:51:33+00:00,200,0,False,active,0,True,200,True,2020-08-11 01:52:20,2020
174,13,True,0,2,2020-08-10 18:33:21+00:00,201,0,False,active,0,True,201,True,2020-08-11 01:52:20,2020
175,13,True,0,2,2020-08-11 01:48:41+00:00,202,0,False,active,0,True,202,True,2020-08-11 01:52:20,2020
176,11,True,1,3,2020-08-11 01:16:49+00:00,203,0,False,active,0,True,203,True,2020-08-11 01:52:20,2020
177,12,True,0,3,2020-08-11 01:31:16+00:00,204,0,False,active,0,True,204,True,2020-08-11 01:52:20,2020
178,12,True,0,3,2020-08-10 22:51:51+00:00,205,0,False,active,0,True,205,True,2020-08-11 01:52:20,2020
179,20,True,0,3,2020-08-11 01:40:07+00:00,206,0,True,active,0,True,206,True,2020-08-11 01:52:20,2020
180,11,True,0,4,2020-08-11 01:06:25+00:00,208,0,True,active,0,True,208,True,2020-08-11 01:52:20,2020
181,7,True,0,8,2020-08-10 22:38:44+00:00,209,0,False,active,0,True,209,True,2020-08-11 01:52:20,2020
182,11,True,0,4,2020-08-10 23:11:11+00:00,210,0,False,active,0,True,210,True,2020-08-11 01:52:20,2020
183,14,True,0,5,2020-08-11 00:57:00+00:00,211,0,False,active,0,True,211,True,2020-08-11 01:52:20,2020
184,4,True,0,29,2020-08-11 00:39:40+00:00,212,0,False,active,0,True,212,True,2020-08-11 01:52:20,2020
185,11,True,0,5,2020-08-11 00:16:37+00:00,213,0,True,active,0,True,213,True,2020-08-11 01:52:20,2020
186,7,True,0,8,2020-08-11 00:34:50+00:00,214,0,False,active,0,True,214,True,2020-08-11 01:52:20,2020
187,8,True,0,7,2020-08-11 00:04:16+00:00,215,0,False,active,0,True,215,True,2020-08-11 01:52:20,2020
188,2,True,1,16,2020-08-10 23:27:09+00:00,216,0,False,active,0,True,216,True,2020-08-11 01:52:20,2020
189,7,True,0,12,2020-08-11 01:12:43+00:00,217,0,False,active,0,True,217,True,2020-08-11 01:52:20,2020
190,12,True,1,2,2020-08-11 01:41:01+00:00,218,0,False,active,0,True,218,True,2020-08-11 01:52:20,2020
191,8,True,0,7,2020-08-11 01:34:04+00:00,219,0,False,active,0,True,219,True,2020-08-11 01:52:20,2020
192,8,True,0,11,2020-08-11 01:51:47+00:00,221,0,False,active,0,True,221,True,2020-08-11 01:52:20,2020
193,7,True,0,7,2020-08-11 00:49:02+00:00,222,0,True,active,0,True,222,True,2020-08-11 01:52:20,2020
194,7,True,0,10,2020-08-11 00:36:48+00:00,224,0,False,active,0,True,224,True,2020-08-11 01:52:20,2020
195,8,True,0,11,2020-08-11 01:30:35+00:00,225,0,False,active,0,True,225,True,2020-08-11 01:52:20,2020
196,11,True,0,4,2020-08-11 01:21:41+00:00,226,0,False,active,0,True,226,True,2020-08-11 01:52:20,2020
197,11,True,0,8,2020-08-11 00:41:23+00:00,227,0,False,active,0,True,227,True,2020-08-11 01:52:20,2020
198,8,True,0,11,2020-08-11 01:13:02+00:00,228,0,False,active,0,True,228,True,2020-08-11 01:52:20,2020
199,3,True,0,8,2020-08-11 01:22:39+00:00,232,0,False,active,0,True,232,True,2020-08-11 01:52:20,2020
200,9,True,1,5,2020-08-11 01:16:06+00:00,233,0,False,active,0,True,233,True,2020-08-11 01:52:20,2020
201,13,True,0,2,2020-08-11 01:44:48+00:00,234,0,False,active,0,True,234,True,2020-08-11 01:52:20,2020
202,10,True,0,5,2020-08-10 20:46:12+00:00,235,0,False,active,0,True,235,True,2020-08-11 01:52:20,2020
203,4,True,0,11,2020-08-11 01:08:14+00:00,236,0,False,active,0,True,236,True,2020-08-11 01:52:20,2020
204,4,True,0,11,2020-08-11 01:32:03+00:00,239,0,False,active,0,True,239,True,2020-08-11 01:52:20,2020
205,5,True,0,10,2020-08-10 21:07:16+00:00,255,0,False,active,0,True,255,True,2020-08-11 01:52:20,2020
206,5,True,1,9,2020-08-11 00:02:39+00:00,258,0,False,active,0,True,258,True,2020-08-11 01:52:20,2020
207,0,True,0,15,2020-08-11 01:07:45+00:00,259,0,False,active,0,True,259,True,2020-08-11 01:52:20,2020
208,4,True,0,11,2020-08-11 01:01:35+00:00,260,0,False,active,0,True,260,True,2020-08-11 01:52:20,2020
209,8,True,0,7,2020-08-11 01:38:56+00:00,271,0,False,active,0,True,271,True,2020-08-11 01:52:20,2020
210,12,True,1,6,2020-08-10 23:07:58+00:00,272,0,False,active,0,True,272,True,2020-08-11 01:52:20,2020
211,12,True,5,23,2020-08-11 01:40:17+00:00,273,0,False,active,0,True,273,True,2020-08-11 01:52:20,2020
212,4,True,0,15,2020-08-11 01:14:54+00:00,279,0,False,active,0,True,279,True,2020-08-11 01:52:20,2020
213,10,True,0,9,2020-08-11 00:34:06+00:00,280,0,False,active,0,True,280,True,2020-08-11 01:52:20,2020
214,0,True,2,13,2020-08-11 00:17:01+00:00,282,0,False,active,0,True,282,True,2020-08-11 01:52:20,2020
215,10,True,1,12,2020-08-11 01:12:14+00:00,296,0,False,active,0,True,296,True,2020-08-11 01:52:20,2020
216,12,True,0,7,2020-08-11 01:36:25+00:00,318,0,False,active,0,True,318,True,2020-08-11 01:52:20,2020
