,num_docks_available,num_docks_disabled,last_reported,num_ebikes_available,station_id,station_status,is_renting,num_bikes_disabled,is_installed,legacy_id,num_bikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,13,0,2020-07-29 23:52:40+00:00,0,3,active,True,2,True,3,0,True,True,,,2020-07-30 00:02:00,2020
1,0,0,2020-07-29 22:39:12+00:00,0,4,active,True,1,True,4,18,True,False,,,2020-07-30 00:02:00,2020
2,11,0,2020-07-30 00:00:27+00:00,0,5,active,True,0,True,5,4,True,False,,,2020-07-30 00:02:00,2020
3,11,0,2020-07-29 23:58:48+00:00,0,6,active,True,0,True,6,4,True,False,,,2020-07-30 00:02:00,2020
4,0,0,2020-07-29 23:47:26+00:00,0,7,active,True,1,True,7,14,True,False,,,2020-07-30 00:02:00,2020
5,8,0,2020-07-29 23:53:50+00:00,0,8,active,True,2,True,8,9,True,False,,,2020-07-30 00:02:00,2020
6,10,0,2020-07-29 23:59:34+00:00,0,9,active,True,1,True,9,4,True,False,,,2020-07-30 00:02:00,2020
7,10,0,2020-07-29 23:51:42+00:00,0,10,active,True,0,True,10,1,True,False,,,2020-07-30 00:02:00,2020
8,14,0,2020-07-29 23:57:41+00:00,0,11,active,True,1,True,11,0,True,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 12, 'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",2020-07-30 00:02:00,2020
9,3,0,2020-07-30 00:01:25+00:00,0,12,active,True,1,True,12,14,True,True,,,2020-07-30 00:02:00,2020
10,18,0,2020-07-29 23:56:45+00:00,0,13,active,True,0,True,13,1,True,False,,,2020-07-30 00:02:00,2020
11,25,0,2020-07-29 23:14:47+00:00,0,14,active,True,0,True,14,0,True,False,,,2020-07-30 00:02:00,2020
12,6,0,2020-07-29 23:59:55+00:00,0,15,active,True,0,True,15,9,True,False,,,2020-07-30 00:02:00,2020
13,10,0,2020-07-29 23:57:14+00:00,0,16,active,True,2,True,16,7,True,True,,,2020-07-30 00:02:00,2020
14,10,0,2020-07-29 23:24:35+00:00,0,17,active,True,0,True,17,5,True,False,,,2020-07-30 00:02:00,2020
15,10,0,2020-07-29 23:58:01+00:00,0,19,active,True,0,True,19,5,True,False,,,2020-07-30 00:02:00,2020
16,4,0,2020-07-29 23:59:38+00:00,0,20,active,True,1,True,20,18,True,False,,,2020-07-30 00:02:00,2020
17,18,0,2020-07-29 23:51:06+00:00,0,21,active,True,0,True,21,0,True,False,,,2020-07-30 00:02:00,2020
18,30,0,2020-07-29 23:54:29+00:00,0,22,active,True,1,True,22,16,True,True,,,2020-07-30 00:02:00,2020
19,18,0,2020-07-29 23:47:20+00:00,0,23,active,True,0,True,23,3,True,True,,,2020-07-30 00:02:00,2020
20,6,0,2020-07-29 23:55:32+00:00,0,24,active,True,0,True,24,13,True,False,,,2020-07-30 00:02:00,2020
21,3,0,2020-07-29 23:58:03+00:00,0,25,active,True,0,True,25,12,True,False,,,2020-07-30 00:02:00,2020
22,11,0,2020-07-29 23:57:00+00:00,0,26,active,True,1,True,26,3,True,False,,,2020-07-30 00:02:00,2020
23,15,0,2020-07-29 23:55:39+00:00,0,27,active,True,1,True,27,7,True,False,,,2020-07-30 00:02:00,2020
24,5,0,2020-07-29 23:54:35+00:00,0,29,active,True,0,True,29,10,True,False,,,2020-07-30 00:02:00,2020
25,14,0,2020-07-29 23:50:42+00:00,0,30,active,True,1,True,30,0,True,False,,,2020-07-30 00:02:00,2020
26,9,0,2020-07-29 23:42:49+00:00,0,31,active,True,1,True,31,9,True,True,,,2020-07-30 00:02:00,2020
27,7,0,2020-07-29 23:53:54+00:00,0,32,active,True,1,True,32,7,True,False,,,2020-07-30 00:02:00,2020
28,9,0,2020-07-29 23:44:27+00:00,0,33,active,True,1,True,33,17,True,False,,,2020-07-30 00:02:00,2020
29,14,0,2020-07-29 23:45:55+00:00,0,35,active,True,0,True,35,9,True,False,,,2020-07-30 00:02:00,2020
30,10,0,2020-07-29 23:50:09+00:00,0,36,active,True,0,True,36,23,True,True,,,2020-07-30 00:02:00,2020
31,12,0,2020-07-29 23:52:20+00:00,0,37,active,True,0,True,37,3,True,True,,,2020-07-30 00:02:00,2020
32,11,0,2020-07-29 23:37:21+00:00,0,39,active,True,1,True,39,11,True,False,,,2020-07-30 00:02:00,2020
33,12,0,2020-07-29 23:50:58+00:00,0,40,active,True,0,True,40,7,True,False,,,2020-07-30 00:02:00,2020
34,21,0,2020-07-30 00:01:58+00:00,0,41,active,True,1,True,41,5,True,True,,,2020-07-30 00:02:00,2020
35,4,0,2020-07-29 23:52:46+00:00,0,42,active,True,2,True,42,17,True,False,,,2020-07-30 00:02:00,2020
36,7,0,2020-07-29 23:54:10+00:00,0,43,active,True,0,True,43,8,True,True,,,2020-07-30 00:02:00,2020
37,8,0,2020-07-29 23:26:33+00:00,0,44,active,True,1,True,44,14,True,False,,,2020-07-30 00:02:00,2020
38,7,0,2020-07-29 23:57:04+00:00,0,46,active,True,1,True,46,11,True,False,,,2020-07-30 00:02:00,2020
39,6,0,2020-07-29 23:55:46+00:00,0,47,active,True,0,True,47,13,True,True,,,2020-07-30 00:02:00,2020
40,19,0,2020-07-29 23:43:25+00:00,0,48,active,True,0,True,48,0,True,False,,,2020-07-30 00:02:00,2020
41,15,0,2020-07-29 22:54:21+00:00,0,49,active,True,0,True,49,3,True,False,,,2020-07-30 00:02:00,2020
42,8,0,2020-07-29 23:52:47+00:00,0,50,active,True,0,True,50,7,True,True,,,2020-07-30 00:02:00,2020
43,12,0,2020-07-29 23:29:34+00:00,0,51,active,True,1,True,51,2,True,False,,,2020-07-30 00:02:00,2020
