,num_bikes_available,legacy_id,num_docks_disabled,eightd_has_available_keys,is_renting,is_returning,station_id,last_reported,is_installed,num_bikes_disabled,num_ebikes_available,num_docks_available,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,4,3,0,True,True,True,3,2020-07-28 21:17:35+00:00,True,0,0,11,active,,,2020-07-28 21:33:20,2020
1,12,4,0,False,True,True,4,2020-07-28 21:07:44+00:00,True,0,0,7,active,,,2020-07-28 21:33:20,2020
2,9,5,0,False,True,True,5,2020-07-28 21:31:43+00:00,True,0,0,6,active,,,2020-07-28 21:33:20,2020
3,9,6,0,False,True,True,6,2020-07-28 21:30:26+00:00,True,0,0,6,active,,,2020-07-28 21:33:20,2020
4,0,7,0,False,True,True,7,2020-07-28 21:23:25+00:00,True,0,0,15,active,,,2020-07-28 21:33:20,2020
5,1,8,0,False,True,True,8,2020-07-28 21:31:02+00:00,True,1,0,17,active,,,2020-07-28 21:33:20,2020
6,10,9,0,False,True,True,9,2020-07-28 21:28:57+00:00,True,1,0,4,active,,,2020-07-28 21:33:20,2020
7,7,10,0,False,True,True,10,2020-07-28 21:27:11+00:00,True,1,0,3,active,,,2020-07-28 21:33:20,2020
8,0,11,0,False,True,True,11,2020-07-28 21:23:57+00:00,True,2,0,13,active,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'valet_revision': 69, 'region': 'BOS', 'active': True, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 41}",2020-07-28 21:33:20,2020
9,11,12,0,True,True,True,12,2020-07-28 21:29:05+00:00,True,0,0,7,active,,,2020-07-28 21:33:20,2020
10,0,13,0,False,True,True,13,2020-07-28 21:29:19+00:00,True,0,0,19,active,,,2020-07-28 21:33:20,2020
11,9,14,0,False,True,True,14,2020-07-28 21:32:57+00:00,True,0,0,16,active,,,2020-07-28 21:33:20,2020
12,10,15,0,False,True,True,15,2020-07-28 21:24:51+00:00,True,0,0,5,active,,,2020-07-28 21:33:20,2020
13,11,16,0,True,True,True,16,2020-07-28 21:26:34+00:00,True,1,0,7,active,,,2020-07-28 21:33:20,2020
14,7,17,0,False,True,True,17,2020-07-28 21:09:56+00:00,True,0,0,8,active,,,2020-07-28 21:33:20,2020
15,3,19,0,False,True,True,19,2020-07-28 21:28:14+00:00,True,0,0,12,active,,,2020-07-28 21:33:20,2020
16,9,20,0,True,True,True,20,2020-07-28 21:30:30+00:00,True,0,0,14,active,,,2020-07-28 21:33:20,2020
17,4,21,0,True,True,True,21,2020-07-28 21:30:41+00:00,True,2,0,12,active,,,2020-07-28 21:33:20,2020
