,is_installed,is_returning,station_status,num_bikes_disabled,station_id,last_reported,legacy_id,num_docks_disabled,num_bikes_available,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
218,True,True,active,0,327,2020-07-29 17:33:43+00:00,327,0,11,4,False,0,True,,,2020-07-29 18:14:40,2020
219,True,True,active,0,328,2020-07-29 17:44:39+00:00,328,0,8,7,False,0,True,,,2020-07-29 18:14:40,2020
220,True,True,active,0,329,2020-07-29 16:10:17+00:00,329,0,12,3,False,0,True,,,2020-07-29 18:14:40,2020
221,True,True,active,0,330,2020-07-29 17:46:32+00:00,330,0,5,10,False,0,True,,,2020-07-29 18:14:40,2020
222,True,True,active,0,331,2020-07-29 18:07:32+00:00,331,0,8,7,False,0,True,,,2020-07-29 18:14:40,2020
223,True,True,active,1,332,2020-07-29 17:39:32+00:00,332,0,6,8,False,0,True,,,2020-07-29 18:14:40,2020
224,True,True,active,0,333,2020-07-29 17:29:24+00:00,333,0,20,5,False,0,True,,,2020-07-29 18:14:40,2020
225,True,True,active,0,334,2020-07-29 18:11:33+00:00,334,0,8,11,False,0,True,,,2020-07-29 18:14:40,2020
226,True,True,active,0,335,2020-07-29 17:52:59+00:00,335,0,10,9,False,0,True,,,2020-07-29 18:14:40,2020
227,True,True,active,0,336,2020-07-29 15:21:38+00:00,336,0,10,5,False,0,True,,,2020-07-29 18:14:40,2020
228,True,True,active,1,337,2020-07-29 14:50:54+00:00,337,0,14,0,False,0,True,,,2020-07-29 18:14:40,2020
229,True,True,active,0,338,2020-07-29 17:24:12+00:00,338,0,5,10,False,0,True,,,2020-07-29 18:14:40,2020
230,True,True,active,0,339,2020-07-29 17:49:37+00:00,339,0,10,5,False,0,True,,,2020-07-29 18:14:40,2020
231,True,True,active,1,340,2020-07-29 15:27:12+00:00,340,0,13,5,False,0,True,,,2020-07-29 18:14:40,2020
232,True,True,active,0,341,2020-07-29 15:51:22+00:00,341,0,8,7,True,0,True,,,2020-07-29 18:14:40,2020
233,True,True,active,0,342,2020-07-29 18:01:36+00:00,342,0,5,10,False,0,True,,,2020-07-29 18:14:40,2020
234,True,True,active,1,343,2020-07-29 15:29:35+00:00,343,0,4,10,False,0,True,,,2020-07-29 18:14:40,2020
235,True,True,active,0,344,2020-07-29 15:10:59+00:00,344,0,0,19,False,0,True,,,2020-07-29 18:14:40,2020
236,True,True,active,0,345,2020-07-29 17:50:11+00:00,345,0,6,13,False,0,True,,,2020-07-29 18:14:40,2020
237,True,True,active,0,346,2020-07-29 17:32:05+00:00,346,0,1,14,False,0,True,,,2020-07-29 18:14:40,2020
238,True,True,active,0,347,2020-07-29 17:43:34+00:00,347,0,5,10,False,0,True,,,2020-07-29 18:14:40,2020
239,True,True,active,1,348,2020-07-29 17:54:19+00:00,348,0,9,5,False,0,True,,,2020-07-29 18:14:40,2020
240,True,True,active,0,349,2020-07-29 16:21:16+00:00,349,0,3,14,True,0,True,,,2020-07-29 18:14:40,2020
241,True,True,active,0,350,2020-07-29 16:06:34+00:00,350,0,6,11,False,0,True,,,2020-07-29 18:14:40,2020
242,True,True,active,0,351,2020-07-29 15:37:18+00:00,351,0,6,9,False,0,True,,,2020-07-29 18:14:40,2020
243,True,True,active,0,352,2020-07-29 16:45:23+00:00,352,0,3,12,False,0,True,,,2020-07-29 18:14:40,2020
244,True,True,active,0,353,2020-07-29 13:28:03+00:00,353,0,13,2,True,0,True,,,2020-07-29 18:14:40,2020
245,True,True,active,0,354,2020-07-29 18:00:41+00:00,354,0,0,15,False,0,True,,,2020-07-29 18:14:40,2020
246,True,True,active,0,355,2020-07-29 16:19:55+00:00,355,0,7,10,False,0,True,,,2020-07-29 18:14:40,2020
247,True,True,active,0,356,2020-07-29 17:03:21+00:00,356,0,19,4,False,0,True,,,2020-07-29 18:14:40,2020
248,True,True,active,0,357,2020-07-29 17:41:15+00:00,357,0,9,6,False,0,True,,,2020-07-29 18:14:40,2020
249,True,True,active,0,358,2020-07-29 17:46:26+00:00,358,0,6,13,False,0,True,,,2020-07-29 18:14:40,2020
250,True,True,active,0,359,2020-07-29 17:09:31+00:00,359,0,9,6,False,0,True,,,2020-07-29 18:14:40,2020
251,True,True,active,0,360,2020-07-29 16:52:46+00:00,360,0,5,10,False,0,True,,,2020-07-29 18:14:40,2020
252,True,True,active,0,361,2020-07-29 18:00:29+00:00,361,0,6,13,False,0,True,,,2020-07-29 18:14:40,2020
253,True,True,active,0,362,2020-07-29 18:13:53+00:00,362,0,12,7,False,0,True,,,2020-07-29 18:14:40,2020
254,True,True,active,0,363,2020-07-29 18:12:47+00:00,363,0,9,10,False,0,True,,,2020-07-29 18:14:40,2020
255,True,True,active,0,364,2020-07-29 17:54:13+00:00,364,0,0,19,False,0,True,,,2020-07-29 18:14:40,2020
256,True,True,active,0,365,2020-07-29 17:46:09+00:00,365,0,4,15,False,0,True,,,2020-07-29 18:14:40,2020
257,True,True,active,0,366,2020-07-29 18:11:41+00:00,366,0,14,1,False,0,True,,,2020-07-29 18:14:40,2020
258,True,True,active,0,367,2020-07-29 17:00:10+00:00,367,0,17,2,False,0,True,,,2020-07-29 18:14:40,2020
259,True,True,active,0,368,2020-07-29 16:05:35+00:00,368,0,3,12,False,0,True,,,2020-07-29 18:14:40,2020
260,True,True,active,0,369,2020-07-29 17:34:29+00:00,369,0,7,8,False,0,True,,,2020-07-29 18:14:40,2020
261,True,True,active,0,370,2020-07-29 17:44:23+00:00,370,0,15,4,False,0,True,,,2020-07-29 18:14:40,2020
262,True,True,active,0,371,2020-07-29 16:09:52+00:00,371,0,12,7,False,0,True,,,2020-07-29 18:14:40,2020
263,True,True,active,0,372,2020-07-29 18:04:47+00:00,372,0,14,5,False,0,True,,,2020-07-29 18:14:40,2020
264,True,True,active,0,373,2020-07-29 08:59:18+00:00,373,0,6,9,False,0,True,,,2020-07-29 18:14:40,2020
265,True,True,active,0,374,2020-07-29 18:13:56+00:00,374,0,10,9,False,0,True,,,2020-07-29 18:14:40,2020
266,True,True,active,0,376,2020-07-29 17:07:56+00:00,376,0,6,9,False,0,True,,,2020-07-29 18:14:40,2020
267,True,False,active,0,377,2020-07-29 16:59:22+00:00,377,0,14,5,False,0,False,,,2020-07-29 18:14:40,2020
268,True,True,active,0,378,2020-07-29 17:50:37+00:00,378,0,2,17,False,0,True,,,2020-07-29 18:14:40,2020
269,True,True,active,0,379,2020-07-29 18:07:02+00:00,379,0,7,8,False,0,True,,,2020-07-29 18:14:40,2020
270,True,True,active,1,380,2020-07-29 18:14:17+00:00,380,0,10,7,False,0,True,,,2020-07-29 18:14:40,2020
271,True,True,active,0,381,2020-07-29 18:11:21+00:00,381,0,10,9,False,0,True,,,2020-07-29 18:14:40,2020
272,True,True,active,0,384,2020-07-29 18:11:18+00:00,384,0,8,11,True,0,True,,,2020-07-29 18:14:40,2020
273,True,True,active,0,385,2020-07-29 18:05:17+00:00,385,1,10,4,False,0,True,,,2020-07-29 18:14:40,2020
274,True,True,active,0,386,2020-07-29 18:09:02+00:00,386,0,13,6,False,0,True,,,2020-07-29 18:14:40,2020
275,True,True,active,0,387,2020-07-29 10:36:47+00:00,387,0,11,4,False,0,True,,,2020-07-29 18:14:40,2020
276,True,True,active,0,388,2020-07-29 08:59:07+00:00,388,0,3,8,False,0,True,,,2020-07-29 18:14:40,2020
277,True,True,active,0,389,2020-07-29 17:16:59+00:00,389,0,9,5,False,0,True,,,2020-07-29 18:14:40,2020
278,True,True,active,0,390,2020-07-29 10:46:04+00:00,390,0,15,0,False,0,True,,,2020-07-29 18:14:40,2020
279,True,True,active,0,391,2020-07-29 09:00:14+00:00,391,0,11,4,False,0,True,,,2020-07-29 18:14:40,2020
280,True,True,active,0,392,2020-07-29 16:37:29+00:00,392,0,9,6,False,0,True,,,2020-07-29 18:14:40,2020
281,True,True,active,0,393,2020-07-28 16:21:03+00:00,393,0,6,9,False,0,True,,,2020-07-29 18:14:40,2020
282,True,True,active,0,394,2020-07-29 16:40:08+00:00,394,0,0,14,False,0,True,,,2020-07-29 18:14:40,2020
283,True,True,active,0,395,2020-07-29 14:45:26+00:00,395,0,6,9,False,0,True,,,2020-07-29 18:14:40,2020
284,True,True,active,0,396,2020-07-29 17:56:52+00:00,396,0,9,6,False,0,True,,,2020-07-29 18:14:40,2020
285,True,True,active,0,397,2020-07-29 16:43:59+00:00,397,0,9,6,False,0,True,,,2020-07-29 18:14:40,2020
286,True,True,active,0,398,2020-07-29 17:49:28+00:00,398,0,12,7,False,0,True,,,2020-07-29 18:14:40,2020
287,True,True,active,0,399,2020-07-29 17:27:14+00:00,399,0,11,4,False,0,True,,,2020-07-29 18:14:40,2020
288,True,True,active,0,400,2020-07-29 16:34:56+00:00,400,0,12,15,False,0,True,,,2020-07-29 18:14:40,2020
289,True,True,active,0,401,2020-07-29 16:56:12+00:00,401,0,12,3,False,0,True,,,2020-07-29 18:14:40,2020
290,True,True,active,0,402,2020-07-29 17:20:41+00:00,402,0,1,14,False,0,True,,,2020-07-29 18:14:40,2020
291,True,True,active,0,403,2020-07-29 18:09:03+00:00,403,0,0,15,False,0,True,,,2020-07-29 18:14:40,2020
292,True,True,active,1,404,2020-07-29 18:10:54+00:00,404,0,3,12,False,0,True,,,2020-07-29 18:14:40,2020
293,True,True,active,0,405,2020-07-29 18:06:00+00:00,405,0,13,6,False,0,True,,,2020-07-29 18:14:40,2020
294,True,True,active,1,406,2020-07-29 15:01:48+00:00,406,0,1,13,False,0,True,,,2020-07-29 18:14:40,2020
295,True,True,active,0,407,2020-07-29 16:55:30+00:00,407,0,6,13,False,0,True,,,2020-07-29 18:14:40,2020
296,True,True,active,0,408,2020-07-29 18:03:48+00:00,408,0,9,6,False,0,True,,,2020-07-29 18:14:40,2020
297,True,True,active,0,409,2020-07-29 18:11:16+00:00,409,0,6,13,False,0,True,,,2020-07-29 18:14:40,2020
298,True,True,active,2,410,2020-07-29 16:28:35+00:00,410,0,15,2,False,0,True,,,2020-07-29 18:14:40,2020
299,True,True,active,2,411,2020-07-29 16:18:58+00:00,411,0,12,1,False,0,True,,,2020-07-29 18:14:40,2020
300,True,True,active,0,412,2020-07-29 18:08:31+00:00,412,0,6,13,False,0,True,,,2020-07-29 18:14:40,2020
301,True,True,active,1,413,2020-07-29 17:56:07+00:00,413,0,7,11,False,0,True,,,2020-07-29 18:14:40,2020
302,True,True,active,0,414,2020-07-29 17:20:35+00:00,414,0,3,20,False,0,True,,,2020-07-29 18:14:40,2020
303,True,True,active,0,415,2020-07-29 17:37:09+00:00,415,0,2,17,False,0,True,,,2020-07-29 18:14:40,2020
304,True,True,active,0,416,2020-07-29 18:06:18+00:00,416,0,10,5,False,0,True,,,2020-07-29 18:14:40,2020
305,True,True,active,0,417,2020-07-29 18:01:30+00:00,417,0,2,17,False,0,True,,,2020-07-29 18:14:40,2020
306,True,True,active,0,419,2020-07-29 18:12:46+00:00,419,0,9,6,False,0,True,,,2020-07-29 18:14:40,2020
307,False,False,out_of_service,0,420,1970-01-02 00:00:00+00:00,420,0,0,0,False,0,False,,,2020-07-29 18:14:40,1970
308,True,True,active,1,421,2020-07-29 14:32:21+00:00,421,0,9,9,False,0,True,,,2020-07-29 18:14:40,2020
309,True,True,active,0,422,2020-07-29 15:13:37+00:00,422,0,14,1,False,0,True,,,2020-07-29 18:14:40,2020
310,True,True,active,0,423,2020-07-29 15:05:54+00:00,423,0,9,10,False,0,True,,,2020-07-29 18:14:40,2020
311,True,True,active,1,424,2020-07-29 18:09:49+00:00,424,0,4,14,False,0,True,,,2020-07-29 18:14:40,2020
312,True,True,active,0,425,2020-07-29 09:00:50+00:00,425,0,5,11,False,0,True,,,2020-07-29 18:14:40,2020
313,True,True,active,0,426,2020-07-29 17:58:07+00:00,426,0,16,11,False,0,True,,,2020-07-29 18:14:40,2020
314,True,True,active,0,427,2020-07-29 10:20:22+00:00,427,0,8,11,False,0,True,,,2020-07-29 18:14:40,2020
315,True,True,active,0,428,2020-07-29 17:54:37+00:00,428,0,9,10,False,0,True,,,2020-07-29 18:14:40,2020
316,True,True,active,0,430,2020-07-29 15:51:56+00:00,430,0,15,4,False,0,True,,,2020-07-29 18:14:40,2020
317,True,True,active,1,431,2020-07-29 17:32:25+00:00,431,0,1,13,False,0,True,,,2020-07-29 18:14:40,2020
318,True,True,active,0,432,2020-07-29 13:57:01+00:00,432,0,6,13,False,0,True,,,2020-07-29 18:14:40,2020
319,True,True,active,1,433,2020-07-29 13:58:30+00:00,433,0,0,18,False,0,True,,,2020-07-29 18:14:40,2020
320,True,True,active,1,434,2020-07-29 13:39:52+00:00,434,0,9,9,False,0,True,,,2020-07-29 18:14:40,2020
321,True,True,active,2,435,2020-07-29 17:48:38+00:00,435,0,12,1,False,0,True,,,2020-07-29 18:14:40,2020
322,True,True,active,0,436,2020-07-29 16:37:42+00:00,436,0,7,8,False,0,True,,,2020-07-29 18:14:40,2020
323,True,True,active,0,437,2020-07-29 17:55:02+00:00,437,0,8,11,False,0,True,,,2020-07-29 18:14:40,2020
324,True,True,active,0,440,2020-07-29 18:10:18+00:00,440,0,7,10,False,0,True,,,2020-07-29 18:14:40,2020
325,True,True,active,0,441,2020-07-29 16:58:57+00:00,441,0,15,4,False,0,True,,,2020-07-29 18:14:40,2020
326,True,True,active,0,442,2020-07-29 17:53:13+00:00,442,0,4,11,False,0,True,,,2020-07-29 18:14:40,2020
327,True,True,active,0,443,2020-07-29 08:59:20+00:00,443,0,7,12,False,0,True,,,2020-07-29 18:14:40,2020
328,True,True,active,0,445,2020-07-29 18:07:20+00:00,445,0,13,6,False,0,True,,,2020-07-29 18:14:40,2020
329,True,True,active,0,446,2020-07-29 16:55:31+00:00,446,0,12,0,False,0,True,,,2020-07-29 18:14:40,2020
330,True,True,active,0,447,2020-07-29 16:06:49+00:00,447,0,5,14,False,0,True,,,2020-07-29 18:14:40,2020
331,True,True,active,0,448,2020-07-29 14:20:33+00:00,448,0,4,7,False,0,True,,,2020-07-29 18:14:40,2020
332,False,True,out_of_service,0,449,1970-01-02 00:00:00+00:00,449,0,0,0,False,0,True,,,2020-07-29 18:14:40,1970
333,True,True,active,0,450,2020-07-29 17:52:50+00:00,450,0,1,14,False,0,True,,,2020-07-29 18:14:40,2020
334,True,True,active,0,451,2020-07-29 16:33:52+00:00,451,0,0,15,False,0,True,,,2020-07-29 18:14:40,2020
335,True,True,active,0,452,2020-07-29 18:11:04+00:00,452,0,8,7,False,0,True,,,2020-07-29 18:14:40,2020
336,True,True,active,0,453,2020-07-29 17:15:51+00:00,453,0,3,12,False,0,True,,,2020-07-29 18:14:40,2020
337,True,True,active,0,454,2020-07-29 18:13:13+00:00,454,0,1,14,False,0,True,,,2020-07-29 18:14:40,2020
