,station_id,is_renting,num_ebikes_available,num_bikes_disabled,eightd_has_available_keys,last_reported,eightd_active_station_services,num_docks_disabled,is_returning,valet,legacy_id,is_installed,num_bikes_available,num_docks_available,station_status,timestamp_of_data_read_request,year_station_last_reported
0,296,True,0,1,False,2020-08-02 23:29:00+00:00,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'off_dock_count': 0, 'active': True, 'dock_blocked_count': 0, 'valet_revision': 3, 'region': 'BOS'}",296,True,10,12,active,2020-08-02 23:34:25,2020
1,3,True,0,2,True,2020-08-02 22:30:25+00:00,,0,True,,3,True,5,8,active,2020-08-02 23:34:25,2020
2,4,True,0,0,False,2020-08-02 23:19:02+00:00,,0,True,,4,True,11,8,active,2020-08-02 23:34:25,2020
3,5,True,0,1,False,2020-08-02 23:29:55+00:00,,0,True,,5,True,2,12,active,2020-08-02 23:34:25,2020
4,6,True,0,0,False,2020-08-02 23:34:11+00:00,,0,True,,6,True,7,8,active,2020-08-02 23:34:25,2020
5,7,True,0,0,False,2020-08-02 22:59:54+00:00,,0,True,,7,True,8,7,active,2020-08-02 23:34:25,2020
6,8,True,0,3,False,2020-08-02 23:31:45+00:00,,0,True,,8,True,10,6,active,2020-08-02 23:34:25,2020
7,9,True,0,0,False,2020-08-02 23:23:44+00:00,,0,True,,9,True,5,10,active,2020-08-02 23:34:25,2020
8,10,True,0,1,False,2020-08-02 23:09:15+00:00,,0,True,,10,True,0,10,active,2020-08-02 23:34:25,2020
9,11,True,0,1,False,2020-08-02 23:30:16+00:00,,0,True,,11,True,2,12,active,2020-08-02 23:34:25,2020
10,12,True,0,1,True,2020-08-02 23:27:09+00:00,,0,True,,12,True,6,11,active,2020-08-02 23:34:25,2020
11,13,True,0,0,False,2020-08-02 23:20:05+00:00,,0,True,,13,True,9,10,active,2020-08-02 23:34:25,2020
12,14,True,0,1,False,2020-08-02 23:32:34+00:00,,0,True,,14,True,15,9,active,2020-08-02 23:34:25,2020
13,15,True,0,0,False,2020-08-02 23:29:58+00:00,,0,True,,15,True,7,8,active,2020-08-02 23:34:25,2020
14,16,True,0,0,True,2020-08-02 22:55:20+00:00,,0,True,,16,True,11,8,active,2020-08-02 23:34:25,2020
15,17,True,0,1,False,2020-08-02 23:33:35+00:00,,0,True,,17,True,8,6,active,2020-08-02 23:34:25,2020
16,19,True,0,0,False,2020-08-02 22:36:03+00:00,,0,True,,19,True,2,13,active,2020-08-02 23:34:25,2020
17,20,True,0,0,True,2020-08-02 23:30:34+00:00,,0,True,,20,True,15,8,active,2020-08-02 23:34:25,2020
18,21,True,0,0,True,2020-08-02 23:23:10+00:00,,0,True,,21,True,9,9,active,2020-08-02 23:34:25,2020
19,22,True,0,0,True,2020-08-02 22:34:53+00:00,,0,True,,22,True,14,33,active,2020-08-02 23:34:25,2020
20,23,True,0,0,True,2020-08-02 23:32:56+00:00,,0,True,,23,True,2,19,active,2020-08-02 23:34:25,2020
21,24,True,0,1,False,2020-08-02 23:03:40+00:00,,0,True,,24,True,16,2,active,2020-08-02 23:34:25,2020
22,25,True,0,2,False,2020-08-02 23:31:54+00:00,,0,True,,25,True,3,10,active,2020-08-02 23:34:25,2020
23,26,True,0,0,False,2020-08-02 22:50:38+00:00,,0,True,,26,True,0,15,active,2020-08-02 23:34:25,2020
24,27,True,0,0,False,2020-08-02 23:27:52+00:00,,0,True,,27,True,11,12,active,2020-08-02 23:34:25,2020
25,29,True,0,0,False,2020-08-02 20:54:08+00:00,,0,True,,29,True,6,9,active,2020-08-02 23:34:25,2020
26,30,True,0,4,False,2020-08-02 23:24:58+00:00,,0,True,,30,True,3,8,active,2020-08-02 23:34:25,2020
27,31,True,0,0,True,2020-08-02 22:34:48+00:00,,0,True,,31,True,0,19,active,2020-08-02 23:34:25,2020
28,32,True,0,3,False,2020-08-02 23:28:33+00:00,,0,True,,32,True,8,4,active,2020-08-02 23:34:25,2020
29,33,True,0,2,False,2020-08-02 23:27:20+00:00,,0,True,,33,True,3,22,active,2020-08-02 23:34:25,2020
30,35,True,0,0,False,2020-08-02 23:33:36+00:00,,0,True,,35,True,3,20,active,2020-08-02 23:34:25,2020
31,36,True,0,0,True,2020-08-02 23:21:39+00:00,,0,True,,36,True,14,19,active,2020-08-02 23:34:25,2020
32,37,True,0,0,True,2020-08-02 22:22:15+00:00,,0,True,,37,True,9,6,active,2020-08-02 23:34:25,2020
33,39,True,0,1,False,2020-08-02 23:03:39+00:00,,0,True,,39,True,5,17,active,2020-08-02 23:34:25,2020
34,40,True,0,3,False,2020-08-02 23:33:37+00:00,,0,True,,40,True,12,4,active,2020-08-02 23:34:25,2020
35,41,True,0,5,True,2020-08-02 23:32:42+00:00,,0,True,,41,True,6,16,active,2020-08-02 23:34:25,2020
36,42,True,0,1,False,2020-08-02 23:29:13+00:00,,0,True,,42,True,1,21,active,2020-08-02 23:34:25,2020
37,43,True,0,0,True,2020-08-02 23:19:24+00:00,,0,True,,43,True,7,8,active,2020-08-02 23:34:25,2020
38,44,True,0,1,False,2020-08-02 23:28:55+00:00,,0,True,,44,True,3,19,active,2020-08-02 23:34:25,2020
39,46,True,0,1,False,2020-08-02 23:32:27+00:00,,0,True,,46,True,3,15,active,2020-08-02 23:34:25,2020
40,47,True,0,0,True,2020-08-02 23:14:03+00:00,,0,True,,47,True,17,2,active,2020-08-02 23:34:25,2020
41,48,True,0,0,False,2020-08-02 23:24:46+00:00,,0,True,,48,True,1,18,active,2020-08-02 23:34:25,2020
42,49,True,0,0,False,2020-08-02 23:18:59+00:00,,0,True,,49,True,8,10,active,2020-08-02 23:34:25,2020
43,50,True,0,0,True,2020-08-02 22:36:20+00:00,,0,True,,50,True,4,11,active,2020-08-02 23:34:25,2020
44,51,True,0,0,False,2020-08-02 22:59:34+00:00,,0,True,,51,True,13,2,active,2020-08-02 23:34:25,2020
45,52,True,0,0,True,2020-08-02 23:07:09+00:00,,0,True,,52,True,2,21,active,2020-08-02 23:34:25,2020
46,53,True,0,1,False,2020-08-02 23:11:19+00:00,,0,True,,53,True,0,18,active,2020-08-02 23:34:25,2020
47,54,True,0,3,False,2020-08-02 23:32:10+00:00,,0,True,,54,True,1,11,active,2020-08-02 23:34:25,2020
48,55,True,0,0,False,2020-08-02 23:32:11+00:00,,0,True,,55,True,3,12,active,2020-08-02 23:34:25,2020
49,56,True,0,0,True,2020-08-02 23:26:05+00:00,,0,True,,56,True,13,5,active,2020-08-02 23:34:25,2020
50,57,True,0,0,True,2020-08-02 23:28:27+00:00,,0,True,,57,True,5,9,active,2020-08-02 23:34:25,2020
51,58,True,0,0,True,2020-08-02 23:33:23+00:00,,0,True,,58,True,6,13,active,2020-08-02 23:34:25,2020
52,59,True,0,0,True,2020-08-02 23:04:43+00:00,,0,True,,59,True,11,8,active,2020-08-02 23:34:25,2020
53,60,True,0,0,False,2020-08-02 23:33:41+00:00,,0,True,,60,True,6,13,active,2020-08-02 23:34:25,2020
54,61,True,0,0,False,2020-08-02 23:28:37+00:00,,0,True,,61,True,19,0,active,2020-08-02 23:34:25,2020
55,63,True,0,0,False,2020-08-02 23:33:26+00:00,,0,True,,63,True,2,13,active,2020-08-02 23:34:25,2020
56,64,True,0,0,False,2020-08-02 23:31:45+00:00,,0,True,,64,True,19,0,active,2020-08-02 23:34:25,2020
57,65,True,0,1,False,2020-08-02 23:11:40+00:00,,0,True,,65,True,11,11,active,2020-08-02 23:34:25,2020
