,num_bikes_available,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-01 12:40:17+00:00,True,3,0,active,0,0,3,True,True,False,15,,,2020-08-01 14:10:45,2020
1,3,2020-08-01 14:06:08+00:00,True,4,0,active,0,0,4,True,True,False,16,,,2020-08-01 14:10:45,2020
2,3,2020-08-01 13:23:32+00:00,True,5,0,active,0,0,5,True,True,False,12,,,2020-08-01 14:10:45,2020
3,1,2020-08-01 14:00:55+00:00,True,6,0,active,0,0,6,True,True,False,14,,,2020-08-01 14:10:45,2020
4,6,2020-08-01 13:23:56+00:00,True,7,0,active,0,0,7,True,True,False,9,,,2020-08-01 14:10:45,2020
5,8,2020-08-01 14:06:28+00:00,True,8,2,active,0,0,8,True,True,False,9,,,2020-08-01 14:10:45,2020
6,15,2020-08-01 14:02:15+00:00,True,9,0,active,0,0,9,True,True,False,0,,,2020-08-01 14:10:45,2020
7,3,2020-08-01 14:00:59+00:00,True,10,1,active,0,0,10,True,True,False,7,,,2020-08-01 14:10:45,2020
8,14,2020-08-01 13:50:39+00:00,True,11,1,active,0,0,11,True,True,False,0,"{'off_dock_capacity': 50, 'valet_revision': 75, 'off_dock_count': 20, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 14:10:45,2020
9,0,2020-08-01 13:38:43+00:00,True,12,2,active,0,0,12,True,True,True,16,,,2020-08-01 14:10:45,2020
10,15,2020-08-01 13:46:12+00:00,True,13,0,active,0,0,13,True,True,False,4,,,2020-08-01 14:10:45,2020
11,7,2020-08-01 14:09:16+00:00,True,14,0,active,0,0,14,True,True,False,18,,,2020-08-01 14:10:45,2020
12,12,2020-08-01 13:48:43+00:00,True,15,1,active,0,0,15,True,True,False,2,,,2020-08-01 14:10:45,2020
13,15,2020-08-01 13:49:01+00:00,True,16,2,active,0,0,16,True,True,True,2,,,2020-08-01 14:10:45,2020
14,3,2020-08-01 13:57:23+00:00,True,17,0,active,0,0,17,True,True,False,12,,,2020-08-01 14:10:45,2020
15,5,2020-08-01 14:05:00+00:00,True,19,0,active,0,0,19,True,True,False,10,,,2020-08-01 14:10:45,2020
16,13,2020-08-01 14:07:24+00:00,True,20,0,active,0,0,20,True,True,True,10,,,2020-08-01 14:10:45,2020
17,2,2020-08-01 13:21:44+00:00,True,21,0,active,0,0,21,True,True,True,16,,,2020-08-01 14:10:45,2020
18,16,2020-08-01 13:30:18+00:00,True,22,2,active,0,0,22,True,True,True,29,,,2020-08-01 14:10:45,2020
19,4,2020-08-01 13:59:39+00:00,True,23,0,active,0,0,23,True,True,True,17,,,2020-08-01 14:10:45,2020
20,2,2020-08-01 13:35:51+00:00,True,24,0,active,0,0,24,True,True,False,17,,,2020-08-01 14:10:45,2020
21,8,2020-08-01 14:00:27+00:00,True,25,1,active,0,0,25,True,True,False,6,,,2020-08-01 14:10:45,2020
22,4,2020-08-01 14:07:46+00:00,True,26,0,active,0,0,26,True,True,False,11,,,2020-08-01 14:10:45,2020
23,9,2020-08-01 13:41:39+00:00,True,27,2,active,0,0,27,True,True,False,12,,,2020-08-01 14:10:45,2020
24,8,2020-08-01 14:03:33+00:00,True,29,0,active,0,0,29,True,True,False,7,,,2020-08-01 14:10:45,2020
25,11,2020-08-01 14:05:36+00:00,True,30,1,active,0,0,30,True,True,False,3,,,2020-08-01 14:10:45,2020
26,9,2020-08-01 12:45:39+00:00,True,31,0,active,0,0,31,True,True,True,10,,,2020-08-01 14:10:45,2020
27,1,2020-08-01 13:54:22+00:00,True,32,3,active,0,0,32,True,True,False,11,,,2020-08-01 14:10:45,2020
28,15,2020-08-01 13:59:09+00:00,True,33,1,active,0,0,33,True,True,False,11,,,2020-08-01 14:10:45,2020
29,5,2020-08-01 13:45:28+00:00,True,35,2,active,0,0,35,True,True,False,16,,,2020-08-01 14:10:45,2020
30,4,2020-08-01 13:55:29+00:00,True,36,0,active,0,0,36,True,True,True,29,,,2020-08-01 14:10:45,2020
31,0,2020-08-01 13:55:45+00:00,True,37,0,active,0,0,37,True,True,True,15,,,2020-08-01 14:10:45,2020
32,16,2020-08-01 13:54:03+00:00,True,39,0,active,0,0,39,True,True,False,7,,,2020-08-01 14:10:45,2020
33,5,2020-08-01 14:06:07+00:00,True,40,1,active,0,0,40,True,True,False,13,,,2020-08-01 14:10:45,2020
34,24,2020-08-01 14:06:42+00:00,True,41,1,active,0,0,41,True,True,True,2,,,2020-08-01 14:10:45,2020
35,23,2020-08-01 14:10:14+00:00,True,42,0,active,0,0,42,True,True,False,0,,,2020-08-01 14:10:45,2020
36,1,2020-08-01 14:06:27+00:00,True,43,4,active,0,0,43,True,True,True,10,,,2020-08-01 14:10:45,2020
37,2,2020-08-01 13:45:40+00:00,True,44,0,active,0,0,44,True,True,False,21,,,2020-08-01 14:10:45,2020
38,11,2020-08-01 13:57:42+00:00,True,46,0,active,0,0,46,True,True,False,8,,,2020-08-01 14:10:45,2020
39,4,2020-08-01 14:07:53+00:00,True,47,0,active,0,0,47,True,True,True,15,,,2020-08-01 14:10:45,2020
40,5,2020-08-01 13:24:35+00:00,True,48,0,active,0,0,48,True,True,False,14,,,2020-08-01 14:10:45,2020
41,0,2020-08-01 13:49:46+00:00,True,49,0,active,0,0,49,True,True,False,18,,,2020-08-01 14:10:45,2020
42,2,2020-08-01 13:56:53+00:00,True,50,0,active,0,0,50,True,True,True,13,,,2020-08-01 14:10:45,2020
43,9,2020-08-01 11:52:19+00:00,True,51,1,active,0,0,51,True,True,False,5,,,2020-08-01 14:10:45,2020
44,9,2020-08-01 14:03:33+00:00,True,52,1,active,0,0,52,True,True,True,13,,,2020-08-01 14:10:45,2020
45,2,2020-08-01 14:06:00+00:00,True,53,1,active,0,0,53,True,True,False,16,,,2020-08-01 14:10:45,2020
46,1,2020-08-01 14:10:20+00:00,True,54,1,active,0,0,54,True,True,False,13,,,2020-08-01 14:10:45,2020
47,2,2020-08-01 13:56:22+00:00,True,55,0,active,0,0,55,True,True,False,13,,,2020-08-01 14:10:45,2020
48,9,2020-08-01 13:11:27+00:00,True,56,0,active,0,0,56,True,True,True,9,,,2020-08-01 14:10:45,2020
49,4,2020-08-01 13:59:01+00:00,True,57,0,active,0,0,57,True,True,True,10,,,2020-08-01 14:10:45,2020
50,2,2020-08-01 12:44:22+00:00,True,58,0,active,0,0,58,True,True,True,17,,,2020-08-01 14:10:45,2020
51,5,2020-08-01 13:56:09+00:00,True,59,0,active,0,0,59,True,True,True,14,,,2020-08-01 14:10:45,2020
52,2,2020-08-01 14:05:43+00:00,True,60,3,active,0,0,60,True,True,False,14,"{'off_dock_capacity': 40, 'valet_revision': 63, 'off_dock_count': 2, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 14:10:45,2020
53,4,2020-08-01 14:06:27+00:00,True,61,0,active,0,0,61,True,True,False,15,,,2020-08-01 14:10:45,2020
54,3,2020-08-01 08:53:08+00:00,True,63,0,active,0,0,63,True,True,False,12,,,2020-08-01 14:10:45,2020
55,1,2020-08-01 14:05:33+00:00,True,64,1,active,0,0,64,True,True,False,17,,,2020-08-01 14:10:45,2020
56,22,2020-08-01 13:01:46+00:00,True,65,0,active,0,0,65,True,True,False,1,,,2020-08-01 14:10:45,2020
57,4,2020-08-01 13:43:07+00:00,True,66,1,active,0,0,66,True,True,False,10,,,2020-08-01 14:10:45,2020
58,13,2020-08-01 13:49:53+00:00,True,67,0,active,0,0,67,True,True,True,14,,,2020-08-01 14:10:45,2020
59,16,2020-08-01 14:01:42+00:00,True,68,1,active,0,0,68,True,True,True,2,,,2020-08-01 14:10:45,2020
60,14,2020-08-01 14:08:06+00:00,True,69,0,active,0,0,69,True,True,True,5,,,2020-08-01 14:10:45,2020
61,10,2020-08-01 14:04:18+00:00,True,70,1,active,0,0,70,True,True,False,12,,,2020-08-01 14:10:45,2020
62,18,2020-08-01 14:05:56+00:00,True,71,0,active,0,0,71,True,True,False,5,,,2020-08-01 14:10:45,2020
63,7,2020-08-01 14:05:21+00:00,True,72,0,active,0,0,72,True,True,False,16,,,2020-08-01 14:10:45,2020
64,6,2020-08-01 13:29:17+00:00,True,73,0,active,0,0,73,True,True,False,9,,,2020-08-01 14:10:45,2020
65,8,2020-08-01 14:10:12+00:00,True,74,0,active,0,0,74,True,True,True,11,,,2020-08-01 14:10:45,2020
66,7,2020-08-01 14:06:13+00:00,True,75,0,active,0,0,75,True,True,False,8,,,2020-08-01 14:10:45,2020
67,9,2020-08-01 14:05:46+00:00,True,76,0,active,0,0,76,True,True,False,8,,,2020-08-01 14:10:45,2020
68,6,2020-08-01 13:40:36+00:00,True,77,1,active,0,0,77,True,True,False,8,,,2020-08-01 14:10:45,2020
69,17,2020-08-01 14:08:45+00:00,True,78,1,active,0,0,78,True,True,False,1,,,2020-08-01 14:10:45,2020
70,10,2020-08-01 14:04:01+00:00,True,79,0,active,0,0,79,True,True,False,9,,,2020-08-01 14:10:45,2020
71,7,2020-08-01 14:08:52+00:00,True,80,0,active,0,0,80,True,True,False,28,,,2020-08-01 14:10:45,2020
72,2,2020-08-01 14:03:58+00:00,True,81,1,active,0,0,81,True,True,False,16,,,2020-08-01 14:10:45,2020
73,7,2020-08-01 11:48:08+00:00,True,82,0,active,0,0,82,True,True,False,8,,,2020-08-01 14:10:45,2020
74,5,2020-08-01 14:07:05+00:00,True,84,0,active,0,0,84,True,True,False,10,,,2020-08-01 14:10:45,2020
75,3,2020-08-01 14:02:59+00:00,True,85,0,active,0,0,85,True,True,False,16,,,2020-08-01 14:10:45,2020
76,12,2020-08-01 13:48:13+00:00,True,86,0,active,0,0,86,True,True,False,7,,,2020-08-01 14:10:45,2020
77,11,2020-08-01 14:03:07+00:00,True,87,1,active,0,0,87,True,True,False,3,,,2020-08-01 14:10:45,2020
78,13,2020-08-01 12:17:24+00:00,True,89,0,active,0,0,89,True,True,False,6,,,2020-08-01 14:10:45,2020
79,1,2020-08-01 13:40:43+00:00,True,90,0,active,0,0,90,True,True,False,18,,,2020-08-01 14:10:45,2020
80,6,2020-08-01 14:06:32+00:00,True,91,0,active,0,0,91,True,True,False,13,,,2020-08-01 14:10:45,2020
81,13,2020-08-01 13:32:26+00:00,True,92,0,active,0,0,92,True,True,False,6,,,2020-08-01 14:10:45,2020
82,10,2020-08-01 12:02:13+00:00,True,93,3,active,0,0,93,True,True,False,2,,,2020-08-01 14:10:45,2020
83,9,2020-08-01 14:05:05+00:00,True,94,0,active,0,0,94,True,True,False,2,,,2020-08-01 14:10:45,2020
84,2,2020-08-01 14:08:01+00:00,True,95,1,active,0,0,95,True,True,False,12,,,2020-08-01 14:10:45,2020
85,3,2020-08-01 13:55:27+00:00,True,96,0,active,0,0,96,True,True,False,16,,,2020-08-01 14:10:45,2020
86,6,2020-08-01 14:08:35+00:00,True,97,0,active,0,0,97,True,True,False,13,,,2020-08-01 14:10:45,2020
