,num_bikes_disabled,is_returning,num_docks_disabled,num_docks_available,num_bikes_available,station_id,is_renting,station_status,eightd_has_available_keys,num_ebikes_available,last_reported,legacy_id,is_installed,timestamp_of_data_read_request,year_station_last_reported
93,0,True,0,12,7,104,True,active,False,0,2020-08-22 02:52:41+00:00,104,True,2020-08-22 03:15:35,2020
94,0,True,0,12,7,105,True,active,False,0,2020-08-22 01:54:01+00:00,105,True,2020-08-22 03:15:35,2020
95,0,True,0,14,1,106,True,active,False,0,2020-08-21 23:30:26+00:00,106,True,2020-08-22 03:15:35,2020
96,0,True,0,19,0,107,True,active,False,0,2020-08-22 02:18:49+00:00,107,True,2020-08-22 03:15:35,2020
97,0,True,0,13,4,108,True,active,False,0,2020-08-22 01:56:58+00:00,108,True,2020-08-22 03:15:35,2020
98,0,True,0,33,2,109,True,active,False,0,2020-08-22 00:11:18+00:00,109,True,2020-08-22 03:15:35,2020
99,0,True,0,11,4,110,True,active,False,0,2020-08-22 02:58:54+00:00,110,True,2020-08-22 03:15:35,2020
100,0,True,0,8,7,111,True,active,False,0,2020-08-21 23:08:55+00:00,111,True,2020-08-22 03:15:35,2020
101,0,True,0,6,9,112,True,active,False,0,2020-08-22 02:40:19+00:00,112,True,2020-08-22 03:15:35,2020
102,0,True,0,9,6,113,True,active,False,0,2020-08-22 02:32:01+00:00,113,True,2020-08-22 03:15:35,2020
103,0,True,0,9,6,114,True,active,False,0,2020-08-22 00:42:02+00:00,114,True,2020-08-22 03:15:35,2020
104,0,True,0,14,5,115,True,active,False,0,2020-08-22 02:18:50+00:00,115,True,2020-08-22 03:15:35,2020
105,0,True,0,4,19,116,True,active,False,0,2020-08-22 02:55:32+00:00,116,True,2020-08-22 03:15:35,2020
106,0,True,0,6,13,117,True,active,False,0,2020-08-22 02:02:44+00:00,117,True,2020-08-22 03:15:35,2020
107,1,True,0,2,16,118,True,active,False,0,2020-08-22 02:05:09+00:00,118,True,2020-08-22 03:15:35,2020
108,0,True,0,4,11,119,True,active,False,0,2020-08-22 03:06:30+00:00,119,True,2020-08-22 03:15:35,2020
109,1,True,0,10,4,120,True,active,False,0,2020-08-22 03:04:18+00:00,120,True,2020-08-22 03:15:35,2020
110,0,True,0,7,10,121,True,active,False,0,2020-08-22 02:57:47+00:00,121,True,2020-08-22 03:15:35,2020
111,0,True,0,4,11,122,True,active,False,0,2020-08-22 03:01:27+00:00,122,True,2020-08-22 03:15:35,2020
112,0,True,0,14,1,124,True,active,False,0,2020-08-22 02:12:23+00:00,124,True,2020-08-22 03:15:35,2020
113,2,True,0,5,8,125,True,active,False,0,2020-08-22 03:07:54+00:00,125,True,2020-08-22 03:15:35,2020
114,1,True,0,4,10,126,True,active,False,0,2020-08-22 01:23:44+00:00,126,True,2020-08-22 03:15:35,2020
115,0,True,0,15,4,128,True,active,False,0,2020-08-22 02:23:05+00:00,128,True,2020-08-22 03:15:35,2020
116,0,True,0,8,11,129,True,active,False,0,2020-08-22 00:59:42+00:00,129,True,2020-08-22 03:15:35,2020
117,0,True,0,7,8,130,True,active,False,0,2020-08-22 01:46:49+00:00,130,True,2020-08-22 03:15:35,2020
118,0,True,0,0,18,131,True,active,False,0,2020-08-22 01:29:15+00:00,131,True,2020-08-22 03:15:35,2020
119,1,True,0,12,10,133,True,active,False,0,2020-08-22 02:41:00+00:00,133,True,2020-08-22 03:15:35,2020
120,0,True,0,17,0,135,True,active,False,0,2020-08-21 22:43:50+00:00,135,True,2020-08-22 03:15:35,2020
121,0,True,0,19,0,136,True,active,False,0,2020-08-21 22:23:29+00:00,136,True,2020-08-22 03:15:35,2020
122,0,True,0,7,8,137,True,active,False,0,2020-08-22 02:53:02+00:00,137,True,2020-08-22 03:15:35,2020
123,1,True,0,6,8,138,True,active,False,0,2020-08-22 02:00:40+00:00,138,True,2020-08-22 03:15:35,2020
124,0,True,0,14,5,139,True,active,False,0,2020-08-22 02:52:24+00:00,139,True,2020-08-22 03:15:35,2020
125,0,True,0,0,17,140,True,active,False,0,2020-08-22 02:15:00+00:00,140,True,2020-08-22 03:15:35,2020
126,0,True,0,2,13,141,True,active,False,0,2020-08-22 02:22:32+00:00,141,True,2020-08-22 03:15:35,2020
127,0,True,0,8,15,142,True,active,False,0,2020-08-22 01:31:49+00:00,142,True,2020-08-22 03:15:35,2020
128,2,True,0,14,7,143,True,active,False,0,2020-08-22 03:02:11+00:00,143,True,2020-08-22 03:15:35,2020
129,0,True,0,9,10,144,True,active,False,0,2020-08-22 02:04:26+00:00,144,True,2020-08-22 03:15:35,2020
130,0,True,0,1,18,145,True,active,False,0,2020-08-21 23:45:01+00:00,145,True,2020-08-22 03:15:35,2020
131,0,True,0,9,10,146,True,active,False,0,2020-08-22 02:47:44+00:00,146,True,2020-08-22 03:15:35,2020
132,1,True,0,8,9,149,True,active,True,0,2020-08-22 02:40:53+00:00,149,True,2020-08-22 03:15:35,2020
133,1,True,0,9,9,150,True,active,False,0,2020-08-22 02:44:44+00:00,150,True,2020-08-22 03:15:35,2020
134,0,True,0,8,11,151,True,active,False,0,2020-08-22 01:56:59+00:00,151,True,2020-08-22 03:15:35,2020
135,1,True,0,9,5,152,True,active,True,0,2020-08-22 03:13:18+00:00,152,True,2020-08-22 03:15:35,2020
136,0,True,0,10,5,156,True,active,False,0,2020-08-22 01:54:31+00:00,156,True,2020-08-22 03:15:35,2020
137,0,True,0,14,1,157,True,active,False,0,2020-08-22 02:46:11+00:00,157,True,2020-08-22 03:15:35,2020
138,1,True,0,11,3,159,True,active,False,0,2020-08-22 02:40:10+00:00,159,True,2020-08-22 03:15:35,2020
139,0,True,0,5,9,160,True,active,True,0,2020-08-22 03:14:11+00:00,160,True,2020-08-22 03:15:35,2020
140,0,True,0,3,20,161,True,active,True,0,2020-08-22 03:12:56+00:00,161,True,2020-08-22 03:15:35,2020
141,0,True,0,10,5,162,True,active,False,0,2020-08-21 20:15:52+00:00,162,True,2020-08-22 03:15:35,2020
142,1,True,0,11,7,163,True,active,True,0,2020-08-22 03:08:09+00:00,163,True,2020-08-22 03:15:35,2020
143,0,True,0,1,14,167,True,active,False,0,2020-08-22 03:10:08+00:00,167,True,2020-08-22 03:15:35,2020
144,0,True,0,10,9,169,True,active,False,0,2020-08-22 02:54:19+00:00,169,True,2020-08-22 03:15:35,2020
145,0,True,0,8,6,170,True,active,True,0,2020-08-21 23:05:17+00:00,170,True,2020-08-22 03:15:35,2020
146,0,True,0,11,12,171,True,active,True,0,2020-08-22 00:26:01+00:00,171,True,2020-08-22 03:15:35,2020
147,1,True,0,0,13,173,True,active,True,0,2020-08-22 03:14:25+00:00,173,True,2020-08-22 03:15:35,2020
148,0,True,0,6,9,174,True,active,False,0,2020-08-22 02:00:22+00:00,174,True,2020-08-22 03:15:35,2020
149,0,True,0,11,6,175,True,active,True,0,2020-08-22 03:05:30+00:00,175,True,2020-08-22 03:15:35,2020
150,2,True,0,2,11,176,True,active,False,0,2020-08-22 01:44:34+00:00,176,True,2020-08-22 03:15:35,2020
151,0,True,0,14,5,177,True,active,False,0,2020-08-22 03:01:17+00:00,177,True,2020-08-22 03:15:35,2020
152,1,True,0,8,10,178,True,active,False,0,2020-08-22 03:14:13+00:00,178,True,2020-08-22 03:15:35,2020
153,0,True,0,19,6,179,True,active,False,0,2020-08-22 02:58:14+00:00,179,True,2020-08-22 03:15:35,2020
154,0,True,0,8,11,180,True,active,False,0,2020-08-22 01:01:08+00:00,180,True,2020-08-22 03:15:35,2020
155,0,True,0,12,7,181,True,active,False,0,2020-08-22 02:25:17+00:00,181,True,2020-08-22 03:15:35,2020
156,0,True,0,15,4,182,True,active,True,0,2020-08-22 01:22:56+00:00,182,True,2020-08-22 03:15:35,2020
157,0,True,0,15,4,183,True,active,False,0,2020-08-22 01:58:56+00:00,183,True,2020-08-22 03:15:35,2020
158,0,True,0,16,3,184,True,active,False,0,2020-08-22 00:56:11+00:00,184,True,2020-08-22 03:15:35,2020
159,0,True,0,8,7,185,True,active,False,0,2020-08-22 02:49:55+00:00,185,True,2020-08-22 03:15:35,2020
160,0,True,0,3,12,186,True,active,True,0,2020-08-22 02:10:03+00:00,186,True,2020-08-22 03:15:35,2020
161,1,True,0,12,2,187,True,active,False,0,2020-08-22 00:37:03+00:00,187,True,2020-08-22 03:15:35,2020
162,0,True,0,1,14,188,True,active,False,0,2020-08-22 02:45:15+00:00,188,True,2020-08-22 03:15:35,2020
163,0,True,0,22,1,189,True,active,True,0,2020-08-22 02:34:32+00:00,189,True,2020-08-22 03:15:35,2020
164,1,True,0,23,13,190,True,active,True,0,2020-08-22 02:44:42+00:00,190,True,2020-08-22 03:15:35,2020
165,0,True,0,15,0,191,True,active,False,0,2020-08-22 02:35:19+00:00,191,True,2020-08-22 03:15:35,2020
166,0,True,0,17,2,192,True,active,False,0,2020-08-22 03:12:28+00:00,192,True,2020-08-22 03:15:35,2020
167,0,True,0,10,5,193,True,active,True,0,2020-08-22 02:10:37+00:00,193,True,2020-08-22 03:15:35,2020
168,0,True,0,15,4,194,True,active,False,0,2020-08-22 02:09:02+00:00,194,True,2020-08-22 03:15:35,2020
169,0,True,0,12,11,195,True,active,False,0,2020-08-22 02:58:35+00:00,195,True,2020-08-22 03:15:35,2020
170,0,True,0,3,7,196,True,active,False,0,2020-08-22 01:43:10+00:00,196,True,2020-08-22 03:15:35,2020
171,0,True,0,1,14,197,True,active,False,0,2020-08-22 01:48:34+00:00,197,True,2020-08-22 03:15:35,2020
172,0,True,0,4,11,199,True,active,False,0,2020-08-21 23:38:51+00:00,199,True,2020-08-22 03:15:35,2020
173,0,True,0,2,17,200,True,active,False,0,2020-08-22 02:51:17+00:00,200,True,2020-08-22 03:15:35,2020
174,0,True,0,13,2,201,True,active,False,0,2020-08-21 22:44:20+00:00,201,True,2020-08-22 03:15:35,2020
175,0,True,0,12,3,202,True,active,False,0,2020-08-22 01:55:14+00:00,202,True,2020-08-22 03:15:35,2020
176,0,True,0,9,6,203,True,active,False,0,2020-08-21 12:45:21+00:00,203,True,2020-08-22 03:15:35,2020
177,0,True,0,14,1,204,True,active,False,0,2020-08-22 01:15:54+00:00,204,True,2020-08-22 03:15:35,2020
178,0,True,0,11,4,205,True,active,False,0,2020-08-22 02:28:27+00:00,205,True,2020-08-22 03:15:35,2020
179,0,True,0,13,10,206,True,active,False,0,2020-08-22 02:59:17+00:00,206,True,2020-08-22 03:15:35,2020
180,0,True,0,0,15,208,True,active,True,0,2020-08-22 01:20:02+00:00,208,True,2020-08-22 03:15:35,2020
181,1,True,0,10,4,209,True,active,False,0,2020-08-22 03:11:30+00:00,209,True,2020-08-22 03:15:35,2020
182,0,True,0,15,0,210,True,active,False,0,2020-08-22 02:50:53+00:00,210,True,2020-08-22 03:15:35,2020
183,0,True,0,6,13,211,True,active,False,0,2020-08-22 01:28:09+00:00,211,True,2020-08-22 03:15:35,2020
184,2,True,0,29,2,212,True,active,False,0,2020-08-22 02:47:07+00:00,212,True,2020-08-22 03:15:35,2020
185,0,True,0,11,5,213,True,active,True,0,2020-08-22 02:07:25+00:00,213,True,2020-08-22 03:15:35,2020
186,0,True,0,8,7,214,True,active,False,0,2020-08-22 03:05:47+00:00,214,True,2020-08-22 03:15:35,2020
187,1,True,0,9,5,215,True,active,False,0,2020-08-22 01:02:30+00:00,215,True,2020-08-22 03:15:35,2020
188,0,True,0,6,13,216,True,active,False,0,2020-08-21 23:55:44+00:00,216,True,2020-08-22 03:15:35,2020
189,1,True,0,13,5,217,True,active,False,0,2020-08-22 03:12:56+00:00,217,True,2020-08-22 03:15:35,2020
190,0,True,0,12,3,218,True,active,False,0,2020-08-22 03:12:13+00:00,218,True,2020-08-22 03:15:35,2020
191,0,True,0,8,7,219,True,active,False,0,2020-08-22 01:44:25+00:00,219,True,2020-08-22 03:15:35,2020
192,0,True,0,18,1,221,True,active,False,0,2020-08-22 03:12:20+00:00,221,True,2020-08-22 03:15:35,2020
193,1,True,0,7,6,222,True,active,True,0,2020-08-22 03:10:56+00:00,222,True,2020-08-22 03:15:35,2020
194,1,True,0,10,6,224,True,active,False,0,2020-08-22 00:44:29+00:00,224,True,2020-08-22 03:15:35,2020
195,1,True,0,4,14,225,True,active,False,0,2020-08-22 03:10:42+00:00,225,True,2020-08-22 03:15:35,2020
196,1,True,0,3,11,226,True,active,False,0,2020-08-22 02:54:11+00:00,226,True,2020-08-22 03:15:35,2020
197,2,True,0,9,8,227,True,active,False,0,2020-08-22 02:55:38+00:00,227,True,2020-08-22 03:15:35,2020
198,0,True,0,9,10,228,True,active,False,0,2020-08-22 01:45:34+00:00,228,True,2020-08-22 03:15:35,2020
199,0,True,0,10,1,232,True,active,False,0,2020-08-21 21:57:05+00:00,232,True,2020-08-22 03:15:35,2020
200,0,True,0,13,2,233,True,active,False,0,2020-08-22 02:47:24+00:00,233,True,2020-08-22 03:15:35,2020
201,0,True,0,13,2,234,True,active,False,0,2020-08-22 02:07:58+00:00,234,True,2020-08-22 03:15:35,2020
202,0,True,0,7,8,235,True,active,False,0,2020-08-22 01:06:27+00:00,235,True,2020-08-22 03:15:35,2020
203,0,True,0,1,14,236,True,active,False,0,2020-08-22 03:05:46+00:00,236,True,2020-08-22 03:15:35,2020
204,0,True,0,10,5,239,True,active,False,0,2020-08-22 02:30:49+00:00,239,True,2020-08-22 03:15:35,2020
205,0,True,0,10,5,255,True,active,False,0,2020-08-21 18:57:17+00:00,255,True,2020-08-22 03:15:35,2020
206,0,True,0,1,14,258,True,active,False,0,2020-08-22 00:58:28+00:00,258,True,2020-08-22 03:15:35,2020
207,0,True,0,8,7,259,True,active,False,0,2020-08-22 02:22:18+00:00,259,True,2020-08-22 03:15:35,2020
208,0,True,0,11,4,260,True,active,False,0,2020-08-22 02:39:51+00:00,260,True,2020-08-22 03:15:35,2020
209,0,True,0,11,4,271,True,active,False,0,2020-08-22 02:57:23+00:00,271,True,2020-08-22 03:15:35,2020
210,0,True,0,13,6,272,True,active,False,0,2020-08-22 01:57:37+00:00,272,True,2020-08-22 03:15:35,2020
211,0,True,0,16,24,273,True,active,False,0,2020-08-22 02:37:46+00:00,273,True,2020-08-22 03:15:35,2020
212,0,True,0,3,16,279,True,active,False,0,2020-08-22 02:55:13+00:00,279,True,2020-08-22 03:15:35,2020
213,0,True,0,5,14,280,True,active,False,0,2020-08-21 23:18:55+00:00,280,True,2020-08-22 03:15:35,2020
214,1,True,0,0,14,282,True,active,False,0,2020-08-22 02:14:47+00:00,282,True,2020-08-22 03:15:35,2020
215,1,True,0,19,3,296,True,active,False,0,2020-08-22 02:54:54+00:00,296,True,2020-08-22 03:15:35,2020
216,0,True,0,17,2,318,True,active,False,0,2020-08-22 02:55:12+00:00,318,True,2020-08-22 03:15:35,2020
217,0,True,0,24,1,319,True,active,False,0,2020-08-22 01:45:53+00:00,319,True,2020-08-22 03:15:35,2020
218,1,True,0,11,3,327,True,active,False,0,2020-08-22 01:04:44+00:00,327,True,2020-08-22 03:15:35,2020
219,0,True,0,5,10,328,True,active,False,0,2020-08-22 02:36:00+00:00,328,True,2020-08-22 03:15:35,2020
220,0,True,0,6,9,329,True,active,False,0,2020-08-22 02:36:18+00:00,329,True,2020-08-22 03:15:35,2020
221,0,True,0,13,2,330,True,active,False,0,2020-08-22 02:56:15+00:00,330,True,2020-08-22 03:15:35,2020
222,0,True,0,1,14,331,True,active,False,0,2020-08-22 03:11:04+00:00,331,True,2020-08-22 03:15:35,2020
223,0,True,0,3,12,332,True,active,False,0,2020-08-22 03:12:07+00:00,332,True,2020-08-22 03:15:35,2020
224,0,True,0,2,23,333,True,active,False,0,2020-08-22 01:50:05+00:00,333,True,2020-08-22 03:15:35,2020
225,0,True,0,3,16,334,True,active,False,0,2020-08-22 02:56:36+00:00,334,True,2020-08-22 03:15:35,2020
226,0,True,0,16,3,335,True,active,False,0,2020-08-22 03:06:07+00:00,335,True,2020-08-22 03:15:35,2020
227,0,True,0,11,4,336,True,active,False,0,2020-08-21 21:26:12+00:00,336,True,2020-08-22 03:15:35,2020
228,0,True,0,0,15,337,True,active,False,0,2020-08-22 00:22:27+00:00,337,True,2020-08-22 03:15:35,2020
229,0,True,0,8,7,338,True,active,False,0,2020-08-22 01:11:26+00:00,338,True,2020-08-22 03:15:35,2020
230,0,True,0,0,15,339,True,active,False,0,2020-08-21 23:28:46+00:00,339,True,2020-08-22 03:15:35,2020
231,0,True,0,4,15,340,True,active,False,0,2020-08-21 08:56:34+00:00,340,True,2020-08-22 03:15:35,2020
232,0,True,0,1,14,341,True,active,True,0,2020-08-22 01:31:25+00:00,341,True,2020-08-22 03:15:35,2020
