,station_status,station_id,eightd_has_available_keys,is_returning,is_installed,last_reported,num_bikes_available,num_bikes_disabled,num_ebikes_available,is_renting,num_docks_available,num_docks_disabled,legacy_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
43,active,51,False,True,True,2020-08-13 15:05:03+00:00,5,0,0,True,10,0,51,,,2020-08-13 15:40:35,2020
44,active,52,True,True,True,2020-08-13 15:39:21+00:00,15,0,0,True,8,0,52,,,2020-08-13 15:40:35,2020
45,active,53,False,True,True,2020-08-13 15:24:45+00:00,8,0,0,True,11,0,53,,,2020-08-13 15:40:35,2020
46,active,54,False,True,True,2020-08-13 15:27:40+00:00,13,0,0,True,2,0,54,,,2020-08-13 15:40:35,2020
47,active,55,False,True,True,2020-08-13 15:37:12+00:00,10,0,0,True,5,0,55,,,2020-08-13 15:40:35,2020
48,active,56,True,True,True,2020-08-13 15:12:15+00:00,2,1,0,True,15,0,56,,,2020-08-13 15:40:35,2020
49,active,57,True,True,True,2020-08-13 15:23:18+00:00,2,1,0,True,11,0,57,,,2020-08-13 15:40:35,2020
50,active,58,True,True,True,2020-08-13 14:55:55+00:00,6,1,0,True,12,0,58,,,2020-08-13 15:40:35,2020
51,active,59,True,True,True,2020-08-13 14:12:25+00:00,6,0,0,True,13,0,59,,,2020-08-13 15:40:35,2020
52,active,60,False,True,True,2020-08-13 15:26:32+00:00,4,0,0,True,15,0,60,"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 75, 'region': 'BOS', 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 40, 'off_dock_count': 29}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-13 15:40:35,2020
53,active,61,False,True,True,2020-08-13 15:29:26+00:00,15,0,0,True,4,0,61,,,2020-08-13 15:40:35,2020
54,active,63,False,True,True,2020-08-13 14:33:45+00:00,4,0,0,True,11,0,63,,,2020-08-13 15:40:35,2020
55,active,64,False,True,True,2020-08-13 15:06:55+00:00,15,2,0,True,2,0,64,,,2020-08-13 15:40:35,2020
56,active,65,False,True,True,2020-08-13 15:18:05+00:00,4,0,0,True,19,0,65,,,2020-08-13 15:40:35,2020
57,active,66,False,True,True,2020-08-13 15:38:27+00:00,1,1,0,True,13,0,66,,,2020-08-13 15:40:35,2020
58,active,67,True,True,True,2020-08-13 15:32:12+00:00,12,0,0,True,15,0,67,,,2020-08-13 15:40:35,2020
59,active,68,True,True,True,2020-08-13 15:22:18+00:00,6,2,0,True,11,0,68,,,2020-08-13 15:40:35,2020
60,active,69,True,True,True,2020-08-13 15:32:52+00:00,3,0,0,True,16,0,69,,,2020-08-13 15:40:35,2020
61,active,70,False,True,True,2020-08-13 14:45:58+00:00,12,1,0,True,10,0,70,,,2020-08-13 15:40:35,2020
62,active,71,False,True,True,2020-08-13 15:15:39+00:00,13,0,0,True,10,0,71,,,2020-08-13 15:40:35,2020
63,active,72,False,True,True,2020-08-13 15:14:55+00:00,16,0,0,True,7,0,72,,,2020-08-13 15:40:35,2020
64,active,73,False,True,True,2020-08-13 15:31:30+00:00,6,1,0,True,8,0,73,,,2020-08-13 15:40:35,2020
65,active,74,True,True,True,2020-08-13 15:36:52+00:00,7,1,0,True,11,0,74,,,2020-08-13 15:40:35,2020
66,active,75,False,True,True,2020-08-13 15:30:31+00:00,13,0,0,True,2,0,75,,,2020-08-13 15:40:35,2020
67,active,76,False,True,True,2020-08-13 14:58:52+00:00,9,0,0,True,8,0,76,,,2020-08-13 15:40:35,2020
68,active,77,False,True,True,2020-08-13 14:07:41+00:00,5,1,0,True,9,0,77,,,2020-08-13 15:40:35,2020
69,active,78,False,True,True,2020-08-13 15:24:23+00:00,14,0,0,True,5,0,78,,,2020-08-13 15:40:35,2020
70,active,79,False,True,True,2020-08-13 15:38:58+00:00,9,2,0,True,8,0,79,,,2020-08-13 15:40:35,2020
71,active,80,False,True,True,2020-08-13 15:33:39+00:00,26,3,0,True,6,0,80,,,2020-08-13 15:40:35,2020
72,active,81,False,True,True,2020-08-13 15:33:09+00:00,7,3,0,True,9,0,81,,,2020-08-13 15:40:35,2020
73,active,82,False,True,True,2020-08-13 13:12:40+00:00,1,0,0,True,14,0,82,,,2020-08-13 15:40:35,2020
74,active,84,False,True,True,2020-08-13 15:15:29+00:00,9,0,0,True,6,0,84,,,2020-08-13 15:40:35,2020
75,active,85,False,True,True,2020-08-13 15:01:14+00:00,18,0,0,True,1,0,85,,,2020-08-13 15:40:35,2020
76,active,86,False,True,True,2020-08-13 15:24:53+00:00,7,0,0,True,12,0,86,,,2020-08-13 15:40:35,2020
77,active,87,False,True,True,2020-08-13 15:35:32+00:00,2,0,0,True,13,0,87,,,2020-08-13 15:40:35,2020
78,active,89,False,True,True,2020-08-13 15:19:47+00:00,6,0,0,True,13,0,89,,,2020-08-13 15:40:35,2020
79,active,90,False,True,True,2020-08-13 15:40:15+00:00,4,0,0,True,15,0,90,,,2020-08-13 15:40:35,2020
80,active,91,False,True,True,2020-08-13 14:53:41+00:00,16,0,0,True,3,0,91,,,2020-08-13 15:40:35,2020
81,active,92,False,True,True,2020-08-13 12:16:58+00:00,9,1,0,True,9,0,92,,,2020-08-13 15:40:35,2020
82,active,93,False,True,True,2020-08-13 13:34:54+00:00,5,2,0,True,8,0,93,,,2020-08-13 15:40:35,2020
83,active,94,False,True,True,2020-08-13 14:42:25+00:00,0,0,0,True,11,0,94,,,2020-08-13 15:40:35,2020
84,active,95,False,True,True,2020-08-13 15:08:31+00:00,5,0,0,True,10,0,95,,,2020-08-13 15:40:35,2020
85,active,96,False,True,True,2020-08-13 15:34:38+00:00,5,1,0,True,13,0,96,,,2020-08-13 15:40:35,2020
86,active,97,False,True,True,2020-08-13 15:37:28+00:00,5,1,0,True,13,0,97,,,2020-08-13 15:40:35,2020
87,active,98,False,True,True,2020-08-13 15:29:50+00:00,2,0,0,True,21,0,98,,,2020-08-13 15:40:35,2020
88,active,99,False,True,True,2020-08-13 15:17:54+00:00,11,0,0,True,4,0,99,,,2020-08-13 15:40:35,2020
89,active,100,True,True,True,2020-08-13 15:10:33+00:00,16,1,0,True,8,0,100,,,2020-08-13 15:40:35,2020
90,active,101,False,True,True,2020-08-13 15:04:21+00:00,13,0,0,True,2,0,101,,,2020-08-13 15:40:35,2020
91,active,102,False,True,True,2020-08-13 14:21:32+00:00,6,0,0,True,9,0,102,,,2020-08-13 15:40:35,2020
92,active,103,False,True,True,2020-08-13 15:39:37+00:00,6,0,0,True,9,0,103,,,2020-08-13 15:40:35,2020
93,active,104,False,True,True,2020-08-13 15:18:42+00:00,5,0,0,True,14,0,104,,,2020-08-13 15:40:35,2020
94,active,105,False,True,True,2020-08-13 15:34:22+00:00,19,0,0,True,0,0,105,,,2020-08-13 15:40:35,2020
95,active,106,False,True,True,2020-08-13 13:01:27+00:00,1,1,0,True,13,0,106,,,2020-08-13 15:40:35,2020
96,active,107,False,True,True,2020-08-13 15:39:05+00:00,14,0,0,True,5,0,107,,,2020-08-13 15:40:35,2020
97,active,108,False,True,True,2020-08-13 15:22:35+00:00,5,0,0,True,12,0,108,,,2020-08-13 15:40:35,2020
98,active,109,False,True,True,2020-08-13 10:05:53+00:00,2,0,0,True,33,0,109,,,2020-08-13 15:40:35,2020
99,active,110,False,True,True,2020-08-13 15:36:44+00:00,2,0,0,True,13,0,110,,,2020-08-13 15:40:35,2020
100,active,111,False,True,True,2020-08-13 13:05:02+00:00,6,0,0,True,9,0,111,,,2020-08-13 15:40:35,2020
101,active,112,False,True,True,2020-08-13 15:10:00+00:00,13,0,0,True,2,0,112,,,2020-08-13 15:40:35,2020
102,active,113,False,True,True,2020-08-13 15:06:45+00:00,8,0,0,True,7,0,113,,,2020-08-13 15:40:35,2020
103,active,114,False,True,True,2020-08-13 15:33:20+00:00,7,1,0,True,7,0,114,,,2020-08-13 15:40:35,2020
104,active,115,False,True,True,2020-08-13 15:02:43+00:00,15,4,0,True,0,0,115,,,2020-08-13 15:40:35,2020
105,active,116,False,True,True,2020-08-13 14:58:50+00:00,6,0,0,True,17,0,116,,,2020-08-13 15:40:35,2020
106,active,117,False,True,True,2020-08-13 15:35:22+00:00,7,0,0,True,12,0,117,,,2020-08-13 15:40:35,2020
107,active,118,False,True,True,2020-08-13 13:25:57+00:00,12,1,0,True,6,0,118,,,2020-08-13 15:40:35,2020
108,active,119,False,True,True,2020-08-13 15:23:40+00:00,7,0,0,True,8,0,119,,,2020-08-13 15:40:35,2020
109,active,120,False,True,True,2020-08-13 15:29:17+00:00,1,0,0,True,14,0,120,,,2020-08-13 15:40:35,2020
110,active,121,False,True,True,2020-08-13 15:15:37+00:00,0,0,0,True,17,0,121,,,2020-08-13 15:40:35,2020
111,active,122,False,True,True,2020-08-13 15:34:52+00:00,10,0,0,True,5,0,122,,,2020-08-13 15:40:35,2020
112,active,124,False,True,True,2020-08-13 12:40:21+00:00,4,0,0,True,11,0,124,,,2020-08-13 15:40:35,2020
113,active,125,False,True,True,2020-08-13 15:02:04+00:00,3,0,0,True,12,0,125,,,2020-08-13 15:40:35,2020
114,active,126,False,True,True,2020-08-13 12:21:58+00:00,7,1,0,True,7,0,126,,,2020-08-13 15:40:35,2020
115,active,128,False,True,True,2020-08-13 14:53:30+00:00,3,0,0,True,16,0,128,,,2020-08-13 15:40:35,2020
116,active,129,False,True,True,2020-08-13 15:35:58+00:00,14,0,0,True,5,0,129,,,2020-08-13 15:40:35,2020
117,active,130,False,True,True,2020-08-13 10:22:02+00:00,13,0,0,True,2,0,130,,,2020-08-13 15:40:35,2020
118,active,131,False,True,True,2020-08-13 15:28:29+00:00,7,0,0,True,11,0,131,,,2020-08-13 15:40:35,2020
119,active,133,False,True,True,2020-08-13 15:08:45+00:00,1,0,0,True,22,0,133,,,2020-08-13 15:40:35,2020
120,active,135,False,True,True,2020-08-13 10:57:10+00:00,4,0,0,True,13,0,135,,,2020-08-13 15:40:35,2020
121,active,136,False,True,True,2020-08-13 15:32:48+00:00,11,1,0,True,7,0,136,,,2020-08-13 15:40:35,2020
122,active,137,False,True,True,2020-08-13 15:30:18+00:00,2,0,0,True,13,0,137,,,2020-08-13 15:40:35,2020
123,active,138,False,True,True,2020-08-13 14:36:56+00:00,10,2,0,True,3,0,138,,,2020-08-13 15:40:35,2020
124,active,139,False,True,True,2020-08-13 14:49:11+00:00,8,2,0,True,9,0,139,,,2020-08-13 15:40:35,2020
125,active,140,False,True,True,2020-08-13 13:54:07+00:00,15,0,0,True,2,0,140,,,2020-08-13 15:40:35,2020
126,active,141,False,True,True,2020-08-13 15:24:28+00:00,4,0,0,True,11,0,141,,,2020-08-13 15:40:35,2020
127,active,142,False,True,True,2020-08-13 15:00:39+00:00,11,2,0,True,10,0,142,,,2020-08-13 15:40:35,2020
128,active,143,False,True,True,2020-08-13 15:37:49+00:00,15,2,0,True,6,0,143,,,2020-08-13 15:40:35,2020
129,active,144,False,True,True,2020-08-13 14:58:08+00:00,9,1,0,True,9,0,144,,,2020-08-13 15:40:35,2020
130,active,145,False,False,True,2020-08-13 14:15:04+00:00,15,0,0,False,4,0,145,,,2020-08-13 15:40:35,2020
131,active,146,False,True,True,2020-08-13 15:30:34+00:00,17,0,0,True,2,0,146,,,2020-08-13 15:40:35,2020
132,active,149,True,True,True,2020-08-13 15:33:58+00:00,4,0,0,True,14,0,149,,,2020-08-13 15:40:35,2020
133,active,150,False,True,True,2020-08-13 15:17:36+00:00,14,0,0,True,5,0,150,,,2020-08-13 15:40:35,2020
134,active,151,False,True,True,2020-08-13 15:36:08+00:00,3,1,0,True,15,0,151,,,2020-08-13 15:40:35,2020
135,active,152,True,True,True,2020-08-13 14:13:35+00:00,6,0,0,True,9,0,152,,,2020-08-13 15:40:35,2020
136,active,156,False,True,True,2020-08-13 15:26:47+00:00,6,0,0,True,9,0,156,,,2020-08-13 15:40:35,2020
137,active,157,False,True,True,2020-08-13 15:38:04+00:00,7,1,0,True,7,0,157,,,2020-08-13 15:40:35,2020
138,active,159,False,True,True,2020-08-13 14:43:44+00:00,8,0,0,True,7,0,159,,,2020-08-13 15:40:35,2020
139,active,160,True,True,True,2020-08-13 15:16:42+00:00,8,0,0,True,6,0,160,,,2020-08-13 15:40:35,2020
140,active,161,True,True,True,2020-08-13 15:06:39+00:00,8,2,0,True,13,0,161,,,2020-08-13 15:40:35,2020
141,active,162,False,True,True,2020-08-13 13:45:52+00:00,4,0,0,True,11,0,162,,,2020-08-13 15:40:35,2020
142,active,163,True,True,True,2020-08-13 14:35:09+00:00,10,0,0,True,9,0,163,,,2020-08-13 15:40:35,2020
143,active,167,False,True,True,2020-08-13 14:28:40+00:00,2,0,0,True,13,0,167,,,2020-08-13 15:40:35,2020
144,active,169,False,True,True,2020-08-13 15:35:26+00:00,9,0,0,True,10,0,169,,,2020-08-13 15:40:35,2020
145,active,170,True,True,True,2020-08-13 13:53:16+00:00,1,0,0,True,13,0,170,,,2020-08-13 15:40:35,2020
146,active,171,True,True,True,2020-08-13 13:16:49+00:00,8,0,0,True,15,0,171,,,2020-08-13 15:40:35,2020
147,active,173,True,True,True,2020-08-13 14:12:15+00:00,10,0,0,True,4,0,173,,,2020-08-13 15:40:35,2020
148,active,174,False,True,True,2020-08-13 13:37:13+00:00,6,1,0,True,8,0,174,,,2020-08-13 15:40:35,2020
149,active,175,True,True,True,2020-08-13 13:56:53+00:00,6,1,0,True,10,0,175,,,2020-08-13 15:40:35,2020
150,active,176,False,True,True,2020-08-13 15:05:54+00:00,7,0,0,True,8,0,176,,,2020-08-13 15:40:35,2020
151,active,177,False,True,True,2020-08-13 15:37:38+00:00,7,0,0,True,12,0,177,,,2020-08-13 15:40:35,2020
152,active,178,False,True,True,2020-08-13 15:39:04+00:00,11,2,0,True,6,0,178,,,2020-08-13 15:40:35,2020
153,active,179,False,True,True,2020-08-13 15:37:19+00:00,16,0,0,True,9,0,179,,,2020-08-13 15:40:35,2020
154,active,180,False,True,True,2020-08-13 14:57:43+00:00,12,0,0,True,7,0,180,,,2020-08-13 15:40:35,2020
155,active,181,False,True,True,2020-08-13 12:42:00+00:00,6,0,0,True,13,0,181,,,2020-08-13 15:40:35,2020
156,active,182,True,True,True,2020-08-13 15:35:07+00:00,2,0,0,True,17,0,182,,,2020-08-13 15:40:35,2020
157,active,183,False,True,True,2020-08-13 14:12:03+00:00,4,1,0,True,14,0,183,,,2020-08-13 15:40:35,2020
158,active,184,False,True,True,2020-08-13 15:18:56+00:00,14,1,0,True,4,0,184,,,2020-08-13 15:40:35,2020
159,active,185,False,True,True,2020-08-13 15:38:40+00:00,4,0,0,True,11,0,185,,,2020-08-13 15:40:35,2020
160,active,186,True,True,True,2020-08-13 15:17:34+00:00,7,0,0,True,8,0,186,,,2020-08-13 15:40:35,2020
161,active,187,False,True,True,2020-08-13 12:54:47+00:00,6,0,0,True,9,0,187,,,2020-08-13 15:40:35,2020
162,active,188,False,True,True,2020-08-13 15:34:05+00:00,11,1,0,True,3,0,188,,,2020-08-13 15:40:35,2020
163,active,189,True,True,True,2020-08-13 15:28:21+00:00,6,1,0,True,16,0,189,,,2020-08-13 15:40:35,2020
164,active,190,True,True,True,2020-08-13 15:38:18+00:00,7,2,0,True,28,0,190,,,2020-08-13 15:40:35,2020
165,active,191,False,True,True,2020-08-13 14:52:24+00:00,6,0,0,True,9,0,191,,,2020-08-13 15:40:35,2020
166,active,192,False,True,True,2020-08-13 14:49:29+00:00,11,1,0,True,7,0,192,,,2020-08-13 15:40:35,2020
167,active,193,True,True,True,2020-08-13 15:35:30+00:00,4,0,0,True,11,0,193,,,2020-08-13 15:40:35,2020
168,active,194,False,True,True,2020-08-13 15:33:25+00:00,3,0,0,True,16,0,194,,,2020-08-13 15:40:35,2020
169,active,195,False,True,True,2020-08-13 15:30:42+00:00,4,1,0,True,18,0,195,,,2020-08-13 15:40:35,2020
170,active,196,True,True,True,2020-08-13 13:50:14+00:00,0,0,0,True,10,0,196,,,2020-08-13 15:40:35,2020
171,active,197,False,True,True,2020-08-13 15:28:55+00:00,3,1,0,True,11,0,197,,,2020-08-13 15:40:35,2020
172,active,199,False,True,True,2020-08-13 14:33:01+00:00,3,0,0,True,12,0,199,,,2020-08-13 15:40:35,2020
173,active,200,False,True,True,2020-08-13 14:24:00+00:00,12,1,0,True,6,0,200,,,2020-08-13 15:40:35,2020
174,active,201,False,True,True,2020-08-13 03:24:32+00:00,0,0,0,True,15,0,201,,,2020-08-13 15:40:35,2020
175,active,202,False,True,True,2020-08-13 14:55:28+00:00,5,0,0,True,10,0,202,,,2020-08-13 15:40:35,2020
176,active,203,False,True,True,2020-08-13 14:09:27+00:00,0,0,0,True,15,0,203,,,2020-08-13 15:40:35,2020
177,active,204,False,True,True,2020-08-13 04:10:02+00:00,0,1,0,True,14,0,204,,,2020-08-13 15:40:35,2020
178,active,205,False,True,True,2020-08-13 12:19:03+00:00,1,0,0,True,14,0,205,,,2020-08-13 15:40:35,2020
179,active,206,True,True,True,2020-08-13 15:19:27+00:00,10,1,0,True,12,0,206,,,2020-08-13 15:40:35,2020
180,active,208,True,True,True,2020-08-13 13:08:39+00:00,7,0,0,True,8,0,208,,,2020-08-13 15:40:35,2020
181,active,209,False,True,True,2020-08-13 11:56:39+00:00,7,0,0,True,8,0,209,,,2020-08-13 15:40:35,2020
182,active,210,False,True,True,2020-08-13 04:34:35+00:00,3,0,0,True,12,0,210,,,2020-08-13 15:40:35,2020
183,active,211,False,True,True,2020-08-13 15:15:53+00:00,5,0,0,True,14,0,211,,,2020-08-13 15:40:35,2020
184,active,212,False,True,True,2020-08-13 13:03:24+00:00,32,0,0,True,1,0,212,,,2020-08-13 15:40:35,2020
185,active,213,True,True,True,2020-08-13 03:28:10+00:00,3,0,0,True,13,0,213,,,2020-08-13 15:40:35,2020
186,active,214,False,True,True,2020-08-13 14:34:38+00:00,1,0,0,True,14,0,214,,,2020-08-13 15:40:35,2020
187,active,215,False,True,True,2020-08-13 10:44:35+00:00,5,0,0,True,10,0,215,,,2020-08-13 15:40:35,2020
188,active,216,False,True,True,2020-08-13 04:04:19+00:00,18,1,0,True,0,0,216,,,2020-08-13 15:40:35,2020
189,active,217,False,True,True,2020-08-13 14:58:04+00:00,9,0,0,True,10,0,217,,,2020-08-13 15:40:35,2020
190,active,218,False,True,True,2020-08-13 15:28:01+00:00,4,0,0,True,11,0,218,,,2020-08-13 15:40:35,2020
191,active,219,False,True,True,2020-08-13 11:05:56+00:00,7,1,0,True,7,0,219,,,2020-08-13 15:40:35,2020
192,active,221,False,True,True,2020-08-13 14:52:56+00:00,7,0,0,True,12,0,221,,,2020-08-13 15:40:35,2020
193,active,222,True,True,True,2020-08-13 14:33:12+00:00,3,0,0,True,11,0,222,,,2020-08-13 15:40:35,2020
194,active,224,False,True,True,2020-08-13 15:11:46+00:00,13,2,0,True,2,0,224,,,2020-08-13 15:40:35,2020
195,active,225,False,True,True,2020-08-13 14:38:53+00:00,9,0,0,True,10,0,225,,,2020-08-13 15:40:35,2020
196,active,226,False,True,True,2020-08-13 15:37:03+00:00,4,0,0,True,11,0,226,,,2020-08-13 15:40:35,2020
197,active,227,False,True,True,2020-08-13 15:30:56+00:00,9,3,0,True,7,0,227,,,2020-08-13 15:40:35,2020
198,active,228,False,True,True,2020-08-13 15:29:50+00:00,7,0,0,True,12,0,228,,,2020-08-13 15:40:35,2020
199,active,232,False,True,True,2020-08-13 03:23:26+00:00,7,0,0,True,4,0,232,,,2020-08-13 15:40:35,2020
200,active,233,False,True,True,2020-08-13 15:38:14+00:00,14,0,0,True,1,0,233,,,2020-08-13 15:40:35,2020
201,active,234,False,True,True,2020-08-13 13:57:01+00:00,0,0,0,True,15,0,234,,,2020-08-13 15:40:35,2020
202,active,235,False,True,True,2020-08-13 15:24:29+00:00,8,0,0,True,7,0,235,,,2020-08-13 15:40:35,2020
203,active,236,False,True,True,2020-08-13 13:51:32+00:00,11,0,0,True,4,0,236,,,2020-08-13 15:40:35,2020
204,active,239,False,True,True,2020-08-13 15:17:25+00:00,7,0,0,True,8,0,239,,,2020-08-13 15:40:35,2020
205,active,255,False,True,True,2020-08-13 12:33:28+00:00,10,0,0,True,5,0,255,,,2020-08-13 15:40:35,2020
206,active,258,False,True,True,2020-08-13 12:17:43+00:00,11,0,0,True,4,0,258,,,2020-08-13 15:40:35,2020
207,active,259,False,True,True,2020-08-13 13:03:23+00:00,13,0,0,True,2,0,259,,,2020-08-13 15:40:35,2020
208,active,260,False,False,True,2020-08-12 20:35:39+00:00,12,0,0,False,3,0,260,,,2020-08-13 15:40:35,2020
209,active,271,False,True,True,2020-08-13 15:04:34+00:00,4,0,0,True,11,0,271,,,2020-08-13 15:40:35,2020
210,active,272,False,True,True,2020-08-13 15:38:48+00:00,4,1,0,True,14,0,272,,,2020-08-13 15:40:35,2020
211,active,273,False,True,True,2020-08-13 15:38:49+00:00,15,0,0,True,25,0,273,,,2020-08-13 15:40:35,2020
212,active,279,False,True,True,2020-08-13 14:43:42+00:00,17,0,0,True,2,0,279,,,2020-08-13 15:40:35,2020
213,active,280,False,True,True,2020-08-13 15:35:08+00:00,6,1,0,True,12,0,280,,,2020-08-13 15:40:35,2020
214,active,282,False,True,True,2020-08-13 15:35:29+00:00,5,1,0,True,9,0,282,,,2020-08-13 15:40:35,2020
215,active,296,False,True,True,2020-08-13 15:16:55+00:00,13,0,0,True,10,0,296,,,2020-08-13 15:40:35,2020
216,active,318,False,True,True,2020-08-13 15:32:36+00:00,16,0,0,True,3,0,318,,,2020-08-13 15:40:35,2020
217,active,319,False,True,True,2020-08-13 15:36:47+00:00,2,0,0,True,23,0,319,,,2020-08-13 15:40:35,2020
218,active,327,False,True,True,2020-08-13 15:14:32+00:00,7,0,0,True,8,0,327,,,2020-08-13 15:40:35,2020
219,active,328,False,True,True,2020-08-13 15:36:06+00:00,10,1,0,True,4,0,328,,,2020-08-13 15:40:35,2020
220,active,329,False,True,True,2020-08-13 14:50:36+00:00,11,0,0,True,4,0,329,,,2020-08-13 15:40:35,2020
221,active,330,False,True,True,2020-08-13 13:50:11+00:00,4,0,0,True,11,0,330,,,2020-08-13 15:40:35,2020
222,active,331,False,True,True,2020-08-13 15:25:56+00:00,4,1,0,True,10,0,331,,,2020-08-13 15:40:35,2020
