,legacy_id,is_installed,is_returning,station_status,num_bikes_disabled,num_docks_available,num_bikes_available,station_id,eightd_has_available_keys,last_reported,is_renting,num_ebikes_available,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
224,333,True,True,active,0,9,16,333,False,2020-08-20 23:19:46+00:00,True,0,0,,,2020-08-20 23:33:35,2020
225,334,True,True,active,0,2,17,334,False,2020-08-20 22:35:06+00:00,True,0,0,,,2020-08-20 23:33:35,2020
226,335,True,True,active,0,15,4,335,False,2020-08-20 23:30:40+00:00,True,0,0,,,2020-08-20 23:33:35,2020
227,336,True,True,active,0,12,3,336,False,2020-08-20 21:34:57+00:00,True,0,0,,,2020-08-20 23:33:35,2020
228,337,True,True,active,0,0,15,337,False,2020-08-20 22:28:37+00:00,True,0,0,,,2020-08-20 23:33:35,2020
229,338,True,True,active,0,1,14,338,False,2020-08-20 23:22:58+00:00,True,0,0,,,2020-08-20 23:33:35,2020
230,339,True,True,active,0,0,15,339,False,2020-08-20 15:22:04+00:00,True,0,0,,,2020-08-20 23:33:35,2020
231,340,True,True,active,0,5,14,340,False,2020-08-20 08:51:25+00:00,True,0,0,,,2020-08-20 23:33:35,2020
232,341,True,True,active,0,3,12,341,True,2020-08-20 10:20:54+00:00,True,0,0,,,2020-08-20 23:33:35,2020
233,342,True,True,active,2,10,3,342,False,2020-08-20 23:27:25+00:00,True,0,0,,,2020-08-20 23:33:35,2020
234,343,True,True,active,0,12,3,343,False,2020-08-20 05:26:24+00:00,True,0,0,,,2020-08-20 23:33:35,2020
235,344,True,True,active,1,17,1,344,False,2020-08-20 23:16:07+00:00,True,0,0,,,2020-08-20 23:33:35,2020
236,345,True,True,active,0,12,7,345,False,2020-08-20 23:12:20+00:00,True,0,0,,,2020-08-20 23:33:35,2020
237,346,True,True,active,0,15,0,346,False,2020-08-20 23:00:18+00:00,True,0,0,,,2020-08-20 23:33:35,2020
238,347,True,True,active,0,4,11,347,False,2020-08-20 23:22:40+00:00,True,0,0,,,2020-08-20 23:33:35,2020
239,348,True,True,active,0,10,5,348,False,2020-08-20 21:25:37+00:00,True,0,0,,,2020-08-20 23:33:35,2020
240,349,True,True,active,0,11,6,349,False,2020-08-20 14:18:20+00:00,True,0,0,,,2020-08-20 23:33:35,2020
241,350,True,True,active,0,5,12,350,False,2020-08-20 20:26:19+00:00,True,0,0,,,2020-08-20 23:33:35,2020
242,351,True,True,active,0,1,14,351,False,2020-08-20 22:58:53+00:00,True,0,0,,,2020-08-20 23:33:35,2020
243,352,True,True,active,0,10,5,352,False,2020-08-20 23:25:13+00:00,True,0,0,,,2020-08-20 23:33:35,2020
244,353,True,True,active,0,8,7,353,True,2020-08-20 21:10:55+00:00,True,0,0,,,2020-08-20 23:33:35,2020
245,354,True,True,active,0,9,6,354,False,2020-08-20 23:30:02+00:00,True,0,0,,,2020-08-20 23:33:35,2020
246,355,True,True,active,0,3,14,355,False,2020-08-20 23:12:30+00:00,True,0,0,,,2020-08-20 23:33:35,2020
247,356,True,True,active,1,15,7,356,False,2020-08-20 23:29:43+00:00,True,0,0,,,2020-08-20 23:33:35,2020
248,357,True,True,active,0,2,13,357,False,2020-08-20 23:29:36+00:00,True,0,0,,,2020-08-20 23:33:35,2020
249,358,True,True,active,0,8,11,358,False,2020-08-20 23:23:48+00:00,True,0,0,,,2020-08-20 23:33:35,2020
250,359,True,True,active,0,14,1,359,False,2020-08-20 23:03:52+00:00,True,0,0,,,2020-08-20 23:33:35,2020
251,360,True,True,active,0,5,10,360,False,2020-08-20 23:30:31+00:00,True,0,0,,,2020-08-20 23:33:35,2020
252,361,True,True,active,1,5,13,361,False,2020-08-20 23:26:03+00:00,True,0,0,,,2020-08-20 23:33:35,2020
253,362,True,True,active,1,2,16,362,False,2020-08-20 23:12:43+00:00,True,0,0,,,2020-08-20 23:33:35,2020
254,363,True,True,active,0,1,18,363,False,2020-08-20 23:19:48+00:00,True,0,0,,,2020-08-20 23:33:35,2020
255,364,True,True,active,2,17,0,364,False,2020-08-20 23:28:12+00:00,True,0,0,,,2020-08-20 23:33:35,2020
256,365,True,True,active,0,7,12,365,False,2020-08-20 23:25:15+00:00,True,0,0,,,2020-08-20 23:33:35,2020
257,366,False,True,out_of_service,0,0,0,366,False,1970-01-02 00:00:00+00:00,True,0,0,,,2020-08-20 23:33:35,1970
258,367,True,True,active,0,5,14,367,False,2020-08-20 23:12:56+00:00,True,0,0,,,2020-08-20 23:33:35,2020
259,368,True,True,active,0,10,5,368,False,2020-08-20 23:20:01+00:00,True,0,0,,,2020-08-20 23:33:35,2020
260,369,True,True,active,0,0,15,369,False,2020-08-20 23:29:38+00:00,True,0,0,,,2020-08-20 23:33:35,2020
261,370,True,True,active,0,16,3,370,False,2020-08-20 23:33:20+00:00,True,0,0,,,2020-08-20 23:33:35,2020
262,371,True,True,active,0,18,1,371,False,2020-08-20 22:56:59+00:00,True,0,0,,,2020-08-20 23:33:35,2020
263,372,True,True,active,1,15,3,372,False,2020-08-20 23:31:02+00:00,True,0,0,,,2020-08-20 23:33:35,2020
264,373,True,True,active,0,8,7,373,False,2020-08-20 12:11:08+00:00,True,0,0,,,2020-08-20 23:33:35,2020
265,374,True,True,active,0,19,0,374,False,2020-08-20 23:00:47+00:00,True,0,0,,,2020-08-20 23:33:35,2020
266,376,True,True,active,0,10,5,376,False,2020-08-20 23:33:12+00:00,True,0,0,,,2020-08-20 23:33:35,2020
267,377,True,True,active,0,17,2,377,False,2020-08-20 23:04:59+00:00,True,0,0,,,2020-08-20 23:33:35,2020
268,378,True,True,active,0,9,10,378,False,2020-08-20 23:31:50+00:00,True,0,0,,,2020-08-20 23:33:35,2020
269,379,True,True,active,0,2,13,379,False,2020-08-20 23:33:01+00:00,True,0,0,,,2020-08-20 23:33:35,2020
270,380,True,True,active,0,17,1,380,False,2020-08-20 23:30:31+00:00,True,0,0,,,2020-08-20 23:33:35,2020
271,381,True,True,active,0,4,15,381,False,2020-08-20 23:31:40+00:00,True,0,0,,,2020-08-20 23:33:35,2020
272,384,True,True,active,0,3,16,384,True,2020-08-20 23:30:48+00:00,True,0,0,,,2020-08-20 23:33:35,2020
273,385,True,True,active,0,11,3,385,False,2020-08-20 23:33:11+00:00,True,0,1,,,2020-08-20 23:33:35,2020
274,386,True,True,active,0,14,5,386,False,2020-08-20 23:30:18+00:00,True,0,0,,,2020-08-20 23:33:35,2020
275,387,True,True,active,0,5,10,387,False,2020-08-20 22:51:00+00:00,True,0,0,,,2020-08-20 23:33:35,2020
276,388,True,True,active,0,3,8,388,False,2020-08-20 09:01:03+00:00,True,0,0,,,2020-08-20 23:33:35,2020
277,389,True,True,active,0,10,4,389,False,2020-08-20 22:46:54+00:00,True,0,0,,,2020-08-20 23:33:35,2020
278,390,True,True,active,0,5,10,390,False,2020-08-20 21:52:55+00:00,True,0,0,,,2020-08-20 23:33:35,2020
279,391,True,True,active,0,2,13,391,False,2020-08-20 20:02:27+00:00,True,0,0,,,2020-08-20 23:33:35,2020
280,392,True,True,active,0,9,6,392,False,2020-08-20 20:19:47+00:00,True,0,0,,,2020-08-20 23:33:35,2020
281,393,True,True,active,0,6,9,393,False,2020-08-20 21:49:24+00:00,True,0,0,,,2020-08-20 23:33:35,2020
282,394,True,True,active,0,14,0,394,False,2020-08-20 09:00:38+00:00,True,0,0,,,2020-08-20 23:33:35,2020
283,395,True,True,active,0,3,12,395,False,2020-08-20 21:36:00+00:00,True,0,0,,,2020-08-20 23:33:35,2020
284,396,True,True,active,0,2,13,396,False,2020-08-20 08:56:31+00:00,True,0,0,,,2020-08-20 23:33:35,2020
285,397,True,True,active,0,3,12,397,False,2020-08-20 23:23:56+00:00,True,0,0,,,2020-08-20 23:33:35,2020
286,398,True,True,active,0,6,13,398,False,2020-08-20 23:21:30+00:00,True,0,0,,,2020-08-20 23:33:35,2020
287,399,True,True,active,0,4,11,399,False,2020-08-20 23:22:33+00:00,True,0,0,,,2020-08-20 23:33:35,2020
288,400,True,True,active,0,6,21,400,False,2020-08-20 23:30:56+00:00,True,0,0,,,2020-08-20 23:33:35,2020
289,401,True,True,active,0,4,11,401,False,2020-08-20 23:23:02+00:00,True,0,0,,,2020-08-20 23:33:35,2020
290,402,True,True,active,0,13,2,402,False,2020-08-20 23:30:58+00:00,True,0,0,,,2020-08-20 23:33:35,2020
291,403,True,True,active,1,8,6,403,False,2020-08-20 23:30:18+00:00,True,0,0,,,2020-08-20 23:33:35,2020
292,404,True,True,active,0,16,0,404,False,2020-08-20 23:32:02+00:00,True,0,0,,,2020-08-20 23:33:35,2020
293,405,True,True,active,0,3,16,405,False,2020-08-20 21:57:20+00:00,True,0,0,,,2020-08-20 23:33:35,2020
294,406,True,True,active,0,3,16,406,False,2020-08-20 22:45:29+00:00,True,0,0,,,2020-08-20 23:33:35,2020
295,407,True,True,active,0,18,1,407,False,2020-08-20 23:06:59+00:00,True,0,0,,,2020-08-20 23:33:35,2020
296,408,True,True,active,0,4,11,408,False,2020-08-20 23:24:25+00:00,True,0,0,,,2020-08-20 23:33:35,2020
297,409,True,True,active,0,4,15,409,False,2020-08-20 23:32:14+00:00,True,0,0,,,2020-08-20 23:33:35,2020
298,410,True,True,active,0,13,6,410,False,2020-08-20 23:21:35+00:00,True,0,0,,,2020-08-20 23:33:35,2020
299,411,True,True,active,0,12,3,411,False,2020-08-20 17:29:01+00:00,True,0,0,,,2020-08-20 23:33:35,2020
300,412,True,True,active,0,9,10,412,False,2020-08-20 23:30:38+00:00,True,0,0,,,2020-08-20 23:33:35,2020
301,413,True,True,active,0,16,3,413,False,2020-08-20 23:29:42+00:00,True,0,0,,,2020-08-20 23:33:35,2020
302,414,True,True,active,0,20,3,414,False,2020-08-20 22:41:43+00:00,True,0,0,,,2020-08-20 23:33:35,2020
303,415,True,True,active,0,5,14,415,False,2020-08-20 23:07:18+00:00,True,0,0,,,2020-08-20 23:33:35,2020
304,416,True,True,active,0,11,4,416,False,2020-08-20 23:32:30+00:00,True,0,0,,,2020-08-20 23:33:35,2020
305,417,True,True,active,0,6,13,417,False,2020-08-20 23:33:00+00:00,True,0,0,,,2020-08-20 23:33:35,2020
306,419,True,True,active,0,7,8,419,False,2020-08-20 22:51:57+00:00,True,0,0,,,2020-08-20 23:33:35,2020
307,420,False,False,out_of_service,0,0,0,420,False,1970-01-02 00:00:00+00:00,False,0,0,,,2020-08-20 23:33:35,1970
308,421,True,True,active,0,12,7,421,False,2020-08-20 20:43:59+00:00,True,0,0,,,2020-08-20 23:33:35,2020
309,422,True,True,active,0,10,5,422,False,2020-08-20 22:32:50+00:00,True,0,0,,,2020-08-20 23:33:35,2020
310,423,True,True,active,0,7,12,423,False,2020-08-20 21:38:37+00:00,True,0,0,,,2020-08-20 23:33:35,2020
311,424,True,True,active,0,14,5,424,False,2020-08-20 23:08:06+00:00,True,0,0,,,2020-08-20 23:33:35,2020
312,425,True,True,active,0,13,3,425,False,2020-08-20 22:52:40+00:00,True,0,0,,,2020-08-20 23:33:35,2020
313,426,True,True,active,0,10,17,426,False,2020-08-20 23:33:26+00:00,True,0,0,,,2020-08-20 23:33:35,2020
314,427,True,True,active,0,19,0,427,False,2020-08-20 16:52:50+00:00,True,0,0,,,2020-08-20 23:33:35,2020
315,428,True,True,active,0,17,2,428,False,2020-08-20 23:14:39+00:00,True,0,0,,,2020-08-20 23:33:35,2020
316,430,True,True,active,0,4,15,430,False,2020-08-20 23:16:43+00:00,True,0,0,,,2020-08-20 23:33:35,2020
317,431,True,True,active,0,14,1,431,False,2020-08-20 17:16:57+00:00,True,0,0,,,2020-08-20 23:33:35,2020
318,432,True,True,active,0,14,5,432,False,2020-08-20 22:36:06+00:00,True,0,0,,,2020-08-20 23:33:35,2020
319,433,True,True,active,0,15,4,433,False,2020-08-20 08:54:48+00:00,True,0,0,,,2020-08-20 23:33:35,2020
320,434,True,True,active,0,19,0,434,False,2020-08-20 22:50:55+00:00,True,0,0,,,2020-08-20 23:33:35,2020
321,435,True,True,active,0,9,6,435,False,2020-08-20 22:52:35+00:00,True,0,0,,,2020-08-20 23:33:35,2020
322,436,True,True,active,0,14,1,436,False,2020-08-20 23:31:59+00:00,True,0,0,,,2020-08-20 23:33:35,2020
323,437,True,True,active,0,8,11,437,False,2020-08-20 22:52:04+00:00,True,0,0,,,2020-08-20 23:33:35,2020
324,440,True,True,active,0,5,12,440,False,2020-08-20 23:14:31+00:00,True,0,0,,,2020-08-20 23:33:35,2020
325,441,True,True,active,0,4,15,441,False,2020-08-20 23:21:55+00:00,True,0,0,,,2020-08-20 23:33:35,2020
326,442,True,True,active,0,1,14,442,False,2020-08-20 23:15:38+00:00,True,0,0,,,2020-08-20 23:33:35,2020
327,443,True,True,active,1,12,6,443,False,2020-08-20 22:43:09+00:00,True,0,0,,,2020-08-20 23:33:35,2020
328,445,True,True,active,0,11,8,445,False,2020-08-20 22:51:31+00:00,True,0,0,,,2020-08-20 23:33:35,2020
329,446,True,True,active,0,8,4,446,False,2020-08-20 23:16:27+00:00,True,0,0,,,2020-08-20 23:33:35,2020
330,447,True,True,active,0,13,6,447,False,2020-08-20 22:11:49+00:00,True,0,0,,,2020-08-20 23:33:35,2020
331,448,True,True,active,0,6,5,448,False,2020-08-20 22:55:03+00:00,True,0,0,,,2020-08-20 23:33:35,2020
332,449,False,True,out_of_service,0,0,0,449,False,1970-01-02 00:00:00+00:00,True,0,0,,,2020-08-20 23:33:35,1970
333,450,True,True,active,0,10,5,450,False,2020-08-20 23:31:25+00:00,True,0,0,,,2020-08-20 23:33:35,2020
334,451,True,True,active,0,9,6,451,False,2020-08-20 23:19:14+00:00,True,0,0,,,2020-08-20 23:33:35,2020
335,452,True,True,active,0,5,10,452,False,2020-08-20 23:33:11+00:00,True,0,0,,,2020-08-20 23:33:35,2020
336,453,True,True,active,0,5,10,453,False,2020-08-20 23:06:49+00:00,True,0,0,,,2020-08-20 23:33:35,2020
337,454,True,True,active,1,4,10,454,False,2020-08-20 23:22:44+00:00,True,0,0,,,2020-08-20 23:33:35,2020
338,455,True,True,active,0,5,7,455,False,2020-08-20 22:54:21+00:00,True,0,0,,,2020-08-20 23:33:35,2020
339,456,True,True,active,0,16,3,456,False,2020-08-20 22:58:42+00:00,True,0,0,,,2020-08-20 23:33:35,2020
340,457,True,True,active,0,0,11,457,False,2020-08-20 22:41:22+00:00,True,0,0,,,2020-08-20 23:33:35,2020
341,458,True,True,active,3,3,5,458,False,2020-08-20 23:15:23+00:00,True,0,0,,,2020-08-20 23:33:35,2020
342,459,True,True,active,0,20,3,459,False,2020-08-20 23:32:19+00:00,True,0,0,,,2020-08-20 23:33:35,2020
