,num_docks_available,num_ebikes_available,station_id,num_docks_disabled,station_status,legacy_id,num_bikes_disabled,eightd_has_available_keys,is_installed,num_bikes_available,is_renting,is_returning,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,9,0,3,0,active,3,0,True,True,6,True,True,2020-07-31 16:41:44+00:00,,,2020-07-31 16:43:50,2020
1,14,0,4,0,active,4,0,False,True,5,True,True,2020-07-31 16:40:09+00:00,,,2020-07-31 16:43:50,2020
2,10,0,5,0,active,5,0,False,True,5,True,True,2020-07-31 16:42:06+00:00,,,2020-07-31 16:43:50,2020
3,8,0,6,0,active,6,0,False,True,7,True,True,2020-07-31 16:41:47+00:00,,,2020-07-31 16:43:50,2020
4,2,0,7,0,active,7,1,False,True,12,True,True,2020-07-31 16:35:05+00:00,,,2020-07-31 16:43:50,2020
5,13,0,8,0,active,8,2,False,True,4,True,True,2020-07-31 16:35:55+00:00,,,2020-07-31 16:43:50,2020
6,2,0,9,0,active,9,0,False,True,13,True,True,2020-07-31 15:40:26+00:00,,,2020-07-31 16:43:50,2020
7,2,0,10,0,active,10,0,False,True,9,True,True,2020-07-31 16:24:42+00:00,,,2020-07-31 16:43:50,2020
8,0,0,11,0,active,11,0,False,True,15,True,True,2020-07-31 16:30:05+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'active': True, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 67, 'dock_blocked_count': 0, 'region': 'BOS'}",2020-07-31 16:43:50,2020
9,13,0,12,0,active,12,2,True,True,3,True,True,2020-07-31 16:37:11+00:00,,,2020-07-31 16:43:50,2020
10,8,0,13,0,active,13,0,False,True,11,True,True,2020-07-31 16:34:02+00:00,,,2020-07-31 16:43:50,2020
11,11,0,14,0,active,14,0,False,True,14,True,True,2020-07-31 16:41:59+00:00,,,2020-07-31 16:43:50,2020
12,5,0,15,0,active,15,2,False,True,8,True,True,2020-07-31 16:41:08+00:00,,,2020-07-31 16:43:50,2020
13,15,0,16,0,active,16,2,True,True,2,True,True,2020-07-31 16:33:49+00:00,,,2020-07-31 16:43:50,2020
14,6,0,17,0,active,17,0,False,True,9,True,True,2020-07-31 16:21:10+00:00,,,2020-07-31 16:43:50,2020
15,14,0,19,0,active,19,0,False,True,1,True,True,2020-07-31 16:40:37+00:00,,,2020-07-31 16:43:50,2020
16,4,0,20,0,active,20,0,True,True,19,True,True,2020-07-31 16:32:16+00:00,,,2020-07-31 16:43:50,2020
17,10,0,21,0,active,21,0,True,True,8,True,True,2020-07-31 16:10:15+00:00,,,2020-07-31 16:43:50,2020
18,36,0,22,0,active,22,1,True,True,10,True,True,2020-07-31 16:43:20+00:00,,,2020-07-31 16:43:50,2020
19,13,0,23,0,active,23,0,True,True,8,True,True,2020-07-31 15:55:27+00:00,,,2020-07-31 16:43:50,2020
20,6,0,24,0,active,24,0,False,True,13,True,True,2020-07-31 16:36:43+00:00,,,2020-07-31 16:43:50,2020
21,7,0,25,0,active,25,2,False,True,6,True,True,2020-07-31 16:30:51+00:00,,,2020-07-31 16:43:50,2020
22,9,0,26,0,active,26,3,False,True,3,True,True,2020-07-31 16:40:26+00:00,,,2020-07-31 16:43:50,2020
23,10,0,27,0,active,27,2,False,True,11,True,True,2020-07-31 16:30:38+00:00,,,2020-07-31 16:43:50,2020
24,7,0,29,0,active,29,0,False,True,8,True,True,2020-07-31 16:37:02+00:00,,,2020-07-31 16:43:50,2020
25,3,0,30,0,active,30,1,False,True,11,True,True,2020-07-31 16:38:53+00:00,,,2020-07-31 16:43:50,2020
26,2,0,31,0,active,31,1,True,True,16,True,True,2020-07-31 16:41:51+00:00,,,2020-07-31 16:43:50,2020
27,7,0,32,0,active,32,2,False,True,6,True,True,2020-07-31 16:20:24+00:00,,,2020-07-31 16:43:50,2020
28,10,0,33,0,active,33,0,False,True,17,True,True,2020-07-31 16:36:08+00:00,,,2020-07-31 16:43:50,2020
29,1,0,35,0,active,35,1,False,True,21,True,True,2020-07-31 16:41:38+00:00,,,2020-07-31 16:43:50,2020
30,29,0,36,0,active,36,0,True,True,4,True,True,2020-07-31 16:41:25+00:00,,,2020-07-31 16:43:50,2020
31,15,0,37,0,active,37,0,True,True,0,True,True,2020-07-31 16:20:58+00:00,,,2020-07-31 16:43:50,2020
32,6,0,39,0,active,39,1,False,True,16,True,True,2020-07-31 16:42:38+00:00,,,2020-07-31 16:43:50,2020
33,1,0,40,0,active,40,0,False,True,18,True,True,2020-07-31 16:41:27+00:00,,,2020-07-31 16:43:50,2020
34,17,0,41,0,active,41,1,True,True,9,True,True,2020-07-31 16:24:09+00:00,,,2020-07-31 16:43:50,2020
35,8,0,42,0,active,42,0,False,True,15,True,True,2020-07-31 16:37:43+00:00,,,2020-07-31 16:43:50,2020
36,8,0,43,0,active,43,0,True,True,7,True,True,2020-07-31 16:34:55+00:00,,,2020-07-31 16:43:50,2020
37,4,0,44,0,active,44,0,False,True,19,True,True,2020-07-31 16:42:30+00:00,,,2020-07-31 16:43:50,2020
38,15,0,46,0,active,46,0,False,True,4,True,True,2020-07-31 16:33:05+00:00,,,2020-07-31 16:43:50,2020
39,16,0,47,0,active,47,0,True,True,3,True,True,2020-07-31 16:39:18+00:00,,,2020-07-31 16:43:50,2020
40,8,0,48,0,active,48,1,False,True,10,True,True,2020-07-31 16:35:53+00:00,,,2020-07-31 16:43:50,2020
41,13,0,49,0,active,49,0,False,True,5,True,True,2020-07-31 16:24:49+00:00,,,2020-07-31 16:43:50,2020
42,6,0,50,0,active,50,0,True,True,9,True,True,2020-07-31 16:43:38+00:00,,,2020-07-31 16:43:50,2020
43,9,0,51,0,active,51,2,False,True,4,True,True,2020-07-31 14:50:38+00:00,,,2020-07-31 16:43:50,2020
44,16,0,52,0,active,52,1,True,True,6,True,True,2020-07-31 16:37:01+00:00,,,2020-07-31 16:43:50,2020
45,17,0,53,0,active,53,1,False,True,1,True,True,2020-07-31 16:36:44+00:00,,,2020-07-31 16:43:50,2020
46,10,0,54,0,active,54,0,False,True,5,True,True,2020-07-31 16:41:47+00:00,,,2020-07-31 16:43:50,2020
47,8,0,55,0,active,55,0,False,True,7,True,True,2020-07-31 16:18:31+00:00,,,2020-07-31 16:43:50,2020
48,8,0,56,0,active,56,0,True,True,10,True,True,2020-07-31 14:10:51+00:00,,,2020-07-31 16:43:50,2020
49,11,0,57,0,active,57,0,True,True,3,True,True,2020-07-31 16:35:36+00:00,,,2020-07-31 16:43:50,2020
50,18,0,58,0,active,58,0,True,True,1,True,True,2020-07-31 16:00:35+00:00,,,2020-07-31 16:43:50,2020
51,7,0,59,0,active,59,0,True,True,12,True,True,2020-07-31 16:30:52+00:00,,,2020-07-31 16:43:50,2020
52,16,0,60,0,active,60,1,False,True,2,True,True,2020-07-31 16:42:28+00:00,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 63, 'active': True, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 19, 'dock_blocked_count': 0, 'region': 'BOS'}",2020-07-31 16:43:50,2020
53,5,0,61,0,active,61,0,False,True,14,True,True,2020-07-31 16:42:39+00:00,,,2020-07-31 16:43:50,2020
54,6,0,63,0,active,63,0,False,True,9,True,True,2020-07-31 15:45:58+00:00,,,2020-07-31 16:43:50,2020
55,3,0,64,0,active,64,2,False,True,14,True,True,2020-07-31 15:17:23+00:00,,,2020-07-31 16:43:50,2020
56,18,0,65,0,active,65,0,False,True,5,True,True,2020-07-31 16:00:12+00:00,,,2020-07-31 16:43:50,2020
57,10,0,66,0,active,66,0,False,True,5,True,True,2020-07-31 16:39:14+00:00,,,2020-07-31 16:43:50,2020
58,19,0,67,0,active,67,1,True,True,7,True,True,2020-07-31 16:38:28+00:00,,,2020-07-31 16:43:50,2020
59,7,0,68,0,active,68,0,True,True,12,True,True,2020-07-31 16:31:06+00:00,,,2020-07-31 16:43:50,2020
60,10,0,69,0,active,69,0,True,True,9,True,True,2020-07-31 16:38:42+00:00,,,2020-07-31 16:43:50,2020
61,6,0,70,0,active,70,0,False,True,17,True,True,2020-07-31 16:40:29+00:00,,,2020-07-31 16:43:50,2020
62,11,0,71,0,active,71,0,False,True,12,True,True,2020-07-31 16:26:16+00:00,,,2020-07-31 16:43:50,2020
63,18,0,72,0,active,72,0,False,True,5,True,True,2020-07-31 16:43:36+00:00,,,2020-07-31 16:43:50,2020
64,1,0,73,0,active,73,1,False,True,13,True,True,2020-07-31 16:11:12+00:00,,,2020-07-31 16:43:50,2020
65,1,0,74,0,active,74,0,True,True,18,True,True,2020-07-31 16:40:41+00:00,,,2020-07-31 16:43:50,2020
66,11,0,75,0,active,75,0,False,True,4,True,True,2020-07-31 16:37:45+00:00,,,2020-07-31 16:43:50,2020
67,12,0,76,0,active,76,0,False,True,5,True,True,2020-07-31 16:41:38+00:00,,,2020-07-31 16:43:50,2020
68,15,0,77,0,active,77,0,False,True,0,True,True,2020-07-31 13:04:55+00:00,,,2020-07-31 16:43:50,2020
69,7,0,78,0,active,78,1,False,True,11,True,True,2020-07-31 16:41:58+00:00,,,2020-07-31 16:43:50,2020
70,16,0,79,0,active,79,0,False,True,3,True,True,2020-07-31 16:42:17+00:00,,,2020-07-31 16:43:50,2020
71,5,0,80,0,active,80,1,False,True,29,True,True,2020-07-31 16:43:08+00:00,,,2020-07-31 16:43:50,2020
72,13,0,81,0,active,81,0,False,True,6,True,True,2020-07-31 16:40:16+00:00,,,2020-07-31 16:43:50,2020
73,10,0,82,0,active,82,0,False,True,5,True,True,2020-07-31 16:32:31+00:00,,,2020-07-31 16:43:50,2020
74,10,0,84,0,active,84,0,False,True,5,True,True,2020-07-31 16:27:45+00:00,,,2020-07-31 16:43:50,2020
75,2,0,85,0,active,85,0,False,True,17,True,True,2020-07-31 16:07:12+00:00,,,2020-07-31 16:43:50,2020
76,13,0,86,0,active,86,0,False,True,6,True,True,2020-07-31 16:10:24+00:00,,,2020-07-31 16:43:50,2020
77,11,0,87,0,active,87,0,False,True,4,True,True,2020-07-31 16:18:51+00:00,,,2020-07-31 16:43:50,2020
78,8,0,89,0,active,89,0,False,True,11,True,True,2020-07-31 16:24:35+00:00,,,2020-07-31 16:43:50,2020
79,17,0,90,0,active,90,0,False,True,2,True,True,2020-07-31 16:39:12+00:00,,,2020-07-31 16:43:50,2020
80,0,0,91,0,active,91,0,False,True,19,True,True,2020-07-31 16:42:33+00:00,,,2020-07-31 16:43:50,2020
81,5,0,92,0,active,92,1,False,True,13,True,True,2020-07-31 12:45:18+00:00,,,2020-07-31 16:43:50,2020
82,1,0,93,0,active,93,2,False,True,12,True,True,2020-07-31 16:11:53+00:00,,,2020-07-31 16:43:50,2020
83,5,0,94,0,active,94,0,False,True,6,True,True,2020-07-31 16:20:02+00:00,,,2020-07-31 16:43:50,2020
84,5,0,95,0,active,95,1,False,True,9,True,True,2020-07-31 16:35:15+00:00,,,2020-07-31 16:43:50,2020
