,is_renting,num_bikes_disabled,last_reported,station_status,num_ebikes_available,station_id,eightd_has_available_keys,legacy_id,num_docks_available,num_docks_disabled,is_installed,is_returning,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
198,True,2,2020-07-11 23:28:26+00:00,active,0,227,False,227,10,0,True,True,7,,,2020-07-11 23:29:05,2020
199,True,1,2020-07-11 23:28:56+00:00,active,0,228,False,228,18,0,True,True,0,,,2020-07-11 23:29:05,2020
200,True,1,2020-07-11 23:13:18+00:00,active,0,232,False,232,7,0,True,True,3,,,2020-07-11 23:29:05,2020
201,True,1,2020-07-11 23:21:55+00:00,active,0,233,False,233,10,0,True,True,4,,,2020-07-11 23:29:05,2020
202,True,0,2020-07-11 23:15:49+00:00,active,0,234,False,234,14,0,True,True,1,,,2020-07-11 23:29:05,2020
203,True,0,2020-07-11 22:40:22+00:00,active,0,235,False,235,11,0,True,True,4,,,2020-07-11 23:29:05,2020
204,True,0,2020-07-11 23:19:41+00:00,active,0,236,False,236,7,0,True,True,8,,,2020-07-11 23:29:05,2020
205,True,0,2020-07-11 22:45:23+00:00,active,0,239,False,239,12,0,True,True,3,,,2020-07-11 23:29:05,2020
206,True,0,2020-07-10 15:46:21+00:00,active,0,255,False,255,15,0,True,True,0,,,2020-07-11 23:29:05,2020
207,True,0,2020-07-11 22:20:12+00:00,active,0,258,False,258,2,0,True,True,13,,,2020-07-11 23:29:05,2020
208,True,0,2020-07-11 13:06:12+00:00,active,0,259,False,259,10,0,True,True,5,,,2020-07-11 23:29:05,2020
209,True,2,2020-07-11 23:10:52+00:00,active,0,260,False,260,3,0,True,True,10,,,2020-07-11 23:29:05,2020
210,True,0,2020-07-11 22:13:50+00:00,active,0,271,False,271,6,0,True,True,9,,,2020-07-11 23:29:05,2020
211,True,0,2020-07-11 23:20:38+00:00,active,0,272,False,272,15,0,True,True,4,,,2020-07-11 23:29:05,2020
