,num_bikes_available,last_reported,is_renting,num_docks_available,legacy_id,num_docks_disabled,station_status,eightd_has_available_keys,station_id,num_bikes_disabled,num_ebikes_available,is_returning,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,12,2020-07-31 18:40:04+00:00,True,3,3,0,active,True,3,0,0,True,True,,,2020-07-31 18:46:30,2020
1,3,2020-07-31 18:30:40+00:00,True,16,4,0,active,False,4,0,0,True,True,,,2020-07-31 18:46:30,2020
2,9,2020-07-31 18:32:19+00:00,True,6,5,0,active,False,5,0,0,True,True,,,2020-07-31 18:46:30,2020
3,1,2020-07-31 18:11:24+00:00,True,14,6,0,active,False,6,0,0,True,True,,,2020-07-31 18:46:30,2020
4,13,2020-07-31 18:44:49+00:00,True,1,7,0,active,False,7,1,0,True,True,,,2020-07-31 18:46:30,2020
5,3,2020-07-31 18:41:13+00:00,True,14,8,0,active,False,8,2,0,True,True,,,2020-07-31 18:46:30,2020
6,14,2020-07-31 18:11:48+00:00,True,1,9,0,active,False,9,0,0,True,True,,,2020-07-31 18:46:30,2020
7,9,2020-07-31 18:29:32+00:00,True,2,10,0,active,False,10,0,0,True,True,,,2020-07-31 18:46:30,2020
8,14,2020-07-31 18:45:29+00:00,True,1,11,0,active,False,11,0,0,True,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 67, 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'active': True, 'region': 'BOS', 'valet_revision': 75, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",2020-07-31 18:46:30,2020
9,5,2020-07-31 18:31:45+00:00,True,11,12,0,active,True,12,2,0,True,True,,,2020-07-31 18:46:30,2020
10,7,2020-07-31 18:13:47+00:00,True,12,13,0,active,False,13,0,0,True,True,,,2020-07-31 18:46:30,2020
11,24,2020-07-31 18:24:08+00:00,True,0,14,0,active,False,14,1,0,True,True,,,2020-07-31 18:46:30,2020
12,8,2020-07-31 18:20:34+00:00,True,6,15,0,active,False,15,1,0,True,True,,,2020-07-31 18:46:30,2020
13,2,2020-07-31 18:46:20+00:00,True,15,16,0,active,True,16,2,0,True,True,,,2020-07-31 18:46:30,2020
14,9,2020-07-31 18:39:32+00:00,True,6,17,0,active,False,17,0,0,True,True,,,2020-07-31 18:46:30,2020
15,1,2020-07-31 18:45:54+00:00,True,13,19,0,active,False,19,1,0,True,True,,,2020-07-31 18:46:30,2020
16,14,2020-07-31 18:40:08+00:00,True,9,20,0,active,True,20,0,0,True,True,,,2020-07-31 18:46:30,2020
17,3,2020-07-31 18:39:52+00:00,True,14,21,0,active,True,21,1,0,True,True,,,2020-07-31 18:46:30,2020
