,last_reported,num_ebikes_available,is_returning,legacy_id,station_status,num_docks_available,station_id,num_docks_disabled,num_bikes_available,is_installed,eightd_has_available_keys,num_bikes_disabled,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-01 14:13:31+00:00,0,True,3,active,14,3,0,1,True,False,0,True,,,2020-08-01 14:21:00,2020
1,2020-08-01 14:13:38+00:00,0,True,4,active,17,4,0,2,True,False,0,True,,,2020-08-01 14:21:00,2020
2,2020-08-01 14:13:36+00:00,0,True,5,active,14,5,0,1,True,False,0,True,,,2020-08-01 14:21:00,2020
3,2020-08-01 14:00:55+00:00,0,True,6,active,14,6,0,1,True,False,0,True,,,2020-08-01 14:21:00,2020
4,2020-08-01 13:23:56+00:00,0,True,7,active,9,7,0,6,True,False,0,True,,,2020-08-01 14:21:00,2020
5,2020-08-01 14:15:06+00:00,0,True,8,active,11,8,0,6,True,False,2,True,,,2020-08-01 14:21:00,2020
6,2020-08-01 14:02:15+00:00,0,True,9,active,0,9,0,15,True,False,0,True,,,2020-08-01 14:21:00,2020
7,2020-08-01 14:00:59+00:00,0,True,10,active,7,10,0,3,True,False,1,True,,,2020-08-01 14:21:00,2020
8,2020-08-01 13:50:39+00:00,0,True,11,active,0,11,0,14,True,False,1,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 20, 'valet_revision': 75, 'active': True}",2020-08-01 14:21:00,2020
9,2020-08-01 13:38:43+00:00,0,True,12,active,16,12,0,0,True,True,2,True,,,2020-08-01 14:21:00,2020
10,2020-08-01 14:18:01+00:00,0,True,13,active,5,13,0,14,True,False,0,True,,,2020-08-01 14:21:00,2020
11,2020-08-01 14:09:16+00:00,0,True,14,active,18,14,0,7,True,False,0,True,,,2020-08-01 14:21:00,2020
12,2020-08-01 14:18:10+00:00,0,True,15,active,0,15,0,14,True,False,1,True,,,2020-08-01 14:21:00,2020
13,2020-08-01 14:20:44+00:00,0,True,16,active,2,16,0,15,True,True,2,True,,,2020-08-01 14:21:00,2020
14,2020-08-01 13:57:23+00:00,0,True,17,active,12,17,0,3,True,False,0,True,,,2020-08-01 14:21:00,2020
15,2020-08-01 14:05:00+00:00,0,True,19,active,10,19,0,5,True,False,0,True,,,2020-08-01 14:21:00,2020
16,2020-08-01 14:15:41+00:00,0,True,20,active,9,20,0,14,True,True,0,True,,,2020-08-01 14:21:00,2020
17,2020-08-01 13:21:44+00:00,0,True,21,active,16,21,0,2,True,True,0,True,,,2020-08-01 14:21:00,2020
18,2020-08-01 14:15:22+00:00,0,True,22,active,33,22,0,12,True,True,2,True,,,2020-08-01 14:21:00,2020
19,2020-08-01 14:18:33+00:00,0,True,23,active,15,23,0,6,True,True,0,True,,,2020-08-01 14:21:00,2020
20,2020-08-01 13:35:51+00:00,0,True,24,active,17,24,0,2,True,False,0,True,,,2020-08-01 14:21:00,2020
21,2020-08-01 14:00:27+00:00,0,True,25,active,6,25,0,8,True,False,1,True,,,2020-08-01 14:21:00,2020
22,2020-08-01 14:07:46+00:00,0,True,26,active,11,26,0,4,True,False,0,True,,,2020-08-01 14:21:00,2020
23,2020-08-01 13:41:39+00:00,0,True,27,active,12,27,0,9,True,False,2,True,,,2020-08-01 14:21:00,2020
24,2020-08-01 14:03:33+00:00,0,True,29,active,7,29,0,8,True,False,0,True,,,2020-08-01 14:21:00,2020
25,2020-08-01 14:05:36+00:00,0,True,30,active,3,30,0,11,True,False,1,True,,,2020-08-01 14:21:00,2020
26,2020-08-01 12:45:39+00:00,0,True,31,active,10,31,0,9,True,True,0,True,,,2020-08-01 14:21:00,2020
27,2020-08-01 14:13:57+00:00,0,True,32,active,12,32,0,0,True,False,3,True,,,2020-08-01 14:21:00,2020
28,2020-08-01 13:59:09+00:00,0,True,33,active,11,33,0,15,True,False,1,True,,,2020-08-01 14:21:00,2020
29,2020-08-01 13:45:28+00:00,0,True,35,active,16,35,0,5,True,False,2,True,,,2020-08-01 14:21:00,2020
30,2020-08-01 13:55:29+00:00,0,True,36,active,29,36,0,4,True,True,0,True,,,2020-08-01 14:21:00,2020
31,2020-08-01 13:55:45+00:00,0,True,37,active,15,37,0,0,True,True,0,True,,,2020-08-01 14:21:00,2020
32,2020-08-01 13:54:03+00:00,0,True,39,active,7,39,0,16,True,False,0,True,,,2020-08-01 14:21:00,2020
33,2020-08-01 14:06:07+00:00,0,True,40,active,13,40,0,5,True,False,1,True,,,2020-08-01 14:21:00,2020
34,2020-08-01 14:19:05+00:00,0,True,41,active,3,41,0,23,True,True,1,True,,,2020-08-01 14:21:00,2020
35,2020-08-01 14:10:14+00:00,0,True,42,active,0,42,0,23,True,False,0,True,,,2020-08-01 14:21:00,2020
36,2020-08-01 14:06:27+00:00,0,True,43,active,10,43,0,1,True,True,4,True,,,2020-08-01 14:21:00,2020
37,2020-08-01 14:14:54+00:00,0,True,44,active,23,44,0,0,True,False,0,True,,,2020-08-01 14:21:00,2020
38,2020-08-01 13:57:42+00:00,0,True,46,active,8,46,0,11,True,False,0,True,,,2020-08-01 14:21:00,2020
39,2020-08-01 14:20:34+00:00,0,True,47,active,17,47,0,2,True,True,0,True,,,2020-08-01 14:21:00,2020
40,2020-08-01 13:24:35+00:00,0,True,48,active,14,48,0,5,True,False,0,True,,,2020-08-01 14:21:00,2020
41,2020-08-01 13:49:46+00:00,0,True,49,active,18,49,0,0,True,False,0,True,,,2020-08-01 14:21:00,2020
42,2020-08-01 13:56:53+00:00,0,True,50,active,13,50,0,2,True,True,0,True,,,2020-08-01 14:21:00,2020
43,2020-08-01 11:52:19+00:00,0,False,51,active,5,51,0,9,True,False,1,False,,,2020-08-01 14:21:00,2020
44,2020-08-01 14:13:36+00:00,0,True,52,active,11,52,0,11,True,True,1,True,,,2020-08-01 14:21:00,2020
45,2020-08-01 14:18:28+00:00,0,True,53,active,18,53,0,0,True,False,1,True,,,2020-08-01 14:21:00,2020
46,2020-08-01 14:10:20+00:00,0,True,54,active,13,54,0,1,True,False,1,True,,,2020-08-01 14:21:00,2020
47,2020-08-01 13:56:22+00:00,0,True,55,active,13,55,0,2,True,False,0,True,,,2020-08-01 14:21:00,2020
48,2020-08-01 13:11:27+00:00,0,True,56,active,9,56,0,9,True,True,0,True,,,2020-08-01 14:21:00,2020
49,2020-08-01 13:59:01+00:00,0,True,57,active,10,57,0,4,True,True,0,True,,,2020-08-01 14:21:00,2020
50,2020-08-01 14:15:07+00:00,0,True,58,active,15,58,0,4,True,True,0,True,,,2020-08-01 14:21:00,2020
