,is_installed,is_renting,is_returning,num_ebikes_available,num_bikes_available,num_bikes_disabled,station_id,station_status,num_docks_available,legacy_id,eightd_has_available_keys,last_reported,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,0,7,0,3,active,8,3,True,2020-07-29 13:47:46+00:00,0,,,2020-07-29 14:19:40,2020
1,True,True,True,0,6,0,4,active,13,4,False,2020-07-29 14:12:12+00:00,0,,,2020-07-29 14:19:40,2020
2,True,True,True,0,9,0,5,active,6,5,False,2020-07-29 14:12:47+00:00,0,,,2020-07-29 14:19:40,2020
3,True,True,True,0,12,0,6,active,3,6,False,2020-07-29 14:18:18+00:00,0,,,2020-07-29 14:19:40,2020
4,True,True,True,0,1,0,7,active,14,7,False,2020-07-29 13:32:50+00:00,0,,,2020-07-29 14:19:40,2020
5,True,True,True,0,10,2,8,active,7,8,False,2020-07-29 14:01:28+00:00,0,,,2020-07-29 14:19:40,2020
6,True,True,True,0,5,1,9,active,9,9,False,2020-07-29 14:16:29+00:00,0,,,2020-07-29 14:19:40,2020
7,True,True,True,0,10,1,10,active,0,10,False,2020-07-29 13:46:54+00:00,0,,,2020-07-29 14:19:40,2020
8,True,True,True,0,12,1,11,active,2,11,False,2020-07-29 14:18:46+00:00,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 51, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'valet_revision': 69}",2020-07-29 14:19:40,2020
9,True,True,True,0,6,0,12,active,12,12,True,2020-07-29 14:15:36+00:00,0,,,2020-07-29 14:19:40,2020
10,True,True,True,0,15,0,13,active,4,13,False,2020-07-29 13:57:35+00:00,0,,,2020-07-29 14:19:40,2020
11,True,True,True,0,18,0,14,active,7,14,False,2020-07-29 14:15:04+00:00,0,,,2020-07-29 14:19:40,2020
12,True,True,True,0,8,0,15,active,7,15,False,2020-07-29 13:25:23+00:00,0,,,2020-07-29 14:19:40,2020
13,True,True,True,0,11,1,16,active,7,16,True,2020-07-29 14:07:33+00:00,0,,,2020-07-29 14:19:40,2020
14,True,True,True,0,13,0,17,active,2,17,False,2020-07-29 13:20:45+00:00,0,,,2020-07-29 14:19:40,2020
15,True,True,True,0,8,0,19,active,7,19,False,2020-07-29 13:29:41+00:00,0,,,2020-07-29 14:19:40,2020
16,True,True,True,0,17,1,20,active,5,20,True,2020-07-29 14:17:36+00:00,0,,,2020-07-29 14:19:40,2020
17,True,True,True,0,6,0,21,active,12,21,False,2020-07-29 13:31:42+00:00,0,,,2020-07-29 14:19:40,2020
18,True,True,True,0,9,0,22,active,38,22,False,2020-07-29 13:20:26+00:00,0,,,2020-07-29 14:19:40,2020
19,True,True,True,0,13,0,23,active,8,23,True,2020-07-29 14:15:56+00:00,0,,,2020-07-29 14:19:40,2020
20,True,True,True,0,4,1,24,active,14,24,False,2020-07-29 14:06:30+00:00,0,,,2020-07-29 14:19:40,2020
21,True,True,True,0,14,0,25,active,1,25,False,2020-07-29 14:05:54+00:00,0,,,2020-07-29 14:19:40,2020
22,True,True,True,0,8,1,26,active,6,26,False,2020-07-29 13:09:47+00:00,0,,,2020-07-29 14:19:40,2020
23,True,True,True,0,12,0,27,active,11,27,False,2020-07-29 14:02:06+00:00,0,,,2020-07-29 14:19:40,2020
24,True,True,True,0,12,0,29,active,3,29,False,2020-07-29 13:23:58+00:00,0,,,2020-07-29 14:19:40,2020
25,True,True,True,0,15,0,30,active,0,30,False,2020-07-29 13:41:18+00:00,0,,,2020-07-29 14:19:40,2020
