,num_ebikes_available,num_bikes_available,eightd_has_available_keys,legacy_id,num_docks_disabled,station_status,is_returning,num_bikes_disabled,station_id,last_reported,is_installed,num_docks_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,10,True,3,0,active,True,0,3,2020-07-27 02:41:33+00:00,True,5,True,,,2020-07-27 04:07:00,2020
1,0,17,False,4,0,active,True,0,4,2020-07-27 03:29:24+00:00,True,2,True,,,2020-07-27 04:07:00,2020
2,0,9,False,5,0,active,True,0,5,2020-07-27 02:55:22+00:00,True,6,True,,,2020-07-27 04:07:00,2020
3,0,9,False,6,0,active,True,0,6,2020-07-27 03:23:38+00:00,True,6,True,,,2020-07-27 04:07:00,2020
4,0,7,False,7,0,active,True,1,7,2020-07-27 03:55:43+00:00,True,7,True,,,2020-07-27 04:07:00,2020
5,0,9,False,8,0,active,True,3,8,2020-07-27 03:40:53+00:00,True,7,True,,,2020-07-27 04:07:00,2020
6,0,10,False,9,0,active,True,1,9,2020-07-27 03:35:21+00:00,True,4,True,,,2020-07-27 04:07:00,2020
7,0,4,False,10,0,active,True,1,10,2020-07-27 03:53:36+00:00,True,6,True,,,2020-07-27 04:07:00,2020
8,0,6,False,11,0,active,True,0,11,2020-07-27 03:09:54+00:00,True,9,True,"{'off_dock_capacity': 50, 'off_dock_count': 0, 'active': True, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 04:07:00,2020
9,0,9,True,12,0,active,True,0,12,2020-07-27 03:42:52+00:00,True,9,True,,,2020-07-27 04:07:00,2020
10,0,5,False,13,0,active,True,3,13,2020-07-27 03:25:44+00:00,True,11,True,,,2020-07-27 04:07:00,2020
11,0,8,False,14,0,active,True,1,14,2020-07-27 03:09:15+00:00,True,16,True,,,2020-07-27 04:07:00,2020
12,0,12,False,15,0,active,True,1,15,2020-07-27 03:00:03+00:00,True,2,True,,,2020-07-27 04:07:00,2020
13,0,11,True,16,0,active,True,1,16,2020-07-27 03:40:16+00:00,True,7,True,,,2020-07-27 04:07:00,2020
14,0,7,False,17,0,active,True,1,17,2020-07-27 03:31:22+00:00,True,7,True,,,2020-07-27 04:07:00,2020
15,0,4,False,19,0,active,True,2,19,2020-07-27 03:23:54+00:00,True,9,True,,,2020-07-27 04:07:00,2020
16,0,0,True,20,0,active,True,1,20,2020-07-27 03:37:13+00:00,True,22,True,,,2020-07-27 04:07:00,2020
17,0,7,True,21,0,active,True,1,21,2020-07-27 02:56:44+00:00,True,10,True,,,2020-07-27 04:07:00,2020
18,0,3,True,22,0,active,True,1,22,2020-07-27 03:46:45+00:00,True,43,True,,,2020-07-27 04:07:00,2020
19,0,4,False,23,0,active,True,0,23,2020-07-27 02:27:15+00:00,True,17,True,,,2020-07-27 04:07:00,2020
20,0,2,False,24,0,active,True,0,24,2020-07-27 02:50:04+00:00,True,17,True,,,2020-07-27 04:07:00,2020
21,0,14,False,25,0,active,True,0,25,2020-07-27 02:34:32+00:00,True,1,True,,,2020-07-27 04:07:00,2020
22,0,15,False,26,0,active,True,0,26,2020-07-27 03:17:14+00:00,True,0,True,,,2020-07-27 04:07:00,2020
23,0,19,False,27,0,active,True,3,27,2020-07-27 03:16:27+00:00,True,1,True,,,2020-07-27 04:07:00,2020
24,0,14,False,29,0,active,True,0,29,2020-07-27 01:27:10+00:00,True,1,True,,,2020-07-27 04:07:00,2020
25,0,6,False,30,0,active,True,0,30,2020-07-27 03:56:34+00:00,True,9,True,,,2020-07-27 04:07:00,2020
