,num_ebikes_available,station_id,legacy_id,num_docks_available,eightd_has_available_keys,is_returning,num_bikes_disabled,last_reported,is_renting,is_installed,num_docks_disabled,station_status,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
25,0,30,30,2,False,True,0,2020-07-29 19:01:18+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
26,0,31,31,12,True,True,1,2020-07-29 19:23:09+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
27,0,32,32,9,False,True,0,2020-07-29 19:18:31+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
28,0,33,33,8,False,True,0,2020-07-29 19:14:44+00:00,True,True,0,active,19,,,2020-07-29 19:26:10,2020
29,0,35,35,18,False,True,0,2020-07-29 19:23:18+00:00,True,True,0,active,5,,,2020-07-29 19:26:10,2020
30,0,36,36,13,True,True,0,2020-07-29 19:25:24+00:00,True,True,0,active,20,,,2020-07-29 19:26:10,2020
31,0,37,37,15,True,True,0,2020-07-29 17:19:07+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
32,0,39,39,7,False,True,1,2020-07-29 18:45:19+00:00,True,True,0,active,15,,,2020-07-29 19:26:10,2020
33,0,40,40,11,False,True,0,2020-07-29 19:05:47+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
34,0,41,41,14,True,True,1,2020-07-29 19:10:31+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
35,0,42,42,6,False,True,1,2020-07-29 19:24:44+00:00,True,True,0,active,16,,,2020-07-29 19:26:10,2020
36,0,43,43,7,True,True,0,2020-07-29 19:09:27+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
37,0,44,44,6,False,True,0,2020-07-29 19:21:32+00:00,True,True,0,active,17,,,2020-07-29 19:26:10,2020
38,0,46,46,11,False,True,2,2020-07-29 19:23:15+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
39,0,47,47,9,True,True,1,2020-07-29 19:25:55+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
40,0,48,48,4,False,True,0,2020-07-29 18:55:27+00:00,True,True,0,active,15,,,2020-07-29 19:26:10,2020
41,0,49,49,7,False,True,0,2020-07-29 19:25:59+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
42,0,50,50,2,True,True,1,2020-07-29 18:59:45+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
43,0,51,51,6,False,True,3,2020-07-29 19:08:54+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
44,0,52,52,19,True,True,0,2020-07-29 19:21:21+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
45,0,53,53,17,False,True,0,2020-07-29 19:23:20+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
46,0,54,54,9,False,True,0,2020-07-29 19:11:55+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
47,0,55,55,11,False,True,0,2020-07-29 19:12:46+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
48,0,56,56,6,True,True,0,2020-07-29 18:31:43+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
49,0,57,57,12,True,True,0,2020-07-29 19:21:58+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
50,0,58,58,13,True,True,1,2020-07-29 19:13:46+00:00,True,True,0,active,5,,,2020-07-29 19:26:10,2020
51,0,59,59,13,True,True,0,2020-07-29 19:12:13+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
52,0,60,60,16,False,True,0,2020-07-29 19:24:36+00:00,True,True,0,active,3,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'valet_revision': 61, 'off_dock_count': 28, 'active': True, 'dock_blocked_count': 0}",2020-07-29 19:26:10,2020
53,0,61,61,7,False,True,1,2020-07-29 19:18:18+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
54,0,63,63,0,False,True,0,2020-07-29 19:23:59+00:00,True,True,0,active,15,,,2020-07-29 19:26:10,2020
55,0,64,64,2,False,True,1,2020-07-29 18:43:11+00:00,True,True,0,active,16,,,2020-07-29 19:26:10,2020
56,0,65,65,12,False,True,1,2020-07-29 19:25:43+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
57,0,66,66,14,False,True,0,2020-07-29 19:06:47+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
58,0,67,67,17,True,True,2,2020-07-29 19:08:06+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
59,0,68,68,16,True,True,1,2020-07-29 19:25:46+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
60,0,69,69,18,True,True,1,2020-07-29 19:15:04+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
61,0,70,70,19,False,True,0,2020-07-29 18:03:07+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
62,0,71,71,6,False,True,0,2020-07-29 19:25:40+00:00,True,True,0,active,17,,,2020-07-29 19:26:10,2020
63,0,72,72,11,False,True,0,2020-07-29 18:48:18+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
64,0,73,73,7,False,True,1,2020-07-29 19:25:19+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
65,0,74,74,3,True,True,2,2020-07-29 19:25:22+00:00,True,True,0,active,14,,,2020-07-29 19:26:10,2020
66,0,75,75,9,False,True,0,2020-07-29 19:16:18+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
67,0,76,76,9,False,True,1,2020-07-29 19:22:13+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
68,0,77,77,10,False,True,0,2020-07-29 18:30:57+00:00,True,True,0,active,5,,,2020-07-29 19:26:10,2020
69,0,78,78,8,False,True,0,2020-07-29 19:25:59+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
70,0,79,79,15,False,True,0,2020-07-29 18:55:45+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
71,0,80,80,1,False,True,4,2020-07-29 19:25:36+00:00,True,True,0,active,30,,,2020-07-29 19:26:10,2020
72,0,81,81,15,False,True,0,2020-07-29 19:19:50+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
73,0,82,82,14,False,True,0,2020-07-29 18:58:10+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
74,0,84,84,3,False,True,1,2020-07-29 19:23:38+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
75,0,85,85,6,False,True,1,2020-07-29 18:33:56+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
76,0,86,86,15,False,True,1,2020-07-29 18:57:01+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
77,0,87,87,13,False,True,1,2020-07-29 19:03:49+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
78,0,89,89,9,False,True,0,2020-07-29 18:40:53+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
79,0,90,90,12,False,True,0,2020-07-29 19:25:52+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
80,0,91,91,5,False,True,3,2020-07-29 19:21:01+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
81,0,92,92,6,False,True,0,2020-07-29 18:54:16+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
82,0,93,93,10,False,True,3,2020-07-29 19:11:23+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
83,0,94,94,3,False,True,0,2020-07-29 18:33:31+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
84,0,95,95,8,False,True,0,2020-07-29 19:22:29+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
85,0,96,96,17,False,True,0,2020-07-29 17:51:24+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
86,0,97,97,12,False,True,1,2020-07-29 19:13:52+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
87,0,98,98,11,False,True,0,2020-07-29 19:20:24+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
88,0,99,99,6,False,True,2,2020-07-29 18:23:58+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
89,0,100,100,7,True,True,1,2020-07-29 19:15:12+00:00,True,True,0,active,17,,,2020-07-29 19:26:10,2020
90,0,101,101,14,False,True,0,2020-07-29 18:19:25+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
91,0,102,102,15,False,True,0,2020-07-29 18:07:51+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
92,0,103,103,12,False,True,0,2020-07-29 19:13:19+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
93,0,104,104,8,False,True,1,2020-07-29 19:12:30+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
94,0,105,105,8,False,True,1,2020-07-29 19:22:14+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
95,0,106,106,4,False,True,0,2020-07-29 12:13:40+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
96,0,107,107,10,False,True,1,2020-07-29 19:23:36+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
97,0,108,108,0,False,True,0,2020-07-29 19:15:07+00:00,True,True,0,active,17,,,2020-07-29 19:26:10,2020
98,0,109,109,12,False,True,2,2020-07-29 18:46:27+00:00,True,True,0,active,21,,,2020-07-29 19:26:10,2020
99,0,110,110,12,False,True,1,2020-07-29 19:25:56+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
100,0,111,111,9,False,True,0,2020-07-29 19:07:20+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
101,0,112,112,8,False,True,0,2020-07-29 19:15:10+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
102,0,113,113,13,False,True,0,2020-07-29 19:06:10+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
103,0,114,114,9,False,True,0,2020-07-29 19:21:15+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
104,0,115,115,7,False,True,1,2020-07-29 19:13:36+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
105,0,116,116,20,False,True,0,2020-07-29 19:20:42+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
106,0,117,117,1,False,True,0,2020-07-29 18:18:58+00:00,True,True,0,active,18,,,2020-07-29 19:26:10,2020
107,0,118,118,12,False,True,1,2020-07-29 18:53:45+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
108,0,119,119,7,False,True,0,2020-07-29 19:21:29+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
109,0,120,120,8,False,True,0,2020-07-29 19:17:58+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
110,0,121,121,16,False,True,1,2020-07-29 18:23:22+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
111,0,122,122,10,False,True,0,2020-07-29 19:25:51+00:00,True,True,0,active,5,,,2020-07-29 19:26:10,2020
112,0,124,124,12,False,True,0,2020-07-29 18:12:32+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
113,0,125,125,10,False,True,0,2020-07-29 19:19:48+00:00,True,True,0,active,5,,,2020-07-29 19:26:10,2020
114,0,126,126,14,False,True,0,2020-07-29 17:01:49+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
115,0,128,128,6,False,True,0,2020-07-29 18:40:35+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
116,0,129,129,12,False,True,0,2020-07-29 18:29:23+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
117,0,130,130,8,False,True,0,2020-07-29 17:49:53+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
118,0,131,131,8,False,True,1,2020-07-29 19:25:58+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
119,0,133,133,17,False,True,0,2020-07-29 19:04:10+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
120,0,135,135,10,False,True,0,2020-07-29 18:57:58+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
121,0,136,136,2,False,True,0,2020-07-29 19:09:10+00:00,True,True,0,active,17,,,2020-07-29 19:26:10,2020
122,0,137,137,13,False,True,0,2020-07-29 19:01:05+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
123,0,138,138,5,False,True,0,2020-07-29 19:22:46+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
124,0,139,139,16,False,True,0,2020-07-29 18:33:22+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
125,0,140,140,10,False,True,0,2020-07-29 18:24:22+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
126,0,141,141,8,False,True,0,2020-07-29 18:33:30+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
127,0,142,142,2,False,True,0,2020-07-29 18:30:29+00:00,True,True,0,active,21,,,2020-07-29 19:26:10,2020
128,0,143,143,16,False,True,0,2020-07-29 19:02:27+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
129,0,144,144,11,False,True,0,2020-07-29 18:55:12+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
130,0,145,145,8,False,True,0,2020-07-29 18:39:30+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
131,0,146,146,5,False,True,2,2020-07-29 19:21:30+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
132,0,149,149,4,True,True,0,2020-07-29 19:20:47+00:00,True,True,0,active,14,,,2020-07-29 19:26:10,2020
133,0,150,150,6,False,True,0,2020-07-29 18:25:13+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
134,0,151,151,5,False,True,1,2020-07-29 19:15:09+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
135,0,152,152,6,True,True,0,2020-07-29 18:56:32+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
136,0,156,156,11,False,True,0,2020-07-29 19:16:20+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
137,0,157,157,12,False,True,1,2020-07-29 19:17:23+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
138,0,159,159,10,False,True,2,2020-07-29 19:09:48+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
139,0,160,160,11,True,True,0,2020-07-29 19:14:28+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
140,0,161,161,12,True,True,0,2020-07-29 19:16:59+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
141,0,162,162,11,False,True,0,2020-07-29 14:53:50+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
142,0,163,163,13,True,True,0,2020-07-29 16:44:29+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
143,0,167,167,1,False,True,2,2020-07-29 19:12:30+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
144,0,169,169,11,False,True,0,2020-07-29 17:59:41+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
145,0,170,170,12,True,True,0,2020-07-29 18:08:55+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
146,0,171,171,16,True,True,1,2020-07-29 14:03:30+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
147,0,173,173,6,True,True,2,2020-07-29 18:40:24+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
148,0,174,174,7,False,True,0,2020-07-29 17:37:54+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
149,0,175,175,15,True,True,0,2020-07-29 18:15:12+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
150,0,176,176,6,False,True,0,2020-07-29 18:07:00+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
151,0,177,177,9,False,True,0,2020-07-29 19:14:39+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
152,0,178,178,9,False,True,2,2020-07-29 19:24:51+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
153,0,179,179,10,False,True,0,2020-07-29 19:10:14+00:00,True,True,0,active,15,,,2020-07-29 19:26:10,2020
154,0,180,180,9,False,True,0,2020-07-29 17:11:09+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
155,0,181,181,12,False,True,0,2020-07-29 18:36:09+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
156,0,182,182,14,True,True,0,2020-07-29 17:22:11+00:00,True,True,0,active,5,,,2020-07-29 19:26:10,2020
157,0,183,183,9,False,True,0,2020-07-29 17:41:03+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
158,0,184,184,8,False,True,0,2020-07-29 19:17:58+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
159,0,185,185,11,False,True,0,2020-07-29 18:22:26+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
160,0,186,186,4,True,True,0,2020-07-29 19:21:59+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
161,0,187,187,6,False,True,0,2020-07-29 15:08:20+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
162,0,188,188,5,False,True,0,2020-07-29 15:29:37+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
163,0,189,189,3,True,True,1,2020-07-29 19:16:59+00:00,True,True,0,active,19,,,2020-07-29 19:26:10,2020
164,0,190,190,15,True,True,1,2020-07-29 19:00:51+00:00,True,True,0,active,21,,,2020-07-29 19:26:10,2020
165,0,191,191,13,False,True,0,2020-07-29 18:11:10+00:00,True,True,0,active,2,,,2020-07-29 19:26:10,2020
166,0,192,192,5,False,True,1,2020-07-29 19:10:24+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
167,0,193,193,2,True,True,0,2020-07-29 18:58:59+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
168,0,194,194,5,False,True,0,2020-07-29 18:11:48+00:00,True,True,0,active,14,,,2020-07-29 19:26:10,2020
169,0,195,195,12,False,True,1,2020-07-29 19:15:24+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
170,0,196,196,10,True,True,0,2020-07-29 14:01:29+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
171,0,197,197,14,False,True,0,2020-07-29 18:33:42+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
172,0,199,199,8,False,True,0,2020-07-29 16:57:39+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
173,0,200,200,8,False,True,0,2020-07-29 17:39:39+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
174,0,201,201,15,False,True,0,2020-07-29 12:09:09+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
175,0,202,202,11,False,True,1,2020-07-29 18:19:18+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
176,0,203,203,11,False,True,0,2020-07-29 18:48:07+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
177,0,204,204,14,False,True,0,2020-07-29 15:54:56+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
178,0,205,205,10,False,True,1,2020-07-29 18:59:24+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
179,0,206,206,12,False,True,0,2020-07-29 19:22:50+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
180,0,208,208,3,True,True,0,2020-07-29 17:21:12+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
181,0,209,209,1,False,True,1,2020-07-29 15:56:19+00:00,True,True,0,active,13,,,2020-07-29 19:26:10,2020
182,0,210,210,14,False,True,0,2020-07-29 19:14:38+00:00,True,True,0,active,1,,,2020-07-29 19:26:10,2020
183,0,211,211,3,False,True,1,2020-07-29 18:41:38+00:00,True,True,0,active,15,,,2020-07-29 19:26:10,2020
184,0,212,212,23,False,True,0,2020-07-29 19:02:19+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
185,0,213,213,6,True,True,0,2020-07-29 18:49:05+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
186,0,214,214,3,False,True,0,2020-07-29 18:56:19+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
187,0,215,215,3,False,True,0,2020-07-29 16:16:33+00:00,True,True,0,active,12,,,2020-07-29 19:26:10,2020
188,0,216,216,3,False,True,1,2020-07-29 08:24:18+00:00,True,True,0,active,15,,,2020-07-29 19:26:10,2020
189,0,217,217,15,False,True,0,2020-07-29 19:24:36+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
190,0,218,218,8,False,True,0,2020-07-29 19:02:08+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
191,0,219,219,6,False,True,0,2020-07-29 17:58:44+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
192,0,221,221,14,False,True,0,2020-07-29 19:24:00+00:00,True,True,0,active,5,,,2020-07-29 19:26:10,2020
193,0,222,222,11,True,True,0,2020-07-29 18:41:05+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
194,0,224,224,9,False,True,0,2020-07-29 19:03:17+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
195,0,225,225,8,False,True,1,2020-07-29 19:14:45+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
196,0,226,226,12,False,True,0,2020-07-29 16:47:37+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
197,0,227,227,9,False,True,0,2020-07-29 19:25:38+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
198,0,228,228,13,False,True,0,2020-07-29 17:26:31+00:00,True,True,0,active,6,,,2020-07-29 19:26:10,2020
199,0,232,232,8,False,True,0,2020-07-29 17:44:10+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
200,0,233,233,10,False,True,1,2020-07-29 19:22:55+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
201,0,234,234,11,False,True,0,2020-07-29 15:34:57+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
202,0,235,235,5,False,True,0,2020-07-29 18:35:55+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
203,0,236,236,8,False,True,0,2020-07-29 19:07:17+00:00,True,True,0,active,7,,,2020-07-29 19:26:10,2020
204,0,239,239,12,False,True,0,2020-07-29 17:09:38+00:00,True,True,0,active,3,,,2020-07-29 19:26:10,2020
205,0,255,255,4,False,True,0,2020-07-29 17:50:43+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
206,0,258,258,7,False,True,0,2020-07-29 12:20:53+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
207,0,259,259,15,False,True,0,2020-07-29 10:42:10+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
208,0,260,260,1,False,True,3,2020-07-29 19:14:18+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
209,0,271,271,14,False,True,1,2020-07-29 17:00:13+00:00,True,True,0,active,0,,,2020-07-29 19:26:10,2020
210,0,272,272,6,False,True,2,2020-07-29 18:53:28+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
211,0,273,273,11,False,True,1,2020-07-29 19:21:40+00:00,True,True,0,active,28,,,2020-07-29 19:26:10,2020
212,0,279,279,10,False,True,0,2020-07-29 19:25:09+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
213,0,280,280,15,False,True,0,2020-07-29 19:08:44+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
214,0,282,282,5,False,True,1,2020-07-29 18:03:10+00:00,True,True,0,active,9,,,2020-07-29 19:26:10,2020
215,0,296,296,19,False,True,0,2020-07-29 19:21:19+00:00,True,True,0,active,4,,,2020-07-29 19:26:10,2020
216,0,318,318,4,False,True,1,2020-07-29 19:08:48+00:00,True,True,0,active,14,,,2020-07-29 19:26:10,2020
217,0,319,319,15,False,True,0,2020-07-29 17:38:53+00:00,True,True,0,active,10,,,2020-07-29 19:26:10,2020
218,0,327,327,4,False,True,0,2020-07-29 17:33:43+00:00,True,True,0,active,11,,,2020-07-29 19:26:10,2020
219,0,328,328,7,False,True,0,2020-07-29 18:29:53+00:00,True,True,0,active,8,,,2020-07-29 19:26:10,2020
