,is_renting,num_bikes_available,eightd_has_available_keys,station_status,num_bikes_disabled,last_reported,legacy_id,is_returning,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,4,True,active,0,2020-07-26 18:10:05+00:00,3,True,0,0,11,3,True,,,2020-07-26 18:14:35,2020
1,True,11,False,active,0,2020-07-26 18:13:47+00:00,4,True,0,0,8,4,True,,,2020-07-26 18:14:35,2020
2,True,3,False,active,0,2020-07-26 17:46:16+00:00,5,True,0,0,12,5,True,,,2020-07-26 18:14:35,2020
3,True,7,False,active,1,2020-07-26 18:14:04+00:00,6,True,0,0,7,6,True,,,2020-07-26 18:14:35,2020
4,True,1,False,active,1,2020-07-26 18:04:11+00:00,7,True,0,0,13,7,True,,,2020-07-26 18:14:35,2020
5,True,5,False,active,1,2020-07-26 18:11:49+00:00,8,True,0,0,13,8,True,,,2020-07-26 18:14:35,2020
6,True,10,False,active,1,2020-07-26 18:09:12+00:00,9,True,0,0,4,9,True,,,2020-07-26 18:14:35,2020
7,True,3,False,active,0,2020-07-26 17:54:50+00:00,10,True,0,0,8,10,True,,,2020-07-26 18:14:35,2020
8,True,14,False,active,0,2020-07-26 18:10:35+00:00,11,True,0,0,1,11,True,"{'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 18:14:35,2020
9,True,2,True,active,0,2020-07-26 17:58:06+00:00,12,True,0,0,16,12,True,,,2020-07-26 18:14:35,2020
10,True,8,False,active,2,2020-07-26 18:13:44+00:00,13,True,0,0,9,13,True,,,2020-07-26 18:14:35,2020
11,True,17,False,active,1,2020-07-26 18:01:23+00:00,14,True,0,0,7,14,True,,,2020-07-26 18:14:35,2020
12,True,9,False,active,0,2020-07-26 17:53:54+00:00,15,True,0,0,6,15,True,,,2020-07-26 18:14:35,2020
13,True,16,True,active,1,2020-07-26 18:09:55+00:00,16,True,0,0,2,16,True,,,2020-07-26 18:14:35,2020
14,True,9,False,active,1,2020-07-26 17:59:07+00:00,17,True,0,0,5,17,True,,,2020-07-26 18:14:35,2020
15,True,2,False,active,0,2020-07-26 17:51:53+00:00,19,True,0,0,13,19,True,,,2020-07-26 18:14:35,2020
16,True,10,True,active,1,2020-07-26 18:10:02+00:00,20,True,0,0,12,20,True,,,2020-07-26 18:14:35,2020
17,True,8,True,active,0,2020-07-26 18:03:56+00:00,21,True,0,0,10,21,True,,,2020-07-26 18:14:35,2020
18,True,4,True,active,1,2020-07-26 17:51:43+00:00,22,True,0,0,42,22,True,,,2020-07-26 18:14:35,2020
19,True,17,False,active,0,2020-07-26 18:02:51+00:00,23,True,0,0,4,23,True,,,2020-07-26 18:14:35,2020
20,True,3,False,active,0,2020-07-26 17:59:46+00:00,24,True,0,0,16,24,True,,,2020-07-26 18:14:35,2020
21,True,12,False,active,0,2020-07-26 18:05:15+00:00,25,True,0,0,3,25,True,,,2020-07-26 18:14:35,2020
22,True,14,False,active,0,2020-07-26 18:01:56+00:00,26,True,0,0,1,26,True,,,2020-07-26 18:14:35,2020
23,True,8,False,active,2,2020-07-26 18:13:50+00:00,27,True,0,0,13,27,True,,,2020-07-26 18:14:35,2020
24,True,13,False,active,0,2020-07-26 17:04:19+00:00,29,True,0,0,2,29,True,,,2020-07-26 18:14:35,2020
25,True,10,False,active,0,2020-07-26 18:08:46+00:00,30,True,0,0,5,30,True,,,2020-07-26 18:14:35,2020
26,True,0,True,active,0,2020-07-26 16:34:03+00:00,31,True,0,0,19,31,True,,,2020-07-26 18:14:35,2020
27,True,10,False,active,4,2020-07-26 18:13:56+00:00,32,True,0,0,1,32,True,,,2020-07-26 18:14:35,2020
28,True,3,False,active,1,2020-07-26 17:58:06+00:00,33,True,0,0,23,33,True,,,2020-07-26 18:14:35,2020
29,True,4,False,active,0,2020-07-26 18:06:01+00:00,35,True,0,0,19,35,True,,,2020-07-26 18:14:35,2020
30,True,32,True,active,0,2020-07-26 18:14:21+00:00,36,True,0,0,1,36,True,,,2020-07-26 18:14:35,2020
31,True,4,True,active,0,2020-07-26 17:50:31+00:00,37,True,0,0,11,37,True,,,2020-07-26 18:14:35,2020
32,True,1,False,active,0,2020-07-26 18:11:07+00:00,39,True,0,0,22,39,True,,,2020-07-26 18:14:35,2020
33,True,4,False,active,2,2020-07-26 18:07:46+00:00,40,True,0,0,13,40,True,,,2020-07-26 18:14:35,2020
34,True,17,True,active,1,2020-07-26 17:58:48+00:00,41,True,0,0,9,41,True,,,2020-07-26 18:14:35,2020
35,True,21,False,active,1,2020-07-26 17:56:58+00:00,42,True,0,0,1,42,True,,,2020-07-26 18:14:35,2020
36,True,2,False,active,0,2020-07-26 17:50:41+00:00,43,True,0,0,13,43,True,,,2020-07-26 18:14:35,2020
37,True,10,False,active,0,2020-07-26 18:10:08+00:00,44,True,0,0,13,44,True,,,2020-07-26 18:14:35,2020
38,True,7,False,active,0,2020-07-26 17:48:56+00:00,46,True,0,0,12,46,True,,,2020-07-26 18:14:35,2020
39,True,12,True,active,0,2020-07-26 18:05:26+00:00,47,True,0,0,7,47,True,,,2020-07-26 18:14:35,2020
40,True,0,False,active,0,2020-07-26 15:54:52+00:00,48,True,0,0,19,48,True,,,2020-07-26 18:14:35,2020
41,True,13,False,active,0,2020-07-26 17:40:49+00:00,49,True,0,0,5,49,True,,,2020-07-26 18:14:35,2020
42,True,4,True,active,0,2020-07-26 18:12:53+00:00,50,True,0,0,11,50,True,,,2020-07-26 18:14:35,2020
43,True,9,False,active,6,2020-07-26 18:09:54+00:00,51,True,0,0,0,51,True,,,2020-07-26 18:14:35,2020
44,True,2,True,active,0,2020-07-26 18:13:32+00:00,52,True,0,0,21,52,True,,,2020-07-26 18:14:35,2020
45,True,3,False,active,0,2020-07-26 18:07:36+00:00,53,True,0,0,16,53,True,,,2020-07-26 18:14:35,2020
46,True,9,False,active,0,2020-07-26 18:13:22+00:00,54,True,0,0,6,54,True,,,2020-07-26 18:14:35,2020
47,True,1,False,active,0,2020-07-26 17:51:40+00:00,55,True,0,0,14,55,True,,,2020-07-26 18:14:35,2020
48,True,15,True,active,0,2020-07-26 18:11:05+00:00,56,True,0,0,3,56,True,,,2020-07-26 18:14:35,2020
49,True,12,True,active,0,2020-07-26 18:08:00+00:00,57,True,0,0,2,57,True,,,2020-07-26 18:14:35,2020
50,True,17,True,active,1,2020-07-26 18:04:44+00:00,58,True,0,0,1,58,True,,,2020-07-26 18:14:35,2020
51,True,14,True,active,0,2020-07-26 17:59:33+00:00,59,True,0,0,5,59,True,,,2020-07-26 18:14:35,2020
52,True,13,False,active,0,2020-07-26 18:13:43+00:00,60,True,0,0,6,60,True,,,2020-07-26 18:14:35,2020
53,True,3,False,active,0,2020-07-26 18:11:21+00:00,61,True,0,0,16,61,True,,,2020-07-26 18:14:35,2020
54,True,13,False,active,0,2020-07-26 18:11:10+00:00,63,True,0,0,2,63,True,,,2020-07-26 18:14:35,2020
55,True,0,False,active,1,2020-07-26 18:07:35+00:00,64,True,0,0,18,64,True,,,2020-07-26 18:14:35,2020
56,True,8,False,active,2,2020-07-26 17:43:43+00:00,65,True,0,0,13,65,True,,,2020-07-26 18:14:35,2020
57,True,1,False,active,0,2020-07-26 17:55:49+00:00,66,True,0,0,14,66,True,,,2020-07-26 18:14:35,2020
58,True,5,True,active,0,2020-07-26 17:52:06+00:00,67,True,0,0,22,67,True,,,2020-07-26 18:14:35,2020
59,True,9,True,active,1,2020-07-26 18:12:26+00:00,68,True,0,0,9,68,True,,,2020-07-26 18:14:35,2020
60,True,11,True,active,1,2020-07-26 18:12:06+00:00,69,True,0,0,7,69,True,,,2020-07-26 18:14:35,2020
61,True,12,False,active,1,2020-07-26 18:14:01+00:00,70,True,0,0,10,70,True,,,2020-07-26 18:14:35,2020
62,True,9,False,active,0,2020-07-26 18:05:11+00:00,71,True,0,0,14,71,True,,,2020-07-26 18:14:35,2020
63,True,17,False,active,0,2020-07-26 18:11:17+00:00,72,True,0,0,6,72,True,,,2020-07-26 18:14:35,2020
