,station_id,last_reported,num_docks_disabled,eightd_has_available_keys,is_renting,num_bikes_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,legacy_id,station_status,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-05 16:23:32+00:00,0,True,True,0,True,0,True,5,3,active,10,,,2020-08-05 16:32:30,2020
1,4,2020-08-05 16:22:00+00:00,0,False,True,0,True,0,True,12,4,active,7,,,2020-08-05 16:32:30,2020
2,5,2020-08-05 16:27:29+00:00,0,False,True,0,True,0,True,7,5,active,8,,,2020-08-05 16:32:30,2020
3,6,2020-08-05 16:30:20+00:00,0,False,True,0,True,0,True,1,6,active,14,,,2020-08-05 16:32:30,2020
4,7,2020-08-05 15:37:44+00:00,0,False,True,0,True,0,True,3,7,active,12,,,2020-08-05 16:32:30,2020
5,8,2020-08-05 16:26:22+00:00,0,False,True,0,True,0,True,19,8,active,0,,,2020-08-05 16:32:30,2020
6,9,2020-08-05 16:09:00+00:00,0,False,True,0,True,0,True,14,9,active,1,,,2020-08-05 16:32:30,2020
7,10,2020-08-05 16:16:50+00:00,0,False,True,0,True,0,True,7,10,active,4,,,2020-08-05 16:32:30,2020
8,11,2020-08-05 16:24:14+00:00,0,False,True,0,True,0,True,12,11,active,3,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_count': 45, 'valet_revision': 79}",2020-08-05 16:32:30,2020
9,12,2020-08-05 16:06:12+00:00,0,True,True,0,True,0,True,8,12,active,10,,,2020-08-05 16:32:30,2020
10,13,2020-08-05 16:23:31+00:00,0,False,True,0,True,0,True,1,13,active,18,,,2020-08-05 16:32:30,2020
11,14,2020-08-05 16:27:42+00:00,0,False,True,1,True,0,True,6,14,active,18,,,2020-08-05 16:32:30,2020
12,15,2020-08-05 15:56:56+00:00,0,False,True,0,True,0,True,7,15,active,8,,,2020-08-05 16:32:30,2020
13,16,2020-08-05 16:30:16+00:00,0,True,True,0,True,0,True,13,16,active,6,,,2020-08-05 16:32:30,2020
14,17,2020-08-05 16:23:49+00:00,0,False,True,0,True,0,True,10,17,active,5,,,2020-08-05 16:32:30,2020
15,19,2020-08-05 15:48:10+00:00,0,False,True,0,True,0,True,12,19,active,3,,,2020-08-05 16:32:30,2020
16,20,2020-08-05 16:06:13+00:00,0,True,True,0,True,0,True,9,20,active,14,,,2020-08-05 16:32:30,2020
17,21,2020-08-05 16:30:40+00:00,0,True,True,1,True,0,True,10,21,active,7,,,2020-08-05 16:32:30,2020
18,22,2020-08-05 16:11:33+00:00,0,True,True,2,True,0,True,36,22,active,9,,,2020-08-05 16:32:30,2020
19,23,2020-08-05 16:32:13+00:00,0,True,True,0,True,0,True,8,23,active,13,,,2020-08-05 16:32:30,2020
20,24,2020-08-05 15:46:56+00:00,0,False,True,0,True,0,True,8,24,active,11,,,2020-08-05 16:32:30,2020
21,25,2020-08-05 16:21:53+00:00,0,False,True,0,True,0,True,11,25,active,4,,,2020-08-05 16:32:30,2020
22,26,2020-08-05 16:23:04+00:00,0,False,True,2,True,0,True,11,26,active,2,,,2020-08-05 16:32:30,2020
23,27,2020-08-05 15:30:39+00:00,0,False,True,0,True,0,True,21,27,active,2,,,2020-08-05 16:32:30,2020
24,29,2020-08-05 15:49:48+00:00,0,False,True,0,True,0,True,2,29,active,13,,,2020-08-05 16:32:30,2020
25,30,2020-08-05 16:23:07+00:00,0,False,True,0,True,0,True,6,30,active,9,,,2020-08-05 16:32:30,2020
26,31,2020-08-05 15:35:17+00:00,0,True,True,0,True,0,True,13,31,active,6,,,2020-08-05 16:32:30,2020
27,32,2020-08-05 16:30:46+00:00,0,False,True,0,True,0,True,8,32,active,7,,,2020-08-05 16:32:30,2020
28,33,2020-08-05 16:29:23+00:00,0,False,True,0,True,0,True,13,33,active,14,,,2020-08-05 16:32:30,2020
29,35,2020-08-05 16:14:13+00:00,0,False,True,0,True,0,True,5,35,active,18,,,2020-08-05 16:32:30,2020
30,36,2020-08-05 15:51:12+00:00,0,True,True,0,True,0,True,12,36,active,21,,,2020-08-05 16:32:30,2020
31,37,2020-08-05 16:14:17+00:00,0,True,True,0,True,0,True,5,37,active,10,,,2020-08-05 16:32:30,2020
32,39,2020-08-05 16:19:15+00:00,0,False,True,0,True,0,True,9,39,active,14,,,2020-08-05 16:32:30,2020
33,40,2020-08-05 16:19:59+00:00,0,False,True,1,True,0,True,13,40,active,5,,,2020-08-05 16:32:30,2020
34,41,2020-08-05 16:25:26+00:00,0,True,True,0,True,0,True,23,41,active,4,,,2020-08-05 16:32:30,2020
35,42,2020-08-05 16:11:09+00:00,0,False,True,1,True,0,True,18,42,active,4,,,2020-08-05 16:32:30,2020
36,43,2020-08-05 16:30:39+00:00,0,True,True,0,True,0,True,4,43,active,11,,,2020-08-05 16:32:30,2020
37,44,2020-08-05 16:14:08+00:00,0,False,True,0,True,0,True,9,44,active,14,,,2020-08-05 16:32:30,2020
38,46,2020-08-05 15:59:54+00:00,0,False,True,0,True,0,True,12,46,active,7,,,2020-08-05 16:32:30,2020
39,47,2020-08-05 16:29:32+00:00,0,True,True,0,True,0,True,16,47,active,3,,,2020-08-05 16:32:30,2020
40,48,2020-08-05 16:13:42+00:00,0,False,True,0,True,0,True,7,48,active,12,,,2020-08-05 16:32:30,2020
41,49,2020-08-05 16:24:41+00:00,0,False,True,1,True,0,True,0,49,active,17,,,2020-08-05 16:32:30,2020
42,50,2020-08-05 16:18:45+00:00,0,True,True,1,True,0,True,2,50,active,12,,,2020-08-05 16:32:30,2020
43,51,2020-08-05 15:57:04+00:00,0,False,True,0,True,0,True,10,51,active,5,,,2020-08-05 16:32:30,2020
44,52,2020-08-05 16:29:22+00:00,0,True,True,0,True,0,True,20,52,active,3,,,2020-08-05 16:32:30,2020
45,53,2020-08-05 16:26:23+00:00,0,False,True,0,True,0,True,18,53,active,1,,,2020-08-05 16:32:30,2020
46,54,2020-08-05 16:31:26+00:00,0,False,True,0,True,0,True,1,54,active,14,,,2020-08-05 16:32:30,2020
47,55,2020-08-05 16:30:11+00:00,0,False,True,1,True,0,True,3,55,active,11,,,2020-08-05 16:32:30,2020
48,56,2020-08-05 16:19:26+00:00,0,True,True,0,True,0,True,14,56,active,4,,,2020-08-05 16:32:30,2020
49,57,2020-08-05 16:22:23+00:00,0,True,True,1,True,0,True,13,57,active,0,,,2020-08-05 16:32:30,2020
50,58,2020-08-05 16:17:24+00:00,0,True,True,0,True,0,True,14,58,active,5,,,2020-08-05 16:32:30,2020
51,59,2020-08-05 15:59:17+00:00,0,True,True,0,True,0,True,10,59,active,9,,,2020-08-05 16:32:30,2020
52,60,2020-08-05 16:29:40+00:00,0,False,True,0,True,0,True,14,60,active,5,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_count': 33, 'valet_revision': 67}",2020-08-05 16:32:30,2020
53,61,2020-08-05 16:32:10+00:00,0,False,True,0,True,0,True,2,61,active,17,,,2020-08-05 16:32:30,2020
54,63,2020-08-05 15:13:22+00:00,0,False,True,0,True,0,True,15,63,active,0,,,2020-08-05 16:32:30,2020
55,64,2020-08-05 16:29:40+00:00,0,False,True,0,True,0,True,10,64,active,9,,,2020-08-05 16:32:30,2020
56,65,2020-08-05 15:39:45+00:00,0,False,True,1,True,0,True,19,65,active,3,,,2020-08-05 16:32:30,2020
57,66,2020-08-05 16:02:37+00:00,0,False,True,0,True,0,True,14,66,active,1,,,2020-08-05 16:32:30,2020
58,67,2020-08-05 16:25:53+00:00,0,True,True,0,True,0,True,16,67,active,11,,,2020-08-05 16:32:30,2020
59,68,2020-08-05 16:27:21+00:00,0,True,True,0,True,0,True,9,68,active,10,,,2020-08-05 16:32:30,2020
60,69,2020-08-05 16:31:44+00:00,0,True,True,0,True,0,True,10,69,active,9,,,2020-08-05 16:32:30,2020
61,70,2020-08-05 16:29:04+00:00,0,False,True,0,True,0,True,8,70,active,15,,,2020-08-05 16:32:30,2020
62,71,2020-08-05 14:48:46+00:00,0,False,True,0,True,0,True,10,71,active,13,,,2020-08-05 16:32:30,2020
63,72,2020-08-05 16:11:00+00:00,0,False,True,0,True,0,True,12,72,active,11,,,2020-08-05 16:32:30,2020
64,73,2020-08-05 16:22:33+00:00,0,False,True,0,True,0,True,11,73,active,4,,,2020-08-05 16:32:30,2020
65,74,2020-08-05 16:31:03+00:00,0,True,True,1,True,0,True,11,74,active,7,,,2020-08-05 16:32:30,2020
66,75,2020-08-05 15:57:00+00:00,0,False,True,0,True,0,True,13,75,active,2,,,2020-08-05 16:32:30,2020
67,76,2020-08-05 16:02:52+00:00,0,False,True,0,True,0,True,17,76,active,0,,,2020-08-05 16:32:30,2020
68,77,2020-08-05 16:07:44+00:00,0,False,True,0,True,0,True,15,77,active,0,,,2020-08-05 16:32:30,2020
69,78,2020-08-05 16:25:21+00:00,0,False,True,0,True,0,True,9,78,active,10,,,2020-08-05 16:32:30,2020
70,79,2020-08-05 16:07:51+00:00,0,False,True,0,True,0,True,14,79,active,5,,,2020-08-05 16:32:30,2020
71,80,2020-08-05 16:05:32+00:00,0,False,True,1,True,0,True,0,80,active,34,,,2020-08-05 16:32:30,2020
72,81,2020-08-05 16:30:51+00:00,0,False,True,0,True,0,True,9,81,active,10,,,2020-08-05 16:32:30,2020
