,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,3,10,0,1,4,0,True,True,True,2020-03-27 08:44:07+00:00,True,2020-03-27 09:00:27,2020
1,4,12,0,0,7,0,True,True,True,2020-03-27 08:23:25+00:00,False,2020-03-27 09:00:27,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-27 09:00:27,1970
3,6,5,0,0,10,0,True,True,True,2020-03-27 08:09:50+00:00,False,2020-03-27 09:00:27,2020
4,7,1,0,0,14,0,True,True,True,2020-03-27 08:23:26+00:00,False,2020-03-27 09:00:27,2020
5,8,13,0,0,6,0,True,True,True,2020-03-27 08:08:40+00:00,False,2020-03-27 09:00:27,2020
6,9,11,0,0,4,0,True,True,True,2020-03-27 08:09:19+00:00,False,2020-03-27 09:00:27,2020
7,10,0,0,0,11,0,True,True,True,2020-03-27 08:08:29+00:00,False,2020-03-27 09:00:27,2020
8,11,5,0,0,10,0,True,True,True,2020-03-27 08:48:47+00:00,False,2020-03-27 09:00:27,2020
9,12,6,0,0,12,0,True,True,True,2020-03-27 08:43:03+00:00,True,2020-03-27 09:00:27,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-27 09:00:27,1970
11,14,12,0,0,13,0,True,True,True,2020-03-27 08:49:20+00:00,False,2020-03-27 09:00:27,2020
12,15,3,0,0,12,0,True,True,True,2020-03-27 08:13:07+00:00,False,2020-03-27 09:00:27,2020
13,16,15,0,0,4,0,True,True,True,2020-03-27 08:44:37+00:00,True,2020-03-27 09:00:27,2020
14,17,6,0,0,9,0,True,True,True,2020-03-27 08:34:29+00:00,False,2020-03-27 09:00:27,2020
15,19,2,0,1,12,0,True,True,True,2020-03-27 08:28:09+00:00,False,2020-03-27 09:00:27,2020
16,20,14,0,0,9,0,True,True,True,2020-03-27 08:43:48+00:00,True,2020-03-27 09:00:27,2020
17,21,14,0,0,4,0,True,True,True,2020-03-27 08:39:42+00:00,True,2020-03-27 09:00:27,2020
18,22,14,0,0,33,0,True,True,True,2020-03-27 08:44:05+00:00,True,2020-03-27 09:00:27,2020
19,23,8,0,0,13,0,True,True,True,2020-03-27 08:38:43+00:00,True,2020-03-27 09:00:27,2020
20,24,11,0,1,7,0,True,True,True,2020-03-27 08:38:48+00:00,False,2020-03-27 09:00:27,2020
21,25,12,0,0,3,0,True,True,True,2020-03-27 08:08:51+00:00,False,2020-03-27 09:00:27,2020
22,26,13,0,0,2,0,True,True,True,2020-03-27 08:13:43+00:00,False,2020-03-27 09:00:27,2020
23,27,10,0,0,13,0,True,True,True,2020-03-27 08:09:19+00:00,False,2020-03-27 09:00:27,2020
24,29,1,0,1,13,0,True,True,True,2020-03-27 08:19:16+00:00,False,2020-03-27 09:00:27,2020
25,30,7,0,2,6,0,True,True,True,2020-03-27 08:19:31+00:00,False,2020-03-27 09:00:27,2020
26,31,11,0,0,8,0,True,True,True,2020-03-27 08:43:03+00:00,False,2020-03-27 09:00:27,2020
27,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-27 09:00:27,1970
28,33,16,0,0,11,0,True,True,True,2020-03-27 08:43:37+00:00,True,2020-03-27 09:00:27,2020
29,35,0,0,0,3,0,False,False,False,2020-03-26 19:57:00+00:00,False,2020-03-27 09:00:27,2020
30,36,8,0,1,24,0,True,True,True,2020-03-27 08:48:31+00:00,True,2020-03-27 09:00:27,2020
31,37,8,0,0,7,0,True,True,True,2020-03-27 08:44:14+00:00,True,2020-03-27 09:00:27,2020
32,39,12,0,1,10,0,True,True,True,2020-03-27 08:34:03+00:00,False,2020-03-27 09:00:27,2020
33,40,10,0,0,9,0,True,True,True,2020-03-27 08:13:24+00:00,False,2020-03-27 09:00:27,2020
34,41,24,0,1,2,0,True,True,True,2020-03-27 08:43:17+00:00,False,2020-03-27 09:00:27,2020
35,42,20,0,0,3,0,True,True,True,2020-03-27 08:39:36+00:00,False,2020-03-27 09:00:27,2020
36,43,4,0,0,11,0,True,True,True,2020-03-27 08:39:26+00:00,False,2020-03-27 09:00:27,2020
37,44,13,0,0,10,0,True,True,True,2020-03-27 08:58:37+00:00,False,2020-03-27 09:00:27,2020
38,46,13,0,0,6,0,True,True,True,2020-03-27 08:13:29+00:00,False,2020-03-27 09:00:27,2020
39,47,13,0,2,4,0,True,True,True,2020-03-27 08:43:13+00:00,True,2020-03-27 09:00:27,2020
40,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,2020-03-27 09:00:27,2020
41,49,10,0,0,8,0,True,True,True,2020-03-27 08:43:08+00:00,False,2020-03-27 09:00:27,2020
42,51,11,0,0,4,0,True,True,True,2020-03-27 08:13:09+00:00,False,2020-03-27 09:00:27,2020
43,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-27 09:00:27,1970
44,53,0,0,0,3,0,False,False,False,2020-03-26 19:35:32+00:00,False,2020-03-27 09:00:27,2020
45,54,9,0,0,6,0,True,True,True,2020-03-27 08:13:17+00:00,False,2020-03-27 09:00:27,2020
46,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-27 09:00:27,1970
47,56,11,0,0,7,0,True,True,True,2020-03-27 08:38:55+00:00,False,2020-03-27 09:00:27,2020
48,57,8,0,0,6,0,True,True,True,2020-03-27 08:44:47+00:00,True,2020-03-27 09:00:27,2020
49,58,12,0,0,7,0,True,True,True,2020-03-27 08:44:26+00:00,True,2020-03-27 09:00:27,2020
50,59,13,0,0,6,0,True,True,True,2020-03-27 08:44:25+00:00,True,2020-03-27 09:00:27,2020
51,60,11,0,0,8,0,True,True,True,2020-03-27 08:48:34+00:00,False,2020-03-27 09:00:27,2020
52,61,0,0,0,3,0,False,False,False,2020-03-26 19:22:16+00:00,False,2020-03-27 09:00:27,2020
53,63,3,0,0,12,0,True,True,True,2020-03-27 08:24:20+00:00,False,2020-03-27 09:00:27,2020
54,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-27 09:00:27,1970
55,65,12,0,0,11,0,True,True,True,2020-03-27 08:14:06+00:00,False,2020-03-27 09:00:27,2020
56,66,14,0,0,1,0,True,True,True,2020-03-27 08:23:02+00:00,False,2020-03-27 09:00:27,2020
57,67,13,0,1,13,0,True,True,True,2020-03-27 08:48:01+00:00,True,2020-03-27 09:00:27,2020
58,68,16,0,0,3,0,True,True,True,2020-03-27 08:48:11+00:00,True,2020-03-27 09:00:27,2020
59,69,11,0,0,8,0,True,True,True,2020-03-27 08:49:15+00:00,True,2020-03-27 09:00:27,2020
60,70,12,0,0,11,0,True,True,True,2020-03-27 08:28:40+00:00,False,2020-03-27 09:00:27,2020
61,71,13,0,0,10,0,True,True,True,2020-03-27 08:28:10+00:00,False,2020-03-27 09:00:27,2020
62,72,6,0,0,17,0,True,True,True,2020-03-27 08:23:04+00:00,False,2020-03-27 09:00:27,2020
63,73,8,0,0,7,0,True,True,True,2020-03-27 08:24:47+00:00,False,2020-03-27 09:00:27,2020
64,74,16,0,0,3,0,True,True,True,2020-03-27 08:48:48+00:00,True,2020-03-27 09:00:27,2020
65,75,8,0,1,6,0,True,True,True,2020-03-27 08:29:21+00:00,False,2020-03-27 09:00:27,2020
