,last_reported,num_ebikes_available,num_docks_available,legacy_id,station_status,num_docks_disabled,is_installed,is_returning,is_renting,eightd_has_available_keys,station_id,num_bikes_disabled,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
214,2020-07-11 20:33:44+00:00,0,15,280,active,0,True,True,True,False,280,0,4,,,2020-07-11 23:27:55,2020
215,2020-07-11 22:56:27+00:00,0,4,282,active,0,True,True,True,False,282,2,9,,,2020-07-11 23:27:55,2020
216,2020-07-11 23:17:28+00:00,0,22,296,active,0,True,True,True,False,296,1,0,,,2020-07-11 23:27:55,2020
217,2020-07-11 21:49:20+00:00,0,19,318,active,0,True,True,True,False,318,0,0,,,2020-07-11 23:27:55,2020
218,2020-07-11 23:16:07+00:00,0,13,319,active,0,True,True,True,False,319,0,12,,,2020-07-11 23:27:55,2020
219,2020-07-11 23:04:17+00:00,0,6,327,active,0,True,True,True,False,327,0,9,,,2020-07-11 23:27:55,2020
220,2020-07-11 23:20:38+00:00,0,13,328,active,0,True,True,True,False,328,0,2,,,2020-07-11 23:27:55,2020
221,2020-07-11 23:17:18+00:00,0,9,329,active,0,True,True,True,False,329,1,5,,,2020-07-11 23:27:55,2020
222,2020-07-11 22:31:54+00:00,0,7,330,active,0,True,True,True,False,330,0,8,,,2020-07-11 23:27:55,2020
223,2020-07-11 23:19:38+00:00,0,14,331,active,0,True,True,True,False,331,0,1,,,2020-07-11 23:27:55,2020
224,2020-07-11 23:26:28+00:00,0,11,332,active,0,True,True,True,False,332,0,4,,,2020-07-11 23:27:55,2020
225,2020-07-11 23:14:19+00:00,0,8,333,active,0,True,True,True,False,333,0,17,,,2020-07-11 23:27:55,2020
226,2020-07-11 23:27:08+00:00,0,9,334,active,0,True,True,True,False,334,0,10,,,2020-07-11 23:27:55,2020
227,2020-07-11 23:26:03+00:00,0,16,335,active,0,True,True,True,False,335,0,3,,,2020-07-11 23:27:55,2020
228,2020-07-11 21:02:05+00:00,0,5,336,active,0,True,True,True,False,336,0,10,,,2020-07-11 23:27:55,2020
229,2020-07-11 21:59:12+00:00,0,2,337,active,0,True,True,True,False,337,0,13,,,2020-07-11 23:27:55,2020
230,2020-07-11 22:02:01+00:00,0,15,338,active,0,True,True,True,False,338,0,0,,,2020-07-11 23:27:55,2020
231,2020-07-11 23:10:42+00:00,0,1,339,active,0,True,True,True,False,339,0,14,,,2020-07-11 23:27:55,2020
232,2020-07-11 19:12:18+00:00,0,1,340,active,0,True,True,True,False,340,0,18,,,2020-07-11 23:27:55,2020
233,2020-07-11 19:37:07+00:00,0,1,341,active,0,True,True,True,True,341,0,14,,,2020-07-11 23:27:55,2020
234,2020-07-11 23:25:54+00:00,0,10,342,active,0,True,True,True,False,342,0,5,,,2020-07-11 23:27:55,2020
235,2020-07-11 08:48:20+00:00,0,0,343,active,0,True,True,True,False,343,0,15,,,2020-07-11 23:27:55,2020
236,2020-07-11 22:54:01+00:00,0,16,344,active,0,True,True,True,False,344,0,3,,,2020-07-11 23:27:55,2020
237,2020-07-11 23:15:39+00:00,0,11,345,active,0,True,True,True,False,345,1,7,,,2020-07-11 23:27:55,2020
238,2020-07-11 23:24:28+00:00,0,10,346,active,0,True,True,True,False,346,1,4,,,2020-07-11 23:27:55,2020
239,2020-07-11 19:24:22+00:00,0,7,347,active,0,True,True,True,False,347,1,7,,,2020-07-11 23:27:55,2020
240,2020-07-11 22:44:04+00:00,0,13,348,active,0,True,True,True,False,348,0,2,,,2020-07-11 23:27:55,2020
241,2020-07-11 15:10:36+00:00,0,16,349,active,0,True,True,True,True,349,1,0,,,2020-07-11 23:27:55,2020
242,2020-07-11 13:27:37+00:00,0,9,350,active,0,True,True,True,False,350,1,7,,,2020-07-11 23:27:55,2020
243,2020-07-11 21:51:50+00:00,0,8,351,active,0,True,True,True,False,351,0,7,,,2020-07-11 23:27:55,2020
244,2020-07-11 23:23:31+00:00,0,13,352,active,0,True,True,True,False,352,0,2,,,2020-07-11 23:27:55,2020
245,2020-07-11 08:53:12+00:00,0,5,353,active,0,True,True,True,True,353,0,10,,,2020-07-11 23:27:55,2020
246,2020-07-11 23:18:24+00:00,0,13,354,active,0,True,True,True,False,354,0,2,,,2020-07-11 23:27:55,2020
247,2020-07-11 23:00:09+00:00,0,11,355,active,0,True,True,True,False,355,0,6,,,2020-07-11 23:27:55,2020
248,2020-07-11 23:17:02+00:00,0,21,356,active,0,True,True,True,False,356,1,1,,,2020-07-11 23:27:55,2020
249,2020-07-11 23:08:22+00:00,0,0,357,active,0,True,True,True,False,357,0,15,,,2020-07-11 23:27:55,2020
250,2020-07-11 22:42:31+00:00,0,9,358,active,0,True,True,True,False,358,0,10,,,2020-07-11 23:27:55,2020
251,2020-07-11 23:16:43+00:00,0,10,359,active,0,True,True,True,False,359,0,5,,,2020-07-11 23:27:55,2020
252,2020-07-11 22:40:53+00:00,0,12,360,active,0,True,True,True,False,360,0,3,,,2020-07-11 23:27:55,2020
253,2020-07-11 23:19:34+00:00,0,7,361,active,0,True,True,True,False,361,1,11,,,2020-07-11 23:27:55,2020
254,2020-07-11 23:05:04+00:00,0,15,362,active,0,True,True,True,False,362,2,2,,,2020-07-11 23:27:55,2020
255,2020-07-11 23:22:13+00:00,0,0,363,active,0,True,True,True,False,363,0,19,,,2020-07-11 23:27:55,2020
256,2020-07-11 23:25:05+00:00,0,11,364,active,0,True,True,True,False,364,0,8,,,2020-07-11 23:27:55,2020
257,2020-07-11 23:23:48+00:00,0,13,365,active,0,True,True,True,False,365,0,6,,,2020-07-11 23:27:55,2020
258,2020-07-11 23:21:39+00:00,0,1,366,active,0,True,True,True,False,366,0,14,,,2020-07-11 23:27:55,2020
259,2020-07-11 21:48:12+00:00,0,4,367,active,0,True,True,True,False,367,0,15,,,2020-07-11 23:27:55,2020
260,2020-07-11 21:53:57+00:00,0,15,368,active,0,True,True,True,False,368,0,0,,,2020-07-11 23:27:55,2020
261,2020-07-11 23:25:03+00:00,0,8,369,active,0,True,True,True,False,369,0,7,,,2020-07-11 23:27:55,2020
262,2020-07-11 23:20:11+00:00,0,14,370,active,0,True,True,True,False,370,1,4,,,2020-07-11 23:27:55,2020
263,2020-07-11 22:39:31+00:00,0,10,371,active,0,True,True,True,False,371,0,9,,,2020-07-11 23:27:55,2020
264,2020-07-11 22:34:21+00:00,0,19,372,active,0,True,True,True,False,372,0,0,,,2020-07-11 23:27:55,2020
265,2020-07-11 21:02:56+00:00,0,9,373,active,0,True,True,True,False,373,0,6,,,2020-07-11 23:27:55,2020
266,2020-07-11 23:21:57+00:00,0,15,374,active,0,True,True,True,False,374,0,4,,,2020-07-11 23:27:55,2020
267,2020-07-11 23:25:54+00:00,0,4,376,active,0,True,True,True,True,376,0,11,,,2020-07-11 23:27:55,2020
268,2020-07-11 23:06:45+00:00,0,16,377,active,0,True,True,True,False,377,0,3,,,2020-07-11 23:27:55,2020
269,2020-07-11 23:12:28+00:00,0,15,378,active,0,True,True,True,False,378,0,4,,,2020-07-11 23:27:55,2020
270,2020-07-11 23:08:39+00:00,0,1,379,active,0,True,True,True,False,379,0,14,,,2020-07-11 23:27:55,2020
271,2020-07-11 23:06:57+00:00,0,17,380,active,0,True,True,True,False,380,0,1,,,2020-07-11 23:27:55,2020
272,2020-07-11 23:25:54+00:00,0,7,381,active,0,True,True,True,False,381,0,12,,,2020-07-11 23:27:55,2020
273,2020-07-11 23:15:40+00:00,0,4,384,active,0,True,True,True,True,384,1,14,,,2020-07-11 23:27:55,2020
274,2020-07-11 23:04:07+00:00,0,13,385,active,1,True,True,True,False,385,0,1,,,2020-07-11 23:27:55,2020
275,2020-07-11 23:23:58+00:00,0,12,386,active,0,True,True,True,False,386,1,6,,,2020-07-11 23:27:55,2020
276,2020-07-11 20:40:40+00:00,0,1,387,active,0,True,True,True,False,387,1,13,,,2020-07-11 23:27:55,2020
277,2020-07-11 18:52:57+00:00,0,6,388,active,0,True,True,True,False,388,0,5,,,2020-07-11 23:27:55,2020
278,2020-07-11 18:14:40+00:00,0,0,389,active,0,True,True,True,False,389,0,14,,,2020-07-11 23:27:55,2020
279,2020-07-11 21:23:44+00:00,0,3,390,active,0,True,True,True,False,390,0,12,,,2020-07-11 23:27:55,2020
280,2020-07-11 22:50:52+00:00,0,4,391,active,0,True,True,True,False,391,1,10,,,2020-07-11 23:27:55,2020
281,2020-07-11 18:18:06+00:00,0,10,392,active,0,True,True,True,False,392,0,5,,,2020-07-11 23:27:55,2020
282,2020-07-11 08:58:32+00:00,0,11,393,active,0,True,True,True,False,393,0,4,,,2020-07-11 23:27:55,2020
283,2020-07-11 12:25:48+00:00,0,11,394,active,0,True,True,True,False,394,0,3,,,2020-07-11 23:27:55,2020
284,2020-07-11 19:57:46+00:00,0,3,395,active,0,True,True,True,False,395,0,12,,,2020-07-11 23:27:55,2020
285,2020-07-11 23:24:50+00:00,0,10,396,active,0,True,True,True,False,396,0,5,,,2020-07-11 23:27:55,2020
286,2020-07-11 23:25:41+00:00,0,8,397,active,0,True,True,True,False,397,0,7,,,2020-07-11 23:27:55,2020
287,2020-07-11 22:38:47+00:00,0,9,398,active,0,True,True,True,False,398,0,10,,,2020-07-11 23:27:55,2020
288,2020-07-11 23:26:37+00:00,0,13,399,active,0,True,True,True,False,399,0,2,,,2020-07-11 23:27:55,2020
289,2020-07-11 22:52:16+00:00,0,23,400,active,0,True,True,True,False,400,0,4,,,2020-07-11 23:27:55,2020
290,2020-07-11 23:24:50+00:00,0,10,401,active,0,True,True,True,False,401,0,5,,,2020-07-11 23:27:55,2020
291,2020-07-11 21:46:13+00:00,0,15,402,active,0,True,True,True,False,402,0,0,,,2020-07-11 23:27:55,2020
292,2020-07-11 23:21:18+00:00,0,11,403,active,0,True,True,True,False,403,0,4,,,2020-07-11 23:27:55,2020
293,2020-07-11 23:17:39+00:00,0,8,404,active,0,True,True,True,False,404,0,8,,,2020-07-11 23:27:55,2020
294,2020-07-11 23:14:48+00:00,0,7,405,active,0,True,True,True,False,405,0,12,,,2020-07-11 23:27:55,2020
295,2020-07-11 23:13:17+00:00,0,7,406,active,0,True,True,True,False,406,0,8,,,2020-07-11 23:27:55,2020
296,2020-07-11 22:09:54+00:00,0,19,407,active,0,True,True,True,False,407,0,0,,,2020-07-11 23:27:55,2020
297,2020-07-11 20:10:36+00:00,0,10,408,active,0,True,True,True,False,408,0,5,,,2020-07-11 23:27:55,2020
298,2020-07-11 23:19:39+00:00,0,17,409,active,0,True,True,True,False,409,0,2,,,2020-07-11 23:27:55,2020
299,2020-07-11 23:22:43+00:00,0,6,410,active,0,True,True,True,False,410,0,13,,,2020-07-11 23:27:55,2020
300,2020-07-11 23:16:56+00:00,0,3,411,active,0,True,True,True,False,411,0,12,,,2020-07-11 23:27:55,2020
301,2020-07-11 23:18:54+00:00,0,4,412,active,0,True,True,True,False,412,0,15,,,2020-07-11 23:27:55,2020
302,2020-07-11 23:27:15+00:00,0,11,413,active,0,True,True,True,False,413,0,8,,,2020-07-11 23:27:55,2020
303,2020-07-11 22:37:43+00:00,0,15,414,active,0,True,True,True,False,414,0,8,,,2020-07-11 23:27:55,2020
304,2020-07-11 23:13:45+00:00,0,5,415,active,0,True,True,True,False,415,0,14,,,2020-07-11 23:27:55,2020
305,2020-07-11 23:20:56+00:00,0,10,416,active,0,True,True,True,False,416,0,5,,,2020-07-11 23:27:55,2020
306,2020-07-11 22:38:58+00:00,0,16,417,active,0,True,True,True,False,417,1,2,,,2020-07-11 23:27:55,2020
307,2020-07-11 23:21:14+00:00,0,3,419,active,0,True,True,True,False,419,0,12,,,2020-07-11 23:27:55,2020
308,1970-01-02 00:00:00+00:00,0,0,420,out_of_service,0,False,False,False,False,420,0,0,,,2020-07-11 23:27:55,1970
309,2020-07-11 20:51:21+00:00,0,4,421,active,0,True,True,True,False,421,0,15,,,2020-07-11 23:27:55,2020
310,2020-07-11 19:39:37+00:00,0,3,422,active,0,True,True,True,False,422,0,12,,,2020-07-11 23:27:55,2020
311,2020-07-11 16:43:24+00:00,0,0,423,active,0,True,True,True,False,423,0,19,,,2020-07-11 23:27:55,2020
312,2020-07-11 21:53:20+00:00,0,9,424,active,0,True,True,True,False,424,0,10,,,2020-07-11 23:27:55,2020
313,2020-07-11 22:21:01+00:00,0,11,425,active,0,True,True,True,False,425,0,5,,,2020-07-11 23:27:55,2020
314,2020-07-11 23:16:35+00:00,0,22,426,active,0,True,True,True,False,426,0,5,,,2020-07-11 23:27:55,2020
315,2020-07-11 18:35:22+00:00,0,15,427,active,0,True,True,True,False,427,0,4,,,2020-07-11 23:27:55,2020
316,2020-07-11 23:22:00+00:00,0,8,428,active,0,True,True,True,False,428,0,11,,,2020-07-11 23:27:55,2020
317,2020-07-11 23:00:38+00:00,0,8,430,active,0,True,True,True,False,430,0,11,,,2020-07-11 23:27:55,2020
318,2020-07-11 21:55:08+00:00,0,14,431,active,0,True,True,True,False,431,0,1,,,2020-07-11 23:27:55,2020
319,2020-07-11 20:53:52+00:00,0,14,432,active,0,True,True,True,False,432,0,5,,,2020-07-11 23:27:55,2020
320,2020-07-10 14:26:38+00:00,0,19,433,active,0,True,True,True,False,433,0,0,,,2020-07-11 23:27:55,2020
321,2020-07-11 21:44:58+00:00,0,6,434,active,0,True,True,True,False,434,0,13,,,2020-07-11 23:27:55,2020
322,2020-07-11 23:10:10+00:00,0,3,435,active,0,True,True,True,False,435,0,12,,,2020-07-11 23:27:55,2020
323,2020-07-11 23:26:01+00:00,0,7,436,active,0,True,True,True,False,436,2,6,,,2020-07-11 23:27:55,2020
324,2020-07-11 22:49:08+00:00,0,9,437,active,0,True,True,True,False,437,0,10,,,2020-07-11 23:27:55,2020
325,2020-07-11 23:26:23+00:00,0,1,440,active,0,True,True,True,False,440,0,16,,,2020-07-11 23:27:55,2020
326,2020-07-11 23:16:49+00:00,0,3,441,active,0,True,True,True,False,441,1,15,,,2020-07-11 23:27:55,2020
327,2020-07-11 23:25:17+00:00,0,8,442,active,0,True,True,True,False,442,0,7,,,2020-07-11 23:27:55,2020
328,2020-07-11 23:00:32+00:00,0,15,443,active,0,True,True,True,False,443,0,4,,,2020-07-11 23:27:55,2020
329,2020-07-11 22:23:09+00:00,0,1,445,active,0,True,True,True,False,445,0,18,,,2020-07-11 23:27:55,2020
330,2020-07-11 23:27:19+00:00,0,5,446,active,0,True,True,True,False,446,0,7,,,2020-07-11 23:27:55,2020
331,2020-07-11 23:13:44+00:00,0,19,447,active,0,True,True,True,False,447,0,0,,,2020-07-11 23:27:55,2020
332,2020-07-11 14:00:56+00:00,0,7,448,active,0,True,True,True,False,448,0,4,,,2020-07-11 23:27:55,2020
333,1970-01-02 00:00:00+00:00,0,0,449,out_of_service,0,False,True,True,False,449,0,0,,,2020-07-11 23:27:55,1970
334,2020-07-11 23:05:38+00:00,0,14,450,active,0,True,True,True,False,450,0,1,,,2020-07-11 23:27:55,2020
335,2020-07-11 23:19:35+00:00,0,14,451,active,0,True,True,True,False,451,0,1,,,2020-07-11 23:27:55,2020
336,2020-07-11 23:24:20+00:00,0,13,452,active,0,True,True,True,False,452,1,1,,,2020-07-11 23:27:55,2020
337,2020-07-11 22:51:22+00:00,0,12,453,active,0,True,True,True,False,453,1,2,,,2020-07-11 23:27:55,2020
