,is_installed,eightd_has_available_keys,is_renting,station_status,legacy_id,is_returning,num_bikes_disabled,num_docks_available,num_docks_disabled,num_bikes_available,station_id,num_ebikes_available,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,active,3,True,0,13,0,2,3,0,2020-07-30 21:09:45+00:00,,,2020-07-30 21:30:40,2020
1,True,False,True,active,4,True,0,9,0,10,4,0,2020-07-30 21:25:50+00:00,,,2020-07-30 21:30:40,2020
2,True,False,True,active,5,True,0,2,0,13,5,0,2020-07-30 21:22:47+00:00,,,2020-07-30 21:30:40,2020
3,True,False,True,active,6,True,1,3,0,11,6,0,2020-07-30 21:27:39+00:00,,,2020-07-30 21:30:40,2020
4,True,False,True,active,7,True,1,3,0,11,7,0,2020-07-30 21:29:41+00:00,,,2020-07-30 21:30:40,2020
5,True,False,True,active,8,True,2,13,0,4,8,0,2020-07-30 21:28:46+00:00,,,2020-07-30 21:30:40,2020
6,True,False,True,active,9,True,0,6,0,9,9,0,2020-07-30 21:03:07+00:00,,,2020-07-30 21:30:40,2020
7,True,False,True,active,10,True,0,9,0,2,10,0,2020-07-30 21:28:46+00:00,,,2020-07-30 21:30:40,2020
8,True,False,True,active,11,True,0,5,0,10,11,0,2020-07-30 21:28:44+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'valet_revision': 73, 'off_dock_capacity': 50, 'off_dock_count': 36, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-30 21:30:40,2020
9,True,True,True,active,12,True,1,13,0,4,12,0,2020-07-30 21:29:07+00:00,,,2020-07-30 21:30:40,2020
10,True,False,True,active,13,True,0,19,0,0,13,0,2020-07-30 21:26:52+00:00,,,2020-07-30 21:30:40,2020
11,True,False,True,active,14,True,0,17,0,8,14,0,2020-07-30 21:28:36+00:00,,,2020-07-30 21:30:40,2020
12,True,False,True,active,15,True,0,7,0,8,15,0,2020-07-30 20:57:19+00:00,,,2020-07-30 21:30:40,2020
13,True,True,True,active,16,True,2,11,0,6,16,0,2020-07-30 21:25:41+00:00,,,2020-07-30 21:30:40,2020
14,True,False,True,active,17,True,0,5,0,10,17,0,2020-07-30 21:20:39+00:00,,,2020-07-30 21:30:40,2020
15,True,False,True,active,19,True,0,14,0,1,19,0,2020-07-30 20:53:39+00:00,,,2020-07-30 21:30:40,2020
16,True,True,True,active,20,True,0,10,0,13,20,0,2020-07-30 21:25:19+00:00,,,2020-07-30 21:30:40,2020
17,True,True,True,active,21,True,0,11,0,7,21,0,2020-07-30 21:29:53+00:00,,,2020-07-30 21:30:40,2020
18,True,True,True,active,22,True,0,43,0,4,22,0,2020-07-30 21:23:17+00:00,,,2020-07-30 21:30:40,2020
19,True,True,True,active,23,True,0,4,0,17,23,0,2020-07-30 21:30:24+00:00,,,2020-07-30 21:30:40,2020
20,True,False,True,active,24,True,0,12,0,7,24,0,2020-07-30 21:18:35+00:00,,,2020-07-30 21:30:40,2020
21,True,False,True,active,25,True,0,6,0,9,25,0,2020-07-30 21:28:36+00:00,,,2020-07-30 21:30:40,2020
22,True,False,True,active,26,True,2,12,0,1,26,0,2020-07-30 21:30:19+00:00,,,2020-07-30 21:30:40,2020
23,True,False,True,active,27,True,2,14,0,7,27,0,2020-07-30 21:13:59+00:00,,,2020-07-30 21:30:40,2020
24,True,False,True,active,29,True,0,6,0,9,29,0,2020-07-30 21:18:48+00:00,,,2020-07-30 21:30:40,2020
25,True,False,True,active,30,True,0,12,0,3,30,0,2020-07-30 21:20:38+00:00,,,2020-07-30 21:30:40,2020
26,True,True,True,active,31,True,1,11,0,7,31,0,2020-07-30 21:28:46+00:00,,,2020-07-30 21:30:40,2020
27,True,False,True,active,32,True,2,6,0,7,32,0,2020-07-30 21:30:33+00:00,,,2020-07-30 21:30:40,2020
28,True,False,True,active,33,True,1,4,0,22,33,0,2020-07-30 21:26:25+00:00,,,2020-07-30 21:30:40,2020
29,True,False,True,active,35,True,0,15,0,8,35,0,2020-07-30 21:30:14+00:00,,,2020-07-30 21:30:40,2020
30,True,True,True,active,36,True,0,27,0,6,36,0,2020-07-30 21:14:50+00:00,,,2020-07-30 21:30:40,2020
31,True,True,True,active,37,True,0,13,0,2,37,0,2020-07-30 18:12:44+00:00,,,2020-07-30 21:30:40,2020
