,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,3,6,0,0,9,0,True,True,True,2020-03-24 21:22:42+00:00,True,2020-03-24 21:37:33,2020
1,4,6,0,0,13,0,True,True,True,2020-03-24 21:17:07+00:00,False,2020-03-24 21:37:33,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-24 21:37:33,1970
3,6,6,0,0,9,0,True,True,True,2020-03-24 21:35:41+00:00,False,2020-03-24 21:37:33,2020
4,7,0,0,0,15,0,True,True,True,2020-03-24 21:34:21+00:00,False,2020-03-24 21:37:33,2020
5,8,2,0,2,15,0,True,True,True,2020-03-24 20:58:59+00:00,False,2020-03-24 21:37:33,2020
6,9,11,0,0,4,0,True,True,True,2020-03-24 19:27:35+00:00,False,2020-03-24 21:37:33,2020
7,10,5,0,0,6,0,True,True,True,2020-03-24 12:37:28+00:00,False,2020-03-24 21:37:33,2020
8,11,8,0,0,7,0,True,True,True,2020-03-24 21:35:07+00:00,False,2020-03-24 21:37:33,2020
9,12,3,0,1,14,0,True,True,True,2020-03-24 19:55:37+00:00,True,2020-03-24 21:37:33,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-24 21:37:33,1970
11,14,18,0,0,7,0,True,True,True,2020-03-24 19:32:11+00:00,False,2020-03-24 21:37:33,2020
12,15,10,0,2,3,0,True,True,True,2020-03-24 20:48:44+00:00,False,2020-03-24 21:37:33,2020
13,16,11,0,0,8,0,True,True,True,2020-03-24 20:55:40+00:00,True,2020-03-24 21:37:33,2020
14,17,4,0,0,11,0,True,True,True,2020-03-24 21:37:29+00:00,False,2020-03-24 21:37:33,2020
15,19,7,0,1,7,0,True,True,True,2020-03-24 21:12:33+00:00,False,2020-03-24 21:37:33,2020
16,20,14,0,1,8,0,True,True,True,2020-03-24 21:12:15+00:00,True,2020-03-24 21:37:33,2020
17,21,16,0,1,1,0,True,True,True,2020-03-24 19:44:51+00:00,True,2020-03-24 21:37:33,2020
18,22,11,0,0,36,0,True,True,True,2020-03-24 21:15:19+00:00,True,2020-03-24 21:37:33,2020
19,23,8,0,0,13,0,True,True,True,2020-03-24 21:35:19+00:00,True,2020-03-24 21:37:33,2020
20,24,0,0,0,19,0,True,True,True,2020-03-24 02:33:06+00:00,False,2020-03-24 21:37:33,2020
21,25,13,0,1,1,0,True,True,True,2020-03-24 20:19:25+00:00,False,2020-03-24 21:37:33,2020
22,26,10,0,0,5,0,True,True,True,2020-03-24 21:20:26+00:00,False,2020-03-24 21:37:33,2020
23,27,10,0,0,13,0,True,True,True,2020-03-24 21:18:05+00:00,False,2020-03-24 21:37:33,2020
24,29,3,0,0,12,0,True,True,True,2020-03-24 20:56:44+00:00,False,2020-03-24 21:37:33,2020
25,30,12,0,1,2,0,True,True,True,2020-03-24 21:16:01+00:00,False,2020-03-24 21:37:33,2020
26,31,10,0,0,9,0,True,True,True,2020-03-24 18:26:16+00:00,False,2020-03-24 21:37:33,2020
27,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-24 21:37:33,1970
28,33,11,0,0,16,0,True,True,True,2020-03-24 21:30:26+00:00,True,2020-03-24 21:37:33,2020
29,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,2020-03-24 21:37:33,2019
30,36,8,0,0,25,0,True,True,True,2020-03-24 20:40:23+00:00,True,2020-03-24 21:37:33,2020
31,37,8,0,0,7,0,True,True,True,2020-03-24 13:35:03+00:00,True,2020-03-24 21:37:33,2020
32,39,13,0,0,10,0,True,True,True,2020-03-24 21:24:24+00:00,False,2020-03-24 21:37:33,2020
33,40,11,0,1,7,0,True,True,True,2020-03-24 21:24:45+00:00,False,2020-03-24 21:37:33,2020
34,41,17,0,1,9,0,True,True,True,2020-03-24 21:04:56+00:00,False,2020-03-24 21:37:33,2020
35,42,21,0,1,1,0,True,True,True,2020-03-24 18:36:41+00:00,False,2020-03-24 21:37:33,2020
36,43,5,0,0,10,0,True,True,True,2020-03-24 19:00:47+00:00,False,2020-03-24 21:37:33,2020
37,44,12,0,0,11,0,True,True,True,2020-03-23 09:00:08+00:00,False,2020-03-24 21:37:33,2020
38,46,12,0,2,5,0,True,True,True,2020-03-24 21:34:47+00:00,False,2020-03-24 21:37:33,2020
39,47,7,0,1,11,0,True,True,True,2020-03-24 21:35:08+00:00,True,2020-03-24 21:37:33,2020
40,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,2020-03-24 21:37:33,2020
41,49,11,0,0,7,0,True,True,True,2020-03-24 16:06:04+00:00,False,2020-03-24 21:37:33,2020
42,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-24 21:37:33,1970
43,51,10,0,1,4,0,True,True,True,2020-03-24 20:19:29+00:00,False,2020-03-24 21:37:33,2020
