,num_bikes_disabled,station_status,station_id,legacy_id,num_docks_disabled,is_returning,last_reported,num_ebikes_available,is_installed,num_docks_available,num_bikes_available,eightd_has_available_keys,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
286,0,active,398,398,0,True,2020-08-20 20:07:45+00:00,0,True,5,14,False,True,,,2020-08-20 20:09:10,2020
287,1,active,399,399,0,True,2020-08-20 19:57:27+00:00,0,True,4,10,False,True,,,2020-08-20 20:09:10,2020
288,0,active,400,400,0,True,2020-08-20 18:58:15+00:00,0,True,7,20,False,True,,,2020-08-20 20:09:10,2020
289,0,active,401,401,0,True,2020-08-20 19:55:00+00:00,0,True,6,9,False,True,,,2020-08-20 20:09:10,2020
290,0,active,402,402,0,True,2020-08-20 18:56:45+00:00,0,True,11,4,False,True,,,2020-08-20 20:09:10,2020
291,1,active,403,403,0,True,2020-08-20 19:24:05+00:00,0,True,9,5,False,True,,,2020-08-20 20:09:10,2020
292,0,active,404,404,0,True,2020-08-20 19:56:23+00:00,0,True,15,1,False,True,,,2020-08-20 20:09:10,2020
293,0,active,405,405,0,True,2020-08-20 18:28:47+00:00,0,True,3,16,False,True,,,2020-08-20 20:09:10,2020
294,0,active,406,406,0,True,2020-08-20 20:04:19+00:00,0,True,3,16,False,True,,,2020-08-20 20:09:10,2020
295,0,active,407,407,0,True,2020-08-20 20:02:43+00:00,0,True,15,4,False,True,,,2020-08-20 20:09:10,2020
296,0,active,408,408,0,True,2020-08-20 18:30:45+00:00,0,True,7,8,False,True,,,2020-08-20 20:09:10,2020
297,0,active,409,409,0,True,2020-08-20 19:39:53+00:00,0,True,7,12,False,True,,,2020-08-20 20:09:10,2020
298,0,active,410,410,0,True,2020-08-20 14:08:52+00:00,0,True,15,4,False,True,,,2020-08-20 20:09:10,2020
299,0,active,411,411,0,True,2020-08-20 17:29:01+00:00,0,True,12,3,False,True,,,2020-08-20 20:09:10,2020
300,0,active,412,412,0,True,2020-08-20 19:52:29+00:00,0,True,12,7,False,True,,,2020-08-20 20:09:10,2020
301,1,active,413,413,0,True,2020-08-20 20:08:36+00:00,0,True,9,9,False,True,,,2020-08-20 20:09:10,2020
302,0,active,414,414,0,True,2020-08-20 19:01:00+00:00,0,True,18,5,False,True,,,2020-08-20 20:09:10,2020
303,0,active,415,415,0,True,2020-08-20 19:52:01+00:00,0,True,8,11,False,True,,,2020-08-20 20:09:10,2020
304,1,active,416,416,0,True,2020-08-20 20:07:38+00:00,0,True,3,11,False,True,,,2020-08-20 20:09:10,2020
305,0,active,417,417,0,True,2020-08-20 20:07:53+00:00,0,True,12,7,False,True,,,2020-08-20 20:09:10,2020
306,0,active,419,419,0,True,2020-08-20 19:11:07+00:00,0,True,7,8,False,True,,,2020-08-20 20:09:10,2020
307,0,out_of_service,420,420,0,False,1970-01-02 00:00:00+00:00,0,False,0,0,False,False,,,2020-08-20 20:09:10,1970
308,0,active,421,421,0,True,2020-08-20 18:45:48+00:00,0,True,13,6,False,True,,,2020-08-20 20:09:10,2020
309,0,active,422,422,0,True,2020-08-20 05:44:37+00:00,0,True,10,5,False,True,,,2020-08-20 20:09:10,2020
310,0,active,423,423,0,True,2020-08-20 18:52:06+00:00,0,True,8,11,False,True,,,2020-08-20 20:09:10,2020
311,0,active,424,424,0,True,2020-08-20 19:02:54+00:00,0,True,15,4,False,True,,,2020-08-20 20:09:10,2020
312,0,active,425,425,0,True,2020-08-20 18:39:34+00:00,0,True,14,2,False,True,,,2020-08-20 20:09:10,2020
313,0,active,426,426,0,True,2020-08-20 19:45:59+00:00,0,True,4,23,False,True,,,2020-08-20 20:09:10,2020
314,0,active,427,427,0,True,2020-08-20 16:52:50+00:00,0,True,19,0,False,True,,,2020-08-20 20:09:10,2020
315,0,active,428,428,0,True,2020-08-20 18:59:15+00:00,0,True,13,6,False,True,,,2020-08-20 20:09:10,2020
316,0,active,430,430,0,True,2020-08-20 09:01:11+00:00,0,True,3,16,False,True,,,2020-08-20 20:09:10,2020
317,0,active,431,431,0,True,2020-08-20 17:16:57+00:00,0,True,14,1,False,True,,,2020-08-20 20:09:10,2020
318,0,active,432,432,0,True,2020-08-20 09:00:41+00:00,0,True,15,4,False,True,,,2020-08-20 20:09:10,2020
319,0,active,433,433,0,True,2020-08-20 08:54:48+00:00,0,True,15,4,False,True,,,2020-08-20 20:09:10,2020
320,0,active,434,434,0,True,2020-08-20 11:19:27+00:00,0,True,17,2,False,True,,,2020-08-20 20:09:10,2020
321,0,active,435,435,0,True,2020-08-20 19:42:53+00:00,0,True,8,7,False,True,,,2020-08-20 20:09:10,2020
322,0,active,436,436,0,True,2020-08-20 20:02:21+00:00,0,True,9,6,False,True,,,2020-08-20 20:09:10,2020
323,0,active,437,437,0,True,2020-08-20 19:54:29+00:00,0,True,13,6,False,True,,,2020-08-20 20:09:10,2020
324,0,active,440,440,0,True,2020-08-20 19:21:34+00:00,0,True,3,14,False,True,,,2020-08-20 20:09:10,2020
325,0,active,441,441,0,True,2020-08-20 18:38:39+00:00,0,True,5,14,False,True,,,2020-08-20 20:09:10,2020
326,0,active,442,442,0,True,2020-08-20 16:42:16+00:00,0,True,0,15,False,True,,,2020-08-20 20:09:10,2020
327,1,active,443,443,0,True,2020-08-20 16:57:34+00:00,0,True,16,2,False,True,,,2020-08-20 20:09:10,2020
328,1,active,445,445,0,True,2020-08-20 19:44:41+00:00,0,True,11,7,False,True,,,2020-08-20 20:09:10,2020
329,0,active,446,446,0,True,2020-08-20 19:53:43+00:00,0,True,9,3,False,True,,,2020-08-20 20:09:10,2020
330,0,active,447,447,0,True,2020-08-20 18:57:58+00:00,0,True,15,4,False,True,,,2020-08-20 20:09:10,2020
331,0,active,448,448,0,True,2020-08-20 19:37:36+00:00,0,True,5,6,False,True,,,2020-08-20 20:09:10,2020
332,0,out_of_service,449,449,0,True,1970-01-02 00:00:00+00:00,0,False,0,0,False,True,,,2020-08-20 20:09:10,1970
333,0,active,450,450,0,True,2020-08-20 18:49:29+00:00,0,True,6,9,False,True,,,2020-08-20 20:09:10,2020
334,0,active,451,451,0,True,2020-08-20 20:06:05+00:00,0,True,12,3,False,True,,,2020-08-20 20:09:10,2020
335,0,active,452,452,0,True,2020-08-20 19:58:18+00:00,0,True,6,9,False,True,,,2020-08-20 20:09:10,2020
336,0,active,453,453,0,True,2020-08-20 20:08:29+00:00,0,True,9,6,False,True,,,2020-08-20 20:09:10,2020
337,0,active,454,454,0,True,2020-08-20 19:32:18+00:00,0,True,4,11,False,True,,,2020-08-20 20:09:10,2020
338,0,active,455,455,0,True,2020-08-20 17:59:05+00:00,0,True,6,6,False,True,,,2020-08-20 20:09:10,2020
339,1,active,456,456,0,True,2020-08-20 19:54:23+00:00,0,True,16,2,False,True,,,2020-08-20 20:09:10,2020
340,0,active,457,457,0,True,2020-08-20 13:37:55+00:00,0,True,1,10,False,True,,,2020-08-20 20:09:10,2020
341,3,active,458,458,0,True,2020-08-20 13:29:38+00:00,0,True,3,5,False,True,,,2020-08-20 20:09:10,2020
342,0,active,459,459,0,True,2020-08-20 20:03:54+00:00,0,True,20,3,False,True,,,2020-08-20 20:09:10,2020
