,eightd_has_available_keys,num_bikes_available,station_status,last_reported,num_docks_disabled,is_renting,is_returning,legacy_id,num_bikes_disabled,station_id,num_docks_available,is_installed,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
0,False,2,active,2020-08-09 22:44:17+00:00,0,True,True,3,0,3,13,True,0,2020-08-09 22:58:30,2020
1,False,6,active,2020-08-09 22:57:18+00:00,0,True,True,4,0,4,13,True,0,2020-08-09 22:58:30,2020
2,False,3,active,2020-08-09 22:58:11+00:00,0,True,True,5,1,5,11,True,0,2020-08-09 22:58:30,2020
3,False,11,active,2020-08-09 22:54:51+00:00,0,True,True,6,3,6,1,True,0,2020-08-09 22:58:30,2020
4,False,0,active,2020-08-09 22:50:11+00:00,0,True,True,7,0,7,15,True,0,2020-08-09 22:58:30,2020
5,False,6,active,2020-08-09 22:54:02+00:00,0,True,True,8,1,8,12,True,0,2020-08-09 22:58:30,2020
6,False,0,active,2020-08-09 22:44:42+00:00,0,True,True,9,2,9,13,True,0,2020-08-09 22:58:30,2020
7,False,7,active,2020-08-09 22:55:50+00:00,0,True,True,10,1,10,3,True,0,2020-08-09 22:58:30,2020
8,False,2,active,2020-08-09 22:57:05+00:00,0,True,True,11,2,11,11,True,0,2020-08-09 22:58:30,2020
9,True,11,active,2020-08-09 22:43:06+00:00,0,True,True,12,0,12,7,True,0,2020-08-09 22:58:30,2020
10,False,5,active,2020-08-09 22:56:46+00:00,0,True,True,13,0,13,14,True,0,2020-08-09 22:58:30,2020
11,False,18,active,2020-08-09 22:41:11+00:00,0,True,True,14,2,14,5,True,0,2020-08-09 22:58:30,2020
12,False,13,active,2020-08-09 22:49:23+00:00,0,True,True,15,0,15,2,True,0,2020-08-09 22:58:30,2020
13,True,4,active,2020-08-09 22:16:09+00:00,0,True,True,16,0,16,15,True,0,2020-08-09 22:58:30,2020
14,False,3,active,2020-08-09 22:32:30+00:00,0,True,True,17,0,17,12,True,0,2020-08-09 22:58:30,2020
15,False,3,active,2020-08-09 22:15:42+00:00,0,True,True,19,0,19,12,True,0,2020-08-09 22:58:30,2020
16,False,1,active,2020-08-09 22:42:25+00:00,0,True,True,20,1,20,21,True,0,2020-08-09 22:58:30,2020
17,True,5,active,2020-08-09 22:51:39+00:00,0,True,True,21,0,21,13,True,0,2020-08-09 22:58:30,2020
18,True,16,active,2020-08-09 22:40:39+00:00,0,True,True,22,0,22,31,True,0,2020-08-09 22:58:30,2020
19,False,2,active,2020-08-09 22:54:38+00:00,0,True,True,23,0,23,19,True,0,2020-08-09 22:58:30,2020
20,False,7,active,2020-08-09 22:57:55+00:00,0,True,True,24,0,24,12,True,0,2020-08-09 22:58:30,2020
21,False,3,active,2020-08-09 22:19:00+00:00,0,True,True,25,1,25,11,True,0,2020-08-09 22:58:30,2020
22,False,11,active,2020-08-09 22:20:32+00:00,0,True,True,26,2,26,2,True,0,2020-08-09 22:58:30,2020
23,False,7,active,2020-08-09 22:49:02+00:00,0,True,True,27,0,27,16,True,0,2020-08-09 22:58:30,2020
24,False,7,active,2020-08-09 22:22:53+00:00,0,True,True,29,1,29,7,True,0,2020-08-09 22:58:30,2020
25,False,1,active,2020-08-09 22:50:18+00:00,0,True,True,30,0,30,14,True,0,2020-08-09 22:58:30,2020
26,True,2,active,2020-08-09 21:59:50+00:00,0,True,True,31,0,31,17,True,0,2020-08-09 22:58:30,2020
27,False,11,active,2020-08-09 22:58:11+00:00,0,True,True,32,2,32,2,True,0,2020-08-09 22:58:30,2020
28,False,17,active,2020-08-09 22:54:23+00:00,0,True,True,33,1,33,9,True,0,2020-08-09 22:58:30,2020
29,False,13,active,2020-08-09 20:34:03+00:00,0,True,True,35,0,35,10,True,0,2020-08-09 22:58:30,2020
30,True,9,active,2020-08-09 22:37:28+00:00,0,True,True,36,0,36,24,True,0,2020-08-09 22:58:30,2020
31,True,1,active,2020-08-09 22:58:21+00:00,0,True,True,37,0,37,14,True,0,2020-08-09 22:58:30,2020
32,False,1,active,2020-08-09 22:54:54+00:00,0,True,True,39,0,39,22,True,0,2020-08-09 22:58:30,2020
33,False,1,active,2020-08-09 22:56:45+00:00,0,True,True,40,2,40,16,True,0,2020-08-09 22:58:30,2020
34,True,4,active,2020-08-09 22:55:40+00:00,0,True,True,41,1,41,22,True,0,2020-08-09 22:58:30,2020
35,False,20,active,2020-08-09 22:57:59+00:00,0,True,True,42,0,42,3,True,0,2020-08-09 22:58:30,2020
36,True,0,active,2020-08-09 21:15:53+00:00,0,True,True,43,1,43,14,True,0,2020-08-09 22:58:30,2020
37,False,1,active,2020-08-09 22:53:56+00:00,0,True,True,44,1,44,21,True,0,2020-08-09 22:58:30,2020
38,False,7,active,2020-08-09 22:58:02+00:00,0,True,True,46,1,46,11,True,0,2020-08-09 22:58:30,2020
39,True,14,active,2020-08-09 22:56:59+00:00,0,True,True,47,1,47,4,True,0,2020-08-09 22:58:30,2020
40,False,1,active,2020-08-09 22:17:21+00:00,0,True,True,48,0,48,18,True,0,2020-08-09 22:58:30,2020
41,False,18,active,2020-08-09 22:37:27+00:00,0,True,True,49,0,49,0,True,0,2020-08-09 22:58:30,2020
42,True,9,active,2020-08-09 22:39:52+00:00,0,True,True,50,0,50,6,True,0,2020-08-09 22:58:30,2020
43,False,2,active,2020-08-09 22:57:30+00:00,0,True,True,51,0,51,13,True,0,2020-08-09 22:58:30,2020
44,True,14,active,2020-08-09 22:56:35+00:00,0,True,True,52,1,52,8,True,0,2020-08-09 22:58:30,2020
45,False,18,active,2020-08-09 22:49:59+00:00,0,True,True,53,1,53,0,True,0,2020-08-09 22:58:30,2020
46,False,8,active,2020-08-09 22:54:03+00:00,0,True,True,54,0,54,7,True,0,2020-08-09 22:58:30,2020
47,False,13,active,2020-08-09 22:53:04+00:00,0,True,True,55,1,55,1,True,0,2020-08-09 22:58:30,2020
48,True,3,active,2020-08-09 21:10:16+00:00,0,True,True,56,0,56,15,True,0,2020-08-09 22:58:30,2020
49,True,4,active,2020-08-09 22:43:44+00:00,0,True,True,57,1,57,9,True,0,2020-08-09 22:58:30,2020
50,True,11,active,2020-08-09 22:56:07+00:00,0,True,True,58,3,58,5,True,0,2020-08-09 22:58:30,2020
51,True,2,active,2020-08-09 22:56:26+00:00,0,True,True,59,0,59,17,True,0,2020-08-09 22:58:30,2020
52,False,6,active,2020-08-09 22:56:53+00:00,0,True,True,60,2,60,11,True,0,2020-08-09 22:58:30,2020
53,False,10,active,2020-08-09 22:56:22+00:00,0,True,True,61,2,61,7,True,0,2020-08-09 22:58:30,2020
54,False,7,active,2020-08-09 21:45:13+00:00,0,True,True,63,2,63,6,True,0,2020-08-09 22:58:30,2020
55,False,2,active,2020-08-09 22:51:37+00:00,0,True,True,64,0,64,17,True,0,2020-08-09 22:58:30,2020
56,False,0,active,2020-08-09 22:25:41+00:00,0,True,True,65,0,65,23,True,0,2020-08-09 22:58:30,2020
57,False,0,active,2020-08-09 22:38:40+00:00,0,True,True,66,0,66,15,True,0,2020-08-09 22:58:30,2020
58,True,9,active,2020-08-09 22:57:48+00:00,0,True,True,67,1,67,17,True,0,2020-08-09 22:58:30,2020
59,True,14,active,2020-08-09 22:56:21+00:00,0,True,True,68,2,68,3,True,0,2020-08-09 22:58:30,2020
60,True,0,active,2020-08-09 22:45:00+00:00,0,True,True,69,0,69,19,True,0,2020-08-09 22:58:30,2020
61,False,16,active,2020-08-09 22:57:43+00:00,0,True,True,70,0,70,7,True,0,2020-08-09 22:58:30,2020
62,False,22,active,2020-08-09 22:48:31+00:00,0,True,True,71,0,71,1,True,0,2020-08-09 22:58:30,2020
63,False,8,active,2020-08-09 22:54:23+00:00,0,True,True,72,0,72,15,True,0,2020-08-09 22:58:30,2020
64,False,11,active,2020-08-09 22:56:04+00:00,0,True,True,73,0,73,4,True,0,2020-08-09 22:58:30,2020
65,True,12,active,2020-08-09 22:56:57+00:00,0,True,True,74,1,74,6,True,0,2020-08-09 22:58:30,2020
66,False,4,active,2020-08-09 22:54:36+00:00,0,True,True,75,0,75,11,True,0,2020-08-09 22:58:30,2020
67,False,9,active,2020-08-09 22:58:19+00:00,0,True,True,76,0,76,8,True,0,2020-08-09 22:58:30,2020
68,False,1,active,2020-08-09 22:35:54+00:00,0,True,True,77,1,77,13,True,0,2020-08-09 22:58:30,2020
69,False,0,active,2020-08-09 22:30:27+00:00,0,True,True,78,0,78,19,True,0,2020-08-09 22:58:30,2020
70,False,2,active,2020-08-09 22:42:44+00:00,0,True,True,79,3,79,14,True,0,2020-08-09 22:58:30,2020
71,False,10,active,2020-08-09 22:49:32+00:00,0,True,True,80,0,80,25,True,0,2020-08-09 22:58:30,2020
72,False,10,active,2020-08-09 22:33:55+00:00,0,True,True,81,1,81,8,True,0,2020-08-09 22:58:30,2020
73,False,3,active,2020-08-09 22:30:40+00:00,0,True,True,82,0,82,12,True,0,2020-08-09 22:58:30,2020
74,False,3,active,2020-08-09 22:38:21+00:00,0,True,True,84,0,84,12,True,0,2020-08-09 22:58:30,2020
75,False,7,active,2020-08-09 22:25:27+00:00,0,True,True,85,0,85,12,True,0,2020-08-09 22:58:30,2020
76,False,5,active,2020-08-09 22:49:18+00:00,0,True,True,86,0,86,14,True,0,2020-08-09 22:58:30,2020
77,False,5,active,2020-08-09 22:48:33+00:00,0,True,True,87,0,87,10,True,0,2020-08-09 22:58:30,2020
78,False,9,active,2020-08-09 22:56:07+00:00,0,True,True,89,2,89,8,True,0,2020-08-09 22:58:30,2020
79,False,14,active,2020-08-09 22:51:05+00:00,0,True,True,90,1,90,4,True,0,2020-08-09 22:58:30,2020
80,False,3,active,2020-08-09 22:46:15+00:00,0,True,True,91,0,91,16,True,0,2020-08-09 22:58:30,2020
81,False,12,active,2020-08-09 20:46:30+00:00,0,True,True,92,0,92,7,True,0,2020-08-09 22:58:30,2020
82,False,13,active,2020-08-09 22:04:15+00:00,0,True,True,93,1,93,1,True,0,2020-08-09 22:58:30,2020
83,False,8,active,2020-08-09 22:06:19+00:00,0,True,True,94,0,94,3,True,0,2020-08-09 22:58:30,2020
84,False,9,active,2020-08-09 22:57:53+00:00,0,True,True,95,1,95,5,True,0,2020-08-09 22:58:30,2020
85,False,14,active,2020-08-09 22:47:03+00:00,0,True,True,96,0,96,5,True,0,2020-08-09 22:58:30,2020
86,False,9,active,2020-08-09 22:57:51+00:00,0,True,True,97,0,97,10,True,0,2020-08-09 22:58:30,2020
87,False,1,active,2020-08-09 22:55:20+00:00,0,True,True,98,0,98,22,True,0,2020-08-09 22:58:30,2020
88,False,0,active,2020-08-09 22:47:40+00:00,0,True,True,99,1,99,14,True,0,2020-08-09 22:58:30,2020
89,True,8,active,2020-08-09 22:47:42+00:00,0,True,True,100,0,100,17,True,0,2020-08-09 22:58:30,2020
90,False,11,active,2020-08-09 22:28:46+00:00,0,True,True,101,0,101,4,True,0,2020-08-09 22:58:30,2020
91,False,6,active,2020-08-09 22:58:22+00:00,0,True,True,102,1,102,8,True,0,2020-08-09 22:58:30,2020
92,False,5,active,2020-08-09 22:33:19+00:00,0,True,True,103,0,103,10,True,0,2020-08-09 22:58:30,2020
93,False,14,active,2020-08-09 22:46:22+00:00,0,True,True,104,0,104,5,True,0,2020-08-09 22:58:30,2020
94,False,5,active,2020-08-09 22:56:06+00:00,0,True,True,105,0,105,14,True,0,2020-08-09 22:58:30,2020
95,False,9,active,2020-08-09 21:44:04+00:00,0,True,True,106,0,106,6,True,0,2020-08-09 22:58:30,2020
96,False,2,active,2020-08-09 22:56:03+00:00,0,True,True,107,0,107,17,True,0,2020-08-09 22:58:30,2020
97,False,6,active,2020-08-09 22:50:54+00:00,0,True,True,108,0,108,11,True,0,2020-08-09 22:58:30,2020
98,False,8,active,2020-08-09 21:26:12+00:00,0,True,True,109,1,109,26,True,0,2020-08-09 22:58:30,2020
99,False,1,active,2020-08-09 22:40:38+00:00,0,True,True,110,0,110,14,True,0,2020-08-09 22:58:30,2020
100,False,0,active,2020-08-09 22:19:17+00:00,0,True,True,111,0,111,15,True,0,2020-08-09 22:58:30,2020
101,False,12,active,2020-08-09 21:49:39+00:00,0,True,True,112,0,112,3,True,0,2020-08-09 22:58:30,2020
102,False,14,active,2020-08-09 20:22:38+00:00,0,True,True,113,1,113,0,True,0,2020-08-09 22:58:30,2020
103,False,1,active,2020-08-09 22:47:27+00:00,0,True,True,114,0,114,14,True,0,2020-08-09 22:58:30,2020
104,False,13,active,2020-08-09 22:43:49+00:00,0,True,True,115,1,115,5,True,0,2020-08-09 22:58:30,2020
105,False,11,active,2020-08-09 22:52:14+00:00,0,True,True,116,0,116,12,True,0,2020-08-09 22:58:30,2020
106,False,8,active,2020-08-09 21:22:12+00:00,0,True,True,117,0,117,11,True,0,2020-08-09 22:58:30,2020
107,False,16,active,2020-08-09 22:50:47+00:00,0,True,True,118,1,118,2,True,0,2020-08-09 22:58:30,2020
108,False,8,active,2020-08-09 22:30:33+00:00,0,True,True,119,0,119,7,True,0,2020-08-09 22:58:30,2020
