,station_id,is_renting,num_ebikes_available,num_bikes_disabled,eightd_has_available_keys,last_reported,eightd_active_station_services,num_docks_disabled,is_returning,valet,legacy_id,is_installed,num_bikes_available,num_docks_available,station_status,timestamp_of_data_read_request,year_station_last_reported
0,296,True,0,0,False,2020-08-01 20:08:06+00:00,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'off_dock_count': 22, 'active': True, 'dock_blocked_count': 0, 'valet_revision': 3, 'region': 'BOS'}",296,True,16,7,active,2020-08-01 20:19:00,2020
1,3,True,0,0,True,2020-08-01 20:01:05+00:00,,0,True,,3,True,1,14,active,2020-08-01 20:19:00,2020
2,4,True,0,0,False,2020-08-01 19:58:32+00:00,,0,True,,4,True,3,16,active,2020-08-01 20:19:00,2020
3,5,True,0,1,False,2020-08-01 20:11:37+00:00,,0,True,,5,True,0,14,active,2020-08-01 20:19:00,2020
4,6,True,0,0,False,2020-08-01 20:13:51+00:00,,0,True,,6,True,2,13,active,2020-08-01 20:19:00,2020
5,7,True,0,0,False,2020-08-01 20:16:34+00:00,,0,True,,7,True,9,6,active,2020-08-01 20:19:00,2020
6,8,True,0,2,False,2020-08-01 20:08:10+00:00,,0,True,,8,True,4,13,active,2020-08-01 20:19:00,2020
7,9,True,0,0,False,2020-08-01 20:08:20+00:00,,0,True,,9,True,7,8,active,2020-08-01 20:19:00,2020
8,10,True,0,1,False,2020-08-01 20:11:37+00:00,,0,True,,10,True,3,7,active,2020-08-01 20:19:00,2020
9,11,True,0,2,False,2020-08-01 20:11:48+00:00,,0,True,,11,True,8,5,active,2020-08-01 20:19:00,2020
10,12,True,0,2,True,2020-08-01 20:12:02+00:00,,0,True,,12,True,2,14,active,2020-08-01 20:19:00,2020
11,13,True,0,0,False,2020-08-01 19:05:51+00:00,,0,True,,13,True,19,0,active,2020-08-01 20:19:00,2020
12,14,True,0,0,False,2020-08-01 19:59:41+00:00,,0,True,,14,True,17,8,active,2020-08-01 20:19:00,2020
13,15,True,0,1,False,2020-08-01 20:15:53+00:00,,0,True,,15,True,4,10,active,2020-08-01 20:19:00,2020
14,16,True,0,1,True,2020-08-01 19:46:49+00:00,,0,True,,16,True,13,5,active,2020-08-01 20:19:00,2020
15,17,True,0,0,False,2020-08-01 19:30:04+00:00,,0,True,,17,True,1,14,active,2020-08-01 20:19:00,2020
16,19,True,0,0,False,2020-08-01 20:15:17+00:00,,0,True,,19,True,2,13,active,2020-08-01 20:19:00,2020
17,20,True,0,0,True,2020-08-01 19:46:59+00:00,,0,True,,20,True,11,12,active,2020-08-01 20:19:00,2020
18,21,True,0,0,True,2020-08-01 20:00:57+00:00,,0,True,,21,True,7,11,active,2020-08-01 20:19:00,2020
