,num_bikes_available,is_renting,eightd_has_available_keys,num_docks_available,station_status,legacy_id,is_returning,num_ebikes_available,is_installed,last_reported,num_bikes_disabled,station_id,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,6,True,True,9,active,3,True,0,True,2020-07-29 17:05:09+00:00,0,3,0,,,2020-07-29 17:13:20,2020
1,7,True,False,12,active,4,True,0,True,2020-07-29 17:10:06+00:00,0,4,0,,,2020-07-29 17:13:20,2020
2,8,True,False,7,active,5,True,0,True,2020-07-29 17:06:21+00:00,0,5,0,,,2020-07-29 17:13:20,2020
3,15,True,False,0,active,6,True,0,True,2020-07-29 17:00:18+00:00,0,6,0,,,2020-07-29 17:13:20,2020
4,3,True,False,12,active,7,True,0,True,2020-07-29 16:19:34+00:00,0,7,0,,,2020-07-29 17:13:20,2020
5,7,True,False,11,active,8,True,0,True,2020-07-29 17:11:12+00:00,1,8,0,,,2020-07-29 17:13:20,2020
6,1,True,False,13,active,9,True,0,True,2020-07-29 17:08:11+00:00,1,9,0,,,2020-07-29 17:13:20,2020
7,7,True,False,3,active,10,True,0,True,2020-07-29 17:06:05+00:00,1,10,0,,,2020-07-29 17:13:20,2020
8,11,True,False,3,active,11,True,0,True,2020-07-29 17:12:59+00:00,1,11,0,"{'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 17:13:20,2020
9,10,True,True,8,active,12,True,0,True,2020-07-29 17:11:59+00:00,0,12,0,,,2020-07-29 17:13:20,2020
10,19,True,False,0,active,13,True,0,True,2020-07-29 17:09:58+00:00,0,13,0,,,2020-07-29 17:13:20,2020
11,21,True,False,4,active,14,True,0,True,2020-07-29 17:05:07+00:00,0,14,0,,,2020-07-29 17:13:20,2020
12,8,True,False,7,active,15,True,0,True,2020-07-29 17:04:36+00:00,0,15,0,,,2020-07-29 17:13:20,2020
13,11,True,True,7,active,16,True,0,True,2020-07-29 17:05:05+00:00,1,16,0,,,2020-07-29 17:13:20,2020
14,14,True,False,1,active,17,True,0,True,2020-07-29 16:54:42+00:00,0,17,0,,,2020-07-29 17:13:20,2020
15,2,True,False,13,active,19,True,0,True,2020-07-29 15:51:11+00:00,0,19,0,,,2020-07-29 17:13:20,2020
16,6,True,True,16,active,20,True,0,True,2020-07-29 17:06:38+00:00,1,20,0,,,2020-07-29 17:13:20,2020
17,6,True,False,12,active,21,True,0,True,2020-07-29 16:32:17+00:00,0,21,0,,,2020-07-29 17:13:20,2020
18,9,True,True,38,active,22,True,0,True,2020-07-29 17:12:12+00:00,0,22,0,,,2020-07-29 17:13:20,2020
19,9,True,True,12,active,23,True,0,True,2020-07-29 17:07:25+00:00,0,23,0,,,2020-07-29 17:13:20,2020
