,num_docks_disabled,is_returning,num_ebikes_available,num_bikes_disabled,num_docks_available,is_renting,station_id,eightd_has_available_keys,station_status,legacy_id,last_reported,is_installed,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,0,2,9,True,3,True,active,3,2020-07-30 01:13:18+00:00,True,4,,,2020-07-30 01:13:30,2020
1,0,True,0,1,1,True,4,False,active,4,2020-07-30 01:07:04+00:00,True,17,,,2020-07-30 01:13:30,2020
2,0,True,0,0,4,True,5,False,active,5,2020-07-30 01:12:44+00:00,True,11,,,2020-07-30 01:13:30,2020
3,0,True,0,0,4,True,6,False,active,6,2020-07-30 01:04:23+00:00,True,11,,,2020-07-30 01:13:30,2020
4,0,True,0,1,6,True,7,False,active,7,2020-07-30 01:03:16+00:00,True,8,,,2020-07-30 01:13:30,2020
5,0,True,0,3,5,True,8,False,active,8,2020-07-30 00:57:17+00:00,True,11,,,2020-07-30 01:13:30,2020
6,0,True,0,1,10,True,9,False,active,9,2020-07-30 01:01:29+00:00,True,4,,,2020-07-30 01:13:30,2020
7,0,True,0,0,11,True,10,False,active,10,2020-07-30 00:54:27+00:00,True,0,,,2020-07-30 01:13:30,2020
8,0,True,0,1,14,True,11,False,active,11,2020-07-30 01:09:05+00:00,True,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'active': True, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 12, 'valet_revision': 69, 'region': 'BOS'}",2020-07-30 01:13:30,2020
9,0,True,0,1,10,True,12,True,active,12,2020-07-30 01:13:18+00:00,True,7,,,2020-07-30 01:13:30,2020
10,0,True,0,0,19,True,13,False,active,13,2020-07-30 01:11:35+00:00,True,0,,,2020-07-30 01:13:30,2020
11,0,True,0,0,25,True,14,False,active,14,2020-07-30 01:12:16+00:00,True,0,,,2020-07-30 01:13:30,2020
12,0,True,0,0,3,True,15,False,active,15,2020-07-30 00:59:30+00:00,True,12,,,2020-07-30 01:13:30,2020
13,0,True,0,2,15,True,16,True,active,16,2020-07-30 01:06:31+00:00,True,2,,,2020-07-30 01:13:30,2020
14,0,True,0,0,5,True,17,False,active,17,2020-07-30 01:07:06+00:00,True,10,,,2020-07-30 01:13:30,2020
15,0,True,0,0,10,True,19,False,active,19,2020-07-30 00:41:16+00:00,True,5,,,2020-07-30 01:13:30,2020
16,0,True,0,1,8,True,20,False,active,20,2020-07-30 01:03:31+00:00,True,14,,,2020-07-30 01:13:30,2020
17,0,True,0,0,7,True,21,False,active,21,2020-07-30 01:05:19+00:00,True,11,,,2020-07-30 01:13:30,2020
18,0,True,0,1,29,True,22,True,active,22,2020-07-30 00:08:14+00:00,True,17,,,2020-07-30 01:13:30,2020
19,0,True,0,0,21,True,23,True,active,23,2020-07-30 00:43:30+00:00,True,0,,,2020-07-30 01:13:30,2020
20,0,True,0,1,2,True,24,False,active,24,2020-07-30 01:08:57+00:00,True,16,,,2020-07-30 01:13:30,2020
21,0,True,0,0,1,True,25,False,active,25,2020-07-30 00:33:57+00:00,True,14,,,2020-07-30 01:13:30,2020
22,0,True,0,1,10,True,26,False,active,26,2020-07-30 00:13:40+00:00,True,4,,,2020-07-30 01:13:30,2020
23,0,True,0,2,14,True,27,False,active,27,2020-07-30 01:11:01+00:00,True,7,,,2020-07-30 01:13:30,2020
