,is_installed,num_docks_disabled,is_renting,num_docks_available,station_status,last_reported,num_bikes_available,legacy_id,is_returning,eightd_has_available_keys,num_ebikes_available,station_id,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
12,True,0,True,6,active,2020-08-13 20:06:03+00:00,9,15,True,False,0,15,0,,,2020-08-13 20:47:30,2020
13,True,0,True,9,active,2020-08-13 20:44:04+00:00,10,16,True,True,0,16,0,,,2020-08-13 20:47:30,2020
14,True,0,True,10,active,2020-08-13 20:15:43+00:00,4,17,True,False,0,17,1,,,2020-08-13 20:47:30,2020
15,True,0,True,12,active,2020-08-13 20:36:59+00:00,2,19,True,False,0,19,1,,,2020-08-13 20:47:30,2020
16,True,0,True,13,active,2020-08-13 20:44:11+00:00,10,20,True,True,0,20,0,,,2020-08-13 20:47:30,2020
17,True,0,True,14,active,2020-08-13 20:15:16+00:00,3,21,True,True,0,21,1,,,2020-08-13 20:47:30,2020
18,True,0,True,37,active,2020-08-13 20:25:58+00:00,10,22,True,True,0,22,0,,,2020-08-13 20:47:30,2020
19,True,0,True,16,active,2020-08-13 20:39:35+00:00,5,23,True,False,0,23,0,,,2020-08-13 20:47:30,2020
20,True,0,True,5,active,2020-08-13 19:41:34+00:00,13,24,True,False,0,24,1,,,2020-08-13 20:47:30,2020
21,True,0,True,7,active,2020-08-13 20:43:35+00:00,7,25,True,False,0,25,1,,,2020-08-13 20:47:30,2020
22,True,0,True,1,active,2020-08-13 20:17:03+00:00,14,26,True,False,0,26,0,,,2020-08-13 20:47:30,2020
23,True,0,True,13,active,2020-08-13 20:43:52+00:00,10,27,True,False,0,27,0,,,2020-08-13 20:47:30,2020
24,True,0,True,8,active,2020-08-13 19:15:47+00:00,7,29,True,False,0,29,0,,,2020-08-13 20:47:30,2020
25,True,0,True,13,active,2020-08-13 20:41:22+00:00,1,30,True,False,0,30,1,,,2020-08-13 20:47:30,2020
26,True,0,True,17,active,2020-08-13 20:21:26+00:00,2,31,True,True,0,31,0,,,2020-08-13 20:47:30,2020
27,True,0,True,7,active,2020-08-13 20:41:05+00:00,8,32,True,False,0,32,0,,,2020-08-13 20:47:30,2020
28,True,0,True,21,active,2020-08-13 20:42:41+00:00,6,33,True,False,0,33,0,,,2020-08-13 20:47:30,2020
29,True,0,True,9,active,2020-08-13 20:30:34+00:00,14,35,True,False,0,35,0,,,2020-08-13 20:47:30,2020
30,True,0,True,27,active,2020-08-13 20:21:21+00:00,6,36,True,True,0,36,0,,,2020-08-13 20:47:30,2020
31,True,0,True,14,active,2020-08-13 19:22:21+00:00,1,37,True,True,0,37,0,,,2020-08-13 20:47:30,2020
32,True,0,True,4,active,2020-08-13 20:13:15+00:00,19,39,True,False,0,39,0,,,2020-08-13 20:47:30,2020
33,True,0,True,8,active,2020-08-13 20:44:06+00:00,11,40,True,False,0,40,0,,,2020-08-13 20:47:30,2020
34,True,0,True,20,active,2020-08-13 20:40:06+00:00,7,41,True,True,0,41,0,,,2020-08-13 20:47:30,2020
35,True,0,True,11,active,2020-08-13 20:39:47+00:00,11,42,True,False,0,42,1,,,2020-08-13 20:47:30,2020
36,True,0,True,2,active,2020-08-13 20:18:41+00:00,13,43,True,True,0,43,0,,,2020-08-13 20:47:30,2020
37,True,0,True,23,active,2020-08-13 19:05:34+00:00,0,44,True,False,0,44,0,,,2020-08-13 20:47:30,2020
38,True,0,True,11,active,2020-08-13 20:40:07+00:00,8,46,True,False,0,46,0,,,2020-08-13 20:47:30,2020
39,True,0,True,3,active,2020-08-13 20:43:37+00:00,15,47,True,True,0,47,1,,,2020-08-13 20:47:30,2020
40,True,0,True,4,active,2020-08-13 20:40:48+00:00,14,48,True,False,0,48,1,,,2020-08-13 20:47:30,2020
41,True,0,True,12,active,2020-08-13 20:41:18+00:00,6,49,True,False,0,49,0,,,2020-08-13 20:47:30,2020
42,True,0,True,5,active,2020-08-13 20:00:32+00:00,10,50,True,True,0,50,0,,,2020-08-13 20:47:30,2020
43,True,0,True,15,active,2020-08-13 20:46:52+00:00,0,51,True,False,0,51,0,,,2020-08-13 20:47:30,2020
44,True,0,True,7,active,2020-08-13 20:46:00+00:00,16,52,True,True,0,52,0,,,2020-08-13 20:47:30,2020
45,True,0,True,8,active,2020-08-13 20:29:08+00:00,10,53,True,False,0,53,1,,,2020-08-13 20:47:30,2020
46,True,0,True,1,active,2020-08-13 19:58:49+00:00,14,54,True,False,0,54,0,,,2020-08-13 20:47:30,2020
47,True,0,True,6,active,2020-08-13 20:41:44+00:00,8,55,True,False,0,55,1,,,2020-08-13 20:47:30,2020
48,True,0,True,14,active,2020-08-13 20:33:24+00:00,3,56,True,True,0,56,1,,,2020-08-13 20:47:30,2020
49,True,0,True,11,active,2020-08-13 20:37:50+00:00,2,57,True,True,0,57,1,,,2020-08-13 20:47:30,2020
50,True,0,True,9,active,2020-08-13 20:46:37+00:00,9,58,True,True,0,58,1,,,2020-08-13 20:47:30,2020
51,True,0,True,5,active,2020-08-13 20:39:05+00:00,14,59,True,True,0,59,0,,,2020-08-13 20:47:30,2020
52,True,0,True,5,active,2020-08-13 20:47:08+00:00,13,60,True,False,0,60,1,,,2020-08-13 20:47:30,2020
53,True,0,True,3,active,2020-08-13 20:44:42+00:00,14,61,True,False,0,61,2,,,2020-08-13 20:47:30,2020
54,True,0,True,11,active,2020-08-13 18:06:42+00:00,4,63,True,False,0,63,0,,,2020-08-13 20:47:30,2020
55,True,0,True,11,active,2020-08-13 20:47:06+00:00,7,64,True,False,0,64,1,,,2020-08-13 20:47:30,2020
56,True,0,True,18,active,2020-08-13 17:39:01+00:00,5,65,True,False,0,65,0,,,2020-08-13 20:47:30,2020
57,True,0,True,9,active,2020-08-13 20:44:54+00:00,5,66,True,False,0,66,1,,,2020-08-13 20:47:30,2020
58,True,0,True,12,active,2020-08-13 20:45:56+00:00,13,67,True,True,0,67,2,,,2020-08-13 20:47:30,2020
59,True,0,True,4,active,2020-08-13 20:44:01+00:00,14,68,True,True,0,68,1,,,2020-08-13 20:47:30,2020
60,True,0,True,13,active,2020-08-13 20:46:56+00:00,5,69,True,True,0,69,1,,,2020-08-13 20:47:30,2020
61,True,0,True,9,active,2020-08-13 20:36:37+00:00,14,70,True,False,0,70,0,,,2020-08-13 20:47:30,2020
62,True,0,True,7,active,2020-08-13 20:15:30+00:00,16,71,True,False,0,71,0,,,2020-08-13 20:47:30,2020
63,True,0,True,4,active,2020-08-13 20:43:31+00:00,19,72,True,False,0,72,0,,,2020-08-13 20:47:30,2020
64,True,0,True,11,active,2020-08-13 20:22:34+00:00,3,73,True,False,0,73,1,,,2020-08-13 20:47:30,2020
65,True,0,True,1,active,2020-08-13 20:47:00+00:00,17,74,True,True,0,74,1,,,2020-08-13 20:47:30,2020
66,True,0,True,10,active,2020-08-13 20:32:39+00:00,5,75,True,False,0,75,0,,,2020-08-13 20:47:30,2020
67,True,0,True,13,active,2020-08-13 20:45:33+00:00,3,76,True,False,0,76,1,,,2020-08-13 20:47:30,2020
68,True,0,True,7,active,2020-08-13 20:47:14+00:00,7,77,True,False,0,77,1,,,2020-08-13 20:47:30,2020
69,True,0,True,9,active,2020-08-13 20:42:07+00:00,10,78,True,False,0,78,0,,,2020-08-13 20:47:30,2020
70,True,0,True,8,active,2020-08-13 20:46:27+00:00,9,79,True,False,0,79,2,,,2020-08-13 20:47:30,2020
71,True,0,True,6,active,2020-08-13 20:44:43+00:00,25,80,True,False,0,80,4,,,2020-08-13 20:47:30,2020
72,True,0,True,1,active,2020-08-13 20:35:46+00:00,15,81,True,False,0,81,3,,,2020-08-13 20:47:30,2020
73,True,0,True,14,active,2020-08-13 20:25:25+00:00,1,82,True,False,0,82,0,,,2020-08-13 20:47:30,2020
74,True,0,True,3,active,2020-08-13 20:39:01+00:00,11,84,True,False,0,84,1,,,2020-08-13 20:47:30,2020
75,True,0,True,10,active,2020-08-13 20:47:02+00:00,9,85,True,False,0,85,0,,,2020-08-13 20:47:30,2020
76,True,0,True,3,active,2020-08-13 20:41:13+00:00,16,86,True,False,0,86,0,,,2020-08-13 20:47:30,2020
77,True,0,True,9,active,2020-08-13 20:38:30+00:00,6,87,True,False,0,87,0,,,2020-08-13 20:47:30,2020
78,True,0,True,11,active,2020-08-13 20:23:03+00:00,8,89,True,False,0,89,0,,,2020-08-13 20:47:30,2020
79,True,0,True,9,active,2020-08-13 20:45:33+00:00,10,90,True,False,0,90,0,,,2020-08-13 20:47:30,2020
80,True,0,True,6,active,2020-08-13 20:43:28+00:00,13,91,True,False,0,91,0,,,2020-08-13 20:47:30,2020
81,True,0,True,9,active,2020-08-13 16:36:00+00:00,10,92,True,False,0,92,0,,,2020-08-13 20:47:30,2020
82,True,0,True,7,active,2020-08-13 19:37:02+00:00,8,93,True,False,0,93,0,,,2020-08-13 20:47:30,2020
83,True,0,True,8,active,2020-08-13 20:31:10+00:00,3,94,True,False,0,94,0,,,2020-08-13 20:47:30,2020
84,True,0,True,11,active,2020-08-13 20:30:57+00:00,3,95,True,False,0,95,1,,,2020-08-13 20:47:30,2020
85,True,0,True,10,active,2020-08-13 20:47:12+00:00,9,96,True,False,0,96,0,,,2020-08-13 20:47:30,2020
86,True,0,True,13,active,2020-08-13 20:36:50+00:00,5,97,True,False,0,97,1,,,2020-08-13 20:47:30,2020
87,True,0,True,15,active,2020-08-13 20:31:29+00:00,8,98,True,False,0,98,0,,,2020-08-13 20:47:30,2020
88,True,0,True,6,active,2020-08-13 19:41:33+00:00,8,99,True,False,0,99,1,,,2020-08-13 20:47:30,2020
89,True,0,True,9,active,2020-08-13 20:42:48+00:00,15,100,True,True,0,100,1,,,2020-08-13 20:47:30,2020
90,True,0,True,5,active,2020-08-13 20:37:14+00:00,10,101,True,False,0,101,0,,,2020-08-13 20:47:30,2020
91,True,0,True,7,active,2020-08-13 20:44:38+00:00,8,102,True,False,0,102,0,,,2020-08-13 20:47:30,2020
92,True,0,True,8,active,2020-08-13 20:23:05+00:00,7,103,True,False,0,103,0,,,2020-08-13 20:47:30,2020
93,True,0,True,13,active,2020-08-13 20:37:19+00:00,6,104,True,False,0,104,0,,,2020-08-13 20:47:30,2020
94,True,0,True,12,active,2020-08-13 20:42:10+00:00,7,105,True,False,0,105,0,,,2020-08-13 20:47:30,2020
95,True,0,True,14,active,2020-08-13 18:54:26+00:00,0,106,True,False,0,106,1,,,2020-08-13 20:47:30,2020
96,True,0,True,5,active,2020-08-13 20:46:24+00:00,14,107,True,False,0,107,0,,,2020-08-13 20:47:30,2020
97,True,0,True,13,active,2020-08-13 20:37:00+00:00,4,108,True,False,0,108,0,,,2020-08-13 20:47:30,2020
98,True,0,True,33,active,2020-08-13 20:05:57+00:00,2,109,True,False,0,109,0,,,2020-08-13 20:47:30,2020
99,True,0,True,11,active,2020-08-13 20:36:00+00:00,4,110,True,False,0,110,0,,,2020-08-13 20:47:30,2020
100,True,0,True,9,active,2020-08-13 20:06:29+00:00,6,111,True,False,0,111,0,,,2020-08-13 20:47:30,2020
101,True,0,True,4,active,2020-08-13 18:44:09+00:00,11,112,True,False,0,112,0,,,2020-08-13 20:47:30,2020
102,True,0,True,6,active,2020-08-13 20:24:29+00:00,9,113,True,False,0,113,0,,,2020-08-13 20:47:30,2020
103,True,0,True,12,active,2020-08-13 19:12:28+00:00,2,114,True,False,0,114,1,,,2020-08-13 20:47:30,2020
104,True,0,True,3,active,2020-08-13 20:41:03+00:00,13,115,True,False,0,115,3,,,2020-08-13 20:47:30,2020
105,True,0,True,16,active,2020-08-13 20:35:20+00:00,7,116,True,False,0,116,0,,,2020-08-13 20:47:30,2020
106,True,0,True,16,active,2020-08-13 20:38:43+00:00,3,117,True,False,0,117,0,,,2020-08-13 20:47:30,2020
107,True,0,True,5,active,2020-08-13 20:10:30+00:00,13,118,True,False,0,118,1,,,2020-08-13 20:47:30,2020
108,True,0,True,6,active,2020-08-13 20:38:41+00:00,9,119,True,False,0,119,0,,,2020-08-13 20:47:30,2020
109,True,0,True,10,active,2020-08-13 20:33:19+00:00,5,120,True,False,0,120,0,,,2020-08-13 20:47:30,2020
110,True,0,True,14,active,2020-08-13 20:45:51+00:00,3,121,True,False,0,121,0,,,2020-08-13 20:47:30,2020
111,True,0,True,8,active,2020-08-13 20:30:40+00:00,7,122,True,False,0,122,0,,,2020-08-13 20:47:30,2020
112,True,0,True,8,active,2020-08-13 20:46:37+00:00,7,124,True,False,0,124,0,,,2020-08-13 20:47:30,2020
113,True,0,True,11,active,2020-08-13 20:31:49+00:00,3,125,True,False,0,125,1,,,2020-08-13 20:47:30,2020
114,True,0,True,5,active,2020-08-13 20:19:25+00:00,9,126,True,False,0,126,1,,,2020-08-13 20:47:30,2020
115,True,0,True,11,active,2020-08-13 20:34:29+00:00,8,128,True,False,0,128,0,,,2020-08-13 20:47:30,2020
116,True,0,True,6,active,2020-08-13 19:24:01+00:00,13,129,True,False,0,129,0,,,2020-08-13 20:47:30,2020
117,True,0,True,2,active,2020-08-13 20:41:31+00:00,13,130,True,False,0,130,0,,,2020-08-13 20:47:30,2020
118,True,0,True,11,active,2020-08-13 20:31:30+00:00,5,131,True,False,0,131,2,,,2020-08-13 20:47:30,2020
119,True,0,True,18,active,2020-08-13 20:11:43+00:00,5,133,True,False,0,133,0,,,2020-08-13 20:47:30,2020
120,True,0,True,15,active,2020-08-13 20:09:52+00:00,2,135,True,False,0,135,0,,,2020-08-13 20:47:30,2020
121,True,0,True,7,active,2020-08-13 18:22:22+00:00,11,136,True,False,0,136,1,,,2020-08-13 20:47:30,2020
122,True,0,True,9,active,2020-08-13 19:56:08+00:00,6,137,True,False,0,137,0,,,2020-08-13 20:47:30,2020
123,True,0,True,1,active,2020-08-13 20:44:44+00:00,12,138,True,False,0,138,2,,,2020-08-13 20:47:30,2020
124,True,0,True,18,active,2020-08-13 20:46:14+00:00,0,139,True,False,0,139,1,,,2020-08-13 20:47:30,2020
125,True,0,True,4,active,2020-08-13 19:42:12+00:00,13,140,True,False,0,140,0,,,2020-08-13 20:47:30,2020
126,True,0,True,6,active,2020-08-13 20:39:41+00:00,9,141,True,False,0,141,0,,,2020-08-13 20:47:30,2020
127,True,0,True,11,active,2020-08-13 20:05:52+00:00,11,142,True,False,0,142,1,,,2020-08-13 20:47:30,2020
128,True,0,True,12,active,2020-08-13 20:44:57+00:00,10,143,True,False,0,143,1,,,2020-08-13 20:47:30,2020
129,True,0,True,12,active,2020-08-13 19:58:38+00:00,7,144,True,False,0,144,0,,,2020-08-13 20:47:30,2020
130,True,0,True,2,active,2020-08-13 20:23:39+00:00,17,145,True,False,0,145,0,,,2020-08-13 20:47:30,2020
131,True,0,True,8,active,2020-08-13 20:43:16+00:00,11,146,True,False,0,146,0,,,2020-08-13 20:47:30,2020
132,True,0,True,11,active,2020-08-13 20:39:26+00:00,6,149,True,True,0,149,1,,,2020-08-13 20:47:30,2020
133,True,0,True,7,active,2020-08-13 20:39:56+00:00,12,150,True,False,0,150,0,,,2020-08-13 20:47:30,2020
134,True,0,True,7,active,2020-08-13 20:38:08+00:00,11,151,True,False,0,151,1,,,2020-08-13 20:47:30,2020
135,True,0,True,11,active,2020-08-13 17:22:50+00:00,4,152,True,True,0,152,0,,,2020-08-13 20:47:30,2020
136,True,0,True,11,active,2020-08-13 20:23:42+00:00,4,156,True,False,0,156,0,,,2020-08-13 20:47:30,2020
137,True,0,True,11,active,2020-08-13 20:47:06+00:00,2,157,True,False,0,157,2,,,2020-08-13 20:47:30,2020
138,True,0,True,6,active,2020-08-13 20:36:06+00:00,9,159,True,False,0,159,0,,,2020-08-13 20:47:30,2020
139,True,0,True,2,active,2020-08-13 19:05:11+00:00,12,160,True,True,0,160,0,,,2020-08-13 20:47:30,2020
140,True,0,True,9,active,2020-08-13 20:39:36+00:00,12,161,True,True,0,161,2,,,2020-08-13 20:47:30,2020
141,True,0,True,11,active,2020-08-13 19:25:41+00:00,4,162,True,False,0,162,0,,,2020-08-13 20:47:30,2020
142,True,0,True,8,active,2020-08-13 20:15:44+00:00,11,163,True,True,0,163,0,,,2020-08-13 20:47:30,2020
143,True,0,True,14,active,2020-08-13 20:39:50+00:00,1,167,True,False,0,167,0,,,2020-08-13 20:47:30,2020
144,True,0,True,12,active,2020-08-13 18:27:41+00:00,7,169,True,False,0,169,0,,,2020-08-13 20:47:30,2020
145,True,0,True,7,active,2020-08-13 16:34:52+00:00,7,170,True,True,0,170,0,,,2020-08-13 20:47:30,2020
146,True,0,True,14,active,2020-08-13 20:44:08+00:00,9,171,True,True,0,171,0,,,2020-08-13 20:47:30,2020
147,True,0,True,3,active,2020-08-13 18:15:35+00:00,11,173,True,True,0,173,0,,,2020-08-13 20:47:30,2020
148,True,0,True,10,active,2020-08-13 18:15:19+00:00,4,174,True,False,0,174,1,,,2020-08-13 20:47:30,2020
149,True,0,True,15,active,2020-08-13 20:33:57+00:00,1,175,True,True,0,175,1,,,2020-08-13 20:47:30,2020
150,True,0,True,4,active,2020-08-13 20:43:24+00:00,11,176,True,False,0,176,0,,,2020-08-13 20:47:30,2020
151,True,0,True,17,active,2020-08-13 20:47:05+00:00,2,177,True,False,0,177,0,,,2020-08-13 20:47:30,2020
152,True,0,True,14,active,2020-08-13 20:46:34+00:00,5,178,True,False,0,178,0,,,2020-08-13 20:47:30,2020
153,True,0,True,10,active,2020-08-13 20:47:13+00:00,15,179,True,False,0,179,0,,,2020-08-13 20:47:30,2020
154,True,0,True,7,active,2020-08-13 20:43:03+00:00,12,180,True,False,0,180,0,,,2020-08-13 20:47:30,2020
155,True,0,True,12,active,2020-08-13 19:27:41+00:00,7,181,True,False,0,181,0,,,2020-08-13 20:47:30,2020
156,True,0,True,16,active,2020-08-13 20:03:31+00:00,3,182,True,True,0,182,0,,,2020-08-13 20:47:30,2020
157,True,0,True,9,active,2020-08-13 19:13:43+00:00,9,183,True,False,0,183,1,,,2020-08-13 20:47:30,2020
158,True,0,True,8,active,2020-08-13 20:42:16+00:00,11,184,True,False,0,184,0,,,2020-08-13 20:47:30,2020
159,True,0,True,5,active,2020-08-13 20:33:31+00:00,10,185,True,False,0,185,0,,,2020-08-13 20:47:30,2020
160,True,0,True,12,active,2020-08-13 20:41:41+00:00,3,186,True,True,0,186,0,,,2020-08-13 20:47:30,2020
161,True,0,True,11,active,2020-08-13 19:44:25+00:00,4,187,True,False,0,187,0,,,2020-08-13 20:47:30,2020
162,True,0,True,4,active,2020-08-13 20:44:43+00:00,10,188,True,False,0,188,1,,,2020-08-13 20:47:30,2020
163,True,0,True,16,active,2020-08-13 20:34:12+00:00,7,189,True,True,0,189,0,,,2020-08-13 20:47:30,2020
164,True,0,True,23,active,2020-08-13 20:47:09+00:00,13,190,True,True,0,190,1,,,2020-08-13 20:47:30,2020
165,True,0,True,9,active,2020-08-13 20:14:37+00:00,6,191,True,False,0,191,0,,,2020-08-13 20:47:30,2020
166,True,0,True,14,active,2020-08-13 20:40:51+00:00,4,192,True,False,0,192,1,,,2020-08-13 20:47:30,2020
167,True,0,True,10,active,2020-08-13 20:01:26+00:00,4,193,True,True,0,193,1,,,2020-08-13 20:47:30,2020
168,True,0,True,17,active,2020-08-13 20:38:58+00:00,2,194,True,False,0,194,0,,,2020-08-13 20:47:30,2020
169,True,0,True,15,active,2020-08-13 20:47:03+00:00,7,195,True,False,0,195,1,,,2020-08-13 20:47:30,2020
170,True,0,True,6,active,2020-08-13 20:45:08+00:00,4,196,True,True,0,196,0,,,2020-08-13 20:47:30,2020
171,True,0,True,12,active,2020-08-13 20:40:43+00:00,2,197,True,False,0,197,1,,,2020-08-13 20:47:30,2020
172,True,0,True,13,active,2020-08-13 16:46:42+00:00,2,199,True,False,0,199,0,,,2020-08-13 20:47:30,2020
173,True,0,True,6,active,2020-08-13 20:44:33+00:00,12,200,True,False,0,200,1,,,2020-08-13 20:47:30,2020
174,True,0,True,7,active,2020-08-13 18:47:24+00:00,8,201,True,False,0,201,0,,,2020-08-13 20:47:30,2020
175,True,0,True,14,active,2020-08-13 20:38:42+00:00,1,202,True,False,0,202,0,,,2020-08-13 20:47:30,2020
176,True,0,True,15,active,2020-08-13 14:09:27+00:00,0,203,True,False,0,203,0,,,2020-08-13 20:47:30,2020
177,True,0,True,14,active,2020-08-13 04:10:02+00:00,0,204,True,False,0,204,1,,,2020-08-13 20:47:30,2020
178,True,0,True,13,active,2020-08-13 18:00:17+00:00,2,205,True,False,0,205,0,,,2020-08-13 20:47:30,2020
179,True,0,True,19,active,2020-08-13 20:46:40+00:00,3,206,True,True,0,206,1,,,2020-08-13 20:47:30,2020
180,True,0,True,8,active,2020-08-13 18:21:29+00:00,7,208,True,True,0,208,0,,,2020-08-13 20:47:30,2020
181,True,0,True,9,active,2020-08-13 17:43:17+00:00,6,209,True,False,0,209,0,,,2020-08-13 20:47:30,2020
182,True,0,True,11,active,2020-08-13 16:34:19+00:00,4,210,True,False,0,210,0,,,2020-08-13 20:47:30,2020
183,True,0,True,14,active,2020-08-13 20:37:16+00:00,5,211,True,False,0,211,0,,,2020-08-13 20:47:30,2020
184,True,0,True,8,active,2020-08-13 20:46:21+00:00,25,212,True,False,0,212,0,,,2020-08-13 20:47:30,2020
185,True,0,True,9,active,2020-08-13 20:33:19+00:00,7,213,True,True,0,213,0,,,2020-08-13 20:47:30,2020
186,True,0,True,14,active,2020-08-13 19:18:38+00:00,1,214,True,False,0,214,0,,,2020-08-13 20:47:30,2020
187,True,0,True,10,active,2020-08-13 10:44:35+00:00,5,215,True,False,0,215,0,,,2020-08-13 20:47:30,2020
188,True,0,True,1,active,2020-08-13 16:40:48+00:00,17,216,True,False,0,216,1,,,2020-08-13 20:47:30,2020
189,True,0,True,11,active,2020-08-13 20:41:11+00:00,8,217,True,False,0,217,0,,,2020-08-13 20:47:30,2020
190,True,0,True,9,active,2020-08-13 20:39:39+00:00,6,218,True,False,0,218,0,,,2020-08-13 20:47:30,2020
191,True,0,True,7,active,2020-08-13 11:05:56+00:00,7,219,True,False,0,219,1,,,2020-08-13 20:47:30,2020
192,True,0,True,14,active,2020-08-13 20:40:46+00:00,5,221,True,False,0,221,0,,,2020-08-13 20:47:30,2020
193,True,0,True,11,active,2020-08-13 20:43:28+00:00,3,222,True,True,0,222,0,,,2020-08-13 20:47:30,2020
194,True,0,True,4,active,2020-08-13 20:33:34+00:00,12,224,True,False,0,224,1,,,2020-08-13 20:47:30,2020
195,True,0,True,18,active,2020-08-13 20:39:31+00:00,0,225,True,False,0,225,1,,,2020-08-13 20:47:30,2020
196,True,0,True,13,active,2020-08-13 20:45:15+00:00,2,226,True,False,0,226,0,,,2020-08-13 20:47:30,2020
197,True,0,True,7,active,2020-08-13 19:56:39+00:00,9,227,True,False,0,227,3,,,2020-08-13 20:47:30,2020
198,True,0,True,14,active,2020-08-13 20:46:22+00:00,5,228,True,False,0,228,0,,,2020-08-13 20:47:30,2020
199,True,0,True,4,active,2020-08-13 03:23:26+00:00,7,232,True,False,0,232,0,,,2020-08-13 20:47:30,2020
200,True,0,True,0,active,2020-08-13 20:28:45+00:00,15,233,True,False,0,233,0,,,2020-08-13 20:47:30,2020
201,True,0,True,14,active,2020-08-13 20:02:36+00:00,1,234,True,False,0,234,0,,,2020-08-13 20:47:30,2020
202,True,0,True,6,active,2020-08-13 20:39:43+00:00,9,235,True,False,0,235,0,,,2020-08-13 20:47:30,2020
203,True,0,True,3,active,2020-08-13 20:13:37+00:00,12,236,True,False,0,236,0,,,2020-08-13 20:47:30,2020
204,True,0,True,9,active,2020-08-13 18:21:22+00:00,6,239,True,False,0,239,0,,,2020-08-13 20:47:30,2020
205,True,0,True,5,active,2020-08-13 12:33:28+00:00,10,255,True,False,0,255,0,,,2020-08-13 20:47:30,2020
206,True,0,True,5,active,2020-08-13 20:45:53+00:00,10,258,True,False,0,258,0,,,2020-08-13 20:47:30,2020
207,True,0,True,1,active,2020-08-13 18:35:59+00:00,14,259,True,False,0,259,0,,,2020-08-13 20:47:30,2020
208,True,0,True,1,active,2020-08-13 19:33:33+00:00,14,260,True,False,0,260,0,,,2020-08-13 20:47:30,2020
209,True,0,True,6,active,2020-08-13 19:07:23+00:00,9,271,True,False,0,271,0,,,2020-08-13 20:47:30,2020
210,True,0,True,10,active,2020-08-13 19:51:34+00:00,8,272,True,False,0,272,1,,,2020-08-13 20:47:30,2020
211,True,0,True,23,active,2020-08-13 20:32:56+00:00,17,273,True,False,0,273,0,,,2020-08-13 20:47:30,2020
212,True,0,True,4,active,2020-08-13 20:13:11+00:00,15,279,True,False,0,279,0,,,2020-08-13 20:47:30,2020
213,True,0,True,8,active,2020-08-13 20:18:02+00:00,10,280,True,False,0,280,1,,,2020-08-13 20:47:30,2020
214,True,0,True,10,active,2020-08-13 20:42:06+00:00,4,282,True,False,0,282,1,,,2020-08-13 20:47:30,2020
215,True,0,True,8,active,2020-08-13 20:06:22+00:00,15,296,True,False,0,296,0,,,2020-08-13 20:47:30,2020
216,True,0,True,6,active,2020-08-13 20:00:03+00:00,12,318,True,False,0,318,1,,,2020-08-13 20:47:30,2020
217,True,0,True,22,active,2020-08-13 15:51:18+00:00,3,319,True,False,0,319,0,,,2020-08-13 20:47:30,2020
218,True,0,True,10,active,2020-08-13 20:40:43+00:00,5,327,True,False,0,327,0,,,2020-08-13 20:47:30,2020
219,True,0,True,3,active,2020-08-13 20:41:44+00:00,10,328,True,False,0,328,2,,,2020-08-13 20:47:30,2020
220,True,0,True,0,active,2020-08-13 19:34:48+00:00,14,329,True,False,0,329,1,,,2020-08-13 20:47:30,2020
221,True,0,True,4,active,2020-08-13 20:27:06+00:00,11,330,True,False,0,330,0,,,2020-08-13 20:47:30,2020
222,True,0,True,10,active,2020-08-13 19:27:10+00:00,4,331,True,False,0,331,1,,,2020-08-13 20:47:30,2020
