,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,107,5,0,0,14,0,True,True,True,2020-03-23 02:36:43+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-23 03:36:20,2020
1,3,5,0,0,10,0,True,True,True,2020-03-22 23:27:44+00:00,True,,2020-03-23 03:36:20,2020
2,4,4,0,0,15,0,True,True,True,2020-03-23 02:35:52+00:00,False,,2020-03-23 03:36:20,2020
3,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-23 03:36:20,1970
4,6,9,0,1,5,0,True,True,True,2020-03-23 03:01:56+00:00,False,,2020-03-23 03:36:20,2020
5,7,11,0,1,3,0,True,True,True,2020-03-22 21:56:22+00:00,False,,2020-03-23 03:36:20,2020
6,8,10,0,1,8,0,True,True,True,2020-03-23 02:42:41+00:00,False,,2020-03-23 03:36:20,2020
7,9,13,0,0,2,0,True,True,True,2020-03-22 16:30:49+00:00,False,,2020-03-23 03:36:20,2020
8,10,1,0,2,8,0,True,True,True,2020-03-23 03:33:11+00:00,False,,2020-03-23 03:36:20,2020
9,11,2,0,1,12,0,True,True,True,2020-03-22 23:14:31+00:00,False,,2020-03-23 03:36:20,2020
10,12,13,0,0,5,0,True,True,True,2020-03-22 21:27:51+00:00,True,,2020-03-23 03:36:20,2020
11,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-23 03:36:20,1970
12,14,5,0,0,20,0,True,True,True,2020-03-22 21:45:31+00:00,False,,2020-03-23 03:36:20,2020
13,15,10,0,1,4,0,True,True,True,2020-03-23 00:50:15+00:00,False,,2020-03-23 03:36:20,2020
14,16,9,0,0,10,0,True,True,True,2020-03-23 02:25:39+00:00,True,,2020-03-23 03:36:20,2020
15,17,10,0,0,5,0,True,True,True,2020-03-22 22:13:27+00:00,False,,2020-03-23 03:36:20,2020
16,19,7,0,0,8,0,True,True,True,2020-03-23 00:38:10+00:00,False,,2020-03-23 03:36:20,2020
17,20,14,0,1,8,0,True,True,True,2020-03-23 03:28:13+00:00,True,,2020-03-23 03:36:20,2020
18,21,12,0,1,5,0,True,True,True,2020-03-23 02:12:22+00:00,True,,2020-03-23 03:36:20,2020
19,22,20,0,0,27,0,True,True,True,2020-03-23 00:22:13+00:00,True,,2020-03-23 03:36:20,2020
20,23,8,0,0,13,0,True,True,True,2020-03-22 23:09:52+00:00,True,,2020-03-23 03:36:20,2020
21,24,0,0,0,19,0,True,True,True,2020-03-23 01:02:02+00:00,False,,2020-03-23 03:36:20,2020
22,25,7,0,0,8,0,True,True,True,2020-03-23 00:22:28+00:00,False,,2020-03-23 03:36:20,2020
23,26,4,0,0,11,0,True,True,True,2020-03-23 02:25:31+00:00,False,,2020-03-23 03:36:20,2020
24,27,3,0,1,19,0,True,True,True,2020-03-23 01:02:58+00:00,False,,2020-03-23 03:36:20,2020
25,29,2,0,0,13,0,True,True,True,2020-03-22 08:43:53+00:00,False,,2020-03-23 03:36:20,2020
26,30,12,0,0,3,0,True,True,True,2020-03-23 00:19:35+00:00,False,,2020-03-23 03:36:20,2020
27,31,11,0,0,8,0,True,True,True,2020-03-22 20:55:30+00:00,False,,2020-03-23 03:36:20,2020
28,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-23 03:36:20,1970
29,33,12,0,0,15,0,True,True,True,2020-03-22 21:28:51+00:00,True,,2020-03-23 03:36:20,2020
30,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,,2020-03-23 03:36:20,2019
31,36,12,0,1,20,0,True,True,True,2020-03-22 22:47:31+00:00,True,,2020-03-23 03:36:20,2020
32,37,7,0,0,8,0,True,True,True,2020-03-22 17:06:51+00:00,True,,2020-03-23 03:36:20,2020
33,39,16,0,0,7,0,True,True,True,2020-03-23 00:16:21+00:00,False,,2020-03-23 03:36:20,2020
