,station_id,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_renting,num_bikes_disabled,is_installed,station_status,last_reported,num_bikes_available,legacy_id,is_returning,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,12,False,0,True,0,True,active,2020-08-06 11:23:33+00:00,3,3,True,0,,,2020-08-06 11:39:25,2020
1,4,3,False,0,True,0,True,active,2020-08-06 10:51:33+00:00,16,4,True,0,,,2020-08-06 11:39:25,2020
2,5,4,False,0,True,0,True,active,2020-08-06 11:24:35+00:00,11,5,True,0,,,2020-08-06 11:39:25,2020
3,6,0,False,0,True,1,True,active,2020-08-06 11:23:44+00:00,14,6,True,0,,,2020-08-06 11:39:25,2020
4,7,13,False,0,True,0,True,active,2020-08-06 09:01:23+00:00,2,7,True,0,,,2020-08-06 11:39:25,2020
5,8,9,False,0,True,0,True,active,2020-08-06 11:28:24+00:00,10,8,True,0,,,2020-08-06 11:39:25,2020
6,9,1,False,0,True,0,True,active,2020-08-06 08:23:32+00:00,14,9,True,0,,,2020-08-06 11:39:25,2020
7,10,8,False,0,True,0,True,active,2020-08-06 10:05:59+00:00,3,10,True,0,,,2020-08-06 11:39:25,2020
8,11,7,False,0,True,1,True,active,2020-08-06 11:39:20+00:00,7,11,True,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 79, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'region': 'BOS', 'active': True, 'off_dock_count': 37, 'dock_blocked_count': 0}",2020-08-06 11:39:25,2020
9,12,5,True,0,True,0,True,active,2020-08-06 11:37:06+00:00,13,12,True,0,,,2020-08-06 11:39:25,2020
10,13,0,False,0,True,0,True,active,2020-08-06 10:52:40+00:00,19,13,True,0,,,2020-08-06 11:39:25,2020
11,14,13,False,0,True,2,True,active,2020-08-06 11:38:23+00:00,10,14,True,0,,,2020-08-06 11:39:25,2020
12,15,7,False,0,True,0,True,active,2020-08-06 11:35:17+00:00,8,15,True,0,,,2020-08-06 11:39:25,2020
13,16,13,True,0,True,0,True,active,2020-08-06 11:23:13+00:00,6,16,True,0,,,2020-08-06 11:39:25,2020
14,17,13,False,0,True,0,True,active,2020-08-06 10:05:52+00:00,2,17,True,0,,,2020-08-06 11:39:25,2020
15,19,9,False,0,True,0,True,active,2020-08-06 10:36:46+00:00,6,19,True,0,,,2020-08-06 11:39:25,2020
16,20,16,True,0,True,0,True,active,2020-08-06 11:38:22+00:00,7,20,True,0,,,2020-08-06 11:39:25,2020
17,21,17,True,0,True,0,True,active,2020-08-06 11:33:53+00:00,1,21,True,0,,,2020-08-06 11:39:25,2020
18,22,35,True,0,True,3,True,active,2020-08-06 11:33:28+00:00,9,22,True,0,,,2020-08-06 11:39:25,2020
19,23,15,True,0,True,0,True,active,2020-08-06 11:38:52+00:00,6,23,True,0,,,2020-08-06 11:39:25,2020
20,24,6,False,0,True,0,True,active,2020-08-06 11:18:42+00:00,13,24,True,0,,,2020-08-06 11:39:25,2020
21,25,11,False,0,True,0,True,active,2020-08-06 11:37:57+00:00,4,25,True,0,,,2020-08-06 11:39:25,2020
22,26,10,False,0,True,1,True,active,2020-08-06 11:35:08+00:00,4,26,True,0,,,2020-08-06 11:39:25,2020
23,27,5,False,0,True,2,True,active,2020-08-06 11:33:58+00:00,16,27,True,0,,,2020-08-06 11:39:25,2020
24,29,8,False,0,True,1,True,active,2020-08-06 10:39:29+00:00,6,29,True,0,,,2020-08-06 11:39:25,2020
25,30,3,False,0,True,0,True,active,2020-08-06 11:37:16+00:00,12,30,True,0,,,2020-08-06 11:39:25,2020
26,31,15,True,0,True,0,True,active,2020-08-06 10:20:58+00:00,4,31,True,0,,,2020-08-06 11:39:25,2020
27,32,10,False,0,True,0,True,active,2020-08-06 11:38:53+00:00,5,32,True,0,,,2020-08-06 11:39:25,2020
28,33,22,False,0,True,0,True,active,2020-08-06 11:38:59+00:00,5,33,True,0,,,2020-08-06 11:39:25,2020
29,35,18,False,0,True,0,True,active,2020-08-06 11:38:54+00:00,5,35,True,0,,,2020-08-06 11:39:25,2020
30,36,6,True,0,True,0,True,active,2020-08-06 10:30:15+00:00,27,36,True,0,,,2020-08-06 11:39:25,2020
31,37,4,True,0,True,0,True,active,2020-08-06 11:14:25+00:00,11,37,True,0,,,2020-08-06 11:39:25,2020
32,39,16,False,0,True,0,True,active,2020-08-06 11:35:51+00:00,7,39,True,0,,,2020-08-06 11:39:25,2020
33,40,13,False,0,True,1,True,active,2020-08-06 11:31:18+00:00,5,40,True,0,,,2020-08-06 11:39:25,2020
34,41,2,True,0,True,0,True,active,2020-08-06 11:35:48+00:00,25,41,True,0,,,2020-08-06 11:39:25,2020
35,42,11,False,0,True,1,True,active,2020-08-06 08:58:25+00:00,11,42,True,0,,,2020-08-06 11:39:25,2020
36,43,2,True,0,True,0,True,active,2020-08-06 11:16:53+00:00,13,43,True,0,,,2020-08-06 11:39:25,2020
37,44,8,False,0,True,0,True,active,2020-08-06 09:49:55+00:00,15,44,True,0,,,2020-08-06 11:39:25,2020
38,46,11,False,0,True,1,True,active,2020-08-06 11:38:35+00:00,7,46,True,0,,,2020-08-06 11:39:25,2020
39,47,17,True,0,True,0,True,active,2020-08-06 11:34:12+00:00,2,47,True,0,,,2020-08-06 11:39:25,2020
40,48,14,False,0,True,0,True,active,2020-08-06 11:34:29+00:00,5,48,True,0,,,2020-08-06 11:39:25,2020
41,49,3,False,0,True,0,True,active,2020-08-06 08:22:41+00:00,15,49,True,0,,,2020-08-06 11:39:25,2020
42,50,4,True,0,True,1,True,active,2020-08-06 11:26:49+00:00,10,50,True,0,,,2020-08-06 11:39:25,2020
43,51,14,False,0,True,0,True,active,2020-08-06 09:54:40+00:00,1,51,True,0,,,2020-08-06 11:39:25,2020
44,52,18,True,0,True,0,True,active,2020-08-06 11:35:20+00:00,5,52,True,0,,,2020-08-06 11:39:25,2020
45,53,15,False,0,True,2,True,active,2020-08-06 11:31:07+00:00,2,53,True,0,,,2020-08-06 11:39:25,2020
46,54,1,False,0,True,1,True,active,2020-08-06 08:48:18+00:00,13,54,True,0,,,2020-08-06 11:39:25,2020
47,55,8,False,0,False,3,True,active,2020-08-06 10:44:54+00:00,4,55,False,0,,,2020-08-06 11:39:25,2020
48,56,9,True,0,True,0,True,active,2020-08-06 11:21:26+00:00,9,56,True,0,,,2020-08-06 11:39:25,2020
49,57,8,True,0,True,1,True,active,2020-08-06 11:23:57+00:00,5,57,True,0,,,2020-08-06 11:39:25,2020
50,58,3,True,0,True,0,True,active,2020-08-06 11:35:17+00:00,16,58,True,0,,,2020-08-06 11:39:25,2020
51,59,10,True,0,True,0,True,active,2020-08-06 11:22:10+00:00,9,59,True,0,,,2020-08-06 11:39:25,2020
52,60,15,False,0,True,0,True,active,2020-08-06 11:38:29+00:00,4,60,True,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 69, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'region': 'BOS', 'active': True, 'off_dock_count': 9, 'dock_blocked_count': 0}",2020-08-06 11:39:25,2020
53,61,11,False,0,True,0,True,active,2020-08-06 11:27:10+00:00,8,61,True,0,,,2020-08-06 11:39:25,2020
54,63,12,False,0,True,0,True,active,2020-08-06 11:11:43+00:00,3,63,True,0,,,2020-08-06 11:39:25,2020
55,64,16,False,0,True,0,True,active,2020-08-06 11:35:57+00:00,3,64,True,0,,,2020-08-06 11:39:25,2020
56,65,16,False,0,True,0,True,active,2020-08-06 11:28:33+00:00,7,65,True,0,,,2020-08-06 11:39:25,2020
57,66,6,False,0,True,0,True,active,2020-08-06 10:54:09+00:00,9,66,True,0,,,2020-08-06 11:39:25,2020
58,67,26,True,0,True,0,True,active,2020-08-06 11:35:11+00:00,1,67,True,0,,,2020-08-06 11:39:25,2020
59,68,4,True,0,True,1,True,active,2020-08-06 11:26:45+00:00,14,68,True,0,,,2020-08-06 11:39:25,2020
60,69,18,True,0,True,1,True,active,2020-08-06 11:34:54+00:00,0,69,True,0,,,2020-08-06 11:39:25,2020
61,70,5,False,0,True,0,True,active,2020-08-06 11:23:31+00:00,18,70,True,0,,,2020-08-06 11:39:25,2020
62,71,2,False,0,True,0,True,active,2020-08-06 11:31:37+00:00,21,71,True,0,,,2020-08-06 11:39:25,2020
63,72,21,False,0,True,0,True,active,2020-08-06 10:52:42+00:00,2,72,True,0,,,2020-08-06 11:39:25,2020
64,73,12,False,0,True,1,True,active,2020-08-06 10:20:50+00:00,2,73,True,0,,,2020-08-06 11:39:25,2020
65,74,12,True,0,True,0,True,active,2020-08-06 11:25:32+00:00,7,74,True,0,,,2020-08-06 11:39:25,2020
66,75,9,False,0,True,0,True,active,2020-08-06 09:15:19+00:00,6,75,True,0,,,2020-08-06 11:39:25,2020
67,76,3,False,0,True,0,True,active,2020-08-06 11:28:02+00:00,14,76,True,0,,,2020-08-06 11:39:25,2020
68,77,6,False,0,True,0,True,active,2020-08-06 11:11:10+00:00,9,77,True,0,,,2020-08-06 11:39:25,2020
69,78,3,False,0,True,1,True,active,2020-08-06 10:37:12+00:00,15,78,True,0,,,2020-08-06 11:39:25,2020
70,79,13,False,0,True,0,True,active,2020-08-06 11:29:11+00:00,6,79,True,0,,,2020-08-06 11:39:25,2020
71,80,31,False,0,True,0,True,active,2020-08-06 11:31:52+00:00,4,80,True,0,,,2020-08-06 11:39:25,2020
72,81,8,False,0,True,1,True,active,2020-08-06 11:31:19+00:00,10,81,True,0,,,2020-08-06 11:39:25,2020
73,82,9,False,0,True,0,True,active,2020-08-06 11:16:43+00:00,6,82,True,0,,,2020-08-06 11:39:25,2020
74,84,8,False,0,True,0,True,active,2020-08-06 08:03:25+00:00,7,84,True,0,,,2020-08-06 11:39:25,2020
75,85,16,False,0,True,0,True,active,2020-08-06 11:33:14+00:00,3,85,True,0,,,2020-08-06 11:39:25,2020
76,86,9,False,0,True,1,True,active,2020-08-06 11:36:34+00:00,9,86,True,0,,,2020-08-06 11:39:25,2020
