,is_returning,num_ebikes_available,is_renting,num_docks_available,station_id,station_status,is_installed,num_bikes_available,eightd_has_available_keys,num_bikes_disabled,num_docks_disabled,last_reported,legacy_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,True,1,3,active,True,14,True,0,0,2020-07-27 14:46:48+00:00,3,,,2020-07-27 14:50:20,2020
1,True,0,True,8,4,active,True,11,False,0,0,2020-07-27 14:15:22+00:00,4,,,2020-07-27 14:50:20,2020
2,True,0,True,15,5,active,True,0,False,0,0,2020-07-27 14:43:56+00:00,5,,,2020-07-27 14:50:20,2020
3,True,0,True,1,6,active,True,12,False,2,0,2020-07-27 14:29:13+00:00,6,,,2020-07-27 14:50:20,2020
4,True,0,True,4,7,active,True,11,False,0,0,2020-07-27 14:14:14+00:00,7,,,2020-07-27 14:50:20,2020
5,True,0,True,12,8,active,True,6,False,1,0,2020-07-27 14:14:18+00:00,8,,,2020-07-27 14:50:20,2020
6,True,0,True,1,9,active,True,13,False,1,0,2020-07-27 14:44:26+00:00,9,,,2020-07-27 14:50:20,2020
7,True,0,True,5,10,active,True,5,False,1,0,2020-07-27 13:57:39+00:00,10,,,2020-07-27 14:50:20,2020
8,True,0,True,10,11,active,True,5,False,0,0,2020-07-27 14:49:44+00:00,11,"{'valet_revision': 69, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 65, 'off_dock_capacity': 50, 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 14:50:20,2020
9,True,0,True,0,12,active,True,18,True,0,0,2020-07-27 14:29:43+00:00,12,,,2020-07-27 14:50:20,2020
10,True,0,True,0,13,active,True,16,False,3,0,2020-07-27 14:41:18+00:00,13,,,2020-07-27 14:50:20,2020
11,True,0,True,11,14,active,True,13,False,1,0,2020-07-27 14:38:35+00:00,14,,,2020-07-27 14:50:20,2020
12,True,0,True,9,15,active,True,5,False,1,0,2020-07-27 14:49:32+00:00,15,,,2020-07-27 14:50:20,2020
13,True,0,True,7,16,active,True,11,True,1,0,2020-07-27 14:41:07+00:00,16,,,2020-07-27 14:50:20,2020
14,True,0,True,8,17,active,True,7,False,0,0,2020-07-27 14:40:00+00:00,17,,,2020-07-27 14:50:20,2020
15,True,0,True,13,19,active,True,1,False,1,0,2020-07-27 14:42:05+00:00,19,,,2020-07-27 14:50:20,2020
16,True,0,True,22,20,active,True,0,True,1,0,2020-07-27 13:59:01+00:00,20,,,2020-07-27 14:50:20,2020
17,True,0,True,8,21,active,True,9,True,1,0,2020-07-27 14:27:18+00:00,21,,,2020-07-27 14:50:20,2020
18,True,0,True,38,22,active,True,8,True,1,0,2020-07-27 14:44:50+00:00,22,,,2020-07-27 14:50:20,2020
19,True,0,True,7,23,active,True,14,False,0,0,2020-07-27 14:29:50+00:00,23,,,2020-07-27 14:50:20,2020
20,True,0,True,16,24,active,True,1,False,2,0,2020-07-27 14:31:10+00:00,24,,,2020-07-27 14:50:20,2020
21,True,0,True,10,25,active,True,5,False,0,0,2020-07-27 14:11:17+00:00,25,,,2020-07-27 14:50:20,2020
22,True,0,True,7,26,active,True,8,False,0,0,2020-07-27 14:35:06+00:00,26,,,2020-07-27 14:50:20,2020
23,True,0,True,3,27,active,True,17,False,3,0,2020-07-27 14:49:46+00:00,27,,,2020-07-27 14:50:20,2020
24,True,0,True,0,29,active,True,14,False,1,0,2020-07-27 13:01:51+00:00,29,,,2020-07-27 14:50:20,2020
25,True,0,True,2,30,active,True,13,False,0,0,2020-07-27 14:31:37+00:00,30,,,2020-07-27 14:50:20,2020
26,True,0,True,16,31,active,True,3,True,0,0,2020-07-27 13:20:48+00:00,31,,,2020-07-27 14:50:20,2020
27,True,0,True,12,32,active,True,3,False,0,0,2020-07-27 14:34:48+00:00,32,,,2020-07-27 14:50:20,2020
28,True,0,True,20,33,active,True,6,False,1,0,2020-07-27 14:36:08+00:00,33,,,2020-07-27 14:50:20,2020
29,True,0,True,7,35,active,True,16,False,0,0,2020-07-27 14:43:21+00:00,35,,,2020-07-27 14:50:20,2020
30,True,0,True,2,36,active,True,31,True,0,0,2020-07-27 14:49:52+00:00,36,,,2020-07-27 14:50:20,2020
31,True,0,True,14,37,active,True,1,True,0,0,2020-07-27 09:20:25+00:00,37,,,2020-07-27 14:50:20,2020
32,True,0,True,0,39,active,True,22,False,1,0,2020-07-27 14:47:36+00:00,39,,,2020-07-27 14:50:20,2020
33,True,0,True,14,40,active,True,5,False,0,0,2020-07-27 14:43:34+00:00,40,,,2020-07-27 14:50:20,2020
34,True,0,True,10,41,active,True,16,True,1,0,2020-07-27 14:42:40+00:00,41,,,2020-07-27 14:50:20,2020
35,True,0,True,1,42,active,True,19,False,3,0,2020-07-27 14:23:22+00:00,42,,,2020-07-27 14:50:20,2020
36,True,0,True,10,43,active,True,5,False,0,0,2020-07-27 14:22:54+00:00,43,,,2020-07-27 14:50:20,2020
37,True,0,True,20,44,active,True,3,False,0,0,2020-07-27 12:39:42+00:00,44,,,2020-07-27 14:50:20,2020
38,True,0,True,17,46,active,True,0,False,2,0,2020-07-27 14:31:16+00:00,46,,,2020-07-27 14:50:20,2020
39,True,0,True,13,47,active,True,6,True,0,0,2020-07-27 14:26:41+00:00,47,,,2020-07-27 14:50:20,2020
40,True,0,True,12,48,active,True,7,False,0,0,2020-07-27 14:17:30+00:00,48,,,2020-07-27 14:50:20,2020
41,True,0,True,4,49,active,True,14,False,0,0,2020-07-27 13:44:18+00:00,49,,,2020-07-27 14:50:20,2020
42,True,0,True,9,50,active,True,6,True,0,0,2020-07-27 14:29:48+00:00,50,,,2020-07-27 14:50:20,2020
43,False,0,False,1,51,active,True,10,False,4,0,2020-07-27 13:49:29+00:00,51,,,2020-07-27 14:50:20,2020
44,True,0,True,15,52,active,True,8,True,0,0,2020-07-27 14:32:19+00:00,52,,,2020-07-27 14:50:20,2020
45,True,0,True,11,53,active,True,6,False,2,0,2020-07-27 14:49:19+00:00,53,,,2020-07-27 14:50:20,2020
46,True,0,True,11,54,active,True,4,False,0,0,2020-07-27 14:44:40+00:00,54,,,2020-07-27 14:50:20,2020
47,True,0,True,11,55,active,True,4,False,0,0,2020-07-27 14:50:05+00:00,55,,,2020-07-27 14:50:20,2020
48,True,0,True,3,56,active,True,15,True,0,0,2020-07-27 12:53:47+00:00,56,,,2020-07-27 14:50:20,2020
49,True,0,True,10,57,active,True,4,True,0,0,2020-07-27 14:43:53+00:00,57,,,2020-07-27 14:50:20,2020
50,True,0,True,4,58,active,True,14,True,1,0,2020-07-27 14:43:30+00:00,58,,,2020-07-27 14:50:20,2020
51,True,0,True,6,59,active,True,13,True,0,0,2020-07-27 14:40:05+00:00,59,,,2020-07-27 14:50:20,2020
