,last_reported,num_bikes_available,station_id,is_installed,is_renting,num_ebikes_available,num_docks_available,legacy_id,eightd_has_available_keys,station_status,is_returning,num_bikes_disabled,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-07-29 17:05:09+00:00,6,3,True,True,0,9,3,True,active,True,0,0,,,2020-07-29 17:23:40,2020
1,2020-07-29 17:10:06+00:00,7,4,True,True,0,12,4,False,active,True,0,0,,,2020-07-29 17:23:40,2020
2,2020-07-29 17:06:21+00:00,8,5,True,True,0,7,5,False,active,True,0,0,,,2020-07-29 17:23:40,2020
3,2020-07-29 17:17:19+00:00,15,6,True,True,0,0,6,False,active,True,0,0,,,2020-07-29 17:23:40,2020
4,2020-07-29 16:19:34+00:00,3,7,True,True,0,12,7,False,active,True,0,0,,,2020-07-29 17:23:40,2020
5,2020-07-29 17:20:46+00:00,7,8,True,True,0,11,8,False,active,True,1,0,,,2020-07-29 17:23:40,2020
6,2020-07-29 17:08:11+00:00,1,9,True,True,0,13,9,False,active,True,1,0,,,2020-07-29 17:23:40,2020
7,2020-07-29 17:17:46+00:00,6,10,True,True,0,4,10,False,active,True,1,0,,,2020-07-29 17:23:40,2020
8,2020-07-29 17:12:59+00:00,11,11,True,True,0,3,11,False,active,True,1,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 69, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 50, 'region': 'BOS', 'off_dock_capacity': 50, 'active': True}",2020-07-29 17:23:40,2020
9,2020-07-29 17:16:35+00:00,10,12,True,True,0,8,12,True,active,True,0,0,,,2020-07-29 17:23:40,2020
10,2020-07-29 17:20:58+00:00,17,13,True,True,0,2,13,False,active,True,0,0,,,2020-07-29 17:23:40,2020
11,2020-07-29 17:20:22+00:00,25,14,True,True,0,0,14,False,active,True,0,0,,,2020-07-29 17:23:40,2020
12,2020-07-29 17:04:36+00:00,8,15,True,True,0,7,15,False,active,True,0,0,,,2020-07-29 17:23:40,2020
13,2020-07-29 17:14:02+00:00,10,16,True,True,0,8,16,True,active,True,1,0,,,2020-07-29 17:23:40,2020
14,2020-07-29 17:15:50+00:00,15,17,True,True,0,0,17,False,active,True,0,0,,,2020-07-29 17:23:40,2020
15,2020-07-29 17:18:58+00:00,3,19,True,True,0,12,19,False,active,True,0,0,,,2020-07-29 17:23:40,2020
