,num_bikes_available,num_docks_available,num_ebikes_available,num_bikes_disabled,is_installed,last_reported,num_docks_disabled,station_status,eightd_has_available_keys,is_returning,is_renting,station_id,legacy_id,timestamp_of_data_read_request,year_station_last_reported
0,10,4,0,1,True,2020-08-12 17:56:29+00:00,0,active,False,True,True,3,3,2020-08-12 18:14:15,2020
1,9,10,0,0,True,2020-08-12 18:04:08+00:00,0,active,False,True,True,4,4,2020-08-12 18:14:15,2020
2,7,8,0,0,True,2020-08-12 18:10:06+00:00,0,active,False,True,True,5,5,2020-08-12 18:14:15,2020
3,8,5,0,2,True,2020-08-12 18:04:23+00:00,0,active,False,True,True,6,6,2020-08-12 18:14:15,2020
4,6,9,0,0,True,2020-08-12 15:11:36+00:00,0,active,False,True,True,7,7,2020-08-12 18:14:15,2020
5,8,11,0,0,True,2020-08-12 18:01:17+00:00,0,active,False,True,True,8,8,2020-08-12 18:14:15,2020
6,7,7,0,1,True,2020-08-12 17:59:26+00:00,0,active,False,True,True,9,9,2020-08-12 18:14:15,2020
7,8,3,0,0,True,2020-08-12 16:31:41+00:00,0,active,False,True,True,10,10,2020-08-12 18:14:15,2020
8,14,0,0,1,True,2020-08-12 17:34:57+00:00,0,active,False,True,True,11,11,2020-08-12 18:14:15,2020
9,16,2,0,0,True,2020-08-12 18:08:16+00:00,0,active,True,True,True,12,12,2020-08-12 18:14:15,2020
10,7,12,0,0,True,2020-08-12 18:09:43+00:00,0,active,False,True,True,13,13,2020-08-12 18:14:15,2020
11,19,6,0,0,True,2020-08-12 18:07:09+00:00,0,active,False,True,True,14,14,2020-08-12 18:14:15,2020
12,9,6,0,0,True,2020-08-12 17:38:40+00:00,0,active,False,True,True,15,15,2020-08-12 18:14:15,2020
13,0,19,0,0,True,2020-08-12 17:41:09+00:00,0,active,True,True,True,16,16,2020-08-12 18:14:15,2020
14,2,12,0,1,True,2020-08-12 17:44:07+00:00,0,active,False,True,True,17,17,2020-08-12 18:14:15,2020
15,3,12,0,0,True,2020-08-12 17:41:21+00:00,0,active,False,True,True,19,19,2020-08-12 18:14:15,2020
16,10,13,0,0,True,2020-08-12 18:12:22+00:00,0,active,True,True,True,20,20,2020-08-12 18:14:15,2020
17,13,5,0,0,True,2020-08-12 17:57:56+00:00,0,active,True,True,True,21,21,2020-08-12 18:14:15,2020
18,13,34,0,0,True,2020-08-12 17:22:24+00:00,0,active,True,True,True,22,22,2020-08-12 18:14:15,2020
