,is_installed,is_renting,is_returning,legacy_id,station_id,num_bikes_available,station_status,num_ebikes_available,num_docks_disabled,num_bikes_disabled,num_docks_available,eightd_has_available_keys,last_reported,timestamp_of_data_read_request,year_station_last_reported
36,True,True,True,43,43,6,active,0,0,0,9,True,2020-08-21 00:04:22+00:00,2020-08-21 00:35:00,2020
37,True,True,True,44,44,7,active,0,0,0,16,False,2020-08-21 00:32:51+00:00,2020-08-21 00:35:00,2020
38,True,True,True,46,46,9,active,0,0,0,10,False,2020-08-21 00:31:19+00:00,2020-08-21 00:35:00,2020
39,True,True,True,47,47,19,active,0,0,0,0,True,2020-08-21 00:33:53+00:00,2020-08-21 00:35:00,2020
40,True,True,True,48,48,3,active,0,0,1,15,False,2020-08-21 00:19:02+00:00,2020-08-21 00:35:00,2020
41,True,True,True,49,49,13,active,0,0,0,5,False,2020-08-21 00:17:36+00:00,2020-08-21 00:35:00,2020
42,True,True,True,50,50,7,active,0,0,1,7,True,2020-08-21 00:17:08+00:00,2020-08-21 00:35:00,2020
43,True,True,True,51,51,11,active,0,0,0,4,False,2020-08-21 00:25:15+00:00,2020-08-21 00:35:00,2020
44,True,True,True,52,52,3,active,0,0,0,20,True,2020-08-21 00:29:54+00:00,2020-08-21 00:35:00,2020
45,True,True,True,53,53,12,active,0,0,0,7,False,2020-08-21 00:25:51+00:00,2020-08-21 00:35:00,2020
46,True,True,True,54,54,0,active,0,0,0,15,False,2020-08-21 00:32:39+00:00,2020-08-21 00:35:00,2020
47,True,True,True,55,55,11,active,0,0,0,4,False,2020-08-21 00:06:45+00:00,2020-08-21 00:35:00,2020
48,True,True,True,56,56,6,active,0,0,0,12,False,2020-08-21 00:28:52+00:00,2020-08-21 00:35:00,2020
49,True,True,True,57,57,7,active,0,0,0,7,True,2020-08-21 00:28:32+00:00,2020-08-21 00:35:00,2020
50,True,True,True,58,58,4,active,0,0,1,14,True,2020-08-21 00:26:29+00:00,2020-08-21 00:35:00,2020
51,True,True,True,59,59,6,active,0,0,0,13,True,2020-08-21 00:22:48+00:00,2020-08-21 00:35:00,2020
52,True,True,True,60,60,16,active,0,0,0,3,False,2020-08-21 00:32:38+00:00,2020-08-21 00:35:00,2020
53,True,True,True,61,61,13,active,0,0,0,6,False,2020-08-21 00:30:14+00:00,2020-08-21 00:35:00,2020
54,True,True,True,63,63,5,active,0,0,0,10,False,2020-08-21 00:23:38+00:00,2020-08-21 00:35:00,2020
55,True,False,False,64,64,13,active,0,0,0,6,False,2020-08-20 23:52:06+00:00,2020-08-21 00:35:00,2020
56,True,True,True,65,65,1,active,0,0,0,22,False,2020-08-20 23:30:18+00:00,2020-08-21 00:35:00,2020
57,True,True,True,66,66,13,active,0,0,0,2,False,2020-08-21 00:31:20+00:00,2020-08-21 00:35:00,2020
58,True,True,True,67,67,7,active,0,0,1,19,True,2020-08-21 00:33:47+00:00,2020-08-21 00:35:00,2020
59,True,True,True,68,68,17,active,0,0,0,2,True,2020-08-21 00:33:30+00:00,2020-08-21 00:35:00,2020
60,True,True,True,69,69,12,active,0,0,0,7,True,2020-08-21 00:25:42+00:00,2020-08-21 00:35:00,2020
61,True,True,True,70,70,14,active,0,0,1,8,False,2020-08-21 00:16:37+00:00,2020-08-21 00:35:00,2020
62,True,True,True,71,71,16,active,0,0,2,5,False,2020-08-21 00:23:54+00:00,2020-08-21 00:35:00,2020
63,True,True,True,72,72,0,active,0,0,0,23,False,2020-08-21 00:12:13+00:00,2020-08-21 00:35:00,2020
64,True,True,True,73,73,4,active,0,0,0,11,False,2020-08-21 00:18:54+00:00,2020-08-21 00:35:00,2020
65,True,True,True,74,74,17,active,0,0,2,0,True,2020-08-21 00:18:58+00:00,2020-08-21 00:35:00,2020
66,True,True,True,75,75,6,active,0,0,1,8,False,2020-08-21 00:20:36+00:00,2020-08-21 00:35:00,2020
67,True,True,True,76,76,8,active,0,0,0,9,False,2020-08-21 00:20:19+00:00,2020-08-21 00:35:00,2020
68,True,True,True,77,77,1,active,0,0,0,14,False,2020-08-21 00:20:15+00:00,2020-08-21 00:35:00,2020
69,True,True,True,78,78,10,active,0,0,0,9,False,2020-08-21 00:34:26+00:00,2020-08-21 00:35:00,2020
70,True,True,True,79,79,11,active,0,0,2,6,False,2020-08-21 00:34:46+00:00,2020-08-21 00:35:00,2020
71,True,True,True,80,80,0,active,0,0,0,35,False,2020-08-20 23:59:55+00:00,2020-08-21 00:35:00,2020
72,True,True,True,81,81,19,active,0,0,0,0,False,2020-08-21 00:34:38+00:00,2020-08-21 00:35:00,2020
73,True,True,True,82,82,3,active,0,0,0,12,False,2020-08-21 00:06:19+00:00,2020-08-21 00:35:00,2020
74,True,True,True,84,84,7,active,0,0,0,8,False,2020-08-20 23:58:40+00:00,2020-08-21 00:35:00,2020
75,True,True,True,85,85,0,active,0,0,0,19,False,2020-08-20 22:29:05+00:00,2020-08-21 00:35:00,2020
76,True,True,True,86,86,1,active,0,0,0,18,False,2020-08-21 00:22:58+00:00,2020-08-21 00:35:00,2020
77,True,True,True,87,87,7,active,0,0,1,7,False,2020-08-21 00:26:14+00:00,2020-08-21 00:35:00,2020
78,True,True,True,89,89,11,active,0,0,0,8,False,2020-08-20 23:41:14+00:00,2020-08-21 00:35:00,2020
79,True,True,True,90,90,12,active,0,0,0,7,False,2020-08-21 00:16:25+00:00,2020-08-21 00:35:00,2020
80,True,True,True,91,91,1,active,0,0,1,17,False,2020-08-21 00:27:00+00:00,2020-08-21 00:35:00,2020
81,True,True,True,92,92,8,active,0,0,1,10,False,2020-08-21 00:18:38+00:00,2020-08-21 00:35:00,2020
82,True,True,True,93,93,8,active,0,0,0,7,False,2020-08-21 00:29:42+00:00,2020-08-21 00:35:00,2020
83,True,True,True,94,94,7,active,0,0,1,3,False,2020-08-20 23:47:12+00:00,2020-08-21 00:35:00,2020
84,True,True,True,95,95,9,active,0,0,0,6,False,2020-08-21 00:29:02+00:00,2020-08-21 00:35:00,2020
85,True,True,True,96,96,10,active,0,0,0,9,False,2020-08-21 00:11:52+00:00,2020-08-21 00:35:00,2020
86,True,True,True,97,97,10,active,0,0,0,9,False,2020-08-21 00:32:01+00:00,2020-08-21 00:35:00,2020
87,True,True,True,98,98,17,active,0,0,0,6,False,2020-08-21 00:20:25+00:00,2020-08-21 00:35:00,2020
88,True,True,True,99,99,13,active,0,0,2,0,False,2020-08-21 00:33:24+00:00,2020-08-21 00:35:00,2020
89,True,True,True,100,100,13,active,0,0,1,11,True,2020-08-21 00:25:40+00:00,2020-08-21 00:35:00,2020
90,True,True,True,101,101,8,active,0,0,0,7,False,2020-08-21 00:23:19+00:00,2020-08-21 00:35:00,2020
91,True,True,True,102,102,4,active,0,0,0,11,False,2020-08-21 00:30:51+00:00,2020-08-21 00:35:00,2020
92,True,True,True,103,103,15,active,0,0,0,0,False,2020-08-21 00:27:56+00:00,2020-08-21 00:35:00,2020
93,True,True,True,104,104,2,active,0,0,0,17,False,2020-08-20 23:47:17+00:00,2020-08-21 00:35:00,2020
94,True,True,True,105,105,7,active,0,0,0,12,False,2020-08-21 00:28:31+00:00,2020-08-21 00:35:00,2020
95,True,True,True,106,106,7,active,0,0,0,8,False,2020-08-20 22:38:04+00:00,2020-08-21 00:35:00,2020
96,True,True,True,107,107,0,active,0,0,0,19,False,2020-08-21 00:14:35+00:00,2020-08-21 00:35:00,2020
97,True,True,True,108,108,0,active,0,0,0,17,False,2020-08-21 00:13:23+00:00,2020-08-21 00:35:00,2020
98,True,True,True,109,109,2,active,0,0,0,33,False,2020-08-21 00:21:29+00:00,2020-08-21 00:35:00,2020
99,True,True,True,110,110,1,active,0,0,0,14,False,2020-08-21 00:32:00+00:00,2020-08-21 00:35:00,2020
100,True,True,True,111,111,6,active,0,0,0,9,False,2020-08-20 22:33:35+00:00,2020-08-21 00:35:00,2020
101,True,True,True,112,112,5,active,0,0,0,10,False,2020-08-21 00:00:06+00:00,2020-08-21 00:35:00,2020
102,True,True,True,113,113,2,active,0,0,1,12,False,2020-08-21 00:29:27+00:00,2020-08-21 00:35:00,2020
103,True,True,True,114,114,3,active,0,0,0,12,False,2020-08-20 23:59:45+00:00,2020-08-21 00:35:00,2020
104,True,True,True,115,115,13,active,0,0,0,6,False,2020-08-21 00:31:46+00:00,2020-08-21 00:35:00,2020
105,True,True,True,116,116,1,active,0,0,0,22,False,2020-08-21 00:19:10+00:00,2020-08-21 00:35:00,2020
106,True,True,True,117,117,2,active,0,0,0,17,False,2020-08-21 00:03:47+00:00,2020-08-21 00:35:00,2020
107,True,True,True,118,118,6,active,0,0,2,11,False,2020-08-21 00:34:44+00:00,2020-08-21 00:35:00,2020
108,True,True,True,119,119,3,active,0,0,0,12,False,2020-08-21 00:33:43+00:00,2020-08-21 00:35:00,2020
109,True,True,True,120,120,6,active,0,0,1,8,False,2020-08-21 00:24:07+00:00,2020-08-21 00:35:00,2020
110,True,True,True,121,121,15,active,0,0,0,2,False,2020-08-21 00:03:10+00:00,2020-08-21 00:35:00,2020
111,True,True,True,122,122,11,active,0,0,1,3,False,2020-08-21 00:07:49+00:00,2020-08-21 00:35:00,2020
112,True,True,True,124,124,3,active,0,0,0,12,False,2020-08-21 00:34:41+00:00,2020-08-21 00:35:00,2020
113,True,True,True,125,125,7,active,0,0,1,7,False,2020-08-21 00:16:54+00:00,2020-08-21 00:35:00,2020
114,True,True,True,126,126,13,active,0,0,1,1,False,2020-08-20 22:46:02+00:00,2020-08-21 00:35:00,2020
115,True,True,True,128,128,5,active,0,0,0,14,False,2020-08-20 23:59:48+00:00,2020-08-21 00:35:00,2020
116,True,True,True,129,129,3,active,0,0,0,16,False,2020-08-21 00:29:04+00:00,2020-08-21 00:35:00,2020
117,True,True,True,130,130,10,active,0,0,0,5,False,2020-08-20 23:16:03+00:00,2020-08-21 00:35:00,2020
118,True,True,True,131,131,9,active,0,0,0,9,False,2020-08-21 00:30:28+00:00,2020-08-21 00:35:00,2020
119,True,True,True,133,133,9,active,0,0,1,13,False,2020-08-21 00:32:12+00:00,2020-08-21 00:35:00,2020
120,True,True,True,135,135,0,active,0,0,0,17,False,2020-08-21 00:18:40+00:00,2020-08-21 00:35:00,2020
121,True,True,True,136,136,0,active,0,0,0,19,False,2020-08-20 21:34:48+00:00,2020-08-21 00:35:00,2020
122,True,True,True,137,137,7,active,0,0,0,8,False,2020-08-21 00:26:01+00:00,2020-08-21 00:35:00,2020
123,True,True,True,138,138,6,active,0,0,2,7,False,2020-08-20 23:37:51+00:00,2020-08-21 00:35:00,2020
124,True,True,True,139,139,10,active,0,0,0,9,False,2020-08-21 00:11:39+00:00,2020-08-21 00:35:00,2020
125,True,True,True,140,140,15,active,0,0,0,2,False,2020-08-21 00:34:00+00:00,2020-08-21 00:35:00,2020
126,True,True,True,141,141,3,active,0,0,0,12,False,2020-08-20 23:43:26+00:00,2020-08-21 00:35:00,2020
127,True,True,True,142,142,18,active,0,0,0,5,False,2020-08-21 00:03:59+00:00,2020-08-21 00:35:00,2020
128,True,True,True,143,143,12,active,0,0,0,11,False,2020-08-20 23:22:27+00:00,2020-08-21 00:35:00,2020
129,True,True,True,144,144,18,active,0,0,0,1,False,2020-08-21 00:23:51+00:00,2020-08-21 00:35:00,2020
130,True,True,True,145,145,13,active,0,0,0,6,False,2020-08-21 00:17:13+00:00,2020-08-21 00:35:00,2020
131,True,True,True,146,146,8,active,0,0,0,11,False,2020-08-21 00:21:19+00:00,2020-08-21 00:35:00,2020
132,True,True,True,149,149,3,active,0,0,2,13,True,2020-08-21 00:33:08+00:00,2020-08-21 00:35:00,2020
133,True,True,True,150,150,6,active,0,0,0,13,False,2020-08-21 00:07:25+00:00,2020-08-21 00:35:00,2020
134,True,True,True,151,151,2,active,0,0,2,15,False,2020-08-21 00:33:03+00:00,2020-08-21 00:35:00,2020
135,True,True,True,152,152,5,active,0,0,1,9,True,2020-08-21 00:33:02+00:00,2020-08-21 00:35:00,2020
136,True,True,True,156,156,6,active,0,0,1,8,False,2020-08-21 00:01:16+00:00,2020-08-21 00:35:00,2020
137,True,True,True,157,157,9,active,0,0,1,5,False,2020-08-21 00:19:21+00:00,2020-08-21 00:35:00,2020
138,True,True,True,159,159,4,active,0,0,0,11,False,2020-08-21 00:15:17+00:00,2020-08-21 00:35:00,2020
139,True,True,True,160,160,9,active,0,0,0,5,True,2020-08-21 00:32:12+00:00,2020-08-21 00:35:00,2020
140,True,True,True,161,161,22,active,0,0,0,1,True,2020-08-21 00:32:26+00:00,2020-08-21 00:35:00,2020
141,True,True,True,162,162,6,active,0,0,0,9,False,2020-08-20 19:32:17+00:00,2020-08-21 00:35:00,2020
142,True,True,True,163,163,13,active,0,0,0,6,True,2020-08-21 00:24:28+00:00,2020-08-21 00:35:00,2020
143,True,True,True,167,167,6,active,0,0,0,9,False,2020-08-21 00:28:09+00:00,2020-08-21 00:35:00,2020
144,True,True,True,169,169,8,active,0,0,0,11,False,2020-08-20 23:56:41+00:00,2020-08-21 00:35:00,2020
145,True,True,True,170,170,7,active,0,0,0,7,True,2020-08-20 23:12:03+00:00,2020-08-21 00:35:00,2020
146,True,True,True,171,171,11,active,0,0,0,12,True,2020-08-21 00:16:26+00:00,2020-08-21 00:35:00,2020
147,True,True,True,173,173,9,active,0,0,0,5,True,2020-08-21 00:33:41+00:00,2020-08-21 00:35:00,2020
148,True,True,True,174,174,3,active,0,0,0,12,False,2020-08-21 00:29:03+00:00,2020-08-21 00:35:00,2020
149,True,True,True,175,175,6,active,0,0,2,9,True,2020-08-21 00:12:27+00:00,2020-08-21 00:35:00,2020
150,True,True,True,176,176,14,active,0,0,0,1,False,2020-08-21 00:29:28+00:00,2020-08-21 00:35:00,2020
151,True,True,True,177,177,7,active,0,0,1,11,False,2020-08-21 00:03:43+00:00,2020-08-21 00:35:00,2020
152,True,True,True,178,178,6,active,0,0,0,13,False,2020-08-21 00:30:53+00:00,2020-08-21 00:35:00,2020
153,True,True,True,179,179,15,active,0,0,0,10,False,2020-08-21 00:29:38+00:00,2020-08-21 00:35:00,2020
154,True,True,True,180,180,16,active,0,0,0,3,False,2020-08-20 23:41:43+00:00,2020-08-21 00:35:00,2020
155,True,True,True,181,181,5,active,0,0,0,14,False,2020-08-21 00:03:53+00:00,2020-08-21 00:35:00,2020
156,True,True,True,182,182,1,active,0,0,0,18,True,2020-08-21 00:28:25+00:00,2020-08-21 00:35:00,2020
157,True,True,True,183,183,3,active,0,0,0,16,False,2020-08-20 23:54:45+00:00,2020-08-21 00:35:00,2020
158,True,True,True,184,184,3,active,0,0,0,16,False,2020-08-21 00:15:57+00:00,2020-08-21 00:35:00,2020
159,True,True,True,185,185,3,active,0,0,0,12,False,2020-08-21 00:29:14+00:00,2020-08-21 00:35:00,2020
160,True,True,True,186,186,0,active,0,0,0,15,True,2020-08-21 00:24:45+00:00,2020-08-21 00:35:00,2020
161,True,True,True,187,187,2,active,0,0,0,13,False,2020-08-21 00:31:09+00:00,2020-08-21 00:35:00,2020
162,True,True,True,188,188,14,active,0,0,0,1,False,2020-08-21 00:06:17+00:00,2020-08-21 00:35:00,2020
163,True,True,True,189,189,1,active,0,0,1,21,True,2020-08-21 00:31:09+00:00,2020-08-21 00:35:00,2020
164,True,True,True,190,190,1,active,0,0,0,36,True,2020-08-21 00:29:09+00:00,2020-08-21 00:35:00,2020
165,True,True,True,191,191,1,active,0,0,0,14,False,2020-08-21 00:07:21+00:00,2020-08-21 00:35:00,2020
166,True,True,True,192,192,7,active,0,0,0,12,False,2020-08-21 00:09:34+00:00,2020-08-21 00:35:00,2020
167,True,True,True,193,193,2,active,0,0,0,13,True,2020-08-21 00:12:23+00:00,2020-08-21 00:35:00,2020
168,True,True,True,194,194,2,active,0,0,0,17,False,2020-08-20 23:40:13+00:00,2020-08-21 00:35:00,2020
169,True,True,True,195,195,8,active,0,0,0,15,False,2020-08-21 00:02:40+00:00,2020-08-21 00:35:00,2020
170,True,True,True,196,196,2,active,0,0,0,8,False,2020-08-20 21:12:36+00:00,2020-08-21 00:35:00,2020
171,True,True,True,197,197,7,active,0,0,1,7,False,2020-08-21 00:07:51+00:00,2020-08-21 00:35:00,2020
172,True,True,True,199,199,9,active,0,0,0,6,False,2020-08-20 23:26:19+00:00,2020-08-21 00:35:00,2020
173,True,True,True,200,200,18,active,0,0,0,1,False,2020-08-20 23:55:16+00:00,2020-08-21 00:35:00,2020
174,True,True,True,201,201,2,active,0,0,0,13,False,2020-08-21 00:30:51+00:00,2020-08-21 00:35:00,2020
175,True,True,True,202,202,3,active,0,0,0,12,False,2020-08-20 22:22:54+00:00,2020-08-21 00:35:00,2020
176,True,True,True,203,203,6,active,0,0,0,9,False,2020-08-20 16:40:31+00:00,2020-08-21 00:35:00,2020
177,True,True,True,204,204,3,active,0,0,1,11,False,2020-08-20 23:52:23+00:00,2020-08-21 00:35:00,2020
178,True,True,True,205,205,4,active,0,0,0,11,False,2020-08-20 23:26:54+00:00,2020-08-21 00:35:00,2020
179,True,True,True,206,206,1,active,0,0,0,22,True,2020-08-21 00:29:23+00:00,2020-08-21 00:35:00,2020
180,True,True,True,208,208,10,active,0,0,1,4,True,2020-08-20 22:55:27+00:00,2020-08-21 00:35:00,2020
181,True,True,True,209,209,8,active,0,0,1,6,False,2020-08-21 00:02:31+00:00,2020-08-21 00:35:00,2020
182,True,True,True,210,210,0,active,0,0,1,14,False,2020-08-20 18:49:02+00:00,2020-08-21 00:35:00,2020
183,True,True,True,211,211,9,active,0,0,0,10,False,2020-08-21 00:03:31+00:00,2020-08-21 00:35:00,2020
184,True,True,True,212,212,3,active,0,0,1,29,False,2020-08-21 00:28:55+00:00,2020-08-21 00:35:00,2020
185,True,True,True,213,213,1,active,0,0,0,15,True,2020-08-20 23:52:59+00:00,2020-08-21 00:35:00,2020
186,True,True,True,214,214,1,active,0,0,0,14,False,2020-08-21 00:06:31+00:00,2020-08-21 00:35:00,2020
187,True,True,True,215,215,10,active,0,0,3,2,False,2020-08-20 23:54:59+00:00,2020-08-21 00:35:00,2020
188,True,True,True,216,216,11,active,0,0,0,8,False,2020-08-20 21:35:16+00:00,2020-08-21 00:35:00,2020
189,True,True,True,217,217,0,active,0,0,1,18,False,2020-08-21 00:25:50+00:00,2020-08-21 00:35:00,2020
190,True,True,True,218,218,11,active,0,0,0,4,False,2020-08-21 00:30:50+00:00,2020-08-21 00:35:00,2020
191,True,True,True,219,219,5,active,0,0,0,10,False,2020-08-20 21:16:00+00:00,2020-08-21 00:35:00,2020
192,True,True,True,221,221,9,active,0,0,1,9,False,2020-08-21 00:23:41+00:00,2020-08-21 00:35:00,2020
193,True,True,True,222,222,4,active,0,0,0,10,True,2020-08-20 23:47:37+00:00,2020-08-21 00:35:00,2020
194,True,True,True,224,224,10,active,0,0,2,5,False,2020-08-20 23:45:00+00:00,2020-08-21 00:35:00,2020
195,True,True,True,225,225,13,active,0,0,0,6,False,2020-08-21 00:33:50+00:00,2020-08-21 00:35:00,2020
196,True,True,True,226,226,15,active,0,0,0,0,False,2020-08-21 00:19:22+00:00,2020-08-21 00:35:00,2020
197,True,True,True,227,227,7,active,0,0,0,12,False,2020-08-21 00:34:52+00:00,2020-08-21 00:35:00,2020
198,True,True,True,228,228,9,active,0,0,0,10,False,2020-08-21 00:15:21+00:00,2020-08-21 00:35:00,2020
199,True,True,True,232,232,1,active,0,0,0,10,False,2020-08-20 22:50:01+00:00,2020-08-21 00:35:00,2020
200,True,True,True,233,233,14,active,0,0,0,1,False,2020-08-21 00:29:35+00:00,2020-08-21 00:35:00,2020
201,True,True,True,234,234,5,active,0,0,0,10,False,2020-08-20 22:55:09+00:00,2020-08-21 00:35:00,2020
202,True,True,True,235,235,7,active,0,0,0,8,False,2020-08-21 00:27:42+00:00,2020-08-21 00:35:00,2020
203,True,True,True,236,236,13,active,0,0,0,2,False,2020-08-21 00:21:51+00:00,2020-08-21 00:35:00,2020
204,True,True,True,239,239,7,active,0,0,1,7,False,2020-08-21 00:29:07+00:00,2020-08-21 00:35:00,2020
205,True,True,True,255,255,6,active,0,0,0,9,False,2020-08-19 14:52:54+00:00,2020-08-21 00:35:00,2020
206,True,True,True,258,258,11,active,0,0,0,4,False,2020-08-21 00:18:57+00:00,2020-08-21 00:35:00,2020
207,True,True,True,259,259,9,active,0,0,0,6,False,2020-08-20 08:49:49+00:00,2020-08-21 00:35:00,2020
208,True,True,True,260,260,5,active,0,0,0,10,False,2020-08-20 21:42:06+00:00,2020-08-21 00:35:00,2020
209,True,True,True,271,271,10,active,0,0,0,5,False,2020-08-20 22:50:38+00:00,2020-08-21 00:35:00,2020
210,True,True,True,272,272,9,active,0,0,0,10,False,2020-08-21 00:26:45+00:00,2020-08-21 00:35:00,2020
211,True,True,True,273,273,31,active,0,0,0,9,False,2020-08-21 00:20:21+00:00,2020-08-21 00:35:00,2020
212,True,True,True,279,279,19,active,0,0,0,0,False,2020-08-20 23:20:52+00:00,2020-08-21 00:35:00,2020
213,True,True,True,280,280,17,active,0,0,0,2,False,2020-08-20 22:45:17+00:00,2020-08-21 00:35:00,2020
214,True,True,True,282,282,11,active,0,0,1,3,False,2020-08-20 23:48:50+00:00,2020-08-21 00:35:00,2020
215,True,True,True,296,296,5,active,0,0,1,17,False,2020-08-20 23:59:52+00:00,2020-08-21 00:35:00,2020
216,True,True,True,318,318,0,active,0,0,0,19,False,2020-08-21 00:26:24+00:00,2020-08-21 00:35:00,2020
217,True,True,True,319,319,5,active,0,0,0,20,False,2020-08-20 23:12:45+00:00,2020-08-21 00:35:00,2020
218,True,True,True,327,327,6,active,0,0,0,9,False,2020-08-21 00:33:40+00:00,2020-08-21 00:35:00,2020
219,True,True,True,328,328,14,active,0,0,0,1,False,2020-08-21 00:29:23+00:00,2020-08-21 00:35:00,2020
220,True,True,True,329,329,5,active,0,0,1,9,False,2020-08-21 00:18:08+00:00,2020-08-21 00:35:00,2020
221,True,True,True,330,330,5,active,0,0,0,10,False,2020-08-21 00:04:43+00:00,2020-08-21 00:35:00,2020
222,True,True,True,331,331,1,active,0,0,0,14,False,2020-08-21 00:33:47+00:00,2020-08-21 00:35:00,2020
223,True,True,True,332,332,8,active,0,0,0,7,False,2020-08-21 00:29:04+00:00,2020-08-21 00:35:00,2020
224,True,True,True,333,333,18,active,0,0,0,7,False,2020-08-20 23:50:39+00:00,2020-08-21 00:35:00,2020
225,True,True,True,334,334,18,active,0,0,0,1,False,2020-08-21 00:34:17+00:00,2020-08-21 00:35:00,2020
226,True,True,True,335,335,10,active,0,0,0,9,False,2020-08-21 00:31:27+00:00,2020-08-21 00:35:00,2020
227,True,True,True,336,336,3,active,0,0,0,12,False,2020-08-20 21:34:57+00:00,2020-08-21 00:35:00,2020
228,True,True,True,337,337,15,active,0,0,0,0,False,2020-08-20 22:28:37+00:00,2020-08-21 00:35:00,2020
229,True,True,True,338,338,14,active,0,0,0,1,False,2020-08-21 00:23:46+00:00,2020-08-21 00:35:00,2020
230,True,True,True,339,339,15,active,0,0,0,0,False,2020-08-20 15:22:04+00:00,2020-08-21 00:35:00,2020
231,True,True,True,340,340,14,active,0,0,0,5,False,2020-08-20 08:51:25+00:00,2020-08-21 00:35:00,2020
232,True,True,True,341,341,14,active,0,0,0,1,True,2020-08-21 00:22:52+00:00,2020-08-21 00:35:00,2020
