,num_docks_disabled,num_ebikes_available,is_renting,eightd_has_available_keys,station_id,num_bikes_available,num_docks_available,is_installed,legacy_id,last_reported,num_bikes_disabled,station_status,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,0,True,False,3,14,1,True,3,2020-08-06 17:13:25+00:00,0,active,True,,,2020-08-06 17:16:45,2020
1,0,0,True,False,4,12,6,True,4,2020-08-06 17:14:54+00:00,1,active,True,,,2020-08-06 17:16:45,2020
2,0,0,True,False,5,1,13,True,5,2020-08-06 17:14:36+00:00,1,active,True,,,2020-08-06 17:16:45,2020
3,0,0,True,False,6,10,3,True,6,2020-08-06 16:40:40+00:00,2,active,True,,,2020-08-06 17:16:45,2020
4,0,0,True,False,7,5,10,True,7,2020-08-06 15:48:24+00:00,0,active,True,,,2020-08-06 17:16:45,2020
5,0,0,True,False,8,0,19,True,8,2020-08-06 17:14:22+00:00,0,active,True,,,2020-08-06 17:16:45,2020
6,0,0,True,False,9,9,6,True,9,2020-08-06 17:01:43+00:00,0,active,True,,,2020-08-06 17:16:45,2020
7,0,0,True,False,10,5,6,True,10,2020-08-06 16:52:17+00:00,0,active,True,,,2020-08-06 17:16:45,2020
8,0,0,True,False,11,11,3,True,11,2020-08-06 17:12:39+00:00,1,active,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 48, 'valet_revision': 79}",2020-08-06 17:16:45,2020
9,0,0,True,True,12,18,0,True,12,2020-08-06 17:13:27+00:00,0,active,True,,,2020-08-06 17:16:45,2020
10,0,0,True,False,13,16,3,True,13,2020-08-06 17:07:34+00:00,0,active,True,,,2020-08-06 17:16:45,2020
11,0,0,True,False,14,19,3,True,14,2020-08-06 17:14:10+00:00,3,active,True,,,2020-08-06 17:16:45,2020
12,0,0,True,False,15,6,9,True,15,2020-08-06 15:23:43+00:00,0,active,True,,,2020-08-06 17:16:45,2020
13,0,0,True,True,16,2,17,True,16,2020-08-06 16:59:15+00:00,0,active,True,,,2020-08-06 17:16:45,2020
14,0,0,True,False,17,0,15,True,17,2020-08-06 16:15:55+00:00,0,active,True,,,2020-08-06 17:16:45,2020
15,0,0,True,False,19,2,13,True,19,2020-08-06 16:55:55+00:00,0,active,True,,,2020-08-06 17:16:45,2020
16,0,0,True,True,20,0,23,True,20,2020-08-06 17:05:00+00:00,0,active,True,,,2020-08-06 17:16:45,2020
17,0,0,True,True,21,2,16,True,21,2020-08-06 16:53:50+00:00,0,active,True,,,2020-08-06 17:16:45,2020
18,0,0,True,True,22,22,25,True,22,2020-08-06 17:11:33+00:00,0,active,True,,,2020-08-06 17:16:45,2020
19,0,0,True,True,23,18,3,True,23,2020-08-06 17:04:18+00:00,0,active,True,,,2020-08-06 17:16:45,2020
20,0,0,True,False,24,17,2,True,24,2020-08-06 16:19:39+00:00,0,active,True,,,2020-08-06 17:16:45,2020
21,0,0,True,False,25,2,12,True,25,2020-08-06 17:07:17+00:00,1,active,True,,,2020-08-06 17:16:45,2020
22,0,0,True,False,26,1,13,True,26,2020-08-06 17:08:05+00:00,1,active,True,,,2020-08-06 17:16:45,2020
23,0,0,True,False,27,11,10,True,27,2020-08-06 16:10:49+00:00,2,active,True,,,2020-08-06 17:16:45,2020
24,0,0,True,False,29,6,8,True,29,2020-08-06 16:20:59+00:00,1,active,True,,,2020-08-06 17:16:45,2020
25,0,0,True,False,30,8,7,True,30,2020-08-06 17:12:23+00:00,0,active,True,,,2020-08-06 17:16:45,2020
26,0,0,True,True,31,0,19,True,31,2020-08-06 16:07:22+00:00,0,active,True,,,2020-08-06 17:16:45,2020
27,0,0,True,False,32,1,14,True,32,2020-08-06 17:13:33+00:00,0,active,True,,,2020-08-06 17:16:45,2020
28,0,0,True,False,33,10,17,True,33,2020-08-06 17:01:49+00:00,0,active,True,,,2020-08-06 17:16:45,2020
29,0,0,True,False,35,12,11,True,35,2020-08-06 16:53:48+00:00,0,active,True,,,2020-08-06 17:16:45,2020
30,0,0,True,True,36,26,6,True,36,2020-08-06 17:12:39+00:00,1,active,True,,,2020-08-06 17:16:45,2020
31,0,0,True,True,37,10,5,True,37,2020-08-06 14:36:03+00:00,0,active,True,,,2020-08-06 17:16:45,2020
32,0,0,True,False,39,13,10,True,39,2020-08-06 17:15:31+00:00,0,active,True,,,2020-08-06 17:16:45,2020
33,0,0,True,False,40,13,5,True,40,2020-08-06 17:10:33+00:00,1,active,True,,,2020-08-06 17:16:45,2020
34,0,0,True,True,41,10,17,True,41,2020-08-06 16:48:33+00:00,0,active,True,,,2020-08-06 17:16:45,2020
35,0,0,True,False,42,10,10,True,42,2020-08-06 17:07:55+00:00,3,active,True,,,2020-08-06 17:16:45,2020
36,0,0,True,True,43,11,4,True,43,2020-08-06 17:13:21+00:00,0,active,True,,,2020-08-06 17:16:45,2020
37,0,0,True,False,44,15,8,True,44,2020-08-06 15:57:41+00:00,0,active,True,,,2020-08-06 17:16:45,2020
38,0,0,True,False,46,3,16,True,46,2020-08-06 17:16:35+00:00,0,active,True,,,2020-08-06 17:16:45,2020
39,0,0,True,True,47,6,13,True,47,2020-08-06 17:10:49+00:00,0,active,True,,,2020-08-06 17:16:45,2020
40,0,0,True,False,48,10,9,True,48,2020-08-06 16:58:25+00:00,0,active,True,,,2020-08-06 17:16:45,2020
41,0,0,True,False,49,16,2,True,49,2020-08-06 16:48:34+00:00,0,active,True,,,2020-08-06 17:16:45,2020
42,0,0,True,True,50,12,3,True,50,2020-08-06 17:04:10+00:00,0,active,True,,,2020-08-06 17:16:45,2020
43,0,0,True,False,51,3,12,True,51,2020-08-06 16:02:41+00:00,0,active,True,,,2020-08-06 17:16:45,2020
44,0,0,True,True,52,11,12,True,52,2020-08-06 16:56:54+00:00,0,active,True,,,2020-08-06 17:16:45,2020
45,0,0,True,False,53,18,0,True,53,2020-08-06 17:07:57+00:00,1,active,True,,,2020-08-06 17:16:45,2020
46,0,0,True,False,54,14,0,True,54,2020-08-06 16:46:56+00:00,1,active,True,,,2020-08-06 17:16:45,2020
47,0,0,True,False,55,9,5,True,55,2020-08-06 17:11:47+00:00,1,active,True,,,2020-08-06 17:16:45,2020
48,0,0,True,True,56,7,11,True,56,2020-08-06 16:13:00+00:00,0,active,True,,,2020-08-06 17:16:45,2020
49,0,0,True,True,57,8,5,True,57,2020-08-06 17:15:55+00:00,1,active,True,,,2020-08-06 17:16:45,2020
50,0,0,True,True,58,11,7,True,58,2020-08-06 17:06:33+00:00,1,active,True,,,2020-08-06 17:16:45,2020
51,0,0,True,True,59,19,0,True,59,2020-08-06 16:04:13+00:00,0,active,True,,,2020-08-06 17:16:45,2020
52,0,0,True,False,60,13,5,True,60,2020-08-06 17:14:20+00:00,1,active,True,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 40, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 35, 'valet_revision': 69}",2020-08-06 17:16:45,2020
53,0,0,True,False,61,15,4,True,61,2020-08-06 17:12:28+00:00,0,active,True,,,2020-08-06 17:16:45,2020
54,0,0,True,False,63,1,14,True,63,2020-08-06 15:56:43+00:00,0,active,True,,,2020-08-06 17:16:45,2020
55,0,0,True,False,64,6,13,True,64,2020-08-06 17:03:55+00:00,0,active,True,,,2020-08-06 17:16:45,2020
56,0,0,True,False,65,4,18,True,65,2020-08-06 13:09:20+00:00,1,active,True,,,2020-08-06 17:16:45,2020
57,0,0,True,False,66,2,13,True,66,2020-08-06 17:06:54+00:00,0,active,True,,,2020-08-06 17:16:45,2020
58,0,0,True,True,67,14,13,True,67,2020-08-06 17:14:48+00:00,0,active,True,,,2020-08-06 17:16:45,2020
59,0,0,True,True,68,17,1,True,68,2020-08-06 17:15:23+00:00,1,active,True,,,2020-08-06 17:16:45,2020
60,0,0,True,True,69,11,8,True,69,2020-08-06 17:15:21+00:00,0,active,True,,,2020-08-06 17:16:45,2020
61,0,0,True,False,70,20,3,True,70,2020-08-06 17:05:13+00:00,0,active,True,,,2020-08-06 17:16:45,2020
62,0,0,True,False,71,16,7,True,71,2020-08-06 17:13:56+00:00,0,active,True,,,2020-08-06 17:16:45,2020
63,0,0,True,False,72,14,9,True,72,2020-08-06 17:04:04+00:00,0,active,True,,,2020-08-06 17:16:45,2020
64,0,0,True,False,73,8,6,True,73,2020-08-06 17:10:21+00:00,1,active,True,,,2020-08-06 17:16:45,2020
65,0,0,True,True,74,7,12,True,74,2020-08-06 16:47:44+00:00,0,active,True,,,2020-08-06 17:16:45,2020
66,0,0,True,False,75,15,0,True,75,2020-08-06 17:16:22+00:00,0,active,True,,,2020-08-06 17:16:45,2020
67,0,0,True,False,76,10,7,True,76,2020-08-06 17:05:31+00:00,0,active,True,,,2020-08-06 17:16:45,2020
68,0,0,True,False,77,2,13,True,77,2020-08-06 17:11:16+00:00,0,active,True,,,2020-08-06 17:16:45,2020
69,0,0,True,False,78,12,7,True,78,2020-08-06 16:56:56+00:00,0,active,True,,,2020-08-06 17:16:45,2020
70,0,0,True,False,79,4,15,True,79,2020-08-06 17:10:56+00:00,0,active,True,,,2020-08-06 17:16:45,2020
71,0,0,True,False,80,31,4,True,80,2020-08-06 17:05:18+00:00,0,active,True,,,2020-08-06 17:16:45,2020
72,0,0,True,False,81,11,8,True,81,2020-08-06 17:07:32+00:00,0,active,True,,,2020-08-06 17:16:45,2020
73,0,0,True,False,82,3,12,True,82,2020-08-06 13:35:20+00:00,0,active,True,,,2020-08-06 17:16:45,2020
74,0,0,True,False,84,9,6,True,84,2020-08-06 17:04:13+00:00,0,active,True,,,2020-08-06 17:16:45,2020
75,0,0,True,False,85,17,2,True,85,2020-08-06 16:59:33+00:00,0,active,True,,,2020-08-06 17:16:45,2020
76,0,0,True,False,86,8,10,True,86,2020-08-06 16:56:02+00:00,1,active,True,,,2020-08-06 17:16:45,2020
77,0,0,True,False,87,7,8,True,87,2020-08-06 16:37:10+00:00,0,active,True,,,2020-08-06 17:16:45,2020
78,0,0,True,False,89,9,9,True,89,2020-08-06 16:23:26+00:00,1,active,True,,,2020-08-06 17:16:45,2020
