,eightd_has_available_keys,num_docks_available,num_bikes_available,num_docks_disabled,station_id,station_status,legacy_id,last_reported,num_bikes_disabled,is_installed,is_renting,num_ebikes_available,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,False,13,2,0,3,active,3,2020-08-07 01:11:47+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
1,False,2,17,0,4,active,4,2020-08-07 01:12:55+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
2,False,4,10,0,5,active,5,2020-08-07 01:13:45+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
3,False,13,1,0,6,active,6,2020-08-07 01:05:41+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
4,False,6,9,0,7,active,7,2020-08-07 01:13:01+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
5,False,12,7,0,8,active,8,2020-08-07 01:01:51+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
6,False,6,8,0,9,active,9,2020-08-07 00:18:51+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
7,False,3,8,0,10,active,10,2020-08-07 01:17:02+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
8,False,14,0,0,11,active,11,2020-08-06 23:10:04+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
9,True,14,4,0,12,active,12,2020-08-07 01:10:59+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
10,False,18,1,0,13,active,13,2020-08-07 00:52:55+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
11,False,22,1,0,14,active,14,2020-08-07 00:55:29+00:00,2,True,True,0,True,,,2020-08-07 01:18:00,2020
12,False,6,9,0,15,active,15,2020-08-07 00:49:35+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
13,True,12,7,0,16,active,16,2020-08-07 00:33:40+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
14,False,9,4,0,17,active,17,2020-08-07 00:42:37+00:00,2,True,True,0,True,,,2020-08-07 01:18:00,2020
15,False,10,5,0,19,active,19,2020-08-07 00:52:03+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
16,True,19,3,0,20,active,20,2020-08-07 01:17:28+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
17,True,4,14,0,21,active,21,2020-08-07 01:13:54+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
18,True,27,19,0,22,active,22,2020-08-07 01:16:29+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
19,True,3,18,0,23,active,23,2020-08-07 01:16:55+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
20,False,8,10,0,24,active,24,2020-08-07 01:10:12+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
21,False,2,12,0,25,active,25,2020-08-07 00:43:13+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
22,False,4,10,0,26,active,26,2020-08-07 01:01:15+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
23,False,5,17,0,27,active,27,2020-08-07 01:01:13+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
24,False,7,7,0,29,active,29,2020-08-07 00:18:47+00:00,1,True,True,0,True,,,2020-08-07 01:18:00,2020
25,False,11,4,0,30,active,30,2020-08-07 01:17:35+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
26,True,5,14,0,31,active,31,2020-08-07 00:50:09+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
27,False,14,1,0,32,active,32,2020-08-07 01:16:16+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
28,False,12,15,0,33,active,33,2020-08-07 00:55:17+00:00,0,True,True,0,True,,,2020-08-07 01:18:00,2020
