,num_docks_disabled,last_reported,num_ebikes_available,station_status,num_docks_available,is_installed,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,legacy_id,is_returning,station_id,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-15 20:15:03+00:00,0,active,13,True,0,False,2,3,True,3,True,,,2020-08-15 20:17:45,2020
1,0,2020-08-15 20:12:26+00:00,0,active,11,True,1,False,7,4,True,4,True,,,2020-08-15 20:17:45,2020
2,0,2020-08-15 20:11:38+00:00,0,active,11,True,2,False,2,5,True,5,True,,,2020-08-15 20:17:45,2020
3,0,2020-08-15 20:09:49+00:00,0,active,13,True,2,False,0,6,True,6,True,,,2020-08-15 20:17:45,2020
4,0,2020-08-15 20:10:38+00:00,0,active,7,True,1,False,7,7,True,7,True,,,2020-08-15 20:17:45,2020
5,0,2020-08-15 20:00:12+00:00,0,active,14,True,1,False,4,8,True,8,True,,,2020-08-15 20:17:45,2020
6,0,2020-08-15 20:05:53+00:00,0,active,1,True,1,False,13,9,True,9,True,,,2020-08-15 20:17:45,2020
7,0,2020-08-15 18:56:20+00:00,0,active,3,True,0,False,8,10,True,10,True,,,2020-08-15 20:17:45,2020
8,0,2020-08-15 20:14:32+00:00,0,active,4,True,1,False,10,11,True,11,True,,,2020-08-15 20:17:45,2020
9,0,2020-08-15 20:06:34+00:00,0,active,6,True,1,True,11,12,True,12,True,,,2020-08-15 20:17:45,2020
10,0,2020-08-15 20:12:16+00:00,0,active,10,True,0,False,9,13,True,13,True,,,2020-08-15 20:17:45,2020
11,0,2020-08-15 20:16:41+00:00,0,active,8,True,1,False,16,14,True,14,True,,,2020-08-15 20:17:45,2020
12,0,2020-08-15 18:45:00+00:00,0,active,8,True,1,False,6,15,True,15,True,,,2020-08-15 20:17:45,2020
13,0,2020-08-15 20:16:40+00:00,0,active,12,True,0,True,7,16,True,16,True,,,2020-08-15 20:17:45,2020
14,0,2020-08-15 19:34:07+00:00,0,active,14,True,1,False,0,17,True,17,True,,,2020-08-15 20:17:45,2020
15,0,2020-08-15 19:58:47+00:00,0,active,13,True,0,False,2,19,True,19,True,,,2020-08-15 20:17:45,2020
16,0,2020-08-15 20:12:19+00:00,0,active,10,True,0,True,13,20,True,20,True,,,2020-08-15 20:17:45,2020
17,0,2020-08-15 20:13:27+00:00,0,active,4,True,0,True,14,21,True,21,True,,,2020-08-15 20:17:45,2020
18,0,2020-08-15 20:15:17+00:00,0,active,18,True,0,True,29,22,True,22,True,,,2020-08-15 20:17:45,2020
19,0,2020-08-15 20:16:54+00:00,0,active,18,True,0,False,3,23,True,23,True,,,2020-08-15 20:17:45,2020
20,0,2020-08-15 20:04:29+00:00,0,active,7,True,1,False,11,24,True,24,True,,,2020-08-15 20:17:45,2020
21,0,2020-08-15 20:03:23+00:00,0,active,8,True,0,False,7,25,True,25,True,,,2020-08-15 20:17:45,2020
22,0,2020-08-15 20:01:07+00:00,0,active,8,True,0,False,7,26,True,26,True,,,2020-08-15 20:17:45,2020
