,num_docks_available,num_docks_disabled,station_id,num_ebikes_available,legacy_id,eightd_has_available_keys,num_bikes_disabled,is_returning,is_renting,last_reported,station_status,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
218,13,0,319,0,319,False,0,True,True,2020-07-11 23:16:07+00:00,active,12,True,,,2020-07-11 23:29:50,2020
219,6,0,327,0,327,False,0,True,True,2020-07-11 23:04:17+00:00,active,9,True,,,2020-07-11 23:29:50,2020
220,13,0,328,0,328,False,0,True,True,2020-07-11 23:20:38+00:00,active,2,True,,,2020-07-11 23:29:50,2020
221,9,0,329,0,329,False,1,True,True,2020-07-11 23:17:18+00:00,active,5,True,,,2020-07-11 23:29:50,2020
222,7,0,330,0,330,False,0,True,True,2020-07-11 22:31:54+00:00,active,8,True,,,2020-07-11 23:29:50,2020
223,14,0,331,0,331,False,0,True,True,2020-07-11 23:19:38+00:00,active,1,True,,,2020-07-11 23:29:50,2020
224,11,0,332,0,332,False,0,True,True,2020-07-11 23:26:28+00:00,active,4,True,,,2020-07-11 23:29:50,2020
225,8,0,333,0,333,False,0,True,True,2020-07-11 23:14:19+00:00,active,17,True,,,2020-07-11 23:29:50,2020
226,9,0,334,0,334,False,0,True,True,2020-07-11 23:27:08+00:00,active,10,True,,,2020-07-11 23:29:50,2020
227,16,0,335,0,335,False,0,True,True,2020-07-11 23:26:03+00:00,active,3,True,,,2020-07-11 23:29:50,2020
228,5,0,336,0,336,False,0,True,True,2020-07-11 21:02:05+00:00,active,10,True,,,2020-07-11 23:29:50,2020
229,2,0,337,0,337,False,0,True,True,2020-07-11 21:59:12+00:00,active,13,True,,,2020-07-11 23:29:50,2020
230,15,0,338,0,338,False,0,True,True,2020-07-11 22:02:01+00:00,active,0,True,,,2020-07-11 23:29:50,2020
231,1,0,339,0,339,False,0,True,True,2020-07-11 23:10:42+00:00,active,14,True,,,2020-07-11 23:29:50,2020
232,1,0,340,0,340,False,0,True,True,2020-07-11 19:12:18+00:00,active,18,True,,,2020-07-11 23:29:50,2020
233,1,0,341,0,341,True,0,True,True,2020-07-11 19:37:07+00:00,active,14,True,,,2020-07-11 23:29:50,2020
234,8,0,342,0,342,False,0,True,True,2020-07-11 23:29:41+00:00,active,7,True,,,2020-07-11 23:29:50,2020
235,0,0,343,0,343,False,0,True,True,2020-07-11 08:48:20+00:00,active,15,True,,,2020-07-11 23:29:50,2020
236,17,0,344,0,344,False,0,True,True,2020-07-11 23:29:42+00:00,active,2,True,,,2020-07-11 23:29:50,2020
237,11,0,345,0,345,False,1,True,True,2020-07-11 23:15:39+00:00,active,7,True,,,2020-07-11 23:29:50,2020
238,10,0,346,0,346,False,1,True,True,2020-07-11 23:24:28+00:00,active,4,True,,,2020-07-11 23:29:50,2020
239,7,0,347,0,347,False,1,True,True,2020-07-11 19:24:22+00:00,active,7,True,,,2020-07-11 23:29:50,2020
240,13,0,348,0,348,False,0,True,True,2020-07-11 22:44:04+00:00,active,2,True,,,2020-07-11 23:29:50,2020
241,16,0,349,0,349,True,1,True,True,2020-07-11 15:10:36+00:00,active,0,True,,,2020-07-11 23:29:50,2020
242,9,0,350,0,350,False,1,True,True,2020-07-11 13:27:37+00:00,active,7,True,,,2020-07-11 23:29:50,2020
243,8,0,351,0,351,False,0,True,True,2020-07-11 21:51:50+00:00,active,7,True,,,2020-07-11 23:29:50,2020
244,13,0,352,0,352,False,0,True,True,2020-07-11 23:23:31+00:00,active,2,True,,,2020-07-11 23:29:50,2020
245,5,0,353,0,353,True,0,True,True,2020-07-11 08:53:12+00:00,active,10,True,,,2020-07-11 23:29:50,2020
246,13,0,354,0,354,False,0,True,True,2020-07-11 23:18:24+00:00,active,2,True,,,2020-07-11 23:29:50,2020
247,11,0,355,0,355,False,0,True,True,2020-07-11 23:00:09+00:00,active,6,True,,,2020-07-11 23:29:50,2020
248,22,0,356,0,356,False,1,True,True,2020-07-11 23:27:52+00:00,active,0,True,,,2020-07-11 23:29:50,2020
249,0,0,357,0,357,False,0,True,True,2020-07-11 23:08:22+00:00,active,15,True,,,2020-07-11 23:29:50,2020
250,9,0,358,0,358,False,0,True,True,2020-07-11 22:42:31+00:00,active,10,True,,,2020-07-11 23:29:50,2020
251,10,0,359,0,359,False,0,True,True,2020-07-11 23:16:43+00:00,active,5,True,,,2020-07-11 23:29:50,2020
252,12,0,360,0,360,False,0,True,True,2020-07-11 22:40:53+00:00,active,3,True,,,2020-07-11 23:29:50,2020
253,7,0,361,0,361,False,1,True,True,2020-07-11 23:19:34+00:00,active,11,True,,,2020-07-11 23:29:50,2020
254,15,0,362,0,362,False,2,True,True,2020-07-11 23:05:04+00:00,active,2,True,,,2020-07-11 23:29:50,2020
255,0,0,363,0,363,False,0,True,True,2020-07-11 23:22:13+00:00,active,19,True,,,2020-07-11 23:29:50,2020
256,11,0,364,0,364,False,0,True,True,2020-07-11 23:25:05+00:00,active,8,True,,,2020-07-11 23:29:50,2020
257,13,0,365,0,365,False,0,True,True,2020-07-11 23:23:48+00:00,active,6,True,,,2020-07-11 23:29:50,2020
258,1,0,366,0,366,False,0,True,True,2020-07-11 23:21:39+00:00,active,14,True,,,2020-07-11 23:29:50,2020
259,4,0,367,0,367,False,0,True,True,2020-07-11 21:48:12+00:00,active,15,True,,,2020-07-11 23:29:50,2020
260,15,0,368,0,368,False,0,True,True,2020-07-11 21:53:57+00:00,active,0,True,,,2020-07-11 23:29:50,2020
261,8,0,369,0,369,False,0,True,True,2020-07-11 23:25:03+00:00,active,7,True,,,2020-07-11 23:29:50,2020
262,14,0,370,0,370,False,1,True,True,2020-07-11 23:20:11+00:00,active,4,True,,,2020-07-11 23:29:50,2020
263,10,0,371,0,371,False,0,True,True,2020-07-11 22:39:31+00:00,active,9,True,,,2020-07-11 23:29:50,2020
264,19,0,372,0,372,False,0,True,True,2020-07-11 22:34:21+00:00,active,0,True,,,2020-07-11 23:29:50,2020
265,9,0,373,0,373,False,0,True,True,2020-07-11 21:02:56+00:00,active,6,True,,,2020-07-11 23:29:50,2020
266,15,0,374,0,374,False,0,True,True,2020-07-11 23:21:57+00:00,active,4,True,,,2020-07-11 23:29:50,2020
267,4,0,376,0,376,True,0,True,True,2020-07-11 23:25:54+00:00,active,11,True,,,2020-07-11 23:29:50,2020
268,16,0,377,0,377,False,0,True,True,2020-07-11 23:06:45+00:00,active,3,True,,,2020-07-11 23:29:50,2020
269,15,0,378,0,378,False,0,True,True,2020-07-11 23:12:28+00:00,active,4,True,,,2020-07-11 23:29:50,2020
270,1,0,379,0,379,False,0,True,True,2020-07-11 23:08:39+00:00,active,14,True,,,2020-07-11 23:29:50,2020
271,17,0,380,0,380,False,0,True,True,2020-07-11 23:06:57+00:00,active,1,True,,,2020-07-11 23:29:50,2020
272,7,0,381,0,381,False,0,True,True,2020-07-11 23:25:54+00:00,active,12,True,,,2020-07-11 23:29:50,2020
273,4,0,384,0,384,True,1,True,True,2020-07-11 23:15:40+00:00,active,14,True,,,2020-07-11 23:29:50,2020
274,14,1,385,0,385,False,0,True,True,2020-07-11 23:27:56+00:00,active,0,True,,,2020-07-11 23:29:50,2020
275,13,0,386,0,386,False,1,True,True,2020-07-11 23:29:38+00:00,active,5,True,,,2020-07-11 23:29:50,2020
276,1,0,387,0,387,False,1,True,True,2020-07-11 20:40:40+00:00,active,13,True,,,2020-07-11 23:29:50,2020
277,6,0,388,0,388,False,0,True,True,2020-07-11 18:52:57+00:00,active,5,True,,,2020-07-11 23:29:50,2020
278,0,0,389,0,389,False,0,True,True,2020-07-11 18:14:40+00:00,active,14,True,,,2020-07-11 23:29:50,2020
279,3,0,390,0,390,False,0,True,True,2020-07-11 21:23:44+00:00,active,12,True,,,2020-07-11 23:29:50,2020
280,4,0,391,0,391,False,1,True,True,2020-07-11 22:50:52+00:00,active,10,True,,,2020-07-11 23:29:50,2020
281,10,0,392,0,392,False,0,True,True,2020-07-11 18:18:06+00:00,active,5,True,,,2020-07-11 23:29:50,2020
282,11,0,393,0,393,False,0,True,True,2020-07-11 08:58:32+00:00,active,4,True,,,2020-07-11 23:29:50,2020
283,11,0,394,0,394,False,0,True,True,2020-07-11 12:25:48+00:00,active,3,True,,,2020-07-11 23:29:50,2020
284,3,0,395,0,395,False,0,True,True,2020-07-11 19:57:46+00:00,active,12,True,,,2020-07-11 23:29:50,2020
285,10,0,396,0,396,False,0,True,True,2020-07-11 23:24:50+00:00,active,5,True,,,2020-07-11 23:29:50,2020
286,8,0,397,0,397,False,0,True,True,2020-07-11 23:25:41+00:00,active,7,True,,,2020-07-11 23:29:50,2020
287,9,0,398,0,398,False,0,True,True,2020-07-11 22:38:47+00:00,active,10,True,,,2020-07-11 23:29:50,2020
288,14,0,399,0,399,False,0,True,True,2020-07-11 23:29:33+00:00,active,1,True,,,2020-07-11 23:29:50,2020
289,23,0,400,0,400,False,0,True,True,2020-07-11 22:52:16+00:00,active,4,True,,,2020-07-11 23:29:50,2020
290,10,0,401,0,401,False,0,True,True,2020-07-11 23:24:50+00:00,active,5,True,,,2020-07-11 23:29:50,2020
291,15,0,402,0,402,False,0,True,True,2020-07-11 21:46:13+00:00,active,0,True,,,2020-07-11 23:29:50,2020
292,11,0,403,0,403,False,0,True,True,2020-07-11 23:21:18+00:00,active,4,True,,,2020-07-11 23:29:50,2020
293,8,0,404,0,404,False,0,True,True,2020-07-11 23:17:39+00:00,active,8,True,,,2020-07-11 23:29:50,2020
294,7,0,405,0,405,False,0,True,True,2020-07-11 23:14:48+00:00,active,12,True,,,2020-07-11 23:29:50,2020
295,7,0,406,0,406,False,0,True,True,2020-07-11 23:13:17+00:00,active,8,True,,,2020-07-11 23:29:50,2020
296,19,0,407,0,407,False,0,True,True,2020-07-11 22:09:54+00:00,active,0,True,,,2020-07-11 23:29:50,2020
297,10,0,408,0,408,False,0,True,True,2020-07-11 20:10:36+00:00,active,5,True,,,2020-07-11 23:29:50,2020
298,17,0,409,0,409,False,0,True,True,2020-07-11 23:19:39+00:00,active,2,True,,,2020-07-11 23:29:50,2020
299,6,0,410,0,410,False,0,True,True,2020-07-11 23:22:43+00:00,active,13,True,,,2020-07-11 23:29:50,2020
300,3,0,411,0,411,False,0,True,True,2020-07-11 23:16:56+00:00,active,12,True,,,2020-07-11 23:29:50,2020
301,4,0,412,0,412,False,0,True,True,2020-07-11 23:18:54+00:00,active,15,True,,,2020-07-11 23:29:50,2020
302,11,0,413,0,413,False,0,True,True,2020-07-11 23:27:15+00:00,active,8,True,,,2020-07-11 23:29:50,2020
303,15,0,414,0,414,False,0,True,True,2020-07-11 22:37:43+00:00,active,8,True,,,2020-07-11 23:29:50,2020
304,5,0,415,0,415,False,0,True,True,2020-07-11 23:13:45+00:00,active,14,True,,,2020-07-11 23:29:50,2020
305,8,0,416,0,416,False,0,True,True,2020-07-11 23:28:23+00:00,active,7,True,,,2020-07-11 23:29:50,2020
306,16,0,417,0,417,False,1,True,True,2020-07-11 22:38:58+00:00,active,2,True,,,2020-07-11 23:29:50,2020
307,4,0,419,0,419,False,0,True,True,2020-07-11 23:28:01+00:00,active,11,True,,,2020-07-11 23:29:50,2020
308,0,0,420,0,420,False,0,False,False,1970-01-02 00:00:00+00:00,out_of_service,0,False,,,2020-07-11 23:29:50,1970
309,4,0,421,0,421,False,0,True,True,2020-07-11 20:51:21+00:00,active,15,True,,,2020-07-11 23:29:50,2020
310,3,0,422,0,422,False,0,True,True,2020-07-11 19:39:37+00:00,active,12,True,,,2020-07-11 23:29:50,2020
311,0,0,423,0,423,False,0,True,True,2020-07-11 16:43:24+00:00,active,19,True,,,2020-07-11 23:29:50,2020
312,9,0,424,0,424,False,0,True,True,2020-07-11 21:53:20+00:00,active,10,True,,,2020-07-11 23:29:50,2020
313,11,0,425,0,425,False,0,True,True,2020-07-11 22:21:01+00:00,active,5,True,,,2020-07-11 23:29:50,2020
314,22,0,426,0,426,False,0,True,True,2020-07-11 23:16:35+00:00,active,5,True,,,2020-07-11 23:29:50,2020
315,15,0,427,0,427,False,0,True,True,2020-07-11 18:35:22+00:00,active,4,True,,,2020-07-11 23:29:50,2020
316,8,0,428,0,428,False,0,True,True,2020-07-11 23:22:00+00:00,active,11,True,,,2020-07-11 23:29:50,2020
317,8,0,430,0,430,False,0,True,True,2020-07-11 23:00:38+00:00,active,11,True,,,2020-07-11 23:29:50,2020
318,14,0,431,0,431,False,0,True,True,2020-07-11 21:55:08+00:00,active,1,True,,,2020-07-11 23:29:50,2020
319,14,0,432,0,432,False,0,True,True,2020-07-11 20:53:52+00:00,active,5,True,,,2020-07-11 23:29:50,2020
320,19,0,433,0,433,False,0,True,True,2020-07-10 14:26:38+00:00,active,0,True,,,2020-07-11 23:29:50,2020
321,6,0,434,0,434,False,0,True,True,2020-07-11 21:44:58+00:00,active,13,True,,,2020-07-11 23:29:50,2020
322,3,0,435,0,435,False,0,True,True,2020-07-11 23:10:10+00:00,active,12,True,,,2020-07-11 23:29:50,2020
323,7,0,436,0,436,False,2,True,True,2020-07-11 23:26:01+00:00,active,6,True,,,2020-07-11 23:29:50,2020
324,9,0,437,0,437,False,0,True,True,2020-07-11 22:49:08+00:00,active,10,True,,,2020-07-11 23:29:50,2020
325,1,0,440,0,440,False,0,True,True,2020-07-11 23:26:23+00:00,active,16,True,,,2020-07-11 23:29:50,2020
326,3,0,441,0,441,False,1,True,True,2020-07-11 23:16:49+00:00,active,15,True,,,2020-07-11 23:29:50,2020
327,8,0,442,0,442,False,0,True,True,2020-07-11 23:25:17+00:00,active,7,True,,,2020-07-11 23:29:50,2020
328,15,0,443,0,443,False,0,True,True,2020-07-11 23:00:32+00:00,active,4,True,,,2020-07-11 23:29:50,2020
329,1,0,445,0,445,False,0,True,True,2020-07-11 22:23:09+00:00,active,18,True,,,2020-07-11 23:29:50,2020
330,5,0,446,0,446,False,0,True,True,2020-07-11 23:27:19+00:00,active,7,True,,,2020-07-11 23:29:50,2020
331,19,0,447,0,447,False,0,True,True,2020-07-11 23:13:44+00:00,active,0,True,,,2020-07-11 23:29:50,2020
332,7,0,448,0,448,False,0,True,True,2020-07-11 14:00:56+00:00,active,4,True,,,2020-07-11 23:29:50,2020
333,0,0,449,0,449,False,0,True,True,1970-01-02 00:00:00+00:00,out_of_service,0,False,,,2020-07-11 23:29:50,1970
334,14,0,450,0,450,False,0,True,True,2020-07-11 23:05:38+00:00,active,1,True,,,2020-07-11 23:29:50,2020
335,14,0,451,0,451,False,0,True,True,2020-07-11 23:19:35+00:00,active,1,True,,,2020-07-11 23:29:50,2020
336,13,0,452,0,452,False,1,True,True,2020-07-11 23:24:20+00:00,active,1,True,,,2020-07-11 23:29:50,2020
337,12,0,453,0,453,False,1,True,True,2020-07-11 22:51:22+00:00,active,2,True,,,2020-07-11 23:29:50,2020
