,num_docks_available,num_docks_disabled,station_id,num_ebikes_available,legacy_id,eightd_has_available_keys,num_bikes_disabled,is_returning,is_renting,last_reported,station_status,num_bikes_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
79,15,0,90,0,90,False,1,True,True,2020-07-11 23:14:10+00:00,active,3,True,,,2020-07-11 23:29:50,2020
80,7,0,91,0,91,False,1,True,True,2020-07-11 23:29:37+00:00,active,11,True,,,2020-07-11 23:29:50,2020
81,13,0,92,0,92,False,0,True,True,2020-07-11 23:12:50+00:00,active,6,True,,,2020-07-11 23:29:50,2020
82,0,0,93,0,93,False,2,True,True,2020-07-11 22:24:34+00:00,active,13,True,,,2020-07-11 23:29:50,2020
83,0,0,94,0,94,False,0,True,True,2020-07-11 23:29:01+00:00,active,11,True,,,2020-07-11 23:29:50,2020
84,5,0,95,0,95,False,1,True,True,2020-07-11 23:20:54+00:00,active,9,True,,,2020-07-11 23:29:50,2020
85,9,0,96,0,96,False,0,True,True,2020-07-11 23:21:40+00:00,active,10,True,,,2020-07-11 23:29:50,2020
86,8,0,97,0,97,False,0,True,True,2020-07-11 23:29:36+00:00,active,11,True,,,2020-07-11 23:29:50,2020
87,12,0,98,0,98,False,1,True,True,2020-07-11 22:59:30+00:00,active,10,True,,,2020-07-11 23:29:50,2020
88,8,0,99,0,99,False,0,True,True,2020-07-11 22:47:43+00:00,active,7,True,,,2020-07-11 23:29:50,2020
89,15,0,100,0,100,True,1,True,True,2020-07-11 23:28:51+00:00,active,9,True,,,2020-07-11 23:29:50,2020
90,6,0,101,0,101,False,0,True,True,2020-07-11 22:36:39+00:00,active,9,True,,,2020-07-11 23:29:50,2020
91,9,0,102,0,102,False,0,True,True,2020-07-11 23:27:11+00:00,active,6,True,,,2020-07-11 23:29:50,2020
92,13,0,103,0,103,False,0,True,True,2020-07-11 22:14:29+00:00,active,2,True,,,2020-07-11 23:29:50,2020
93,1,0,104,0,104,False,0,True,True,2020-07-11 23:25:54+00:00,active,18,True,,,2020-07-11 23:29:50,2020
94,8,0,105,0,105,False,3,True,True,2020-07-11 23:26:53+00:00,active,8,True,,,2020-07-11 23:29:50,2020
95,4,0,106,0,106,False,0,True,True,2020-07-11 22:07:32+00:00,active,11,True,,,2020-07-11 23:29:50,2020
96,16,0,107,0,107,False,0,True,True,2020-07-11 23:27:52+00:00,active,3,True,,,2020-07-11 23:29:50,2020
97,13,0,108,0,108,False,1,True,True,2020-07-11 23:15:16+00:00,active,3,True,,,2020-07-11 23:29:50,2020
98,33,0,109,0,109,False,0,True,True,2020-07-11 23:23:39+00:00,active,2,True,,,2020-07-11 23:29:50,2020
99,10,0,110,0,110,False,0,True,True,2020-07-11 23:00:09+00:00,active,5,True,,,2020-07-11 23:29:50,2020
100,13,0,111,0,111,False,0,True,True,2020-07-11 22:11:35+00:00,active,2,True,,,2020-07-11 23:29:50,2020
101,8,0,112,0,112,False,1,True,True,2020-07-11 20:44:49+00:00,active,6,True,,,2020-07-11 23:29:50,2020
102,11,0,113,0,113,False,1,True,True,2020-07-11 23:16:12+00:00,active,3,True,,,2020-07-11 23:29:50,2020
103,8,0,114,0,114,False,1,True,True,2020-07-11 23:23:27+00:00,active,6,True,,,2020-07-11 23:29:50,2020
104,9,0,115,0,115,False,0,True,True,2020-07-11 23:23:24+00:00,active,10,True,,,2020-07-11 23:29:50,2020
105,11,0,116,0,116,False,0,True,True,2020-07-11 23:29:08+00:00,active,12,True,,,2020-07-11 23:29:50,2020
106,11,0,117,0,117,False,0,True,True,2020-07-11 22:56:15+00:00,active,8,True,,,2020-07-11 23:29:50,2020
107,1,0,118,0,118,False,1,True,True,2020-07-11 23:24:06+00:00,active,17,True,,,2020-07-11 23:29:50,2020
108,6,0,119,0,119,False,1,True,True,2020-07-11 23:17:01+00:00,active,8,True,,,2020-07-11 23:29:50,2020
109,15,0,120,0,120,False,0,True,True,2020-07-11 23:29:05+00:00,active,0,True,,,2020-07-11 23:29:50,2020
110,2,0,121,0,121,False,1,True,True,2020-07-11 22:50:34+00:00,active,14,True,,,2020-07-11 23:29:50,2020
111,2,0,122,0,122,False,0,True,True,2020-07-11 23:04:30+00:00,active,13,True,,,2020-07-11 23:29:50,2020
112,9,0,124,0,124,False,0,True,True,2020-07-11 21:10:44+00:00,active,6,True,,,2020-07-11 23:29:50,2020
113,0,0,125,0,125,False,0,True,True,2020-07-11 23:11:34+00:00,active,15,True,,,2020-07-11 23:29:50,2020
114,12,0,126,0,126,False,0,True,True,2020-07-11 23:10:56+00:00,active,3,True,,,2020-07-11 23:29:50,2020
115,1,0,128,0,128,False,0,True,True,2020-07-11 22:08:40+00:00,active,18,True,,,2020-07-11 23:29:50,2020
116,2,0,129,0,129,False,0,True,True,2020-07-11 20:40:28+00:00,active,17,True,,,2020-07-11 23:29:50,2020
117,1,0,130,0,130,False,0,True,True,2020-07-11 22:26:57+00:00,active,14,True,,,2020-07-11 23:29:50,2020
118,6,0,131,0,131,False,1,True,True,2020-07-11 23:25:03+00:00,active,11,True,,,2020-07-11 23:29:50,2020
119,11,0,133,0,133,False,1,True,True,2020-07-11 23:27:15+00:00,active,11,True,,,2020-07-11 23:29:50,2020
120,13,0,134,0,134,False,1,True,True,2020-07-11 23:19:50+00:00,active,1,True,,,2020-07-11 23:29:50,2020
121,15,0,135,0,135,False,0,True,True,2020-07-11 22:43:55+00:00,active,2,True,,,2020-07-11 23:29:50,2020
122,18,0,136,0,136,False,0,True,True,2020-07-11 22:47:52+00:00,active,1,True,,,2020-07-11 23:29:50,2020
123,12,0,137,0,137,False,0,True,True,2020-07-11 22:20:57+00:00,active,3,True,,,2020-07-11 23:29:50,2020
124,6,0,138,0,138,False,1,True,True,2020-07-11 23:23:53+00:00,active,8,True,,,2020-07-11 23:29:50,2020
125,16,0,139,0,139,False,1,True,True,2020-07-11 23:25:35+00:00,active,2,True,,,2020-07-11 23:29:50,2020
126,0,0,140,0,140,False,2,True,True,2020-07-11 23:18:41+00:00,active,15,True,,,2020-07-11 23:29:50,2020
127,10,0,141,0,141,False,0,True,True,2020-07-11 23:29:46+00:00,active,5,True,,,2020-07-11 23:29:50,2020
128,23,0,142,0,142,False,0,True,True,2020-07-11 23:10:49+00:00,active,0,True,,,2020-07-11 23:29:50,2020
129,22,0,143,0,143,False,1,True,True,2020-07-11 23:29:13+00:00,active,0,True,,,2020-07-11 23:29:50,2020
130,4,0,144,0,144,False,1,True,True,2020-07-11 23:06:58+00:00,active,14,True,,,2020-07-11 23:29:50,2020
131,2,0,145,0,145,False,0,True,True,2020-07-11 22:48:54+00:00,active,17,True,,,2020-07-11 23:29:50,2020
132,19,0,146,0,146,False,0,True,True,2020-07-11 23:12:07+00:00,active,0,True,,,2020-07-11 23:29:50,2020
133,3,0,149,0,149,True,0,True,True,2020-07-11 23:28:42+00:00,active,15,True,,,2020-07-11 23:29:50,2020
134,7,0,150,0,150,False,0,True,True,2020-07-11 21:53:23+00:00,active,12,True,,,2020-07-11 23:29:50,2020
135,11,0,151,0,151,False,1,True,True,2020-07-11 23:20:57+00:00,active,7,True,,,2020-07-11 23:29:50,2020
136,1,0,152,0,152,True,0,True,True,2020-07-11 23:23:58+00:00,active,14,True,,,2020-07-11 23:29:50,2020
137,10,0,156,0,156,False,0,True,True,2020-07-11 23:08:37+00:00,active,5,True,,,2020-07-11 23:29:50,2020
138,0,0,157,0,157,False,2,True,True,2020-07-11 23:09:18+00:00,active,13,True,,,2020-07-11 23:29:50,2020
139,8,0,159,0,159,False,1,True,True,2020-07-11 22:48:12+00:00,active,6,True,,,2020-07-11 23:29:50,2020
140,12,0,160,0,160,True,0,True,True,2020-07-11 23:15:03+00:00,active,2,True,,,2020-07-11 23:29:50,2020
141,17,0,161,0,161,True,0,True,True,2020-07-11 23:29:06+00:00,active,6,True,,,2020-07-11 23:29:50,2020
142,12,0,162,0,162,False,1,True,True,2020-07-11 21:28:09+00:00,active,2,True,,,2020-07-11 23:29:50,2020
143,6,0,163,0,163,True,0,True,True,2020-07-11 22:13:44+00:00,active,13,True,,,2020-07-11 23:29:50,2020
144,12,0,167,0,167,False,0,True,True,2020-07-11 23:11:14+00:00,active,3,True,,,2020-07-11 23:29:50,2020
145,17,0,169,0,169,False,0,True,True,2020-07-11 22:57:31+00:00,active,2,True,,,2020-07-11 23:29:50,2020
146,14,0,170,0,170,True,0,True,True,2020-07-11 17:31:39+00:00,active,0,True,,,2020-07-11 23:29:50,2020
147,13,0,171,0,171,True,0,True,True,2020-07-11 23:22:35+00:00,active,10,True,,,2020-07-11 23:29:50,2020
148,6,0,173,0,173,True,0,True,True,2020-07-11 23:04:12+00:00,active,8,True,,,2020-07-11 23:29:50,2020
149,8,0,174,0,174,False,0,True,True,2020-07-11 22:01:21+00:00,active,7,True,,,2020-07-11 23:29:50,2020
150,15,0,175,0,175,True,1,True,True,2020-07-11 23:17:01+00:00,active,1,True,,,2020-07-11 23:29:50,2020
151,6,0,176,0,176,False,0,True,True,2020-07-11 23:25:36+00:00,active,9,True,,,2020-07-11 23:29:50,2020
152,16,0,177,0,177,False,0,True,True,2020-07-11 23:29:13+00:00,active,3,True,,,2020-07-11 23:29:50,2020
153,8,0,178,0,178,False,0,True,True,2020-07-11 23:20:24+00:00,active,11,True,,,2020-07-11 23:29:50,2020
154,12,0,179,0,179,False,0,True,True,2020-07-11 23:21:16+00:00,active,13,True,,,2020-07-11 23:29:50,2020
155,12,0,180,0,180,False,0,True,True,2020-07-11 23:16:32+00:00,active,7,True,,,2020-07-11 23:29:50,2020
156,11,0,181,0,181,False,0,True,True,2020-07-11 23:27:19+00:00,active,8,True,,,2020-07-11 23:29:50,2020
157,18,0,182,0,182,True,1,True,True,2020-07-11 23:27:48+00:00,active,0,True,,,2020-07-11 23:29:50,2020
158,19,0,183,0,183,False,0,True,True,2020-07-11 22:53:04+00:00,active,0,True,,,2020-07-11 23:29:50,2020
159,5,0,184,0,184,False,0,True,True,2020-07-11 23:16:26+00:00,active,14,True,,,2020-07-11 23:29:50,2020
160,14,0,185,0,185,False,0,True,True,2020-07-11 23:17:16+00:00,active,1,True,,,2020-07-11 23:29:50,2020
161,3,0,186,0,186,True,0,True,True,2020-07-11 23:27:42+00:00,active,12,True,,,2020-07-11 23:29:50,2020
162,12,0,187,0,187,False,0,True,True,2020-07-11 23:08:01+00:00,active,3,True,,,2020-07-11 23:29:50,2020
163,13,0,188,0,188,False,0,True,True,2020-07-11 23:24:17+00:00,active,2,True,,,2020-07-11 23:29:50,2020
164,22,0,189,0,189,True,0,True,True,2020-07-11 23:02:12+00:00,active,1,True,,,2020-07-11 23:29:50,2020
165,33,0,190,0,190,True,3,True,True,2020-07-11 23:29:12+00:00,active,1,True,,,2020-07-11 23:29:50,2020
166,5,0,191,0,191,False,0,True,True,2020-07-11 23:04:42+00:00,active,10,True,,,2020-07-11 23:29:50,2020
167,10,0,192,0,192,False,0,True,True,2020-07-11 23:20:39+00:00,active,9,True,,,2020-07-11 23:29:50,2020
168,10,0,193,0,193,True,0,True,True,2020-07-11 23:26:52+00:00,active,5,True,,,2020-07-11 23:29:50,2020
169,5,0,194,0,194,False,0,True,True,2020-07-11 22:16:11+00:00,active,14,True,,,2020-07-11 23:29:50,2020
170,16,0,195,0,195,False,0,True,True,2020-07-11 23:21:39+00:00,active,7,True,,,2020-07-11 23:29:50,2020
171,9,0,196,0,196,True,0,True,True,2020-07-11 23:08:43+00:00,active,1,True,,,2020-07-11 23:29:50,2020
172,2,0,197,0,197,False,0,True,True,2020-07-11 20:03:49+00:00,active,13,True,,,2020-07-11 23:29:50,2020
173,2,0,199,0,199,False,0,True,True,2020-07-11 19:14:43+00:00,active,13,True,,,2020-07-11 23:29:50,2020
174,10,0,200,0,200,False,2,True,True,2020-07-11 22:17:27+00:00,active,7,True,,,2020-07-11 23:29:50,2020
175,11,0,201,0,201,False,0,True,True,2020-07-11 22:19:38+00:00,active,4,True,,,2020-07-11 23:29:50,2020
176,10,0,202,0,202,False,0,True,True,2020-07-11 23:25:59+00:00,active,5,True,,,2020-07-11 23:29:50,2020
177,0,0,203,0,203,False,0,True,True,2020-07-11 19:00:03+00:00,active,15,True,,,2020-07-11 23:29:50,2020
178,5,0,204,0,204,False,0,True,True,2020-07-11 10:52:08+00:00,active,10,True,,,2020-07-11 23:29:50,2020
179,1,0,205,0,205,False,0,True,True,2020-07-11 22:31:46+00:00,active,14,True,,,2020-07-11 23:29:50,2020
180,22,0,206,0,206,True,0,True,True,2020-07-11 23:20:27+00:00,active,1,True,,,2020-07-11 23:29:50,2020
181,10,0,208,0,208,True,1,True,True,2020-07-11 23:29:50+00:00,active,4,True,,,2020-07-11 23:29:50,2020
182,5,0,209,0,209,False,0,True,True,2020-07-11 18:48:01+00:00,active,10,True,,,2020-07-11 23:29:50,2020
183,14,0,210,0,210,False,0,True,True,2020-07-11 23:15:19+00:00,active,1,True,,,2020-07-11 23:29:50,2020
184,10,0,211,0,211,False,1,True,True,2020-07-11 23:05:07+00:00,active,8,True,,,2020-07-11 23:29:50,2020
185,30,0,212,0,212,False,0,True,True,2020-07-11 23:25:04+00:00,active,3,True,,,2020-07-11 23:29:50,2020
186,16,0,213,0,213,True,0,True,True,2020-07-11 18:25:54+00:00,active,0,True,,,2020-07-11 23:29:50,2020
187,8,0,214,0,214,False,0,True,True,2020-07-11 23:23:55+00:00,active,7,True,,,2020-07-11 23:29:50,2020
188,7,0,215,0,215,False,1,True,True,2020-07-11 23:25:24+00:00,active,7,True,,,2020-07-11 23:29:50,2020
189,5,0,216,0,216,False,0,True,True,2020-07-11 23:23:57+00:00,active,14,True,,,2020-07-11 23:29:50,2020
190,2,0,217,0,217,False,0,True,True,2020-07-11 23:28:23+00:00,active,17,True,,,2020-07-11 23:29:50,2020
191,0,0,218,0,218,False,0,True,True,2020-07-11 23:29:37+00:00,active,15,True,,,2020-07-11 23:29:50,2020
192,14,0,219,0,219,False,0,True,True,2020-07-11 20:27:29+00:00,active,1,True,,,2020-07-11 23:29:50,2020
193,19,0,221,0,221,False,0,True,True,2020-07-11 23:22:39+00:00,active,0,True,,,2020-07-11 23:29:50,2020
194,5,0,222,0,222,True,0,True,True,2020-07-11 22:19:05+00:00,active,9,True,,,2020-07-11 23:29:50,2020
195,12,0,224,0,224,False,0,True,True,2020-07-11 23:20:45+00:00,active,5,True,,,2020-07-11 23:29:50,2020
196,6,0,225,0,225,False,1,True,True,2020-07-11 23:01:17+00:00,active,12,True,,,2020-07-11 23:29:50,2020
197,12,0,226,0,226,False,0,True,True,2020-07-11 23:25:54+00:00,active,3,True,,,2020-07-11 23:29:50,2020
198,10,0,227,0,227,False,2,True,True,2020-07-11 23:28:26+00:00,active,7,True,,,2020-07-11 23:29:50,2020
199,18,0,228,0,228,False,1,True,True,2020-07-11 23:28:56+00:00,active,0,True,,,2020-07-11 23:29:50,2020
200,7,0,232,0,232,False,1,True,True,2020-07-11 23:13:18+00:00,active,3,True,,,2020-07-11 23:29:50,2020
201,10,0,233,0,233,False,1,True,True,2020-07-11 23:21:55+00:00,active,4,True,,,2020-07-11 23:29:50,2020
202,14,0,234,0,234,False,0,True,True,2020-07-11 23:15:49+00:00,active,1,True,,,2020-07-11 23:29:50,2020
203,11,0,235,0,235,False,0,True,True,2020-07-11 22:40:22+00:00,active,4,True,,,2020-07-11 23:29:50,2020
204,7,0,236,0,236,False,0,True,True,2020-07-11 23:19:41+00:00,active,8,True,,,2020-07-11 23:29:50,2020
205,12,0,239,0,239,False,0,True,True,2020-07-11 22:45:23+00:00,active,3,True,,,2020-07-11 23:29:50,2020
206,15,0,255,0,255,False,0,True,True,2020-07-10 15:46:21+00:00,active,0,True,,,2020-07-11 23:29:50,2020
207,2,0,258,0,258,False,0,True,True,2020-07-11 22:20:12+00:00,active,13,True,,,2020-07-11 23:29:50,2020
208,10,0,259,0,259,False,0,True,True,2020-07-11 13:06:12+00:00,active,5,True,,,2020-07-11 23:29:50,2020
209,3,0,260,0,260,False,2,True,True,2020-07-11 23:10:52+00:00,active,10,True,,,2020-07-11 23:29:50,2020
210,6,0,271,0,271,False,0,True,True,2020-07-11 22:13:50+00:00,active,9,True,,,2020-07-11 23:29:50,2020
211,15,0,272,0,272,False,0,True,True,2020-07-11 23:20:38+00:00,active,4,True,,,2020-07-11 23:29:50,2020
212,29,0,273,0,273,False,0,True,True,2020-07-11 23:20:56+00:00,active,11,True,,,2020-07-11 23:29:50,2020
213,2,0,279,0,279,False,0,True,True,2020-07-11 23:21:26+00:00,active,17,True,,,2020-07-11 23:29:50,2020
214,15,0,280,0,280,False,0,True,True,2020-07-11 20:33:44+00:00,active,4,True,,,2020-07-11 23:29:50,2020
215,4,0,282,0,282,False,2,True,True,2020-07-11 22:56:27+00:00,active,9,True,,,2020-07-11 23:29:50,2020
216,22,0,296,0,296,False,1,True,True,2020-07-11 23:17:28+00:00,active,0,True,,,2020-07-11 23:29:50,2020
217,19,0,318,0,318,False,0,True,True,2020-07-11 21:49:20+00:00,active,0,True,,,2020-07-11 23:29:50,2020
