,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,11,9,0,0,6,0,True,True,True,2020-03-26 17:02:06+00:00,False,[{'id': 'c0697875-89a0-4400-802a-3b27b11a0129'}],2020-03-26 17:09:24,2020
1,60,14,0,0,5,0,True,True,True,2020-03-26 16:35:33+00:00,False,[{'id': 'e2eaab93-9375-4911-bcaa-6f429bbd1452'}],2020-03-26 17:09:24,2020
2,3,11,0,0,4,0,True,True,True,2020-03-26 16:47:26+00:00,True,,2020-03-26 17:09:24,2020
3,4,19,0,0,0,0,True,True,True,2020-03-26 16:48:57+00:00,False,,2020-03-26 17:09:24,2020
4,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-26 17:09:24,1970
5,6,8,0,0,7,0,True,True,True,2020-03-26 16:06:56+00:00,False,,2020-03-26 17:09:24,2020
6,7,1,0,0,14,0,True,True,True,2020-03-26 08:08:17+00:00,False,,2020-03-26 17:09:24,2020
7,8,8,0,0,11,0,True,True,True,2020-03-26 16:42:39+00:00,False,,2020-03-26 17:09:24,2020
8,9,12,0,0,3,0,True,True,True,2020-03-26 16:56:37+00:00,False,,2020-03-26 17:09:24,2020
9,10,3,0,0,8,0,True,True,True,2020-03-26 15:44:02+00:00,False,,2020-03-26 17:09:24,2020
10,12,2,0,0,16,0,True,True,True,2020-03-26 16:19:19+00:00,True,,2020-03-26 17:09:24,2020
11,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-26 17:09:24,1970
12,14,3,0,1,21,0,True,True,True,2020-03-26 12:13:17+00:00,False,,2020-03-26 17:09:24,2020
13,15,5,0,0,10,0,True,True,True,2020-03-26 13:11:13+00:00,False,,2020-03-26 17:09:24,2020
14,16,0,0,0,19,0,True,True,True,2020-03-26 08:28:13+00:00,True,,2020-03-26 17:09:24,2020
15,17,5,0,0,10,0,True,True,True,2020-03-26 16:18:59+00:00,False,,2020-03-26 17:09:24,2020
16,19,1,0,1,13,0,True,True,True,2020-03-26 16:52:46+00:00,False,,2020-03-26 17:09:24,2020
17,20,9,0,0,14,0,True,True,True,2020-03-26 17:09:21+00:00,True,,2020-03-26 17:09:24,2020
18,21,11,0,0,7,0,True,True,True,2020-03-26 16:59:46+00:00,True,,2020-03-26 17:09:24,2020
19,22,12,0,1,34,0,True,True,True,2020-03-26 16:55:00+00:00,True,,2020-03-26 17:09:24,2020
20,23,12,0,1,8,0,True,True,True,2020-03-26 13:43:16+00:00,True,,2020-03-26 17:09:24,2020
21,24,13,0,1,5,0,True,True,True,2020-03-26 17:09:21+00:00,False,,2020-03-26 17:09:24,2020
22,25,11,0,0,4,0,True,True,True,2020-03-26 14:39:23+00:00,False,,2020-03-26 17:09:24,2020
23,26,10,0,0,5,0,True,True,True,2020-03-26 16:41:58+00:00,False,,2020-03-26 17:09:24,2020
24,27,9,0,1,13,0,True,True,True,2020-03-26 16:22:20+00:00,False,,2020-03-26 17:09:24,2020
25,29,3,0,1,11,0,True,True,True,2020-03-26 16:34:36+00:00,False,,2020-03-26 17:09:24,2020
26,30,12,0,1,2,0,True,True,True,2020-03-26 15:51:20+00:00,False,,2020-03-26 17:09:24,2020
27,31,12,0,0,7,0,True,True,True,2020-03-26 14:16:11+00:00,False,,2020-03-26 17:09:24,2020
28,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-26 17:09:24,1970
29,33,15,0,0,12,0,True,True,True,2020-03-26 16:46:20+00:00,True,,2020-03-26 17:09:24,2020
30,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,,2020-03-26 17:09:24,2019
31,36,9,0,1,23,0,True,True,True,2020-03-26 16:58:42+00:00,True,,2020-03-26 17:09:24,2020
32,37,7,0,0,8,0,True,True,True,2020-03-26 17:01:20+00:00,True,,2020-03-26 17:09:24,2020
33,39,7,0,0,16,0,True,True,True,2020-03-26 16:24:38+00:00,False,,2020-03-26 17:09:24,2020
34,40,16,0,1,2,0,True,True,True,2020-03-26 17:04:01+00:00,False,,2020-03-26 17:09:24,2020
35,41,21,0,0,6,0,True,True,True,2020-03-26 17:01:13+00:00,False,,2020-03-26 17:09:24,2020
36,42,22,0,1,0,0,True,True,True,2020-03-26 16:28:57+00:00,False,,2020-03-26 17:09:24,2020
37,43,5,0,0,10,0,True,True,True,2020-03-26 08:23:06+00:00,False,,2020-03-26 17:09:24,2020
38,44,12,0,0,11,0,True,True,True,2020-03-26 08:53:10+00:00,False,,2020-03-26 17:09:24,2020
39,46,15,0,0,4,0,True,True,True,2020-03-26 16:18:47+00:00,False,,2020-03-26 17:09:24,2020
40,47,10,0,0,9,0,True,True,True,2020-03-26 16:31:46+00:00,True,,2020-03-26 17:09:24,2020
41,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,,2020-03-26 17:09:24,2020
42,49,10,0,0,8,0,True,True,True,2020-03-26 16:34:34+00:00,False,,2020-03-26 17:09:24,2020
43,51,6,0,0,9,0,True,True,True,2020-03-26 16:41:20+00:00,False,,2020-03-26 17:09:24,2020
44,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,,2020-03-26 17:09:24,1970
45,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,,2020-03-26 17:09:24,2020
46,54,8,0,0,7,0,True,True,True,2020-03-26 17:02:24+00:00,False,,2020-03-26 17:09:24,2020
47,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-26 17:09:24,1970
48,56,11,0,0,7,0,True,True,True,2020-03-26 12:49:29+00:00,False,,2020-03-26 17:09:24,2020
49,57,13,0,0,1,0,True,True,True,2020-03-26 14:26:05+00:00,True,,2020-03-26 17:09:24,2020
50,58,9,0,0,10,0,True,True,True,2020-03-26 16:46:56+00:00,True,,2020-03-26 17:09:24,2020
51,59,17,0,0,2,0,True,True,True,2020-03-26 16:46:32+00:00,True,,2020-03-26 17:09:24,2020
52,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,,2020-03-26 17:09:24,2020
