,is_installed,num_bikes_disabled,num_docks_available,is_renting,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,15,True,0,0,3,True,2020-08-01 03:22:32+00:00,active,3,0,False,,,2020-08-01 08:03:25,2020
1,True,0,18,True,0,1,4,True,2020-08-01 06:26:02+00:00,active,4,0,False,,,2020-08-01 08:03:25,2020
2,True,0,9,True,0,6,5,True,2020-08-01 06:17:08+00:00,active,5,0,False,,,2020-08-01 08:03:25,2020
3,True,0,9,True,0,6,6,True,2020-08-01 06:50:29+00:00,active,6,0,False,,,2020-08-01 08:03:25,2020
4,True,0,11,True,0,4,7,True,2020-08-01 04:29:25+00:00,active,7,0,False,,,2020-08-01 08:03:25,2020
5,True,2,5,True,0,12,8,True,2020-08-01 08:01:58+00:00,active,8,0,False,,,2020-08-01 08:03:25,2020
6,True,0,1,True,0,14,9,True,2020-08-01 06:53:02+00:00,active,9,0,False,,,2020-08-01 08:03:25,2020
7,True,1,7,True,0,3,10,True,2020-08-01 04:54:40+00:00,active,10,0,False,,,2020-08-01 08:03:25,2020
8,True,1,13,True,0,1,11,True,2020-08-01 06:17:05+00:00,active,11,0,False,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 20, 'valet_revision': 75, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 08:03:25,2020
9,True,2,16,True,0,0,12,True,2020-08-01 06:36:54+00:00,active,12,0,True,,,2020-08-01 08:03:25,2020
10,True,0,12,True,0,7,13,True,2020-08-01 04:32:14+00:00,active,13,0,False,,,2020-08-01 08:03:25,2020
11,True,0,25,True,0,0,14,True,2020-08-01 04:49:20+00:00,active,14,0,False,,,2020-08-01 08:03:25,2020
12,True,1,0,True,0,14,15,True,2020-08-01 04:09:16+00:00,active,15,0,False,,,2020-08-01 08:03:25,2020
13,True,2,1,True,0,16,16,True,2020-08-01 08:00:20+00:00,active,16,0,True,,,2020-08-01 08:03:25,2020
14,True,0,12,True,0,3,17,True,2020-08-01 07:58:12+00:00,active,17,0,False,,,2020-08-01 08:03:25,2020
15,True,0,1,True,0,14,19,True,2020-08-01 06:07:46+00:00,active,19,0,False,,,2020-08-01 08:03:25,2020
16,True,0,22,True,0,1,20,True,2020-08-01 07:55:38+00:00,active,20,0,True,,,2020-08-01 08:03:25,2020
17,True,0,16,True,0,2,21,True,2020-08-01 07:08:36+00:00,active,21,0,True,,,2020-08-01 08:03:25,2020
18,True,2,32,True,0,13,22,True,2020-08-01 06:29:05+00:00,active,22,0,True,,,2020-08-01 08:03:25,2020
19,True,1,15,True,0,5,23,True,2020-08-01 06:50:58+00:00,active,23,0,True,,,2020-08-01 08:03:25,2020
20,True,0,17,True,0,2,24,True,2020-08-01 05:31:24+00:00,active,24,0,False,,,2020-08-01 08:03:25,2020
21,True,1,2,True,0,12,25,True,2020-08-01 03:37:03+00:00,active,25,0,False,,,2020-08-01 08:03:25,2020
22,True,0,7,True,0,8,26,True,2020-08-01 08:01:49+00:00,active,26,0,False,,,2020-08-01 08:03:25,2020
23,True,2,4,True,0,17,27,True,2020-08-01 05:54:23+00:00,active,27,0,False,,,2020-08-01 08:03:25,2020
24,True,0,8,True,0,7,29,True,2020-08-01 03:29:31+00:00,active,29,0,False,,,2020-08-01 08:03:25,2020
25,True,1,6,True,0,8,30,True,2020-08-01 06:51:14+00:00,active,30,0,False,,,2020-08-01 08:03:25,2020
26,True,0,9,True,0,10,31,True,2020-08-01 05:46:49+00:00,active,31,0,True,,,2020-08-01 08:03:25,2020
27,True,3,11,True,0,1,32,True,2020-08-01 07:52:32+00:00,active,32,0,False,,,2020-08-01 08:03:25,2020
28,True,0,9,True,0,18,33,True,2020-08-01 05:30:31+00:00,active,33,0,False,,,2020-08-01 08:03:25,2020
29,True,2,19,True,0,2,35,True,2020-08-01 03:31:30+00:00,active,35,0,False,,,2020-08-01 08:03:25,2020
30,True,0,33,True,0,0,36,True,2020-08-01 05:09:09+00:00,active,36,0,True,,,2020-08-01 08:03:25,2020
31,True,0,13,True,0,2,37,True,2020-08-01 02:07:20+00:00,active,37,0,True,,,2020-08-01 08:03:25,2020
32,True,1,2,True,0,20,39,True,2020-08-01 06:49:25+00:00,active,39,0,False,,,2020-08-01 08:03:25,2020
33,True,1,1,True,0,17,40,True,2020-08-01 06:38:13+00:00,active,40,0,False,,,2020-08-01 08:03:25,2020
34,True,1,2,True,0,24,41,True,2020-08-01 07:54:56+00:00,active,41,0,True,,,2020-08-01 08:03:25,2020
35,True,0,4,True,0,19,42,True,2020-08-01 05:23:11+00:00,active,42,0,False,,,2020-08-01 08:03:25,2020
36,True,4,11,True,0,0,43,True,2020-08-01 06:55:57+00:00,active,43,0,True,,,2020-08-01 08:03:25,2020
37,True,0,23,True,0,0,44,True,2020-08-01 04:10:27+00:00,active,44,0,False,,,2020-08-01 08:03:25,2020
38,True,0,4,True,0,15,46,True,2020-08-01 08:02:42+00:00,active,46,0,False,,,2020-08-01 08:03:25,2020
39,True,0,6,True,0,13,47,True,2020-08-01 07:53:33+00:00,active,47,0,True,,,2020-08-01 08:03:25,2020
40,True,0,15,True,0,4,48,True,2020-08-01 06:43:56+00:00,active,48,0,False,,,2020-08-01 08:03:25,2020
41,True,0,15,True,0,3,49,True,2020-08-01 07:00:23+00:00,active,49,0,False,,,2020-08-01 08:03:25,2020
42,True,0,14,True,0,1,50,True,2020-08-01 06:20:08+00:00,active,50,0,True,,,2020-08-01 08:03:25,2020
43,True,1,7,True,0,7,51,True,2020-08-01 06:32:36+00:00,active,51,0,False,,,2020-08-01 08:03:25,2020
44,True,1,22,True,0,0,52,True,2020-08-01 07:55:10+00:00,active,52,0,True,,,2020-08-01 08:03:25,2020
45,True,1,8,True,0,10,53,True,2020-08-01 07:36:53+00:00,active,53,0,False,,,2020-08-01 08:03:25,2020
46,True,0,11,True,0,4,54,True,2020-08-01 06:57:51+00:00,active,54,0,False,,,2020-08-01 08:03:25,2020
47,True,1,10,True,0,4,55,True,2020-08-01 06:05:21+00:00,active,55,0,False,,,2020-08-01 08:03:25,2020
48,True,0,7,True,0,11,56,True,2020-08-01 06:47:50+00:00,active,56,0,True,,,2020-08-01 08:03:25,2020
49,True,0,2,True,0,12,57,True,2020-08-01 05:15:33+00:00,active,57,0,True,,,2020-08-01 08:03:25,2020
50,True,0,15,True,0,4,58,True,2020-08-01 06:29:39+00:00,active,58,0,True,,,2020-08-01 08:03:25,2020
51,True,0,11,True,0,8,59,True,2020-08-01 03:18:33+00:00,active,59,0,False,,,2020-08-01 08:03:25,2020
52,True,2,9,True,0,8,60,True,2020-08-01 07:45:21+00:00,active,60,0,False,"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 2, 'valet_revision': 63, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 40}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 08:03:25,2020
53,True,0,19,True,0,0,61,True,2020-08-01 07:31:57+00:00,active,61,0,False,,,2020-08-01 08:03:25,2020
54,True,0,12,True,0,3,63,True,2020-08-01 03:12:05+00:00,active,63,0,False,,,2020-08-01 08:03:25,2020
55,True,1,17,True,0,1,64,True,2020-08-01 04:40:06+00:00,active,64,0,False,,,2020-08-01 08:03:25,2020
56,True,0,0,True,0,23,65,True,2020-08-01 07:59:32+00:00,active,65,0,False,,,2020-08-01 08:03:25,2020
57,True,1,1,True,0,13,66,True,2020-08-01 07:21:48+00:00,active,66,0,False,,,2020-08-01 08:03:25,2020
58,True,3,17,True,0,7,67,True,2020-08-01 06:26:21+00:00,active,67,0,True,,,2020-08-01 08:03:25,2020
59,True,1,5,True,0,13,68,True,2020-08-01 07:54:25+00:00,active,68,0,True,,,2020-08-01 08:03:25,2020
60,True,0,0,True,0,19,69,True,2020-08-01 05:13:31+00:00,active,69,0,True,,,2020-08-01 08:03:25,2020
61,True,1,1,True,0,21,70,True,2020-08-01 03:52:53+00:00,active,70,0,False,,,2020-08-01 08:03:25,2020
62,True,0,5,True,0,18,71,True,2020-08-01 07:42:46+00:00,active,71,0,False,,,2020-08-01 08:03:25,2020
63,True,0,22,True,0,1,72,True,2020-08-01 04:53:46+00:00,active,72,0,False,,,2020-08-01 08:03:25,2020
64,True,0,9,True,0,6,73,True,2020-08-01 06:39:06+00:00,active,73,0,False,,,2020-08-01 08:03:25,2020
65,True,1,10,True,0,8,74,True,2020-08-01 07:30:32+00:00,active,74,0,True,,,2020-08-01 08:03:25,2020
66,True,0,12,True,0,3,75,True,2020-08-01 06:44:40+00:00,active,75,0,False,,,2020-08-01 08:03:25,2020
67,True,0,2,True,0,15,76,True,2020-08-01 06:13:36+00:00,active,76,0,False,,,2020-08-01 08:03:25,2020
68,True,0,8,True,0,7,77,True,2020-08-01 07:31:13+00:00,active,77,0,False,,,2020-08-01 08:03:25,2020
69,True,2,2,True,0,15,78,True,2020-08-01 07:50:00+00:00,active,78,0,False,,,2020-08-01 08:03:25,2020
70,True,0,3,True,0,16,79,True,2020-08-01 06:55:07+00:00,active,79,0,False,,,2020-08-01 08:03:25,2020
71,True,2,33,True,0,0,80,True,2020-08-01 03:00:45+00:00,active,80,0,False,,,2020-08-01 08:03:25,2020
72,True,3,16,True,0,0,81,True,2020-08-01 05:52:26+00:00,active,81,0,False,,,2020-08-01 08:03:25,2020
73,True,0,8,True,0,7,82,True,2020-08-01 03:48:14+00:00,active,82,0,False,,,2020-08-01 08:03:25,2020
74,True,0,11,True,0,4,84,True,2020-08-01 06:29:56+00:00,active,84,0,False,,,2020-08-01 08:03:25,2020
75,True,0,18,True,0,1,85,True,2020-08-01 07:50:43+00:00,active,85,0,False,,,2020-08-01 08:03:25,2020
76,True,0,8,True,0,11,86,True,2020-08-01 07:01:21+00:00,active,86,0,False,,,2020-08-01 08:03:25,2020
77,True,1,0,True,0,14,87,True,2020-08-01 07:09:01+00:00,active,87,0,False,,,2020-08-01 08:03:25,2020
78,True,0,4,True,0,15,89,True,2020-08-01 07:26:02+00:00,active,89,0,False,,,2020-08-01 08:03:25,2020
79,True,0,11,True,0,8,90,True,2020-08-01 07:08:06+00:00,active,90,0,False,,,2020-08-01 08:03:25,2020
80,True,0,15,True,0,4,91,True,2020-08-01 05:56:48+00:00,active,91,0,False,,,2020-08-01 08:03:25,2020
81,True,0,7,True,0,12,92,True,2020-07-31 23:47:39+00:00,active,92,0,False,,,2020-08-01 08:03:25,2020
82,True,3,2,True,0,10,93,True,2020-08-01 07:07:25+00:00,active,93,0,False,,,2020-08-01 08:03:25,2020
83,True,0,2,True,0,9,94,True,2020-08-01 07:05:51+00:00,active,94,0,False,,,2020-08-01 08:03:25,2020
