,num_ebikes_available,num_bikes_disabled,last_reported,station_id,is_returning,station_status,num_docks_disabled,eightd_has_available_keys,is_renting,num_docks_available,legacy_id,num_bikes_available,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,0,2020-08-04 14:22:12+00:00,3,True,active,0,True,True,2,3,13,True,,,2020-08-04 14:28:45,2020
1,0,1,2020-08-04 14:03:49+00:00,4,True,active,0,False,True,17,4,1,True,,,2020-08-04 14:28:45,2020
2,0,0,2020-08-04 14:12:56+00:00,5,True,active,0,False,True,14,5,1,True,,,2020-08-04 14:28:45,2020
3,0,1,2020-08-04 14:22:14+00:00,6,True,active,0,False,True,9,6,5,True,,,2020-08-04 14:28:45,2020
4,0,0,2020-08-04 13:59:12+00:00,7,True,active,0,False,True,5,7,10,True,,,2020-08-04 14:28:45,2020
5,0,0,2020-08-04 14:26:30+00:00,8,True,active,0,False,True,17,8,2,True,,,2020-08-04 14:28:45,2020
6,0,0,2020-08-04 13:40:48+00:00,9,True,active,0,False,True,4,9,11,True,,,2020-08-04 14:28:45,2020
7,0,1,2020-08-04 14:27:19+00:00,10,True,active,0,False,True,2,10,8,True,,,2020-08-04 14:28:45,2020
8,0,0,2020-08-04 14:28:00+00:00,11,True,active,0,False,True,8,11,7,True,"{'valet_revision': 77, 'off_dock_count': 55, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'region': 'BOS', 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-04 14:28:45,2020
9,0,0,2020-08-04 14:27:37+00:00,12,True,active,0,True,True,17,12,1,True,,,2020-08-04 14:28:45,2020
10,0,2,2020-08-04 14:23:03+00:00,13,True,active,0,False,True,3,13,14,True,,,2020-08-04 14:28:45,2020
11,0,0,2020-08-04 14:21:37+00:00,14,True,active,0,False,True,8,14,17,True,,,2020-08-04 14:28:45,2020
12,0,1,2020-08-04 13:26:24+00:00,15,True,active,0,False,True,8,15,6,True,,,2020-08-04 14:28:45,2020
13,0,1,2020-08-04 13:52:31+00:00,16,True,active,0,True,True,10,16,8,True,,,2020-08-04 14:28:45,2020
14,0,2,2020-08-04 13:51:02+00:00,17,True,active,0,False,True,9,17,4,True,,,2020-08-04 14:28:45,2020
15,0,0,2020-08-04 14:25:37+00:00,19,True,active,0,False,True,9,19,6,True,,,2020-08-04 14:28:45,2020
16,0,1,2020-08-04 13:20:49+00:00,20,True,active,0,True,True,18,20,4,True,,,2020-08-04 14:28:45,2020
17,0,0,2020-08-04 14:24:44+00:00,21,True,active,0,True,True,15,21,3,True,,,2020-08-04 14:28:45,2020
18,0,0,2020-08-04 14:10:09+00:00,22,True,active,0,True,True,38,22,9,True,,,2020-08-04 14:28:45,2020
19,0,1,2020-08-04 14:28:31+00:00,23,True,active,0,True,True,5,23,15,True,,,2020-08-04 14:28:45,2020
20,0,1,2020-08-04 14:28:35+00:00,24,True,active,0,False,True,13,24,5,True,,,2020-08-04 14:28:45,2020
21,0,0,2020-08-04 12:50:29+00:00,25,True,active,0,False,True,15,25,0,True,,,2020-08-04 14:28:45,2020
22,0,0,2020-08-04 14:09:43+00:00,26,True,active,0,False,True,10,26,5,True,,,2020-08-04 14:28:45,2020
23,0,0,2020-08-04 13:35:42+00:00,27,True,active,0,False,True,9,27,14,True,,,2020-08-04 14:28:45,2020
24,0,0,2020-08-04 12:52:14+00:00,29,True,active,0,False,True,6,29,9,True,,,2020-08-04 14:28:45,2020
25,0,3,2020-08-04 14:26:15+00:00,30,True,active,0,False,True,2,30,10,True,,,2020-08-04 14:28:45,2020
26,0,0,2020-08-04 14:00:04+00:00,31,True,active,0,True,True,18,31,1,True,,,2020-08-04 14:28:45,2020
27,0,0,2020-08-04 14:24:58+00:00,32,True,active,0,False,True,7,32,8,True,,,2020-08-04 14:28:45,2020
28,0,1,2020-08-04 14:13:55+00:00,33,True,active,0,False,True,17,33,9,True,,,2020-08-04 14:28:45,2020
29,0,0,2020-08-04 13:59:36+00:00,35,True,active,0,False,True,10,35,13,True,,,2020-08-04 14:28:45,2020
30,0,0,2020-08-04 13:58:47+00:00,36,True,active,0,True,True,30,36,3,True,,,2020-08-04 14:28:45,2020
31,0,0,2020-08-04 13:51:45+00:00,37,True,active,0,True,True,4,37,11,True,,,2020-08-04 14:28:45,2020
32,0,1,2020-08-04 14:25:03+00:00,39,True,active,0,False,True,17,39,5,True,,,2020-08-04 14:28:45,2020
33,0,2,2020-08-04 14:25:22+00:00,40,True,active,0,False,True,0,40,17,True,,,2020-08-04 14:28:45,2020
34,0,1,2020-08-04 14:28:16+00:00,41,True,active,0,True,True,12,41,14,True,,,2020-08-04 14:28:45,2020
35,0,1,2020-08-04 14:07:17+00:00,42,True,active,0,False,True,13,42,9,True,,,2020-08-04 14:28:45,2020
36,0,0,2020-08-04 14:22:45+00:00,43,True,active,0,True,True,7,43,8,True,,,2020-08-04 14:28:45,2020
37,0,1,2020-08-04 13:21:01+00:00,44,True,active,0,False,True,4,44,18,True,,,2020-08-04 14:28:45,2020
38,0,0,2020-08-04 14:27:26+00:00,46,True,active,0,False,True,15,46,4,True,,,2020-08-04 14:28:45,2020
39,0,0,2020-08-04 13:53:49+00:00,47,True,active,0,True,True,16,47,3,True,,,2020-08-04 14:28:45,2020
40,0,0,2020-08-04 14:14:39+00:00,48,True,active,0,False,True,14,48,5,True,,,2020-08-04 14:28:45,2020
41,0,1,2020-08-04 13:56:58+00:00,49,True,active,0,False,True,2,49,15,True,,,2020-08-04 14:28:45,2020
42,0,2,2020-08-04 12:54:13+00:00,50,True,active,0,True,True,0,50,13,True,,,2020-08-04 14:28:45,2020
43,0,0,2020-08-04 13:28:43+00:00,51,True,active,0,False,True,11,51,4,True,,,2020-08-04 14:28:45,2020
44,0,1,2020-08-04 14:22:20+00:00,52,True,active,0,True,True,16,52,6,True,,,2020-08-04 14:28:45,2020
45,0,0,2020-08-04 14:12:10+00:00,53,True,active,0,False,True,17,53,2,True,,,2020-08-04 14:28:45,2020
46,0,1,2020-08-04 14:00:42+00:00,54,True,active,0,False,True,4,54,10,True,,,2020-08-04 14:28:45,2020
47,0,0,2020-08-04 14:04:32+00:00,55,True,active,0,False,True,4,55,11,True,,,2020-08-04 14:28:45,2020
48,0,0,2020-08-04 14:15:41+00:00,56,True,active,0,True,True,11,56,7,True,,,2020-08-04 14:28:45,2020
49,0,1,2020-08-04 14:13:51+00:00,57,True,active,0,True,True,9,57,4,True,,,2020-08-04 14:28:45,2020
50,0,0,2020-08-04 12:34:38+00:00,58,True,active,0,True,True,19,58,0,True,,,2020-08-04 14:28:45,2020
51,0,1,2020-08-04 14:15:42+00:00,59,True,active,0,True,True,15,59,3,True,,,2020-08-04 14:28:45,2020
52,0,0,2020-08-04 14:25:57+00:00,60,True,active,0,False,True,14,60,5,True,,,2020-08-04 14:28:45,2020
53,0,1,2020-08-04 14:24:07+00:00,61,True,active,0,False,True,15,61,3,True,,,2020-08-04 14:28:45,2020
54,0,0,2020-08-04 13:17:33+00:00,63,True,active,0,False,True,9,63,6,True,,,2020-08-04 14:28:45,2020
55,0,0,2020-08-04 13:53:26+00:00,64,True,active,0,False,True,5,64,14,True,,,2020-08-04 14:28:45,2020
56,0,0,2020-08-04 13:01:52+00:00,65,True,active,0,False,True,17,65,6,True,,,2020-08-04 14:28:45,2020
57,0,0,2020-08-04 13:50:09+00:00,66,True,active,0,False,True,15,66,0,True,,,2020-08-04 14:28:45,2020
58,0,0,2020-08-04 14:24:28+00:00,67,True,active,0,True,True,16,67,11,True,,,2020-08-04 14:28:45,2020
59,0,1,2020-08-04 14:17:11+00:00,68,True,active,0,True,True,13,68,5,True,,,2020-08-04 14:28:45,2020
60,0,0,2020-08-04 13:57:50+00:00,69,True,active,0,True,True,13,69,6,True,,,2020-08-04 14:28:45,2020
61,0,1,2020-08-04 12:46:54+00:00,70,True,active,0,False,True,3,70,19,True,,,2020-08-04 14:28:45,2020
62,0,0,2020-08-04 13:44:37+00:00,71,True,active,0,False,True,14,71,9,True,,,2020-08-04 14:28:45,2020
63,0,0,2020-08-04 14:27:32+00:00,72,True,active,0,False,True,19,72,4,True,,,2020-08-04 14:28:45,2020
64,0,0,2020-08-04 14:19:40+00:00,73,True,active,0,False,True,5,73,10,True,,,2020-08-04 14:28:45,2020
65,0,0,2020-08-04 14:13:28+00:00,74,True,active,0,True,True,16,74,3,True,,,2020-08-04 14:28:45,2020
66,0,0,2020-08-04 14:15:55+00:00,75,True,active,0,False,True,12,75,3,True,,,2020-08-04 14:28:45,2020
67,0,0,2020-08-04 14:21:44+00:00,76,True,active,0,False,True,7,76,10,True,,,2020-08-04 14:28:45,2020
68,0,0,2020-08-04 13:40:36+00:00,77,True,active,0,False,True,6,77,9,True,,,2020-08-04 14:28:45,2020
69,0,0,2020-08-04 14:13:58+00:00,78,True,active,0,False,True,7,78,12,True,,,2020-08-04 14:28:45,2020
70,0,0,2020-08-04 14:23:33+00:00,79,True,active,0,False,True,14,79,5,True,,,2020-08-04 14:28:45,2020
71,0,1,2020-08-04 14:25:24+00:00,80,True,active,0,False,True,10,80,24,True,,,2020-08-04 14:28:45,2020
72,0,1,2020-08-04 14:26:07+00:00,81,True,active,0,False,True,5,81,13,True,,,2020-08-04 14:28:45,2020
73,0,0,2020-08-04 13:58:03+00:00,82,True,active,0,False,True,1,82,14,True,,,2020-08-04 14:28:45,2020
74,0,0,2020-08-04 14:26:44+00:00,84,True,active,0,False,True,10,84,5,True,,,2020-08-04 14:28:45,2020
75,0,0,2020-08-04 13:38:55+00:00,85,True,active,0,False,True,1,85,18,True,,,2020-08-04 14:28:45,2020
76,0,1,2020-08-04 14:14:10+00:00,86,True,active,0,False,True,3,86,15,True,,,2020-08-04 14:28:45,2020
77,0,1,2020-08-04 14:15:09+00:00,87,True,active,0,False,True,11,87,3,True,,,2020-08-04 14:28:45,2020
78,0,1,2020-08-04 14:13:26+00:00,89,True,active,0,False,True,7,89,11,True,,,2020-08-04 14:28:45,2020
79,0,1,2020-08-04 14:14:03+00:00,90,True,active,0,False,True,18,90,0,True,,,2020-08-04 14:28:45,2020
80,0,0,2020-08-04 13:55:37+00:00,91,True,active,0,False,True,0,91,19,True,,,2020-08-04 14:28:45,2020
81,0,0,2020-08-04 13:31:45+00:00,92,True,active,0,False,True,3,92,16,True,,,2020-08-04 14:28:45,2020
82,0,1,2020-08-04 13:24:46+00:00,93,True,active,0,False,True,1,93,13,True,,,2020-08-04 14:28:45,2020
83,0,0,2020-08-04 14:12:38+00:00,94,True,active,0,False,True,1,94,10,True,,,2020-08-04 14:28:45,2020
84,0,1,2020-08-04 13:43:17+00:00,95,True,active,0,False,True,0,95,14,True,,,2020-08-04 14:28:45,2020
85,0,0,2020-08-04 14:00:55+00:00,96,True,active,0,False,True,6,96,13,True,,,2020-08-04 14:28:45,2020
86,0,1,2020-08-04 14:16:24+00:00,97,True,active,0,False,True,6,97,12,True,,,2020-08-04 14:28:45,2020
87,0,1,2020-08-04 13:57:52+00:00,98,True,active,0,False,True,19,98,2,True,,,2020-08-04 14:28:45,2020
88,0,0,2020-08-04 14:27:53+00:00,99,True,active,0,False,True,4,99,11,True,,,2020-08-04 14:28:45,2020
89,0,1,2020-08-04 14:06:15+00:00,100,True,active,0,True,True,8,100,16,True,,,2020-08-04 14:28:45,2020
90,0,0,2020-08-04 13:33:44+00:00,101,True,active,0,False,True,1,101,14,True,,,2020-08-04 14:28:45,2020
91,0,1,2020-08-04 13:09:35+00:00,102,True,active,0,False,True,11,102,3,True,,,2020-08-04 14:28:45,2020
92,0,1,2020-08-04 14:02:05+00:00,103,True,active,0,False,True,13,103,1,True,,,2020-08-04 14:28:45,2020
93,0,1,2020-08-04 14:24:11+00:00,104,True,active,0,False,True,15,104,3,True,,,2020-08-04 14:28:45,2020
94,0,1,2020-08-04 14:27:21+00:00,105,True,active,0,False,True,12,105,6,True,,,2020-08-04 14:28:45,2020
95,0,0,2020-08-04 11:58:32+00:00,106,True,active,0,False,True,12,106,3,True,,,2020-08-04 14:28:45,2020
96,0,1,2020-08-04 14:25:00+00:00,107,True,active,0,False,True,0,107,18,True,,,2020-08-04 14:28:45,2020
97,0,1,2020-08-04 14:11:35+00:00,108,True,active,0,False,True,6,108,10,True,,,2020-08-04 14:28:45,2020
98,0,2,2020-08-04 12:15:25+00:00,109,True,active,0,False,True,16,109,17,True,,,2020-08-04 14:28:45,2020
99,0,0,2020-08-04 13:41:46+00:00,110,True,active,0,False,True,7,110,8,True,,,2020-08-04 14:28:45,2020
100,0,0,2020-08-04 11:14:33+00:00,111,True,active,0,False,True,14,111,1,True,,,2020-08-04 14:28:45,2020
101,0,0,2020-08-04 12:35:59+00:00,112,True,active,0,False,True,4,112,11,True,,,2020-08-04 14:28:45,2020
