,num_docks_available,num_bikes_disabled,num_bikes_available,station_status,num_ebikes_available,num_docks_disabled,station_id,is_renting,is_returning,legacy_id,eightd_has_available_keys,last_reported,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,1,0,14,active,0,0,3,True,True,3,False,2020-08-21 17:58:58+00:00,True,,,2020-08-21 18:04:25,2020
1,8,0,11,active,0,0,4,True,True,4,False,2020-08-21 18:02:32+00:00,True,,,2020-08-21 18:04:25,2020
2,9,0,6,active,0,0,5,True,True,5,False,2020-08-21 18:02:52+00:00,True,,,2020-08-21 18:04:25,2020
3,6,2,7,active,0,0,6,True,True,6,False,2020-08-21 17:48:18+00:00,True,,,2020-08-21 18:04:25,2020
4,12,0,3,active,0,0,7,True,True,7,False,2020-08-21 18:00:50+00:00,True,,,2020-08-21 18:04:25,2020
5,14,1,4,active,0,0,8,True,True,8,False,2020-08-21 17:38:50+00:00,True,,,2020-08-21 18:04:25,2020
6,11,0,4,active,0,0,9,True,True,9,False,2020-08-21 18:02:58+00:00,True,,,2020-08-21 18:04:25,2020
7,4,0,7,active,0,0,10,True,True,10,False,2020-08-21 17:56:44+00:00,True,,,2020-08-21 18:04:25,2020
8,0,0,15,active,0,0,11,True,True,11,False,2020-08-21 18:01:10+00:00,True,"{'off_dock_capacity': 50, 'region': 'BOS', 'valet_revision': 100, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 71, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-21 18:04:25,2020
9,0,1,17,active,0,0,12,True,True,12,True,2020-08-21 18:03:55+00:00,True,,,2020-08-21 18:04:25,2020
10,5,0,14,active,0,0,13,True,True,13,False,2020-08-21 18:00:02+00:00,True,,,2020-08-21 18:04:25,2020
11,1,1,23,active,0,0,14,True,True,14,False,2020-08-21 17:58:41+00:00,True,,,2020-08-21 18:04:25,2020
