,is_renting,station_id,last_reported,num_docks_available,eightd_has_available_keys,num_bikes_available,num_ebikes_available,num_docks_disabled,is_installed,legacy_id,station_status,num_bikes_disabled,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
220,True,329,2020-07-29 13:44:27+00:00,2,False,13,0,0,True,329,active,0,True,,,2020-07-29 15:21:00,2020
221,True,330,2020-07-29 15:08:55+00:00,9,False,6,0,0,True,330,active,0,True,,,2020-07-29 15:21:00,2020
222,True,331,2020-07-29 14:47:23+00:00,10,False,5,0,0,True,331,active,0,True,,,2020-07-29 15:21:00,2020
223,True,332,2020-07-29 14:49:53+00:00,8,False,6,0,0,True,332,active,1,True,,,2020-07-29 15:21:00,2020
224,True,333,2020-07-29 14:41:45+00:00,5,False,20,0,0,True,333,active,0,True,,,2020-07-29 15:21:00,2020
225,True,334,2020-07-29 15:20:38+00:00,11,False,8,0,0,True,334,active,0,True,,,2020-07-29 15:21:00,2020
226,True,335,2020-07-29 13:45:58+00:00,4,False,15,0,0,True,335,active,0,True,,,2020-07-29 15:21:00,2020
227,True,336,2020-07-29 12:40:06+00:00,4,False,11,0,0,True,336,active,0,True,,,2020-07-29 15:21:00,2020
228,True,337,2020-07-29 14:50:54+00:00,0,False,14,0,0,True,337,active,1,True,,,2020-07-29 15:21:00,2020
229,True,338,2020-07-29 15:00:31+00:00,7,False,8,0,0,True,338,active,0,True,,,2020-07-29 15:21:00,2020
230,True,339,2020-07-29 15:11:18+00:00,6,False,9,0,0,True,339,active,0,True,,,2020-07-29 15:21:00,2020
231,True,340,2020-07-29 08:55:55+00:00,5,False,14,0,0,True,340,active,0,True,,,2020-07-29 15:21:00,2020
232,True,341,2020-07-29 15:07:35+00:00,8,True,7,0,0,True,341,active,0,True,,,2020-07-29 15:21:00,2020
233,True,342,2020-07-29 15:19:40+00:00,10,False,5,0,0,True,342,active,0,True,,,2020-07-29 15:21:00,2020
234,True,343,2020-07-29 08:56:00+00:00,9,False,5,0,0,True,343,active,1,True,,,2020-07-29 15:21:00,2020
235,True,344,2020-07-29 15:10:59+00:00,19,False,0,0,0,True,344,active,0,True,,,2020-07-29 15:21:00,2020
236,True,345,2020-07-29 14:13:41+00:00,13,False,6,0,0,True,345,active,0,True,,,2020-07-29 15:21:00,2020
237,True,346,2020-07-29 15:08:35+00:00,13,False,2,0,0,True,346,active,0,True,,,2020-07-29 15:21:00,2020
238,True,347,2020-07-29 13:35:06+00:00,11,False,4,0,0,True,347,active,0,True,,,2020-07-29 15:21:00,2020
239,True,348,2020-07-29 08:59:41+00:00,5,False,10,0,0,True,348,active,0,True,,,2020-07-29 15:21:00,2020
240,True,349,2020-07-29 14:03:47+00:00,15,True,2,0,0,True,349,active,0,True,,,2020-07-29 15:21:00,2020
241,True,350,2020-07-29 13:13:29+00:00,12,False,5,0,0,True,350,active,0,True,,,2020-07-29 15:21:00,2020
242,True,351,2020-07-29 04:09:15+00:00,8,False,7,0,0,True,351,active,0,True,,,2020-07-29 15:21:00,2020
243,True,352,2020-07-29 15:12:52+00:00,8,False,7,0,0,True,352,active,0,True,,,2020-07-29 15:21:00,2020
244,True,353,2020-07-29 13:28:03+00:00,2,True,13,0,0,True,353,active,0,True,,,2020-07-29 15:21:00,2020
245,True,354,2020-07-29 15:09:18+00:00,12,False,3,0,0,True,354,active,0,True,,,2020-07-29 15:21:00,2020
246,True,355,2020-07-29 14:18:42+00:00,8,False,9,0,0,True,355,active,0,True,,,2020-07-29 15:21:00,2020
247,True,356,2020-07-29 14:25:33+00:00,4,False,19,0,0,True,356,active,0,True,,,2020-07-29 15:21:00,2020
248,True,357,2020-07-29 12:08:36+00:00,6,False,9,0,0,True,357,active,0,True,,,2020-07-29 15:21:00,2020
249,True,358,2020-07-29 13:28:24+00:00,13,False,6,0,0,True,358,active,0,True,,,2020-07-29 15:21:00,2020
250,True,359,2020-07-29 14:53:34+00:00,9,False,6,0,0,True,359,active,0,True,,,2020-07-29 15:21:00,2020
251,True,360,2020-07-29 15:10:51+00:00,10,False,5,0,0,True,360,active,0,True,,,2020-07-29 15:21:00,2020
252,True,361,2020-07-29 14:52:22+00:00,12,False,7,0,0,True,361,active,0,True,,,2020-07-29 15:21:00,2020
253,True,362,2020-07-29 15:10:15+00:00,5,False,14,0,0,True,362,active,0,True,,,2020-07-29 15:21:00,2020
254,True,363,2020-07-29 15:04:09+00:00,8,False,11,0,0,True,363,active,0,True,,,2020-07-29 15:21:00,2020
255,True,364,2020-07-29 13:55:16+00:00,18,False,1,0,0,True,364,active,0,True,,,2020-07-29 15:21:00,2020
256,True,365,2020-07-29 15:12:40+00:00,13,False,6,0,0,True,365,active,0,True,,,2020-07-29 15:21:00,2020
257,True,366,2020-07-29 12:28:24+00:00,0,False,15,0,0,True,366,active,0,True,,,2020-07-29 15:21:00,2020
258,True,367,2020-07-29 13:12:32+00:00,1,False,17,0,0,True,367,active,1,True,,,2020-07-29 15:21:00,2020
259,True,368,2020-07-29 15:01:21+00:00,11,False,4,0,0,True,368,active,0,True,,,2020-07-29 15:21:00,2020
260,True,369,2020-07-29 14:39:36+00:00,13,False,2,0,0,True,369,active,0,True,,,2020-07-29 15:21:00,2020
261,True,370,2020-07-29 15:13:56+00:00,9,False,10,0,0,True,370,active,0,True,,,2020-07-29 15:21:00,2020
262,True,371,2020-07-29 13:01:07+00:00,6,False,13,0,0,True,371,active,0,True,,,2020-07-29 15:21:00,2020
263,True,372,2020-07-29 14:30:15+00:00,7,False,12,0,0,True,372,active,0,True,,,2020-07-29 15:21:00,2020
264,True,373,2020-07-29 08:59:18+00:00,9,False,6,0,0,True,373,active,0,True,,,2020-07-29 15:21:00,2020
265,True,374,2020-07-29 15:07:45+00:00,17,False,2,0,0,True,374,active,0,True,,,2020-07-29 15:21:00,2020
266,True,376,2020-07-29 14:50:17+00:00,10,False,5,0,0,True,376,active,0,True,,,2020-07-29 15:21:00,2020
267,False,377,2020-07-29 15:00:10+00:00,5,False,13,0,0,True,377,active,1,False,,,2020-07-29 15:21:00,2020
268,True,378,2020-07-29 14:40:59+00:00,16,False,3,0,0,True,378,active,0,True,,,2020-07-29 15:21:00,2020
269,True,379,2020-07-29 15:10:50+00:00,8,False,6,0,0,True,379,active,1,True,,,2020-07-29 15:21:00,2020
270,True,380,2020-07-29 14:55:19+00:00,12,False,6,0,0,True,380,active,0,True,,,2020-07-29 15:21:00,2020
271,True,381,2020-07-29 14:07:03+00:00,9,False,9,0,0,True,381,active,1,True,,,2020-07-29 15:21:00,2020
272,True,384,2020-07-29 15:17:12+00:00,11,True,8,0,0,True,384,active,0,True,,,2020-07-29 15:21:00,2020
273,True,385,2020-07-29 15:10:52+00:00,1,False,13,0,1,True,385,active,0,True,,,2020-07-29 15:21:00,2020
274,True,386,2020-07-29 13:11:41+00:00,5,False,14,0,0,True,386,active,0,True,,,2020-07-29 15:21:00,2020
275,True,387,2020-07-29 10:36:47+00:00,4,False,11,0,0,True,387,active,0,True,,,2020-07-29 15:21:00,2020
276,True,388,2020-07-29 08:59:07+00:00,8,False,3,0,0,True,388,active,0,True,,,2020-07-29 15:21:00,2020
277,True,389,2020-07-29 15:20:44+00:00,5,False,9,0,0,True,389,active,0,True,,,2020-07-29 15:21:00,2020
278,True,390,2020-07-29 10:46:04+00:00,0,False,15,0,0,True,390,active,0,True,,,2020-07-29 15:21:00,2020
279,True,391,2020-07-29 09:00:14+00:00,4,False,11,0,0,True,391,active,0,True,,,2020-07-29 15:21:00,2020
280,True,392,2020-07-29 14:56:11+00:00,7,False,8,0,0,True,392,active,0,True,,,2020-07-29 15:21:00,2020
281,True,393,2020-07-28 16:21:03+00:00,9,False,6,0,0,True,393,active,0,True,,,2020-07-29 15:21:00,2020
282,True,394,2020-07-29 08:54:36+00:00,14,False,0,0,0,True,394,active,0,True,,,2020-07-29 15:21:00,2020
283,True,395,2020-07-29 14:45:26+00:00,9,False,6,0,0,True,395,active,0,True,,,2020-07-29 15:21:00,2020
284,True,396,2020-07-29 01:35:16+00:00,5,False,10,0,0,True,396,active,0,True,,,2020-07-29 15:21:00,2020
285,True,397,2020-07-29 08:59:22+00:00,3,False,12,0,0,True,397,active,0,True,,,2020-07-29 15:21:00,2020
286,True,398,2020-07-29 14:04:24+00:00,9,False,10,0,0,True,398,active,0,True,,,2020-07-29 15:21:00,2020
287,True,399,2020-07-29 13:56:38+00:00,7,False,8,0,0,True,399,active,0,True,,,2020-07-29 15:21:00,2020
288,True,400,2020-07-29 14:24:09+00:00,16,False,11,0,0,True,400,active,0,True,,,2020-07-29 15:21:00,2020
289,True,401,2020-07-29 12:50:10+00:00,2,False,13,0,0,True,401,active,0,True,,,2020-07-29 15:21:00,2020
290,True,402,2020-07-29 12:06:43+00:00,14,False,1,0,0,True,402,active,0,True,,,2020-07-29 15:21:00,2020
291,True,403,2020-07-29 14:37:31+00:00,15,False,0,0,0,True,403,active,0,True,,,2020-07-29 15:21:00,2020
292,True,404,2020-07-29 14:46:12+00:00,13,False,3,0,0,True,404,active,0,True,,,2020-07-29 15:21:00,2020
293,True,405,2020-07-29 08:54:39+00:00,5,False,14,0,0,True,405,active,0,True,,,2020-07-29 15:21:00,2020
294,True,406,2020-07-29 15:01:48+00:00,13,False,1,0,0,True,406,active,1,True,,,2020-07-29 15:21:00,2020
295,True,407,2020-07-29 15:02:48+00:00,12,False,7,0,0,True,407,active,0,True,,,2020-07-29 15:21:00,2020
296,True,408,2020-07-29 14:44:54+00:00,6,False,9,0,0,True,408,active,0,True,,,2020-07-29 15:21:00,2020
297,True,409,2020-07-29 15:12:09+00:00,17,False,2,0,0,True,409,active,0,True,,,2020-07-29 15:21:00,2020
298,True,410,2020-07-29 12:06:24+00:00,2,False,17,0,0,True,410,active,0,True,,,2020-07-29 15:21:00,2020
299,True,411,2020-07-29 14:27:35+00:00,1,False,14,0,0,True,411,active,0,True,,,2020-07-29 15:21:00,2020
300,True,412,2020-07-29 14:53:39+00:00,11,False,8,0,0,True,412,active,0,True,,,2020-07-29 15:21:00,2020
301,True,413,2020-07-29 15:05:13+00:00,11,False,8,0,0,True,413,active,0,True,,,2020-07-29 15:21:00,2020
302,True,414,2020-07-29 14:17:43+00:00,18,False,5,0,0,True,414,active,0,True,,,2020-07-29 15:21:00,2020
303,True,415,2020-07-29 14:39:55+00:00,17,False,2,0,0,True,415,active,0,True,,,2020-07-29 15:21:00,2020
304,True,416,2020-07-29 14:54:37+00:00,6,False,9,0,0,True,416,active,0,True,,,2020-07-29 15:21:00,2020
305,True,417,2020-07-29 15:18:02+00:00,17,False,2,0,0,True,417,active,0,True,,,2020-07-29 15:21:00,2020
306,True,419,2020-07-29 14:48:01+00:00,4,False,11,0,0,True,419,active,0,True,,,2020-07-29 15:21:00,2020
307,False,420,1970-01-02 00:00:00+00:00,0,False,0,0,0,False,420,out_of_service,0,False,,,2020-07-29 15:21:00,1970
308,True,421,2020-07-29 14:32:21+00:00,9,False,9,0,0,True,421,active,1,True,,,2020-07-29 15:21:00,2020
309,True,422,2020-07-29 15:13:37+00:00,1,False,14,0,0,True,422,active,0,True,,,2020-07-29 15:21:00,2020
310,True,423,2020-07-29 15:05:54+00:00,10,False,9,0,0,True,423,active,0,True,,,2020-07-29 15:21:00,2020
311,True,424,2020-07-29 14:27:15+00:00,14,False,4,0,0,True,424,active,1,True,,,2020-07-29 15:21:00,2020
312,True,425,2020-07-29 09:00:50+00:00,11,False,5,0,0,True,425,active,0,True,,,2020-07-29 15:21:00,2020
313,True,426,2020-07-29 15:12:23+00:00,11,False,16,0,0,True,426,active,0,True,,,2020-07-29 15:21:00,2020
314,True,427,2020-07-29 10:20:22+00:00,11,False,8,0,0,True,427,active,0,True,,,2020-07-29 15:21:00,2020
315,True,428,2020-07-29 14:16:56+00:00,10,False,9,0,0,True,428,active,0,True,,,2020-07-29 15:21:00,2020
316,True,430,2020-07-29 13:30:07+00:00,4,False,15,0,0,True,430,active,0,True,,,2020-07-29 15:21:00,2020
317,True,431,2020-07-29 08:59:31+00:00,13,False,2,0,0,True,431,active,0,True,,,2020-07-29 15:21:00,2020
318,True,432,2020-07-29 13:57:01+00:00,13,False,6,0,0,True,432,active,0,True,,,2020-07-29 15:21:00,2020
319,True,433,2020-07-29 13:58:30+00:00,18,False,0,0,0,True,433,active,1,True,,,2020-07-29 15:21:00,2020
320,True,434,2020-07-29 13:39:52+00:00,9,False,9,0,0,True,434,active,1,True,,,2020-07-29 15:21:00,2020
321,True,435,2020-07-29 13:07:00+00:00,2,False,12,0,0,True,435,active,1,True,,,2020-07-29 15:21:00,2020
322,True,436,2020-07-29 13:39:52+00:00,9,False,6,0,0,True,436,active,0,True,,,2020-07-29 15:21:00,2020
323,True,437,2020-07-29 15:02:17+00:00,7,False,12,0,0,True,437,active,0,True,,,2020-07-29 15:21:00,2020
324,True,440,2020-07-29 14:54:34+00:00,11,False,6,0,0,True,440,active,0,True,,,2020-07-29 15:21:00,2020
325,True,441,2020-07-29 13:56:06+00:00,5,False,14,0,0,True,441,active,0,True,,,2020-07-29 15:21:00,2020
326,True,442,2020-07-29 09:00:59+00:00,10,False,5,0,0,True,442,active,0,True,,,2020-07-29 15:21:00,2020
327,True,443,2020-07-29 08:59:20+00:00,12,False,7,0,0,True,443,active,0,True,,,2020-07-29 15:21:00,2020
328,True,445,2020-07-29 12:56:17+00:00,6,False,13,0,0,True,445,active,0,True,,,2020-07-29 15:21:00,2020
329,True,446,2020-07-29 15:14:46+00:00,0,False,12,0,0,True,446,active,0,True,,,2020-07-29 15:21:00,2020
330,True,447,2020-07-29 12:32:02+00:00,19,False,0,0,0,True,447,active,0,True,,,2020-07-29 15:21:00,2020
331,True,448,2020-07-29 14:20:33+00:00,7,False,4,0,0,True,448,active,0,True,,,2020-07-29 15:21:00,2020
332,True,449,1970-01-02 00:00:00+00:00,0,False,0,0,0,False,449,out_of_service,0,True,,,2020-07-29 15:21:00,1970
333,True,450,2020-07-29 14:58:40+00:00,12,False,3,0,0,True,450,active,0,True,,,2020-07-29 15:21:00,2020
334,True,451,2020-07-29 14:00:33+00:00,14,False,1,0,0,True,451,active,0,True,,,2020-07-29 15:21:00,2020
335,False,452,2020-07-29 14:37:46+00:00,11,False,4,0,0,True,452,active,0,False,,,2020-07-29 15:21:00,2020
336,True,453,2020-07-29 12:38:36+00:00,12,False,3,0,0,True,453,active,0,True,,,2020-07-29 15:21:00,2020
337,True,454,2020-07-29 15:07:02+00:00,10,False,5,0,0,True,454,active,0,True,,,2020-07-29 15:21:00,2020
