,num_docks_disabled,last_reported,num_docks_available,station_status,eightd_has_available_keys,is_renting,legacy_id,is_returning,station_id,num_bikes_disabled,num_ebikes_available,is_installed,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
136,0,2020-08-07 22:07:46+00:00,12,active,False,True,156,True,156,0,0,True,3,,,2020-08-07 23:54:55,2020
137,0,2020-08-07 23:48:25+00:00,0,active,False,True,157,True,157,1,0,True,14,,,2020-08-07 23:54:55,2020
138,0,2020-08-07 23:43:03+00:00,10,active,False,True,159,True,159,1,0,True,4,,,2020-08-07 23:54:55,2020
139,0,2020-08-07 23:46:33+00:00,10,active,True,True,160,True,160,0,0,True,4,,,2020-08-07 23:54:55,2020
140,0,2020-08-07 23:51:46+00:00,16,active,True,True,161,True,161,0,0,True,7,,,2020-08-07 23:54:55,2020
141,0,2020-08-07 23:02:09+00:00,8,active,False,True,162,True,162,0,0,True,7,,,2020-08-07 23:54:55,2020
142,0,2020-08-07 23:53:56+00:00,8,active,True,True,163,True,163,1,0,True,10,,,2020-08-07 23:54:55,2020
143,0,2020-08-07 23:25:12+00:00,11,active,False,True,167,True,167,0,0,True,4,,,2020-08-07 23:54:55,2020
144,0,2020-08-07 22:39:41+00:00,12,active,False,True,169,True,169,0,0,True,7,,,2020-08-07 23:54:55,2020
145,0,2020-08-07 23:45:14+00:00,12,active,True,True,170,True,170,0,0,True,2,,,2020-08-07 23:54:55,2020
146,0,2020-08-07 22:04:23+00:00,17,active,True,True,171,True,171,0,0,True,6,,,2020-08-07 23:54:55,2020
147,0,2020-08-07 23:06:26+00:00,13,active,True,True,173,True,173,0,0,True,1,,,2020-08-07 23:54:55,2020
148,0,2020-08-07 23:52:55+00:00,13,active,False,True,174,True,174,0,0,True,2,,,2020-08-07 23:54:55,2020
149,0,2020-08-07 23:46:23+00:00,12,active,True,True,175,True,175,0,0,True,5,,,2020-08-07 23:54:55,2020
150,0,2020-08-07 23:48:13+00:00,8,active,False,True,176,True,176,0,0,True,7,,,2020-08-07 23:54:55,2020
151,0,2020-08-07 23:43:20+00:00,16,active,False,True,177,True,177,0,0,True,3,,,2020-08-07 23:54:55,2020
152,0,2020-08-07 23:54:44+00:00,16,active,False,True,178,True,178,1,0,True,2,,,2020-08-07 23:54:55,2020
153,0,2020-08-07 23:52:22+00:00,21,active,False,True,179,True,179,0,0,True,4,,,2020-08-07 23:54:55,2020
154,0,2020-08-07 23:45:57+00:00,11,active,False,True,180,True,180,0,0,True,8,,,2020-08-07 23:54:55,2020
155,0,2020-08-07 23:50:36+00:00,3,active,False,True,181,True,181,0,0,True,16,,,2020-08-07 23:54:55,2020
156,0,2020-08-07 23:48:29+00:00,4,active,True,True,182,True,182,0,0,True,15,,,2020-08-07 23:54:55,2020
157,0,2020-08-07 23:49:33+00:00,18,active,False,True,183,True,183,0,0,True,1,,,2020-08-07 23:54:55,2020
158,0,2020-08-07 23:11:48+00:00,11,active,False,True,184,True,184,0,0,True,8,,,2020-08-07 23:54:55,2020
159,0,2020-08-07 23:48:52+00:00,0,active,False,True,185,True,185,2,0,True,13,,,2020-08-07 23:54:55,2020
160,0,2020-08-07 23:48:21+00:00,3,active,True,True,186,True,186,1,0,True,11,,,2020-08-07 23:54:55,2020
161,0,2020-08-07 22:56:19+00:00,7,active,False,True,187,True,187,0,0,True,8,,,2020-08-07 23:54:55,2020
162,0,2020-08-07 22:20:20+00:00,1,active,False,True,188,True,188,0,0,True,14,,,2020-08-07 23:54:55,2020
163,0,2020-08-07 23:45:35+00:00,22,active,True,True,189,True,189,0,0,True,1,,,2020-08-07 23:54:55,2020
164,0,2020-08-07 23:52:44+00:00,5,active,True,True,190,True,190,0,0,True,32,,,2020-08-07 23:54:55,2020
165,0,2020-08-07 21:30:56+00:00,13,active,False,True,191,True,191,0,0,True,2,,,2020-08-07 23:54:55,2020
166,0,2020-08-07 23:33:48+00:00,12,active,False,True,192,True,192,1,0,True,6,,,2020-08-07 23:54:55,2020
167,0,2020-08-07 23:53:43+00:00,11,active,True,True,193,True,193,0,0,True,4,,,2020-08-07 23:54:55,2020
168,0,2020-08-07 22:36:40+00:00,18,active,False,True,194,True,194,0,0,True,1,,,2020-08-07 23:54:55,2020
169,0,2020-08-07 23:52:06+00:00,20,active,False,True,195,True,195,0,0,True,3,,,2020-08-07 23:54:55,2020
170,0,2020-08-07 23:04:54+00:00,2,active,True,True,196,True,196,0,0,True,8,,,2020-08-07 23:54:55,2020
171,0,2020-08-07 23:54:25+00:00,12,active,False,True,197,True,197,0,0,True,3,,,2020-08-07 23:54:55,2020
172,0,2020-08-07 23:35:35+00:00,14,active,False,True,199,True,199,0,0,True,1,,,2020-08-07 23:54:55,2020
173,0,2020-08-07 22:48:11+00:00,5,active,False,True,200,True,200,0,0,True,14,,,2020-08-07 23:54:55,2020
174,0,2020-08-07 18:25:17+00:00,13,active,False,True,201,True,201,0,0,True,2,,,2020-08-07 23:54:55,2020
175,0,2020-08-07 23:41:21+00:00,9,active,False,True,202,True,202,0,0,True,6,,,2020-08-07 23:54:55,2020
176,0,2020-08-07 20:34:13+00:00,12,active,False,True,203,True,203,0,0,True,3,,,2020-08-07 23:54:55,2020
177,0,2020-08-07 22:03:05+00:00,10,active,False,True,204,True,204,0,0,True,5,,,2020-08-07 23:54:55,2020
178,0,2020-08-07 21:53:00+00:00,8,active,False,True,205,True,205,0,0,True,7,,,2020-08-07 23:54:55,2020
179,0,2020-08-07 23:34:35+00:00,23,active,False,True,206,True,206,0,0,True,0,,,2020-08-07 23:54:55,2020
180,0,2020-08-07 22:48:17+00:00,6,active,True,True,208,True,208,0,0,True,9,,,2020-08-07 23:54:55,2020
181,0,2020-08-07 16:22:23+00:00,2,active,False,True,209,True,209,0,0,True,13,,,2020-08-07 23:54:55,2020
182,0,2020-08-07 21:25:33+00:00,12,active,False,True,210,True,210,0,0,True,3,,,2020-08-07 23:54:55,2020
183,0,2020-08-07 22:42:33+00:00,11,active,False,True,211,True,211,0,0,True,8,,,2020-08-07 23:54:55,2020
184,0,2020-08-07 23:02:05+00:00,11,active,False,True,212,True,212,0,0,True,22,,,2020-08-07 23:54:55,2020
185,0,2020-08-07 19:23:37+00:00,10,active,True,True,213,True,213,0,0,True,6,,,2020-08-07 23:54:55,2020
186,0,2020-08-07 23:53:49+00:00,9,active,False,True,214,True,214,0,0,True,6,,,2020-08-07 23:54:55,2020
187,0,2020-08-07 23:29:09+00:00,7,active,False,True,215,True,215,1,0,True,7,,,2020-08-07 23:54:55,2020
188,0,2020-08-07 23:43:57+00:00,4,active,False,True,216,True,216,0,0,True,15,,,2020-08-07 23:54:55,2020
189,0,2020-08-07 21:24:18+00:00,3,active,False,True,217,True,217,1,0,True,15,,,2020-08-07 23:54:55,2020
190,0,2020-08-07 23:47:37+00:00,1,active,False,True,218,True,218,0,0,True,14,,,2020-08-07 23:54:55,2020
191,0,2020-08-07 21:08:13+00:00,5,active,False,True,219,True,219,0,0,True,10,,,2020-08-07 23:54:55,2020
192,0,2020-08-07 23:37:53+00:00,12,active,False,True,221,True,221,0,0,True,7,,,2020-08-07 23:54:55,2020
193,0,2020-08-07 23:29:12+00:00,8,active,True,True,222,True,222,0,0,True,6,,,2020-08-07 23:54:55,2020
194,0,2020-08-07 23:48:00+00:00,2,active,False,True,224,True,224,0,0,True,15,,,2020-08-07 23:54:55,2020
195,0,2020-08-07 23:45:06+00:00,14,active,False,True,225,True,225,1,0,True,4,,,2020-08-07 23:54:55,2020
196,0,2020-08-07 23:05:45+00:00,14,active,False,True,226,True,226,0,0,True,1,,,2020-08-07 23:54:55,2020
197,0,2020-08-07 23:51:51+00:00,9,active,False,True,227,True,227,0,0,True,10,,,2020-08-07 23:54:55,2020
198,0,2020-08-07 23:49:38+00:00,10,active,False,True,228,True,228,0,0,True,9,,,2020-08-07 23:54:55,2020
199,0,2020-08-07 18:06:05+00:00,9,active,False,True,232,True,232,0,0,True,2,,,2020-08-07 23:54:55,2020
200,0,2020-08-07 23:48:42+00:00,4,active,False,True,233,True,233,0,0,True,11,,,2020-08-07 23:54:55,2020
201,0,2020-08-07 22:11:22+00:00,8,active,False,True,234,True,234,0,0,True,7,,,2020-08-07 23:54:55,2020
202,0,2020-08-07 23:38:32+00:00,10,active,False,True,235,True,235,1,0,True,4,,,2020-08-07 23:54:55,2020
203,0,2020-08-07 23:13:29+00:00,4,active,False,True,236,True,236,0,0,True,11,,,2020-08-07 23:54:55,2020
204,0,2020-08-07 23:28:13+00:00,6,active,False,True,239,True,239,0,0,True,9,,,2020-08-07 23:54:55,2020
205,0,2020-08-07 18:29:21+00:00,4,active,False,True,255,True,255,0,0,True,11,,,2020-08-07 23:54:55,2020
206,0,2020-08-07 23:34:42+00:00,6,active,False,True,258,True,258,0,0,True,9,,,2020-08-07 23:54:55,2020
