,station_status,eightd_has_available_keys,num_bikes_disabled,num_docks_available,is_returning,num_bikes_available,legacy_id,last_reported,num_docks_disabled,is_installed,num_ebikes_available,is_renting,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
214,active,False,0,5,True,10,282,2020-07-28 20:37:39+00:00,0,True,0,True,282,,,2020-07-28 21:12:55,2020
215,active,False,0,15,True,8,296,2020-07-28 20:57:57+00:00,0,True,0,True,296,,,2020-07-28 21:12:55,2020
216,active,False,1,5,True,13,318,2020-07-28 21:12:07+00:00,0,True,0,True,318,,,2020-07-28 21:12:55,2020
217,active,False,0,17,True,8,319,2020-07-28 21:08:12+00:00,0,True,0,True,319,,,2020-07-28 21:12:55,2020
218,active,False,0,6,True,9,327,2020-07-28 21:09:22+00:00,0,True,0,True,327,,,2020-07-28 21:12:55,2020
219,active,False,0,7,True,8,328,2020-07-28 20:47:16+00:00,0,True,0,True,328,,,2020-07-28 21:12:55,2020
220,active,False,0,2,True,13,329,2020-07-28 21:11:20+00:00,0,True,0,True,329,,,2020-07-28 21:12:55,2020
221,active,False,0,9,True,6,330,2020-07-28 21:05:35+00:00,0,True,0,True,330,,,2020-07-28 21:12:55,2020
222,active,False,2,11,True,2,331,2020-07-28 21:02:52+00:00,0,True,0,True,331,,,2020-07-28 21:12:55,2020
223,active,False,1,12,True,2,332,2020-07-28 20:45:08+00:00,0,True,0,True,332,,,2020-07-28 21:12:55,2020
224,active,False,0,1,True,24,333,2020-07-28 19:57:08+00:00,0,True,0,True,333,,,2020-07-28 21:12:55,2020
225,active,False,0,8,True,11,334,2020-07-28 20:07:05+00:00,0,True,0,True,334,,,2020-07-28 21:12:55,2020
226,active,False,0,11,True,8,335,2020-07-28 21:10:44+00:00,0,True,0,True,335,,,2020-07-28 21:12:55,2020
227,active,False,0,3,True,12,336,2020-07-28 19:01:35+00:00,0,True,0,True,336,,,2020-07-28 21:12:55,2020
228,active,False,1,0,True,14,337,2020-07-28 19:55:01+00:00,0,True,0,True,337,,,2020-07-28 21:12:55,2020
229,active,False,0,11,True,4,338,2020-07-28 21:11:57+00:00,0,True,0,True,338,,,2020-07-28 21:12:55,2020
230,active,False,0,1,True,14,339,2020-07-28 21:01:11+00:00,0,True,0,True,339,,,2020-07-28 21:12:55,2020
231,active,False,0,4,True,15,340,2020-07-28 12:42:54+00:00,0,True,0,True,340,,,2020-07-28 21:12:55,2020
232,active,True,0,11,True,4,341,2020-07-28 10:15:00+00:00,0,True,0,True,341,,,2020-07-28 21:12:55,2020
233,active,False,0,4,True,11,342,2020-07-28 21:11:54+00:00,0,True,0,True,342,,,2020-07-28 21:12:55,2020
234,active,False,1,9,True,5,343,2020-07-28 20:36:56+00:00,0,True,0,True,343,,,2020-07-28 21:12:55,2020
235,active,False,0,18,True,1,344,2020-07-28 20:39:21+00:00,0,True,0,True,344,,,2020-07-28 21:12:55,2020
236,active,False,1,8,True,10,345,2020-07-28 20:44:24+00:00,0,True,0,True,345,,,2020-07-28 21:12:55,2020
237,active,False,0,14,True,1,346,2020-07-28 20:55:42+00:00,0,True,0,True,346,,,2020-07-28 21:12:55,2020
238,active,False,0,12,True,3,347,2020-07-28 19:28:39+00:00,0,True,0,True,347,,,2020-07-28 21:12:55,2020
239,active,False,0,5,True,10,348,2020-07-28 20:53:24+00:00,0,True,0,True,348,,,2020-07-28 21:12:55,2020
240,active,True,0,16,True,1,349,2020-07-28 08:58:31+00:00,0,True,0,True,349,,,2020-07-28 21:12:55,2020
241,active,False,0,13,True,4,350,2020-07-28 17:10:49+00:00,0,True,0,True,350,,,2020-07-28 21:12:55,2020
242,active,False,0,12,True,3,351,2020-07-28 19:29:53+00:00,0,True,0,True,351,,,2020-07-28 21:12:55,2020
243,active,False,0,6,True,9,352,2020-07-28 21:11:47+00:00,0,True,0,True,352,,,2020-07-28 21:12:55,2020
244,active,True,0,2,True,13,353,2020-07-28 18:09:57+00:00,0,True,0,True,353,,,2020-07-28 21:12:55,2020
245,active,False,0,14,True,1,354,2020-07-28 21:10:56+00:00,0,True,0,True,354,,,2020-07-28 21:12:55,2020
246,active,False,0,10,True,7,355,2020-07-28 16:35:47+00:00,0,True,0,True,355,,,2020-07-28 21:12:55,2020
247,active,False,0,14,True,9,356,2020-07-28 21:07:50+00:00,0,True,0,True,356,,,2020-07-28 21:12:55,2020
248,active,False,0,9,True,6,357,2020-07-28 20:59:17+00:00,0,True,0,True,357,,,2020-07-28 21:12:55,2020
249,active,False,0,10,True,9,358,2020-07-28 20:40:56+00:00,0,True,0,True,358,,,2020-07-28 21:12:55,2020
250,active,False,0,7,True,8,359,2020-07-28 21:08:58+00:00,0,True,0,True,359,,,2020-07-28 21:12:55,2020
251,active,False,0,12,True,3,360,2020-07-28 21:04:36+00:00,0,True,0,True,360,,,2020-07-28 21:12:55,2020
252,active,False,1,11,True,7,361,2020-07-28 21:03:10+00:00,0,True,0,True,361,,,2020-07-28 21:12:55,2020
253,active,False,0,9,True,10,362,2020-07-28 21:11:34+00:00,0,True,0,True,362,,,2020-07-28 21:12:55,2020
254,active,False,0,7,True,12,363,2020-07-28 21:12:10+00:00,0,True,0,True,363,,,2020-07-28 21:12:55,2020
255,active,False,0,12,True,7,364,2020-07-28 21:11:46+00:00,0,True,0,True,364,,,2020-07-28 21:12:55,2020
256,active,False,0,18,True,1,365,2020-07-28 21:04:15+00:00,0,True,0,True,365,,,2020-07-28 21:12:55,2020
257,active,False,0,6,True,9,366,2020-07-28 21:00:06+00:00,0,True,0,True,366,,,2020-07-28 21:12:55,2020
258,active,False,1,3,True,15,367,2020-07-28 21:00:08+00:00,0,True,0,True,367,,,2020-07-28 21:12:55,2020
259,active,False,0,14,True,1,368,2020-07-28 14:22:59+00:00,0,True,0,True,368,,,2020-07-28 21:12:55,2020
260,active,False,0,12,True,3,369,2020-07-28 20:59:03+00:00,0,True,0,True,369,,,2020-07-28 21:12:55,2020
261,active,False,0,6,True,13,370,2020-07-28 21:06:01+00:00,0,True,0,True,370,,,2020-07-28 21:12:55,2020
262,active,False,0,12,True,7,371,2020-07-28 20:27:01+00:00,0,True,0,True,371,,,2020-07-28 21:12:55,2020
263,active,False,0,6,True,13,372,2020-07-28 20:51:41+00:00,0,True,0,True,372,,,2020-07-28 21:12:55,2020
264,active,False,0,10,True,5,373,2020-07-28 18:36:55+00:00,0,True,0,True,373,,,2020-07-28 21:12:55,2020
265,active,False,0,7,True,12,374,2020-07-28 21:04:31+00:00,0,True,0,True,374,,,2020-07-28 21:12:55,2020
266,active,False,0,12,True,3,376,2020-07-28 21:05:46+00:00,0,True,0,True,376,,,2020-07-28 21:12:55,2020
267,active,False,0,6,False,13,377,2020-07-28 20:49:05+00:00,0,True,0,False,377,,,2020-07-28 21:12:55,2020
268,active,False,0,14,True,5,378,2020-07-28 20:58:12+00:00,0,True,0,True,378,,,2020-07-28 21:12:55,2020
269,active,False,1,9,True,5,379,2020-07-28 21:00:22+00:00,0,True,0,True,379,,,2020-07-28 21:12:55,2020
270,active,False,0,14,True,4,380,2020-07-28 21:08:57+00:00,0,True,0,True,380,,,2020-07-28 21:12:55,2020
271,active,False,1,13,True,5,381,2020-07-28 21:09:06+00:00,0,True,0,True,381,,,2020-07-28 21:12:55,2020
272,active,True,0,5,True,14,384,2020-07-28 21:04:57+00:00,0,True,0,True,384,,,2020-07-28 21:12:55,2020
273,active,False,0,8,True,6,385,2020-07-28 21:02:42+00:00,1,True,0,True,385,,,2020-07-28 21:12:55,2020
274,active,False,0,4,True,15,386,2020-07-28 21:03:02+00:00,0,True,0,True,386,,,2020-07-28 21:12:55,2020
275,active,False,0,4,True,11,387,2020-07-28 10:44:32+00:00,0,True,0,True,387,,,2020-07-28 21:12:55,2020
276,active,False,0,8,True,3,388,2020-07-28 19:00:06+00:00,0,True,0,True,388,,,2020-07-28 21:12:55,2020
277,active,False,0,2,True,12,389,2020-07-28 10:19:02+00:00,0,True,0,True,389,,,2020-07-28 21:12:55,2020
278,active,False,0,0,True,15,390,2020-07-28 19:28:02+00:00,0,True,0,True,390,,,2020-07-28 21:12:55,2020
279,active,False,0,3,True,12,391,2020-07-28 20:37:36+00:00,0,True,0,True,391,,,2020-07-28 21:12:55,2020
280,active,False,0,8,True,7,392,2020-07-28 20:59:38+00:00,0,True,0,True,392,,,2020-07-28 21:12:55,2020
281,active,False,0,9,True,6,393,2020-07-28 16:21:03+00:00,0,True,0,True,393,,,2020-07-28 21:12:55,2020
282,active,False,0,14,True,0,394,2020-07-28 07:52:04+00:00,0,True,0,True,394,,,2020-07-28 21:12:55,2020
283,active,False,0,10,True,5,395,2020-07-28 19:20:39+00:00,0,True,0,True,395,,,2020-07-28 21:12:55,2020
284,active,False,0,7,True,8,396,2020-07-28 08:59:25+00:00,0,True,0,True,396,,,2020-07-28 21:12:55,2020
285,active,False,0,1,True,14,397,2020-07-28 17:02:49+00:00,0,True,0,True,397,,,2020-07-28 21:12:55,2020
286,active,False,0,16,True,3,398,2020-07-28 21:09:51+00:00,0,True,0,True,398,,,2020-07-28 21:12:55,2020
287,active,False,0,13,True,2,399,2020-07-28 21:11:51+00:00,0,True,0,True,399,,,2020-07-28 21:12:55,2020
288,active,False,0,16,True,11,400,2020-07-28 21:12:44+00:00,0,True,0,True,400,,,2020-07-28 21:12:55,2020
289,active,False,0,2,True,13,401,2020-07-28 21:04:03+00:00,0,True,0,True,401,,,2020-07-28 21:12:55,2020
290,active,False,0,11,True,4,402,2020-07-28 20:09:23+00:00,0,True,0,True,402,,,2020-07-28 21:12:55,2020
291,active,False,0,13,True,2,403,2020-07-28 20:51:28+00:00,0,True,0,True,403,,,2020-07-28 21:12:55,2020
292,active,False,0,11,True,5,404,2020-07-28 21:10:11+00:00,0,True,0,True,404,,,2020-07-28 21:12:55,2020
293,active,False,0,5,True,14,405,2020-07-28 21:05:17+00:00,0,True,0,True,405,,,2020-07-28 21:12:55,2020
294,active,False,1,11,True,3,406,2020-07-28 20:41:46+00:00,0,True,0,True,406,,,2020-07-28 21:12:55,2020
295,active,False,0,13,True,6,407,2020-07-28 18:16:37+00:00,0,True,0,True,407,,,2020-07-28 21:12:55,2020
296,active,False,0,8,True,7,408,2020-07-28 19:18:20+00:00,0,True,0,True,408,,,2020-07-28 21:12:55,2020
297,active,False,0,15,True,4,409,2020-07-28 20:40:51+00:00,0,True,0,True,409,,,2020-07-28 21:12:55,2020
298,active,False,0,2,True,17,410,2020-07-28 19:30:32+00:00,0,True,0,True,410,,,2020-07-28 21:12:55,2020
299,active,False,1,0,True,14,411,2020-07-27 08:59:02+00:00,0,True,0,True,411,,,2020-07-28 21:12:55,2020
300,active,False,0,5,True,14,412,2020-07-28 21:08:18+00:00,0,True,0,True,412,,,2020-07-28 21:12:55,2020
301,active,False,0,9,True,10,413,2020-07-28 21:11:41+00:00,0,True,0,True,413,,,2020-07-28 21:12:55,2020
302,active,False,0,20,True,3,414,2020-07-28 20:54:49+00:00,0,True,0,True,414,,,2020-07-28 21:12:55,2020
303,active,False,0,17,True,2,415,2020-07-28 20:51:32+00:00,0,True,0,True,415,,,2020-07-28 21:12:55,2020
304,active,False,0,6,True,9,416,2020-07-28 21:08:59+00:00,0,True,0,True,416,,,2020-07-28 21:12:55,2020
305,active,False,0,8,True,11,417,2020-07-28 21:12:32+00:00,0,True,0,True,417,,,2020-07-28 21:12:55,2020
306,active,False,0,6,True,9,419,2020-07-28 19:47:19+00:00,0,True,0,True,419,,,2020-07-28 21:12:55,2020
307,out_of_service,False,0,0,False,0,420,1970-01-02 00:00:00+00:00,0,False,0,False,420,,,2020-07-28 21:12:55,1970
308,active,False,0,9,True,10,421,2020-07-27 08:58:50+00:00,0,True,0,True,421,,,2020-07-28 21:12:55,2020
309,active,False,0,1,True,14,422,2020-07-28 13:43:38+00:00,0,True,0,True,422,,,2020-07-28 21:12:55,2020
310,active,False,0,10,True,9,423,2020-07-28 12:51:15+00:00,0,True,0,True,423,,,2020-07-28 21:12:55,2020
311,active,False,0,11,True,8,424,2020-07-28 20:35:56+00:00,0,True,0,True,424,,,2020-07-28 21:12:55,2020
312,active,False,0,13,True,3,425,2020-07-28 08:58:09+00:00,0,True,0,True,425,,,2020-07-28 21:12:55,2020
313,active,False,0,20,True,7,426,2020-07-28 21:09:25+00:00,0,True,0,True,426,,,2020-07-28 21:12:55,2020
314,active,False,0,10,True,9,427,2020-07-28 16:13:32+00:00,0,True,0,True,427,,,2020-07-28 21:12:55,2020
315,active,False,0,3,True,16,428,2020-07-28 20:57:56+00:00,0,True,0,True,428,,,2020-07-28 21:12:55,2020
316,active,False,0,4,True,15,430,2020-07-28 13:12:35+00:00,0,True,0,True,430,,,2020-07-28 21:12:55,2020
317,active,False,0,13,True,2,431,2020-07-28 17:06:01+00:00,0,True,0,True,431,,,2020-07-28 21:12:55,2020
318,active,False,0,12,True,7,432,2020-07-28 08:59:30+00:00,0,True,0,True,432,,,2020-07-28 21:12:55,2020
319,active,False,0,18,True,1,433,2020-07-28 08:58:29+00:00,0,True,0,True,433,,,2020-07-28 21:12:55,2020
320,active,False,0,9,True,10,434,2020-07-28 06:15:49+00:00,0,True,0,True,434,,,2020-07-28 21:12:55,2020
321,active,False,1,3,True,11,435,2020-07-28 19:33:29+00:00,0,True,0,True,435,,,2020-07-28 21:12:55,2020
322,active,False,0,9,True,6,436,2020-07-28 19:34:58+00:00,0,True,0,True,436,,,2020-07-28 21:12:55,2020
323,active,False,0,2,True,17,437,2020-07-28 20:57:59+00:00,0,True,0,True,437,,,2020-07-28 21:12:55,2020
324,active,False,0,9,True,8,440,2020-07-28 21:11:40+00:00,0,True,0,True,440,,,2020-07-28 21:12:55,2020
325,active,False,0,1,True,18,441,2020-07-28 21:03:01+00:00,0,True,0,True,441,,,2020-07-28 21:12:55,2020
326,active,False,0,10,True,5,442,2020-07-28 21:11:30+00:00,0,True,0,True,442,,,2020-07-28 21:12:55,2020
327,active,False,0,13,True,6,443,2020-07-28 20:08:56+00:00,0,True,0,True,443,,,2020-07-28 21:12:55,2020
328,active,False,0,5,True,14,445,2020-07-28 20:55:46+00:00,0,True,0,True,445,,,2020-07-28 21:12:55,2020
329,active,False,0,4,True,8,446,2020-07-28 21:04:11+00:00,0,True,0,True,446,,,2020-07-28 21:12:55,2020
330,active,False,0,17,True,2,447,2020-07-28 20:59:05+00:00,0,True,0,True,447,,,2020-07-28 21:12:55,2020
331,active,False,0,11,True,0,448,2020-07-28 08:59:00+00:00,0,True,0,True,448,,,2020-07-28 21:12:55,2020
332,out_of_service,False,0,0,True,0,449,1970-01-02 00:00:00+00:00,0,False,0,True,449,,,2020-07-28 21:12:55,1970
333,active,False,0,14,True,1,450,2020-07-28 18:42:51+00:00,0,True,0,True,450,,,2020-07-28 21:12:55,2020
334,active,False,0,12,True,3,451,2020-07-28 19:52:10+00:00,0,True,0,True,451,,,2020-07-28 21:12:55,2020
335,active,False,0,13,True,2,452,2020-07-28 20:54:29+00:00,0,True,0,True,452,,,2020-07-28 21:12:55,2020
336,active,False,0,13,True,2,453,2020-07-28 20:31:41+00:00,0,True,0,True,453,,,2020-07-28 21:12:55,2020
337,active,False,0,0,True,15,454,2020-07-28 21:03:06+00:00,0,True,0,True,454,,,2020-07-28 21:12:55,2020
