,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,num_docks_disabled,is_returning,num_docks_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,6,3,active,0,3,True,0,2020-08-01 16:34:27+00:00,True,0,True,9,True,,,2020-08-01 16:54:10,2020
1,1,4,active,0,4,True,0,2020-08-01 16:31:21+00:00,True,0,True,18,False,,,2020-08-01 16:54:10,2020
2,0,5,active,0,5,True,0,2020-08-01 16:41:24+00:00,True,0,True,15,False,,,2020-08-01 16:54:10,2020
3,0,6,active,0,6,True,0,2020-08-01 16:15:29+00:00,True,0,True,15,False,,,2020-08-01 16:54:10,2020
4,7,7,active,0,7,True,1,2020-08-01 16:44:27+00:00,True,0,True,7,False,,,2020-08-01 16:54:10,2020
5,1,8,active,0,8,True,2,2020-08-01 16:51:22+00:00,True,0,True,16,False,,,2020-08-01 16:54:10,2020
6,10,9,active,0,9,True,0,2020-08-01 16:08:53+00:00,True,0,True,5,False,,,2020-08-01 16:54:10,2020
7,6,10,active,0,10,True,1,2020-08-01 16:50:06+00:00,True,0,True,4,False,,,2020-08-01 16:54:10,2020
8,12,11,active,0,11,True,2,2020-08-01 16:34:48+00:00,True,0,True,1,False,,,2020-08-01 16:54:10,2020
9,0,12,active,0,12,True,2,2020-08-01 16:42:50+00:00,True,0,True,16,True,,,2020-08-01 16:54:10,2020
10,16,13,active,0,13,True,0,2020-08-01 16:43:10+00:00,True,0,True,3,False,,,2020-08-01 16:54:10,2020
11,14,14,active,0,14,True,0,2020-08-01 16:50:46+00:00,True,0,True,11,False,,,2020-08-01 16:54:10,2020
12,7,15,active,0,15,True,1,2020-08-01 16:52:52+00:00,True,0,True,7,False,,,2020-08-01 16:54:10,2020
13,17,16,active,0,16,True,2,2020-08-01 16:38:49+00:00,True,0,True,0,True,,,2020-08-01 16:54:10,2020
14,6,17,active,0,17,True,0,2020-08-01 16:52:21+00:00,True,0,True,9,False,,,2020-08-01 16:54:10,2020
15,4,19,active,0,19,True,0,2020-08-01 16:43:12+00:00,True,0,True,11,False,,,2020-08-01 16:54:10,2020
16,12,20,active,0,20,True,0,2020-08-01 16:53:05+00:00,True,0,True,11,True,,,2020-08-01 16:54:10,2020
17,6,21,active,0,21,True,0,2020-08-01 16:50:26+00:00,True,0,True,12,True,,,2020-08-01 16:54:10,2020
18,4,22,active,0,22,True,2,2020-08-01 16:50:18+00:00,True,0,True,41,True,,,2020-08-01 16:54:10,2020
19,7,23,active,0,23,True,0,2020-08-01 16:31:17+00:00,True,0,True,14,True,,,2020-08-01 16:54:10,2020
20,7,24,active,0,24,True,0,2020-08-01 16:48:58+00:00,True,0,True,12,False,,,2020-08-01 16:54:10,2020
21,6,25,active,0,25,True,1,2020-08-01 16:50:14+00:00,True,0,True,8,False,,,2020-08-01 16:54:10,2020
22,3,26,active,0,26,True,0,2020-08-01 16:50:48+00:00,True,0,True,12,False,,,2020-08-01 16:54:10,2020
23,6,27,active,0,27,True,2,2020-08-01 16:50:26+00:00,True,0,True,15,False,,,2020-08-01 16:54:10,2020
24,8,29,active,0,29,True,0,2020-08-01 16:32:48+00:00,True,0,True,7,False,,,2020-08-01 16:54:10,2020
25,3,30,active,0,30,True,1,2020-08-01 16:45:23+00:00,True,0,True,11,False,,,2020-08-01 16:54:10,2020
26,5,31,active,0,31,True,0,2020-08-01 14:30:58+00:00,True,0,True,14,True,,,2020-08-01 16:54:10,2020
27,7,32,active,0,32,True,3,2020-08-01 16:52:51+00:00,True,0,True,5,False,,,2020-08-01 16:54:10,2020
28,11,33,active,0,33,True,1,2020-08-01 16:45:51+00:00,True,0,True,15,False,,,2020-08-01 16:54:10,2020
29,10,35,active,0,35,True,1,2020-08-01 16:42:31+00:00,True,0,True,12,False,,,2020-08-01 16:54:10,2020
30,9,36,active,0,36,True,0,2020-08-01 16:33:46+00:00,True,0,True,24,True,,,2020-08-01 16:54:10,2020
31,7,37,active,0,37,True,0,2020-08-01 16:51:32+00:00,True,0,True,8,True,,,2020-08-01 16:54:10,2020
32,10,39,active,0,39,True,0,2020-08-01 16:24:32+00:00,True,0,True,13,False,,,2020-08-01 16:54:10,2020
33,1,40,active,0,40,True,0,2020-08-01 16:50:21+00:00,True,0,True,18,False,,,2020-08-01 16:54:10,2020
34,23,41,active,0,41,True,1,2020-08-01 16:53:57+00:00,True,0,True,3,True,,,2020-08-01 16:54:10,2020
35,21,42,active,0,42,True,1,2020-08-01 16:52:49+00:00,True,0,True,1,False,,,2020-08-01 16:54:10,2020
36,6,43,active,0,43,True,4,2020-08-01 16:51:35+00:00,True,0,True,5,True,,,2020-08-01 16:54:10,2020
37,5,44,active,0,44,True,0,2020-08-01 16:20:50+00:00,True,0,True,18,False,,,2020-08-01 16:54:10,2020
38,0,46,active,0,46,True,1,2020-08-01 16:43:30+00:00,True,0,True,18,False,,,2020-08-01 16:54:10,2020
39,3,47,active,0,47,True,0,2020-08-01 16:53:57+00:00,True,0,True,16,True,,,2020-08-01 16:54:10,2020
40,6,48,active,0,48,True,0,2020-08-01 16:45:07+00:00,True,0,True,13,False,,,2020-08-01 16:54:10,2020
41,0,49,active,0,49,True,0,2020-08-01 15:56:41+00:00,True,0,True,18,False,,,2020-08-01 16:54:10,2020
42,6,50,active,0,50,True,0,2020-08-01 16:51:24+00:00,True,0,True,9,True,,,2020-08-01 16:54:10,2020
