,num_docks_disabled,last_reported,is_installed,legacy_id,num_bikes_disabled,num_ebikes_available,eightd_has_available_keys,station_status,num_bikes_available,station_id,is_returning,is_renting,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-07-30 15:22:45+00:00,True,3,0,0,True,active,12,3,True,True,3,,,2020-07-30 15:43:40,2020
1,0,2020-07-30 15:42:38+00:00,True,4,1,0,False,active,7,4,True,True,11,,,2020-07-30 15:43:40,2020
2,0,2020-07-30 15:29:41+00:00,True,5,1,0,False,active,4,5,True,True,10,,,2020-07-30 15:43:40,2020
3,0,2020-07-30 15:41:26+00:00,True,6,0,0,False,active,14,6,True,True,1,,,2020-07-30 15:43:40,2020
4,0,2020-07-30 15:20:51+00:00,True,7,1,0,False,active,10,7,True,True,4,,,2020-07-30 15:43:40,2020
5,0,2020-07-30 15:29:58+00:00,True,8,2,0,False,active,1,8,True,True,16,,,2020-07-30 15:43:40,2020
6,0,2020-07-30 14:23:19+00:00,True,9,0,0,False,active,2,9,True,True,13,,,2020-07-30 15:43:40,2020
7,0,2020-07-30 15:20:41+00:00,True,10,0,0,False,active,2,10,True,True,9,,,2020-07-30 15:43:40,2020
8,0,2020-07-30 15:34:36+00:00,True,11,0,0,False,active,12,11,True,True,3,"{'region': 'BOS', 'valet_revision': 73, 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 61, 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 15:43:40,2020
9,0,2020-07-30 15:40:05+00:00,True,12,1,0,True,active,7,12,True,True,10,,,2020-07-30 15:43:40,2020
10,0,2020-07-30 15:38:30+00:00,True,13,0,0,False,active,19,13,True,True,0,,,2020-07-30 15:43:40,2020
11,0,2020-07-30 15:31:38+00:00,True,14,0,0,False,active,23,14,True,True,2,,,2020-07-30 15:43:40,2020
12,0,2020-07-30 15:23:33+00:00,True,15,0,0,False,active,7,15,True,True,8,,,2020-07-30 15:43:40,2020
13,0,2020-07-30 15:24:43+00:00,True,16,3,0,True,active,0,16,True,True,16,,,2020-07-30 15:43:40,2020
14,0,2020-07-30 15:42:10+00:00,True,17,0,0,False,active,8,17,True,True,7,,,2020-07-30 15:43:40,2020
15,0,2020-07-30 14:47:27+00:00,True,19,0,0,False,active,3,19,True,True,12,,,2020-07-30 15:43:40,2020
16,0,2020-07-30 15:39:03+00:00,True,20,0,0,True,active,15,20,True,True,8,,,2020-07-30 15:43:40,2020
17,0,2020-07-30 14:12:42+00:00,True,21,0,0,True,active,12,21,True,True,6,,,2020-07-30 15:43:40,2020
18,0,2020-07-30 15:30:59+00:00,True,22,1,0,True,active,11,22,True,True,35,,,2020-07-30 15:43:40,2020
19,0,2020-07-30 15:16:45+00:00,True,23,0,0,True,active,8,23,True,True,13,,,2020-07-30 15:43:40,2020
20,0,2020-07-30 13:41:19+00:00,True,24,1,0,False,active,14,24,True,True,4,,,2020-07-30 15:43:40,2020
21,0,2020-07-30 15:15:40+00:00,True,25,0,0,False,active,4,25,True,True,11,,,2020-07-30 15:43:40,2020
22,0,2020-07-30 14:57:05+00:00,True,26,2,0,False,active,1,26,True,True,12,,,2020-07-30 15:43:40,2020
