,valet,is_installed,num_bikes_disabled,num_docks_available,is_renting,eightd_active_station_services,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,"{'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'off_dock_count': 18, 'valet_revision': 3, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 0}",True,0,9,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,14,296,True,2020-08-01 22:00:12+00:00,active,296,0,False,2020-08-01 22:00:55,2020
1,,True,0,15,True,,0,0,3,True,2020-08-01 21:48:00+00:00,active,3,0,True,2020-08-01 22:00:55,2020
2,,True,0,19,True,,0,0,4,True,2020-08-01 21:01:21+00:00,active,4,0,False,2020-08-01 22:00:55,2020
3,,True,0,13,True,,0,2,5,True,2020-08-01 21:43:38+00:00,active,5,0,False,2020-08-01 22:00:55,2020
4,,True,0,15,True,,0,0,6,True,2020-08-01 20:36:31+00:00,active,6,0,False,2020-08-01 22:00:55,2020
5,,True,0,5,True,,0,10,7,True,2020-08-01 22:00:05+00:00,active,7,0,False,2020-08-01 22:00:55,2020
6,,True,2,11,True,,0,6,8,True,2020-08-01 21:58:13+00:00,active,8,0,False,2020-08-01 22:00:55,2020
7,,True,0,10,True,,0,5,9,True,2020-08-01 21:54:47+00:00,active,9,0,False,2020-08-01 22:00:55,2020
8,,True,1,9,True,,0,1,10,True,2020-08-01 22:00:01+00:00,active,10,0,False,2020-08-01 22:00:55,2020
9,,True,2,9,True,,0,4,11,True,2020-08-01 22:00:41+00:00,active,11,0,False,2020-08-01 22:00:55,2020
10,,True,2,10,True,,0,6,12,True,2020-08-01 21:57:06+00:00,active,12,0,True,2020-08-01 22:00:55,2020
11,,True,0,5,True,,0,14,13,True,2020-08-01 21:50:29+00:00,active,13,0,False,2020-08-01 22:00:55,2020
12,,True,1,14,True,,0,10,14,True,2020-08-01 21:53:20+00:00,active,14,0,False,2020-08-01 22:00:55,2020
13,,True,1,10,True,,0,4,15,True,2020-08-01 21:19:30+00:00,active,15,0,False,2020-08-01 22:00:55,2020
14,,True,1,6,True,,0,12,16,True,2020-08-01 21:58:57+00:00,active,16,0,True,2020-08-01 22:00:55,2020
15,,True,0,12,True,,0,3,17,True,2020-08-01 21:57:16+00:00,active,17,0,False,2020-08-01 22:00:55,2020
16,,True,0,9,True,,0,6,19,True,2020-08-01 21:59:03+00:00,active,19,0,False,2020-08-01 22:00:55,2020
17,,True,0,17,True,,0,6,20,True,2020-08-01 21:52:25+00:00,active,20,0,True,2020-08-01 22:00:55,2020
18,,True,0,17,True,,0,1,21,True,2020-08-01 21:56:13+00:00,active,21,0,True,2020-08-01 22:00:55,2020
19,,True,2,35,True,,0,10,22,True,2020-08-01 22:00:49+00:00,active,22,0,True,2020-08-01 22:00:55,2020
20,,True,0,19,True,,0,2,23,True,2020-08-01 21:47:43+00:00,active,23,0,True,2020-08-01 22:00:55,2020
21,,True,1,12,True,,0,6,24,True,2020-08-01 21:48:10+00:00,active,24,0,False,2020-08-01 22:00:55,2020
22,,True,1,11,True,,0,3,25,True,2020-08-01 21:43:39+00:00,active,25,0,False,2020-08-01 22:00:55,2020
23,,True,0,10,True,,0,5,26,True,2020-08-01 21:30:05+00:00,active,26,0,False,2020-08-01 22:00:55,2020
24,,True,4,17,True,,0,2,27,True,2020-08-01 21:51:08+00:00,active,27,0,False,2020-08-01 22:00:55,2020
25,,True,0,8,True,,0,7,29,True,2020-08-01 17:57:42+00:00,active,29,0,False,2020-08-01 22:00:55,2020
26,,True,2,13,True,,0,0,30,True,2020-08-01 21:46:33+00:00,active,30,0,False,2020-08-01 22:00:55,2020
27,,True,2,4,True,,0,13,31,True,2020-08-01 20:45:06+00:00,active,31,0,True,2020-08-01 22:00:55,2020
28,,True,3,5,True,,0,7,32,True,2020-08-01 21:55:11+00:00,active,32,0,False,2020-08-01 22:00:55,2020
29,,True,1,12,True,,0,14,33,True,2020-08-01 21:54:06+00:00,active,33,0,False,2020-08-01 22:00:55,2020
30,,True,0,14,True,,0,9,35,True,2020-08-01 22:00:50+00:00,active,35,0,False,2020-08-01 22:00:55,2020
31,,True,0,18,True,,0,15,36,True,2020-08-01 21:45:18+00:00,active,36,0,True,2020-08-01 22:00:55,2020
32,,True,0,9,True,,0,6,37,True,2020-08-01 21:45:22+00:00,active,37,0,True,2020-08-01 22:00:55,2020
33,,True,0,15,True,,0,8,39,True,2020-08-01 21:51:38+00:00,active,39,0,False,2020-08-01 22:00:55,2020
34,,True,0,15,True,,0,4,40,True,2020-08-01 21:59:15+00:00,active,40,0,False,2020-08-01 22:00:55,2020
35,,True,2,8,True,,0,17,41,True,2020-08-01 21:58:23+00:00,active,41,0,True,2020-08-01 22:00:55,2020
36,,True,0,15,True,,0,8,42,True,2020-08-01 21:57:41+00:00,active,42,0,False,2020-08-01 22:00:55,2020
37,,True,4,10,True,,0,1,43,True,2020-08-01 21:32:55+00:00,active,43,0,True,2020-08-01 22:00:55,2020
38,,True,0,10,True,,0,13,44,True,2020-08-01 21:56:02+00:00,active,44,0,False,2020-08-01 22:00:55,2020
39,,True,1,17,True,,0,1,46,True,2020-08-01 21:59:09+00:00,active,46,0,False,2020-08-01 22:00:55,2020
40,,True,0,19,True,,0,0,47,True,2020-08-01 21:53:25+00:00,active,47,0,True,2020-08-01 22:00:55,2020
41,,True,0,17,True,,0,2,48,True,2020-08-01 21:37:24+00:00,active,48,0,False,2020-08-01 22:00:55,2020
42,,True,0,18,True,,0,0,49,True,2020-08-01 20:39:58+00:00,active,49,0,False,2020-08-01 22:00:55,2020
43,,True,0,8,True,,0,7,50,True,2020-08-01 21:42:52+00:00,active,50,0,False,2020-08-01 22:00:55,2020
