,num_bikes_disabled,is_returning,is_renting,num_docks_available,legacy_id,num_docks_disabled,is_installed,station_status,num_bikes_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,12,3,0,True,active,3,2020-07-31 14:58:07+00:00,0,3,True,,,2020-07-31 15:01:50,2020
1,0,True,True,10,4,0,True,active,9,2020-07-31 14:53:13+00:00,0,4,False,,,2020-07-31 15:01:50,2020
2,0,True,True,10,5,0,True,active,5,2020-07-31 14:54:17+00:00,0,5,False,,,2020-07-31 15:01:50,2020
3,0,True,True,1,6,0,True,active,14,2020-07-31 14:53:10+00:00,0,6,False,,,2020-07-31 15:01:50,2020
4,1,True,True,1,7,0,True,active,13,2020-07-31 14:41:05+00:00,0,7,False,,,2020-07-31 15:01:50,2020
5,2,True,True,14,8,0,True,active,3,2020-07-31 14:54:52+00:00,0,8,False,,,2020-07-31 15:01:50,2020
6,0,True,True,1,9,0,True,active,14,2020-07-31 14:17:03+00:00,0,9,False,,,2020-07-31 15:01:50,2020
7,0,True,True,1,10,0,True,active,10,2020-07-31 14:29:52+00:00,0,10,False,,,2020-07-31 15:01:50,2020
8,0,True,True,3,11,0,True,active,12,2020-07-31 14:51:26+00:00,0,11,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'off_dock_capacity': 50, 'off_dock_count': 67, 'dock_blocked_count': 0, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-31 15:01:50,2020
9,3,True,True,12,12,0,True,active,3,2020-07-31 14:45:49+00:00,0,12,True,,,2020-07-31 15:01:50,2020
10,0,True,True,8,13,0,True,active,11,2020-07-31 14:56:29+00:00,0,13,False,,,2020-07-31 15:01:50,2020
11,0,True,True,11,14,0,True,active,14,2020-07-31 14:55:05+00:00,0,14,False,,,2020-07-31 15:01:50,2020
12,2,True,True,5,15,0,True,active,8,2020-07-31 14:45:09+00:00,0,15,False,,,2020-07-31 15:01:50,2020
13,2,True,True,17,16,0,True,active,0,2020-07-31 14:53:01+00:00,0,16,True,,,2020-07-31 15:01:50,2020
14,0,True,True,7,17,0,True,active,8,2020-07-31 14:40:14+00:00,0,17,False,,,2020-07-31 15:01:50,2020
15,0,True,True,11,19,0,True,active,4,2020-07-31 14:58:52+00:00,0,19,False,,,2020-07-31 15:01:50,2020
16,0,True,True,6,20,0,True,active,17,2020-07-31 15:01:08+00:00,0,20,True,,,2020-07-31 15:01:50,2020
17,0,True,True,8,21,0,True,active,10,2020-07-31 14:59:09+00:00,0,21,True,,,2020-07-31 15:01:50,2020
18,1,True,True,39,22,0,True,active,7,2020-07-31 14:56:55+00:00,0,22,True,,,2020-07-31 15:01:50,2020
19,0,True,True,11,23,0,True,active,10,2020-07-31 14:55:00+00:00,0,23,True,,,2020-07-31 15:01:50,2020
20,0,True,True,9,24,0,True,active,10,2020-07-31 13:55:29+00:00,0,24,False,,,2020-07-31 15:01:50,2020
21,2,True,True,3,25,0,True,active,10,2020-07-31 14:53:30+00:00,0,25,False,,,2020-07-31 15:01:50,2020
22,3,True,True,12,26,0,True,active,0,2020-07-31 14:29:36+00:00,0,26,False,,,2020-07-31 15:01:50,2020
23,2,True,True,11,27,0,True,active,10,2020-07-31 14:52:04+00:00,0,27,False,,,2020-07-31 15:01:50,2020
24,0,True,True,7,29,0,True,active,8,2020-07-31 14:37:34+00:00,0,29,False,,,2020-07-31 15:01:50,2020
25,0,True,True,1,30,0,True,active,14,2020-07-31 13:56:17+00:00,0,30,False,,,2020-07-31 15:01:50,2020
26,1,True,True,2,31,0,True,active,16,2020-07-31 13:25:28+00:00,0,31,True,,,2020-07-31 15:01:50,2020
27,3,True,True,12,32,0,True,active,0,2020-07-31 14:49:16+00:00,0,32,False,,,2020-07-31 15:01:50,2020
28,0,True,True,4,33,0,True,active,23,2020-07-31 14:59:16+00:00,0,33,False,,,2020-07-31 15:01:50,2020
29,0,True,True,2,35,0,True,active,21,2020-07-31 15:00:59+00:00,0,35,False,,,2020-07-31 15:01:50,2020
30,0,True,True,28,36,0,True,active,5,2020-07-31 14:43:04+00:00,0,36,True,,,2020-07-31 15:01:50,2020
31,0,True,True,15,37,0,True,active,0,2020-07-31 14:24:18+00:00,0,37,True,,,2020-07-31 15:01:50,2020
32,1,True,True,1,39,0,True,active,21,2020-07-31 14:41:58+00:00,0,39,False,,,2020-07-31 15:01:50,2020
33,0,True,True,5,40,0,True,active,14,2020-07-31 14:59:20+00:00,0,40,False,,,2020-07-31 15:01:50,2020
34,1,True,True,9,41,0,True,active,17,2020-07-31 14:54:08+00:00,0,41,True,,,2020-07-31 15:01:50,2020
35,0,True,True,11,42,0,True,active,12,2020-07-31 14:43:56+00:00,0,42,False,,,2020-07-31 15:01:50,2020
36,0,True,True,9,43,0,True,active,6,2020-07-31 13:00:06+00:00,0,43,True,,,2020-07-31 15:01:50,2020
37,0,True,True,3,44,0,True,active,20,2020-07-31 14:58:35+00:00,0,44,False,,,2020-07-31 15:01:50,2020
38,0,True,True,12,46,0,True,active,7,2020-07-31 14:42:15+00:00,0,46,False,,,2020-07-31 15:01:50,2020
39,0,True,True,17,47,0,True,active,2,2020-07-31 15:00:47+00:00,0,47,True,,,2020-07-31 15:01:50,2020
40,0,True,True,8,48,0,True,active,11,2020-07-31 14:38:42+00:00,0,48,False,,,2020-07-31 15:01:50,2020
41,0,True,True,18,49,0,True,active,0,2020-07-31 14:50:48+00:00,0,49,False,,,2020-07-31 15:01:50,2020
42,0,True,True,2,50,0,True,active,13,2020-07-31 14:56:57+00:00,0,50,True,,,2020-07-31 15:01:50,2020
43,2,True,True,9,51,0,True,active,4,2020-07-31 14:50:38+00:00,0,51,False,,,2020-07-31 15:01:50,2020
44,1,True,True,19,52,0,True,active,3,2020-07-31 14:59:04+00:00,0,52,True,,,2020-07-31 15:01:50,2020
45,0,True,True,14,53,0,True,active,5,2020-07-31 14:45:31+00:00,0,53,False,,,2020-07-31 15:01:50,2020
46,0,True,True,14,54,0,True,active,1,2020-07-31 14:45:26+00:00,0,54,False,,,2020-07-31 15:01:50,2020
47,0,True,True,7,55,0,True,active,8,2020-07-31 14:55:18+00:00,0,55,False,,,2020-07-31 15:01:50,2020
48,0,True,True,8,56,0,True,active,10,2020-07-31 14:10:51+00:00,0,56,True,,,2020-07-31 15:01:50,2020
49,0,True,True,6,57,0,True,active,8,2020-07-31 14:46:17+00:00,0,57,True,,,2020-07-31 15:01:50,2020
