,num_ebikes_available,station_id,num_docks_available,num_bikes_disabled,num_docks_disabled,legacy_id,is_renting,eightd_has_available_keys,station_status,num_bikes_available,is_returning,is_installed,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,3,15,0,0,3,True,False,active,0,True,True,2020-08-01 00:56:03+00:00,,,2020-08-01 01:04:15,2020
1,0,4,19,0,0,4,True,False,active,0,True,True,2020-08-01 00:44:04+00:00,,,2020-08-01 01:04:15,2020
2,0,5,15,0,0,5,True,False,active,0,True,True,2020-08-01 01:01:38+00:00,,,2020-08-01 01:04:15,2020
3,0,6,13,0,0,6,True,False,active,2,True,True,2020-08-01 00:56:59+00:00,,,2020-08-01 01:04:15,2020
4,0,7,5,0,0,7,True,False,active,10,True,True,2020-08-01 00:19:22+00:00,,,2020-08-01 01:04:15,2020
5,0,8,10,2,0,8,True,False,active,7,True,True,2020-08-01 01:00:59+00:00,,,2020-08-01 01:04:15,2020
6,0,9,2,0,0,9,True,False,active,13,True,True,2020-08-01 00:55:50+00:00,,,2020-08-01 01:04:15,2020
7,0,10,4,1,0,10,True,False,active,6,True,True,2020-08-01 00:50:02+00:00,,,2020-08-01 01:04:15,2020
8,0,11,14,1,0,11,True,False,active,0,True,True,2020-08-01 00:15:16+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_count': 20, 'active': True, 'off_dock_capacity': 50}",2020-08-01 01:04:15,2020
9,0,12,12,2,0,12,True,True,active,4,True,True,2020-08-01 00:54:36+00:00,,,2020-08-01 01:04:15,2020
10,0,13,14,0,0,13,True,False,active,5,True,True,2020-08-01 00:52:41+00:00,,,2020-08-01 01:04:15,2020
11,0,14,25,0,0,14,True,False,active,0,True,True,2020-08-01 01:01:29+00:00,,,2020-08-01 01:04:15,2020
12,0,15,4,2,0,15,True,False,active,9,True,True,2020-08-01 00:48:46+00:00,,,2020-08-01 01:04:15,2020
13,0,16,7,2,0,16,True,True,active,10,True,True,2020-08-01 00:50:54+00:00,,,2020-08-01 01:04:15,2020
14,0,17,6,0,0,17,True,False,active,9,True,True,2020-08-01 00:59:46+00:00,,,2020-08-01 01:04:15,2020
15,0,19,2,0,0,19,True,False,active,13,True,True,2020-08-01 01:03:41+00:00,,,2020-08-01 01:04:15,2020
16,0,20,15,0,0,20,True,True,active,8,True,True,2020-08-01 01:03:57+00:00,,,2020-08-01 01:04:15,2020
17,0,21,11,0,0,21,True,True,active,7,True,True,2020-08-01 00:54:57+00:00,,,2020-08-01 01:04:15,2020
18,0,22,18,2,0,22,True,True,active,27,True,True,2020-08-01 00:31:45+00:00,,,2020-08-01 01:04:15,2020
19,0,23,0,0,0,23,True,True,active,21,True,True,2020-08-01 00:55:18+00:00,,,2020-08-01 01:04:15,2020
20,0,24,5,0,0,24,True,False,active,14,True,True,2020-08-01 00:51:40+00:00,,,2020-08-01 01:04:15,2020
21,0,25,6,1,0,25,True,False,active,8,True,True,2020-08-01 00:58:00+00:00,,,2020-08-01 01:04:15,2020
22,0,26,1,1,0,26,True,False,active,13,True,True,2020-08-01 00:58:11+00:00,,,2020-08-01 01:04:15,2020
23,0,27,13,2,0,27,True,False,active,8,True,True,2020-08-01 01:00:27+00:00,,,2020-08-01 01:04:15,2020
24,0,29,7,0,0,29,True,False,active,8,True,True,2020-07-31 16:37:02+00:00,,,2020-08-01 01:04:15,2020
25,0,30,11,1,0,30,True,False,active,3,True,True,2020-08-01 01:01:41+00:00,,,2020-08-01 01:04:15,2020
26,0,31,0,0,0,31,True,True,active,19,True,True,2020-08-01 01:03:30+00:00,,,2020-08-01 01:04:15,2020
27,0,32,4,3,0,32,True,False,active,8,True,True,2020-08-01 01:03:08+00:00,,,2020-08-01 01:04:15,2020
28,0,33,2,0,0,33,True,False,active,25,True,True,2020-08-01 00:45:35+00:00,,,2020-08-01 01:04:15,2020
29,0,35,16,3,0,35,True,False,active,4,True,True,2020-08-01 00:33:43+00:00,,,2020-08-01 01:04:15,2020
30,0,36,33,0,0,36,True,True,active,0,True,True,2020-08-01 01:02:44+00:00,,,2020-08-01 01:04:15,2020
31,0,37,14,0,0,37,True,True,active,1,True,True,2020-08-01 01:03:27+00:00,,,2020-08-01 01:04:15,2020
32,0,39,19,1,0,39,True,False,active,3,True,True,2020-08-01 00:43:05+00:00,,,2020-08-01 01:04:15,2020
33,0,40,5,0,0,40,True,False,active,14,True,True,2020-08-01 00:48:48+00:00,,,2020-08-01 01:04:15,2020
34,0,41,14,1,0,41,True,True,active,12,True,True,2020-08-01 01:04:11+00:00,,,2020-08-01 01:04:15,2020
35,0,42,5,0,0,42,True,False,active,18,True,True,2020-08-01 00:46:21+00:00,,,2020-08-01 01:04:15,2020
36,0,43,2,0,0,43,True,True,active,13,True,True,2020-08-01 00:47:39+00:00,,,2020-08-01 01:04:15,2020
37,0,44,15,0,0,44,True,False,active,8,True,True,2020-08-01 00:59:07+00:00,,,2020-08-01 01:04:15,2020
38,0,46,6,0,0,46,True,False,active,13,True,True,2020-08-01 00:58:23+00:00,,,2020-08-01 01:04:15,2020
39,0,47,0,0,0,47,True,True,active,19,True,True,2020-08-01 00:26:20+00:00,,,2020-08-01 01:04:15,2020
40,0,48,13,0,0,48,True,False,active,6,True,True,2020-08-01 01:00:01+00:00,,,2020-08-01 01:04:15,2020
41,0,49,16,0,0,49,True,False,active,2,True,True,2020-08-01 00:58:31+00:00,,,2020-08-01 01:04:15,2020
42,0,50,9,0,0,50,True,True,active,6,True,True,2020-08-01 00:27:37+00:00,,,2020-08-01 01:04:15,2020
43,0,51,8,2,0,51,True,False,active,5,True,True,2020-08-01 01:01:20+00:00,,,2020-08-01 01:04:15,2020
