,num_bikes_available,eightd_has_available_keys,is_installed,station_status,num_docks_disabled,legacy_id,is_returning,num_docks_available,num_bikes_disabled,num_ebikes_available,is_renting,last_reported,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,10,False,True,active,0,3,True,5,0,0,True,2020-08-20 15:55:17+00:00,3,,,2020-08-20 16:03:40,2020
1,5,False,True,active,0,4,True,14,0,0,True,2020-08-20 15:51:11+00:00,4,,,2020-08-20 16:03:40,2020
2,3,False,True,active,0,5,True,11,1,0,True,2020-08-20 15:36:56+00:00,5,,,2020-08-20 16:03:40,2020
3,6,False,True,active,0,6,True,8,1,0,True,2020-08-20 15:52:39+00:00,6,,,2020-08-20 16:03:40,2020
4,9,False,True,active,0,7,True,6,0,0,True,2020-08-20 13:48:45+00:00,7,,,2020-08-20 16:03:40,2020
5,8,False,True,active,0,8,True,10,1,0,True,2020-08-20 15:52:19+00:00,8,,,2020-08-20 16:03:40,2020
6,8,False,True,active,0,9,True,7,0,0,True,2020-08-20 16:02:11+00:00,9,,,2020-08-20 16:03:40,2020
7,8,False,True,active,0,10,True,3,0,0,True,2020-08-20 15:22:01+00:00,10,,,2020-08-20 16:03:40,2020
8,14,False,True,active,0,11,True,1,0,0,True,2020-08-20 15:57:08+00:00,11,,,2020-08-20 16:03:40,2020
9,16,True,True,active,0,12,True,1,1,0,True,2020-08-20 15:39:54+00:00,12,,,2020-08-20 16:03:40,2020
10,14,False,True,active,0,13,True,5,0,0,True,2020-08-20 16:02:35+00:00,13,,,2020-08-20 16:03:40,2020
11,20,False,True,active,0,14,True,5,0,0,True,2020-08-20 15:50:52+00:00,14,,,2020-08-20 16:03:40,2020
12,9,False,True,active,0,15,True,6,0,0,True,2020-08-20 15:56:20+00:00,15,,,2020-08-20 16:03:40,2020
13,5,True,True,active,0,16,True,14,0,0,True,2020-08-20 15:56:21+00:00,16,,,2020-08-20 16:03:40,2020
14,6,False,True,active,0,17,True,8,1,0,True,2020-08-20 15:16:16+00:00,17,,,2020-08-20 16:03:40,2020
15,5,False,True,active,0,19,True,10,0,0,True,2020-08-20 15:44:13+00:00,19,,,2020-08-20 16:03:40,2020
16,7,True,True,active,0,20,True,16,0,0,True,2020-08-20 16:01:37+00:00,20,,,2020-08-20 16:03:40,2020
17,8,True,True,active,0,21,True,10,0,0,True,2020-08-20 15:32:06+00:00,21,,,2020-08-20 16:03:40,2020
18,20,True,True,active,0,22,True,26,1,0,True,2020-08-20 15:44:57+00:00,22,,,2020-08-20 16:03:40,2020
19,18,False,True,active,0,23,True,3,0,0,True,2020-08-20 15:59:55+00:00,23,,,2020-08-20 16:03:40,2020
20,10,False,True,active,0,24,True,7,2,0,True,2020-08-20 15:56:46+00:00,24,,,2020-08-20 16:03:40,2020
21,9,False,True,active,0,25,True,6,0,0,True,2020-08-20 15:47:26+00:00,25,,,2020-08-20 16:03:40,2020
22,9,False,True,active,0,26,True,5,1,0,True,2020-08-20 15:46:15+00:00,26,,,2020-08-20 16:03:40,2020
23,15,False,True,active,0,27,True,8,0,0,True,2020-08-20 15:46:55+00:00,27,,,2020-08-20 16:03:40,2020
24,4,False,True,active,0,29,True,10,1,0,True,2020-08-20 13:39:01+00:00,29,,,2020-08-20 16:03:40,2020
25,15,False,True,active,0,30,True,0,0,0,True,2020-08-20 15:45:11+00:00,30,,,2020-08-20 16:03:40,2020
26,1,True,True,active,0,31,True,18,0,0,True,2020-08-20 15:51:24+00:00,31,,,2020-08-20 16:03:40,2020
27,12,False,True,active,0,32,True,2,1,0,True,2020-08-20 16:03:38+00:00,32,,,2020-08-20 16:03:40,2020
28,20,False,True,active,0,33,True,7,0,0,True,2020-08-20 15:34:54+00:00,33,,,2020-08-20 16:03:40,2020
29,14,False,True,active,0,35,True,8,1,0,True,2020-08-20 15:52:20+00:00,35,,,2020-08-20 16:03:40,2020
30,17,True,True,active,0,36,True,14,2,0,True,2020-08-20 15:41:47+00:00,36,,,2020-08-20 16:03:40,2020
31,11,True,True,active,0,37,True,4,0,0,True,2020-08-20 15:33:47+00:00,37,,,2020-08-20 16:03:40,2020
32,7,False,True,active,0,39,True,16,0,0,True,2020-08-20 16:03:24+00:00,39,,,2020-08-20 16:03:40,2020
33,3,False,True,active,0,40,True,16,0,0,True,2020-08-20 15:59:16+00:00,40,,,2020-08-20 16:03:40,2020
34,11,True,True,active,0,41,True,15,1,0,True,2020-08-20 16:00:25+00:00,41,,,2020-08-20 16:03:40,2020
35,15,False,True,active,0,42,True,7,1,0,True,2020-08-20 15:55:00+00:00,42,,,2020-08-20 16:03:40,2020
36,12,True,True,active,0,43,True,3,0,0,True,2020-08-20 14:49:08+00:00,43,,,2020-08-20 16:03:40,2020
37,14,False,True,active,0,44,True,9,0,0,True,2020-08-20 15:24:46+00:00,44,,,2020-08-20 16:03:40,2020
38,1,False,True,active,0,46,True,18,0,0,True,2020-08-20 15:53:39+00:00,46,,,2020-08-20 16:03:40,2020
39,1,True,True,active,0,47,True,18,0,0,True,2020-08-20 15:51:11+00:00,47,,,2020-08-20 16:03:40,2020
40,15,False,True,active,0,48,True,4,0,0,True,2020-08-20 15:27:04+00:00,48,,,2020-08-20 16:03:40,2020
41,16,False,True,active,0,49,True,2,0,0,True,2020-08-20 15:40:12+00:00,49,,,2020-08-20 16:03:40,2020
42,4,True,True,active,0,50,True,10,1,0,True,2020-08-20 15:36:36+00:00,50,,,2020-08-20 16:03:40,2020
43,9,False,True,active,0,51,True,5,1,0,True,2020-08-20 15:46:26+00:00,51,,,2020-08-20 16:03:40,2020
44,3,True,True,active,0,52,True,20,0,0,True,2020-08-20 15:59:59+00:00,52,,,2020-08-20 16:03:40,2020
45,6,False,True,active,0,53,True,13,0,0,True,2020-08-20 15:52:42+00:00,53,,,2020-08-20 16:03:40,2020
46,6,False,True,active,0,54,True,9,0,0,True,2020-08-20 16:01:48+00:00,54,,,2020-08-20 16:03:40,2020
47,0,False,True,active,0,55,True,14,1,0,True,2020-08-20 15:40:11+00:00,55,,,2020-08-20 16:03:40,2020
