,last_reported,num_ebikes_available,is_returning,legacy_id,station_status,num_docks_available,station_id,num_docks_disabled,num_bikes_available,is_installed,eightd_has_available_keys,num_bikes_disabled,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-01 17:41:38+00:00,0,True,3,active,10,3,0,5,True,True,0,True,,,2020-08-01 17:45:10,2020
1,2020-08-01 17:27:25+00:00,0,True,4,active,19,4,0,0,True,False,0,True,,,2020-08-01 17:45:10,2020
2,2020-08-01 17:33:12+00:00,0,True,5,active,14,5,0,1,True,False,0,True,,,2020-08-01 17:45:10,2020
3,2020-08-01 17:01:28+00:00,0,True,6,active,15,6,0,0,True,False,0,True,,,2020-08-01 17:45:10,2020
4,2020-08-01 17:37:39+00:00,0,True,7,active,3,7,0,11,True,False,1,True,,,2020-08-01 17:45:10,2020
5,2020-08-01 17:40:55+00:00,0,True,8,active,13,8,0,4,True,False,2,True,,,2020-08-01 17:45:10,2020
6,2020-08-01 17:25:27+00:00,0,True,9,active,8,9,0,7,True,False,0,True,,,2020-08-01 17:45:10,2020
7,2020-08-01 17:23:10+00:00,0,True,10,active,3,10,0,7,True,False,1,True,,,2020-08-01 17:45:10,2020
8,2020-08-01 17:42:49+00:00,0,True,11,active,5,11,0,8,True,False,2,True,,,2020-08-01 17:45:10,2020
9,2020-08-01 17:21:26+00:00,0,True,12,active,13,12,0,3,True,True,2,True,,,2020-08-01 17:45:10,2020
10,2020-08-01 17:38:10+00:00,0,True,13,active,5,13,0,14,True,False,0,True,,,2020-08-01 17:45:10,2020
11,2020-08-01 17:29:23+00:00,0,True,14,active,7,14,0,18,True,False,0,True,,,2020-08-01 17:45:10,2020
12,2020-08-01 16:52:52+00:00,0,True,15,active,7,15,0,7,True,False,1,True,,,2020-08-01 17:45:10,2020
13,2020-08-01 17:42:38+00:00,0,True,16,active,2,16,0,16,True,True,1,True,,,2020-08-01 17:45:10,2020
14,2020-08-01 17:44:44+00:00,0,True,17,active,12,17,0,3,True,False,0,True,,,2020-08-01 17:45:10,2020
15,2020-08-01 17:42:12+00:00,0,True,19,active,9,19,0,6,True,False,0,True,,,2020-08-01 17:45:10,2020
16,2020-08-01 17:39:46+00:00,0,True,20,active,23,20,0,0,True,True,0,True,,,2020-08-01 17:45:10,2020
17,2020-08-01 17:37:12+00:00,0,True,21,active,12,21,0,6,True,True,0,True,,,2020-08-01 17:45:10,2020
18,2020-08-01 17:39:34+00:00,0,True,22,active,31,22,0,14,True,True,2,True,,,2020-08-01 17:45:10,2020
19,2020-08-01 17:34:39+00:00,0,True,23,active,13,23,0,8,True,True,0,True,,,2020-08-01 17:45:10,2020
