,is_renting,num_bikes_disabled,num_docks_disabled,station_id,is_installed,num_bikes_available,legacy_id,last_reported,num_docks_available,is_returning,station_status,num_ebikes_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
190,True,1,0,218,True,0,218,2020-08-10 01:56:07+00:00,14,True,active,0,False,2020-08-10 02:12:35,2020
191,True,0,0,219,True,3,219,2020-08-09 23:32:32+00:00,12,True,active,0,False,2020-08-10 02:12:35,2020
192,True,1,0,221,True,8,221,2020-08-10 00:47:02+00:00,10,True,active,0,False,2020-08-10 02:12:35,2020
193,True,0,0,222,True,9,222,2020-08-10 00:44:21+00:00,5,True,active,0,True,2020-08-10 02:12:35,2020
194,True,0,0,224,True,10,224,2020-08-10 01:39:03+00:00,7,True,active,0,False,2020-08-10 02:12:35,2020
195,True,1,0,225,True,4,225,2020-08-10 01:37:56+00:00,14,True,active,0,False,2020-08-10 02:12:35,2020
196,True,0,0,226,True,2,226,2020-08-10 02:11:34+00:00,13,True,active,0,False,2020-08-10 02:12:35,2020
197,True,0,0,227,True,9,227,2020-08-10 02:12:20+00:00,10,True,active,0,False,2020-08-10 02:12:35,2020
198,True,1,0,228,True,4,228,2020-08-10 01:28:19+00:00,14,True,active,0,False,2020-08-10 02:12:35,2020
199,True,1,0,232,True,3,232,2020-08-09 13:16:48+00:00,7,True,active,0,False,2020-08-10 02:12:35,2020
200,True,2,0,233,True,6,233,2020-08-10 01:46:49+00:00,7,True,active,0,False,2020-08-10 02:12:35,2020
201,True,0,0,234,True,6,234,2020-08-10 01:36:59+00:00,9,True,active,0,False,2020-08-10 02:12:35,2020
202,True,0,0,235,True,4,235,2020-08-10 01:11:50+00:00,11,True,active,0,False,2020-08-10 02:12:35,2020
203,True,0,0,236,True,8,236,2020-08-10 00:47:41+00:00,7,True,active,0,False,2020-08-10 02:12:35,2020
204,True,0,0,239,True,7,239,2020-08-10 01:59:34+00:00,8,True,active,0,False,2020-08-10 02:12:35,2020
205,True,0,0,255,True,11,255,2020-08-09 22:01:27+00:00,4,True,active,0,False,2020-08-10 02:12:35,2020
206,True,0,0,258,True,13,258,2020-08-09 23:58:22+00:00,2,True,active,0,False,2020-08-10 02:12:35,2020
207,True,0,0,259,True,14,259,2020-08-09 16:59:55+00:00,1,True,active,0,False,2020-08-10 02:12:35,2020
208,True,0,0,260,True,15,260,2020-08-09 17:32:05+00:00,0,True,active,0,False,2020-08-10 02:12:35,2020
209,True,0,0,271,True,5,271,2020-08-09 23:53:27+00:00,10,True,active,0,False,2020-08-10 02:12:35,2020
210,True,1,0,272,True,7,272,2020-08-09 20:36:59+00:00,11,True,active,0,False,2020-08-10 02:12:35,2020
211,True,2,0,273,True,22,273,2020-08-10 01:33:45+00:00,16,True,active,0,False,2020-08-10 02:12:35,2020
212,True,0,0,279,True,16,279,2020-08-10 00:08:11+00:00,3,True,active,0,False,2020-08-10 02:12:35,2020
213,True,0,0,280,True,6,280,2020-08-10 00:08:27+00:00,13,True,active,0,False,2020-08-10 02:12:35,2020
214,True,0,0,282,True,13,282,2020-08-10 01:37:13+00:00,2,True,active,0,False,2020-08-10 02:12:35,2020
215,True,0,0,296,True,10,296,2020-08-10 02:10:47+00:00,13,True,active,0,False,2020-08-10 02:12:35,2020
216,True,0,0,318,True,11,318,2020-08-10 02:03:00+00:00,8,True,active,0,False,2020-08-10 02:12:35,2020
217,True,0,0,319,True,7,319,2020-08-10 00:23:02+00:00,18,True,active,0,False,2020-08-10 02:12:35,2020
