,num_docks_disabled,is_returning,num_ebikes_available,num_bikes_disabled,num_docks_available,is_renting,station_id,eightd_has_available_keys,station_status,legacy_id,last_reported,is_installed,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,0,2,9,True,3,True,active,3,2020-07-29 22:28:08+00:00,True,4,,,2020-07-29 22:30:10,2020
1,0,True,0,0,3,True,4,False,active,4,2020-07-29 22:22:43+00:00,True,16,,,2020-07-29 22:30:10,2020
2,0,True,0,0,8,True,5,False,active,5,2020-07-29 22:24:44+00:00,True,7,,,2020-07-29 22:30:10,2020
3,0,True,0,1,4,True,6,False,active,6,2020-07-29 22:23:14+00:00,True,10,,,2020-07-29 22:30:10,2020
4,0,True,0,0,8,True,7,False,active,7,2020-07-29 21:40:19+00:00,True,7,,,2020-07-29 22:30:10,2020
5,0,True,0,1,15,True,8,False,active,8,2020-07-29 22:29:22+00:00,True,3,,,2020-07-29 22:30:10,2020
6,0,True,0,1,8,True,9,False,active,9,2020-07-29 22:11:38+00:00,True,6,,,2020-07-29 22:30:10,2020
7,0,True,0,1,8,True,10,False,active,10,2020-07-29 21:45:24+00:00,True,2,,,2020-07-29 22:30:10,2020
8,0,True,0,1,13,True,11,False,active,11,2020-07-29 22:20:55+00:00,True,1,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'active': True, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 12, 'valet_revision': 69, 'region': 'BOS'}",2020-07-29 22:30:10,2020
9,0,True,0,1,5,True,12,True,active,12,2020-07-29 21:54:07+00:00,True,12,,,2020-07-29 22:30:10,2020
10,0,True,0,0,12,True,13,False,active,13,2020-07-29 22:29:23+00:00,True,7,,,2020-07-29 22:30:10,2020
11,0,True,0,0,25,True,14,False,active,14,2020-07-29 21:56:13+00:00,True,0,,,2020-07-29 22:30:10,2020
12,0,True,0,0,5,True,15,False,active,15,2020-07-29 22:24:32+00:00,True,10,,,2020-07-29 22:30:10,2020
13,0,True,0,2,5,True,16,True,active,16,2020-07-29 22:20:34+00:00,True,12,,,2020-07-29 22:30:10,2020
