,last_reported,eightd_has_available_keys,num_bikes_disabled,num_bikes_available,station_status,num_docks_disabled,num_docks_available,is_returning,station_id,legacy_id,is_installed,num_ebikes_available,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-06 20:30:25+00:00,False,0,7,active,0,8,True,3,3,True,0,True,,,2020-08-06 20:30:45,2020
1,2020-08-06 20:30:11+00:00,False,1,13,active,0,5,True,4,4,True,0,True,,,2020-08-06 20:30:45,2020
2,2020-08-06 20:09:16+00:00,False,1,2,active,0,12,True,5,5,True,0,True,,,2020-08-06 20:30:45,2020
3,2020-08-06 20:30:22+00:00,False,2,7,active,0,6,True,6,6,True,0,True,,,2020-08-06 20:30:45,2020
4,2020-08-06 20:14:40+00:00,False,0,7,active,0,8,True,7,7,True,0,True,,,2020-08-06 20:30:45,2020
5,2020-08-06 20:30:12+00:00,False,0,2,active,0,17,True,8,8,True,0,True,,,2020-08-06 20:30:45,2020
6,2020-08-06 20:22:20+00:00,False,1,14,active,0,0,True,9,9,True,0,True,,,2020-08-06 20:30:45,2020
7,2020-08-06 19:51:37+00:00,False,0,6,active,0,5,True,10,10,True,0,True,,,2020-08-06 20:30:45,2020
8,2020-08-06 20:29:38+00:00,False,1,9,active,0,5,True,11,11,True,0,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 36, 'region': 'BOS', 'off_dock_capacity': 50, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 79, 'dock_blocked_count': 0}",2020-08-06 20:30:45,2020
9,2020-08-06 20:19:34+00:00,True,0,14,active,0,4,True,12,12,True,0,True,,,2020-08-06 20:30:45,2020
10,2020-08-06 20:26:30+00:00,False,0,9,active,0,10,True,13,13,True,0,True,,,2020-08-06 20:30:45,2020
11,2020-08-06 20:10:05+00:00,False,2,15,active,0,8,True,14,14,True,0,True,,,2020-08-06 20:30:45,2020
12,2020-08-06 20:25:18+00:00,False,1,5,active,0,9,True,15,15,True,0,True,,,2020-08-06 20:30:45,2020
13,2020-08-06 20:30:16+00:00,True,0,6,active,0,13,True,16,16,True,0,True,,,2020-08-06 20:30:45,2020
14,2020-08-06 20:25:04+00:00,False,0,4,active,0,11,True,17,17,True,0,True,,,2020-08-06 20:30:45,2020
15,2020-08-06 18:25:48+00:00,False,0,0,active,0,15,True,19,19,True,0,True,,,2020-08-06 20:30:45,2020
16,2020-08-06 20:18:44+00:00,True,0,18,active,0,5,True,20,20,True,0,True,,,2020-08-06 20:30:45,2020
17,2020-08-06 20:27:26+00:00,True,0,6,active,0,12,True,21,21,True,0,True,,,2020-08-06 20:30:45,2020
18,2020-08-06 19:13:48+00:00,True,0,2,active,0,45,True,22,22,True,0,True,,,2020-08-06 20:30:45,2020
19,2020-08-06 20:06:37+00:00,True,0,18,active,0,3,True,23,23,True,0,True,,,2020-08-06 20:30:45,2020
20,2020-08-06 20:19:00+00:00,False,0,12,active,0,7,True,24,24,True,0,True,,,2020-08-06 20:30:45,2020
21,2020-08-06 20:26:26+00:00,False,1,2,active,0,12,True,25,25,True,0,True,,,2020-08-06 20:30:45,2020
22,2020-08-06 20:29:29+00:00,False,1,5,active,0,9,True,26,26,True,0,True,,,2020-08-06 20:30:45,2020
23,2020-08-06 20:26:46+00:00,False,1,14,active,0,8,True,27,27,True,0,True,,,2020-08-06 20:30:45,2020
24,2020-08-06 20:02:40+00:00,False,1,9,active,0,5,True,29,29,True,0,True,,,2020-08-06 20:30:45,2020
25,2020-08-06 20:30:25+00:00,False,0,4,active,0,11,True,30,30,True,0,True,,,2020-08-06 20:30:45,2020
26,2020-08-06 20:26:59+00:00,True,0,3,active,0,16,True,31,31,True,0,True,,,2020-08-06 20:30:45,2020
27,2020-08-06 20:30:28+00:00,False,0,1,active,0,14,True,32,32,True,0,True,,,2020-08-06 20:30:45,2020
28,2020-08-06 20:26:54+00:00,False,0,11,active,0,16,True,33,33,True,0,True,,,2020-08-06 20:30:45,2020
29,2020-08-06 20:30:04+00:00,False,0,6,active,0,17,True,35,35,True,0,True,,,2020-08-06 20:30:45,2020
30,2020-08-06 20:30:29+00:00,True,1,31,active,0,1,True,36,36,True,0,True,,,2020-08-06 20:30:45,2020
31,2020-08-06 19:20:37+00:00,True,0,10,active,0,5,True,37,37,True,0,True,,,2020-08-06 20:30:45,2020
32,2020-08-06 20:22:45+00:00,False,0,12,active,0,11,True,39,39,True,0,True,,,2020-08-06 20:30:45,2020
33,2020-08-06 20:26:50+00:00,False,0,8,active,0,11,True,40,40,True,0,True,,,2020-08-06 20:30:45,2020
34,2020-08-06 20:18:55+00:00,True,0,6,active,0,21,True,41,41,True,0,True,,,2020-08-06 20:30:45,2020
35,2020-08-06 20:13:24+00:00,False,2,10,active,0,11,True,42,42,True,0,True,,,2020-08-06 20:30:45,2020
36,2020-08-06 20:29:59+00:00,True,0,11,active,0,4,True,43,43,True,0,True,,,2020-08-06 20:30:45,2020
