,legacy_id,eightd_has_available_keys,num_bikes_available,num_bikes_disabled,num_ebikes_available,is_returning,num_docks_disabled,is_installed,last_reported,station_id,is_renting,num_docks_available,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,False,0,0,0,True,0,True,2020-08-07 02:45:22+00:00,3,True,15,active,,,2020-08-07 02:50:00,2020
1,4,False,15,0,0,True,0,True,2020-08-07 02:25:34+00:00,4,True,4,active,,,2020-08-07 02:50:00,2020
2,5,False,13,2,0,True,0,True,2020-08-07 01:52:18+00:00,5,True,0,active,,,2020-08-07 02:50:00,2020
3,6,False,9,1,0,True,0,True,2020-08-07 02:29:22+00:00,6,True,5,active,,,2020-08-07 02:50:00,2020
4,7,False,8,0,0,True,0,True,2020-08-07 02:39:18+00:00,7,True,7,active,,,2020-08-07 02:50:00,2020
5,8,False,13,0,0,True,0,True,2020-08-07 02:39:24+00:00,8,True,6,active,,,2020-08-07 02:50:00,2020
6,9,False,9,1,0,True,0,True,2020-08-07 01:50:28+00:00,9,True,5,active,,,2020-08-07 02:50:00,2020
7,10,False,7,0,0,True,0,True,2020-08-07 02:06:07+00:00,10,True,4,active,,,2020-08-07 02:50:00,2020
8,11,False,0,1,0,True,0,True,2020-08-07 01:43:03+00:00,11,True,14,active,,,2020-08-07 02:50:00,2020
9,12,True,8,0,0,True,0,True,2020-08-07 02:18:48+00:00,12,True,10,active,,,2020-08-07 02:50:00,2020
10,13,False,0,0,0,True,0,True,2020-08-07 01:27:59+00:00,13,True,19,active,,,2020-08-07 02:50:00,2020
11,14,False,1,2,0,True,0,True,2020-08-07 02:43:42+00:00,14,True,22,active,,,2020-08-07 02:50:00,2020
12,15,False,11,0,0,True,0,True,2020-08-07 02:11:19+00:00,15,True,4,active,,,2020-08-07 02:50:00,2020
13,16,True,8,0,0,True,0,True,2020-08-07 02:44:02+00:00,16,True,11,active,,,2020-08-07 02:50:00,2020
14,17,False,2,2,0,True,0,True,2020-08-07 02:31:16+00:00,17,True,11,active,,,2020-08-07 02:50:00,2020
15,19,False,10,0,0,True,0,True,2020-08-07 02:15:26+00:00,19,True,5,active,,,2020-08-07 02:50:00,2020
16,20,True,2,1,0,True,0,True,2020-08-07 02:36:09+00:00,20,True,20,active,,,2020-08-07 02:50:00,2020
17,21,True,14,0,0,True,0,True,2020-08-07 02:12:07+00:00,21,True,4,active,,,2020-08-07 02:50:00,2020
18,22,True,21,1,0,True,0,True,2020-08-07 02:25:31+00:00,22,True,25,active,,,2020-08-07 02:50:00,2020
19,23,True,18,0,0,True,0,True,2020-08-07 02:42:42+00:00,23,True,3,active,,,2020-08-07 02:50:00,2020
20,24,False,3,2,0,True,0,True,2020-08-07 02:49:55+00:00,24,True,14,active,,,2020-08-07 02:50:00,2020
21,25,False,12,1,0,True,0,True,2020-08-07 02:44:00+00:00,25,True,2,active,,,2020-08-07 02:50:00,2020
22,26,False,13,1,0,True,0,True,2020-08-07 02:24:29+00:00,26,True,1,active,,,2020-08-07 02:50:00,2020
23,27,False,14,0,0,True,0,True,2020-08-07 02:34:31+00:00,27,True,9,active,,,2020-08-07 02:50:00,2020
24,29,False,7,1,0,True,0,True,2020-08-07 00:18:47+00:00,29,True,7,active,,,2020-08-07 02:50:00,2020
25,30,False,0,0,0,True,0,True,2020-08-07 02:49:07+00:00,30,True,15,active,,,2020-08-07 02:50:00,2020
26,31,True,18,0,0,True,0,True,2020-08-07 02:42:04+00:00,31,True,1,active,,,2020-08-07 02:50:00,2020
27,32,False,2,0,0,True,0,True,2020-08-07 02:17:59+00:00,32,True,13,active,,,2020-08-07 02:50:00,2020
28,33,False,15,0,0,True,0,True,2020-08-07 02:30:25+00:00,33,True,12,active,,,2020-08-07 02:50:00,2020
29,35,False,1,0,0,True,0,True,2020-08-07 02:08:13+00:00,35,True,22,active,,,2020-08-07 02:50:00,2020
30,36,True,23,1,0,True,0,True,2020-08-07 02:27:38+00:00,36,True,9,active,,,2020-08-07 02:50:00,2020
31,37,True,6,1,0,True,0,True,2020-08-07 00:49:16+00:00,37,True,8,active,,,2020-08-07 02:50:00,2020
32,39,False,7,0,0,True,0,True,2020-08-07 02:29:51+00:00,39,True,16,active,,,2020-08-07 02:50:00,2020
