,legacy_id,is_returning,eightd_has_available_keys,last_reported,num_bikes_available,station_id,num_ebikes_available,num_docks_disabled,is_renting,num_bikes_disabled,station_status,num_docks_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,True,False,2020-08-06 23:03:52+00:00,0,3,0,0,True,0,active,15,True,,,2020-08-06 23:24:45,2020
1,4,True,False,2020-08-06 23:18:26+00:00,16,4,0,0,True,0,active,3,True,,,2020-08-06 23:24:45,2020
2,5,True,False,2020-08-06 23:23:34+00:00,3,5,0,0,True,1,active,11,True,,,2020-08-06 23:24:45,2020
3,6,True,False,2020-08-06 23:18:55+00:00,0,6,0,0,True,1,active,14,True,,,2020-08-06 23:24:45,2020
4,7,True,False,2020-08-06 23:21:37+00:00,13,7,0,0,True,0,active,2,True,,,2020-08-06 23:24:45,2020
5,8,True,False,2020-08-06 23:24:02+00:00,6,8,0,0,True,0,active,13,True,,,2020-08-06 23:24:45,2020
6,9,True,False,2020-08-06 23:15:12+00:00,9,9,0,0,True,1,active,5,True,,,2020-08-06 23:24:45,2020
7,10,True,False,2020-08-06 23:17:58+00:00,6,10,0,0,True,0,active,5,True,,,2020-08-06 23:24:45,2020
8,11,True,False,2020-08-06 23:10:04+00:00,0,11,0,0,True,1,active,14,True,,,2020-08-06 23:24:45,2020
9,12,True,True,2020-08-06 23:21:47+00:00,17,12,0,0,True,0,active,1,True,,,2020-08-06 23:24:45,2020
10,13,True,False,2020-08-06 23:20:30+00:00,1,13,0,0,True,0,active,18,True,,,2020-08-06 23:24:45,2020
11,14,True,False,2020-08-06 23:05:12+00:00,0,14,0,0,True,2,active,23,True,,,2020-08-06 23:24:45,2020
12,15,True,False,2020-08-06 23:15:17+00:00,12,15,0,0,True,0,active,3,True,,,2020-08-06 23:24:45,2020
13,16,True,True,2020-08-06 23:19:41+00:00,8,16,0,0,True,0,active,11,True,,,2020-08-06 23:24:45,2020
14,17,True,False,2020-08-06 23:16:03+00:00,5,17,0,0,True,1,active,9,True,,,2020-08-06 23:24:45,2020
15,19,True,False,2020-08-06 23:19:22+00:00,5,19,0,0,True,0,active,10,True,,,2020-08-06 23:24:45,2020
16,20,True,True,2020-08-06 23:13:40+00:00,5,20,0,0,True,1,active,17,True,,,2020-08-06 23:24:45,2020
17,21,True,True,2020-08-06 23:21:38+00:00,7,21,0,0,True,0,active,11,True,,,2020-08-06 23:24:45,2020
18,22,True,True,2020-08-06 22:54:36+00:00,1,22,0,0,True,1,active,45,True,,,2020-08-06 23:24:45,2020
19,23,True,True,2020-08-06 23:24:00+00:00,13,23,0,0,True,0,active,8,True,,,2020-08-06 23:24:45,2020
20,24,True,False,2020-08-06 23:22:48+00:00,17,24,0,0,True,2,active,0,True,,,2020-08-06 23:24:45,2020
21,25,True,False,2020-08-06 23:21:37+00:00,2,25,0,0,True,1,active,12,True,,,2020-08-06 23:24:45,2020
22,26,True,False,2020-08-06 23:13:44+00:00,8,26,0,0,True,1,active,6,True,,,2020-08-06 23:24:45,2020
23,27,True,False,2020-08-06 23:14:43+00:00,12,27,0,0,True,1,active,10,True,,,2020-08-06 23:24:45,2020
24,29,True,False,2020-08-06 22:17:46+00:00,7,29,0,0,True,2,active,6,True,,,2020-08-06 23:24:45,2020
