,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,data_read_timestamp,year_station_last_reported
0,3,4,0,0,11,0,True,True,True,2020-03-12 00:36:58+00:00,True,2020-03-12 01:08:43,2020
1,4,19,0,0,0,0,True,True,True,2020-03-12 00:28:53+00:00,False,2020-03-12 01:08:43,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-12 01:08:43,1970
3,6,0,0,1,14,0,True,True,True,2020-03-12 00:33:59+00:00,False,2020-03-12 01:08:43,2020
4,7,9,0,0,6,0,True,True,True,2020-03-12 00:51:49+00:00,False,2020-03-12 01:08:43,2020
5,8,9,0,0,10,0,True,True,True,2020-03-12 01:00:05+00:00,False,2020-03-12 01:08:43,2020
6,9,2,0,1,12,0,True,True,True,2020-03-12 01:00:32+00:00,False,2020-03-12 01:08:43,2020
7,10,3,0,0,8,0,True,True,True,2020-03-12 01:07:25+00:00,False,2020-03-12 01:08:43,2020
8,11,3,0,1,11,0,True,True,True,2020-03-12 00:39:11+00:00,False,2020-03-12 01:08:43,2020
9,12,8,0,3,7,0,True,True,True,2020-03-11 23:48:05+00:00,True,2020-03-12 01:08:43,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-12 01:08:43,1970
11,14,2,0,0,23,0,True,True,True,2020-03-12 00:58:14+00:00,False,2020-03-12 01:08:43,2020
12,15,11,0,0,4,0,True,True,True,2020-03-11 22:53:24+00:00,False,2020-03-12 01:08:43,2020
13,16,2,0,0,17,0,True,True,True,2020-03-12 00:47:37+00:00,True,2020-03-12 01:08:43,2020
14,17,3,0,0,12,0,True,True,True,2020-03-12 00:38:16+00:00,False,2020-03-12 01:08:43,2020
15,19,5,0,0,10,0,True,True,True,2020-03-12 00:41:39+00:00,False,2020-03-12 01:08:43,2020
16,20,17,0,0,6,0,True,True,True,2020-03-12 00:46:07+00:00,True,2020-03-12 01:08:43,2020
17,21,0,0,0,18,0,True,True,True,2020-03-12 00:13:01+00:00,True,2020-03-12 01:08:43,2020
18,22,26,0,1,20,0,True,True,True,2020-03-12 00:52:07+00:00,True,2020-03-12 01:08:43,2020
19,23,0,0,1,20,0,True,True,True,2020-03-11 23:31:07+00:00,True,2020-03-12 01:08:43,2020
20,24,19,0,0,0,0,True,True,True,2020-03-12 00:18:46+00:00,False,2020-03-12 01:08:43,2020
21,25,13,0,0,2,0,True,True,True,2020-03-12 00:09:00+00:00,False,2020-03-12 01:08:43,2020
22,26,10,0,2,3,0,True,True,True,2020-03-12 01:06:27+00:00,False,2020-03-12 01:08:43,2020
23,27,8,0,1,14,0,True,True,True,2020-03-12 01:07:41+00:00,False,2020-03-12 01:08:43,2020
24,29,2,0,0,13,0,True,True,True,2020-03-11 23:03:39+00:00,False,2020-03-12 01:08:43,2020
25,30,1,0,0,14,0,True,True,True,2020-03-12 01:02:24+00:00,False,2020-03-12 01:08:43,2020
26,31,0,0,2,17,0,True,True,True,2020-03-11 23:10:15+00:00,False,2020-03-12 01:08:43,2020
27,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-12 01:08:43,1970
28,33,7,0,1,19,0,True,True,True,2020-03-12 00:43:33+00:00,True,2020-03-12 01:08:43,2020
29,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,2020-03-12 01:08:43,2019
30,36,2,0,1,30,0,True,True,True,2020-03-12 01:06:20+00:00,True,2020-03-12 01:08:43,2020
31,37,3,0,1,11,0,True,True,True,2020-03-12 00:02:34+00:00,True,2020-03-12 01:08:43,2020
32,39,3,0,0,20,0,True,True,True,2020-03-12 00:39:34+00:00,False,2020-03-12 01:08:43,2020
33,40,13,0,0,6,0,True,True,True,2020-03-12 01:05:57+00:00,False,2020-03-12 01:08:43,2020
34,41,22,0,0,5,0,True,True,True,2020-03-12 01:06:33+00:00,True,2020-03-12 01:08:43,2020
35,42,17,0,1,5,0,True,True,True,2020-03-12 00:55:12+00:00,False,2020-03-12 01:08:43,2020
36,43,7,0,0,8,0,True,True,True,2020-03-12 00:15:43+00:00,False,2020-03-12 01:08:43,2020
37,44,14,0,0,9,0,True,True,True,2020-03-11 23:42:11+00:00,False,2020-03-12 01:08:43,2020
38,46,15,0,0,4,0,True,True,True,2020-03-12 01:06:07+00:00,False,2020-03-12 01:08:43,2020
39,47,14,0,0,5,0,True,True,True,2020-03-12 00:55:53+00:00,True,2020-03-12 01:08:43,2020
40,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00,False,2020-03-12 01:08:43,2020
41,49,7,0,0,11,0,True,True,True,2020-03-12 00:13:58+00:00,False,2020-03-12 01:08:43,2020
42,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-12 01:08:43,1970
43,51,4,0,0,11,0,True,True,True,2020-03-12 00:18:31+00:00,False,2020-03-12 01:08:43,2020
44,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,True,2020-03-12 01:08:43,1970
45,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00,False,2020-03-12 01:08:43,2020
46,54,6,0,0,9,0,True,True,True,2020-03-12 01:03:52+00:00,False,2020-03-12 01:08:43,2020
47,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-12 01:08:43,1970
48,56,4,0,0,14,0,True,True,True,2020-03-12 00:40:30+00:00,False,2020-03-12 01:08:43,2020
49,57,12,0,0,2,0,True,True,True,2020-03-12 01:05:08+00:00,True,2020-03-12 01:08:43,2020
50,58,10,0,0,9,0,True,True,True,2020-03-12 01:00:28+00:00,True,2020-03-12 01:08:43,2020
51,59,7,0,0,12,0,True,True,True,2020-03-12 01:00:18+00:00,True,2020-03-12 01:08:43,2020
52,60,8,0,1,10,0,True,True,True,2020-03-12 00:55:14+00:00,False,2020-03-12 01:08:43,2020
53,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00,False,2020-03-12 01:08:43,2020
54,63,13,0,0,2,0,True,True,True,2020-03-12 00:27:06+00:00,False,2020-03-12 01:08:43,2020
55,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-12 01:08:43,1970
56,65,6,0,1,16,0,True,True,True,2020-03-11 23:03:28+00:00,False,2020-03-12 01:08:43,2020
57,66,12,0,2,1,0,True,True,True,2020-03-12 00:35:23+00:00,False,2020-03-12 01:08:43,2020
58,67,11,0,1,15,0,True,True,True,2020-03-12 01:05:00+00:00,True,2020-03-12 01:08:43,2020
59,68,16,0,2,1,0,True,True,True,2020-03-12 01:08:37+00:00,True,2020-03-12 01:08:43,2020
60,69,6,0,0,13,0,True,True,True,2020-03-12 01:01:35+00:00,True,2020-03-12 01:08:43,2020
61,70,5,0,0,18,0,True,True,True,2020-03-12 00:54:15+00:00,False,2020-03-12 01:08:43,2020
62,71,6,0,0,17,0,True,True,True,2020-03-12 00:56:45+00:00,False,2020-03-12 01:08:43,2020
63,72,9,0,0,14,0,True,True,True,2020-03-12 00:48:04+00:00,False,2020-03-12 01:08:43,2020
64,73,3,0,2,10,0,True,True,True,2020-03-12 01:00:03+00:00,False,2020-03-12 01:08:43,2020
65,74,1,0,2,16,0,True,True,True,2020-03-12 01:03:28+00:00,True,2020-03-12 01:08:43,2020
66,75,10,0,0,5,0,True,True,True,2020-03-12 00:45:56+00:00,False,2020-03-12 01:08:43,2020
67,76,16,0,0,1,0,True,True,True,2020-03-12 01:06:21+00:00,False,2020-03-12 01:08:43,2020
68,77,5,0,0,10,0,True,True,True,2020-03-12 00:00:52+00:00,False,2020-03-12 01:08:43,2020
69,78,15,0,1,3,0,True,True,True,2020-03-12 01:03:47+00:00,False,2020-03-12 01:08:43,2020
70,79,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-12 01:08:43,1970
71,80,29,0,0,6,0,True,True,True,2020-03-12 01:06:44+00:00,False,2020-03-12 01:08:43,2020
72,81,11,0,0,8,0,True,True,True,2020-03-12 00:59:36+00:00,False,2020-03-12 01:08:43,2020
73,82,10,0,0,5,0,True,True,True,2020-03-11 22:56:29+00:00,False,2020-03-12 01:08:43,2020
74,84,6,0,0,9,0,True,True,True,2020-03-12 01:06:48+00:00,False,2020-03-12 01:08:43,2020
75,85,1,0,0,18,0,True,True,True,2020-03-12 01:08:40+00:00,False,2020-03-12 01:08:43,2020
76,86,17,0,0,2,0,True,True,True,2020-03-11 23:54:20+00:00,False,2020-03-12 01:08:43,2020
77,87,15,0,0,0,0,True,True,True,2020-03-12 00:29:14+00:00,False,2020-03-12 01:08:43,2020
78,89,7,0,0,12,0,True,True,True,2020-03-12 00:45:25+00:00,False,2020-03-12 01:08:43,2020
79,90,17,0,1,1,0,True,True,True,2020-03-12 00:03:51+00:00,False,2020-03-12 01:08:43,2020
