,station_id,is_returning,is_renting,station_status,num_bikes_disabled,num_bikes_available,num_ebikes_available,num_docks_available,num_docks_disabled,is_installed,last_reported,eightd_has_available_keys,legacy_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
210,272,True,True,active,2,5,0,12,0,True,2020-07-30 16:15:49+00:00,False,272,,,2020-07-30 16:24:25,2020
211,273,True,True,active,0,26,0,14,0,True,2020-07-30 16:17:32+00:00,False,273,,,2020-07-30 16:24:25,2020
212,279,True,True,active,0,8,0,11,0,True,2020-07-30 15:01:17+00:00,False,279,,,2020-07-30 16:24:25,2020
213,280,True,True,active,0,3,0,16,0,True,2020-07-30 16:10:45+00:00,False,280,,,2020-07-30 16:24:25,2020
214,282,True,True,active,1,8,0,6,0,True,2020-07-30 16:06:44+00:00,False,282,,,2020-07-30 16:24:25,2020
215,296,True,True,active,0,11,0,12,0,True,2020-07-30 15:16:44+00:00,False,296,,,2020-07-30 16:24:25,2020
216,318,True,True,active,0,19,0,0,0,True,2020-07-30 16:03:10+00:00,False,318,,,2020-07-30 16:24:25,2020
217,319,True,True,active,0,13,0,12,0,True,2020-07-30 16:17:40+00:00,False,319,,,2020-07-30 16:24:25,2020
218,327,True,True,active,0,14,0,1,0,True,2020-07-30 16:07:59+00:00,False,327,,,2020-07-30 16:24:25,2020
219,328,True,True,active,0,5,0,10,0,True,2020-07-30 15:49:05+00:00,False,328,,,2020-07-30 16:24:25,2020
220,329,True,True,active,0,12,0,3,0,True,2020-07-30 14:24:42+00:00,False,329,,,2020-07-30 16:24:25,2020
221,330,True,True,active,0,3,0,12,0,True,2020-07-30 16:15:45+00:00,False,330,,,2020-07-30 16:24:25,2020
222,331,True,True,active,2,12,0,1,0,True,2020-07-30 16:15:11+00:00,False,331,,,2020-07-30 16:24:25,2020
223,332,True,True,active,0,0,0,15,0,True,2020-07-30 16:18:29+00:00,False,332,,,2020-07-30 16:24:25,2020
224,333,True,True,active,0,21,0,4,0,True,2020-07-30 14:51:20+00:00,False,333,,,2020-07-30 16:24:25,2020
225,334,True,True,active,0,17,0,2,0,True,2020-07-30 15:55:32+00:00,False,334,,,2020-07-30 16:24:25,2020
226,335,True,True,active,0,12,0,7,0,True,2020-07-30 14:02:02+00:00,False,335,,,2020-07-30 16:24:25,2020
227,336,True,True,active,0,12,0,3,0,True,2020-07-30 15:39:42+00:00,False,336,,,2020-07-30 16:24:25,2020
228,337,True,True,active,1,14,0,0,0,True,2020-07-30 14:34:22+00:00,False,337,,,2020-07-30 16:24:25,2020
229,338,True,True,active,0,1,0,14,0,True,2020-07-30 16:04:10+00:00,False,338,,,2020-07-30 16:24:25,2020
230,339,True,True,active,0,13,0,2,0,True,2020-07-30 14:28:05+00:00,False,339,,,2020-07-30 16:24:25,2020
231,340,True,True,active,1,13,0,5,0,True,2020-07-30 15:05:44+00:00,False,340,,,2020-07-30 16:24:25,2020
232,341,True,True,active,0,9,0,6,0,True,2020-07-30 12:03:50+00:00,True,341,,,2020-07-30 16:24:25,2020
233,342,True,True,active,1,4,0,10,0,True,2020-07-30 16:15:53+00:00,False,342,,,2020-07-30 16:24:25,2020
234,343,True,True,active,1,4,0,10,0,True,2020-07-29 22:58:46+00:00,False,343,,,2020-07-30 16:24:25,2020
235,344,True,True,active,0,1,0,18,0,True,2020-07-30 16:04:18+00:00,False,344,,,2020-07-30 16:24:25,2020
236,345,True,True,active,0,2,0,17,0,True,2020-07-30 16:14:05+00:00,False,345,,,2020-07-30 16:24:25,2020
237,346,True,True,active,0,1,0,14,0,True,2020-07-30 15:51:17+00:00,False,346,,,2020-07-30 16:24:25,2020
238,347,True,True,active,0,4,0,11,0,True,2020-07-30 02:21:03+00:00,False,347,,,2020-07-30 16:24:25,2020
239,348,True,True,active,2,8,0,5,0,True,2020-07-30 00:22:12+00:00,False,348,,,2020-07-30 16:24:25,2020
240,349,True,True,active,0,10,0,7,0,True,2020-07-30 16:05:49+00:00,True,349,,,2020-07-30 16:24:25,2020
241,350,True,True,active,0,1,0,16,0,True,2020-07-30 12:54:11+00:00,False,350,,,2020-07-30 16:24:25,2020
242,351,True,True,active,0,9,0,6,0,True,2020-07-30 14:14:22+00:00,False,351,,,2020-07-30 16:24:25,2020
243,352,True,True,active,0,4,0,11,0,True,2020-07-30 16:01:03+00:00,False,352,,,2020-07-30 16:24:25,2020
244,353,True,True,active,0,12,0,3,0,True,2020-07-29 23:34:02+00:00,True,353,,,2020-07-30 16:24:25,2020
245,354,True,True,active,1,2,0,12,0,True,2020-07-30 16:19:58+00:00,False,354,,,2020-07-30 16:24:25,2020
246,355,True,True,active,0,11,0,6,0,True,2020-07-30 12:36:50+00:00,False,355,,,2020-07-30 16:24:25,2020
247,356,True,True,active,0,16,0,7,0,True,2020-07-30 16:05:44+00:00,False,356,,,2020-07-30 16:24:25,2020
248,357,True,True,active,0,12,0,3,0,True,2020-07-30 15:25:45+00:00,False,357,,,2020-07-30 16:24:25,2020
249,358,True,True,active,0,4,0,15,0,True,2020-07-30 15:19:26+00:00,False,358,,,2020-07-30 16:24:25,2020
250,359,True,True,active,0,3,0,12,0,True,2020-07-30 16:16:16+00:00,False,359,,,2020-07-30 16:24:25,2020
251,360,True,True,active,0,1,0,14,0,True,2020-07-30 16:17:56+00:00,False,360,,,2020-07-30 16:24:25,2020
252,361,True,True,active,0,4,0,15,0,True,2020-07-30 15:37:37+00:00,False,361,,,2020-07-30 16:24:25,2020
253,362,True,True,active,0,3,0,16,0,True,2020-07-30 14:58:16+00:00,False,362,,,2020-07-30 16:24:25,2020
254,363,True,True,active,0,13,0,6,0,True,2020-07-30 15:53:28+00:00,False,363,,,2020-07-30 16:24:25,2020
255,364,True,True,active,2,4,0,13,0,True,2020-07-30 16:09:52+00:00,False,364,,,2020-07-30 16:24:25,2020
256,365,True,True,active,0,4,0,15,0,True,2020-07-30 16:07:42+00:00,False,365,,,2020-07-30 16:24:25,2020
257,366,True,True,active,0,10,0,5,0,True,2020-07-30 15:53:03+00:00,False,366,,,2020-07-30 16:24:25,2020
258,367,True,True,active,0,18,0,1,0,True,2020-07-30 16:16:39+00:00,False,367,,,2020-07-30 16:24:25,2020
259,368,True,True,active,0,2,0,13,0,True,2020-07-30 16:08:38+00:00,False,368,,,2020-07-30 16:24:25,2020
260,369,True,True,active,0,9,0,6,0,True,2020-07-30 15:50:06+00:00,False,369,,,2020-07-30 16:24:25,2020
261,370,True,True,active,1,5,0,13,0,True,2020-07-30 16:16:50+00:00,False,370,,,2020-07-30 16:24:25,2020
262,371,True,True,active,0,8,0,11,0,True,2020-07-30 11:55:47+00:00,False,371,,,2020-07-30 16:24:25,2020
263,372,True,True,active,0,10,0,9,0,True,2020-07-30 15:48:35+00:00,False,372,,,2020-07-30 16:24:25,2020
264,373,True,True,active,0,9,0,6,0,True,2020-07-30 08:13:12+00:00,False,373,,,2020-07-30 16:24:25,2020
265,374,True,True,active,0,7,0,12,0,True,2020-07-30 16:21:36+00:00,False,374,,,2020-07-30 16:24:25,2020
266,376,True,True,active,0,11,0,4,0,True,2020-07-30 16:12:23+00:00,False,376,,,2020-07-30 16:24:25,2020
267,377,True,True,active,0,14,0,5,0,True,2020-07-30 14:56:57+00:00,False,377,,,2020-07-30 16:24:25,2020
268,378,True,True,active,1,3,0,15,0,True,2020-07-30 15:04:52+00:00,False,378,,,2020-07-30 16:24:25,2020
269,379,True,True,active,0,4,0,11,0,True,2020-07-30 16:09:35+00:00,False,379,,,2020-07-30 16:24:25,2020
270,380,True,True,active,2,16,0,0,0,True,2020-07-30 16:08:43+00:00,False,380,,,2020-07-30 16:24:25,2020
271,381,True,True,active,1,11,0,7,0,True,2020-07-30 15:57:12+00:00,False,381,,,2020-07-30 16:24:25,2020
272,384,True,True,active,0,12,0,7,0,True,2020-07-30 16:13:42+00:00,True,384,,,2020-07-30 16:24:25,2020
273,385,True,True,active,0,13,0,1,1,True,2020-07-30 16:14:39+00:00,False,385,,,2020-07-30 16:24:25,2020
274,386,True,True,active,0,9,0,10,0,True,2020-07-30 15:52:41+00:00,False,386,,,2020-07-30 16:24:25,2020
275,387,True,True,active,0,10,0,5,0,True,2020-07-30 15:13:59+00:00,False,387,,,2020-07-30 16:24:25,2020
276,388,True,True,active,0,3,0,8,0,True,2020-07-29 08:59:07+00:00,False,388,,,2020-07-30 16:24:25,2020
277,389,True,True,active,0,11,0,3,0,True,2020-07-30 13:19:45+00:00,False,389,,,2020-07-30 16:24:25,2020
278,390,True,True,active,0,13,0,2,0,True,2020-07-30 08:55:07+00:00,False,390,,,2020-07-30 16:24:25,2020
279,391,True,True,active,0,12,0,3,0,True,2020-07-30 08:01:34+00:00,False,391,,,2020-07-30 16:24:25,2020
280,392,True,True,active,0,4,0,11,0,True,2020-07-30 15:07:26+00:00,False,392,,,2020-07-30 16:24:25,2020
281,393,True,True,active,0,6,0,9,0,True,2020-07-30 08:56:58+00:00,False,393,,,2020-07-30 16:24:25,2020
282,394,True,True,active,0,1,0,13,0,True,2020-07-30 08:55:42+00:00,False,394,,,2020-07-30 16:24:25,2020
283,395,True,True,active,0,6,0,9,0,True,2020-07-30 15:53:26+00:00,False,395,,,2020-07-30 16:24:25,2020
284,396,True,True,active,0,10,0,5,0,True,2020-07-30 08:55:01+00:00,False,396,,,2020-07-30 16:24:25,2020
285,397,True,True,active,0,11,0,4,0,True,2020-07-30 10:30:46+00:00,False,397,,,2020-07-30 16:24:25,2020
286,398,True,True,active,0,2,0,17,0,True,2020-07-30 15:51:08+00:00,False,398,,,2020-07-30 16:24:25,2020
287,399,True,True,active,0,3,0,12,0,True,2020-07-30 15:33:10+00:00,False,399,,,2020-07-30 16:24:25,2020
288,400,True,True,active,0,12,0,15,0,True,2020-07-30 15:13:17+00:00,False,400,,,2020-07-30 16:24:25,2020
289,401,True,True,active,0,12,0,3,0,True,2020-07-30 16:12:19+00:00,False,401,,,2020-07-30 16:24:25,2020
290,402,True,True,active,0,1,0,14,0,True,2020-07-30 15:57:04+00:00,False,402,,,2020-07-30 16:24:25,2020
291,403,True,True,active,0,1,0,14,0,True,2020-07-30 16:21:46+00:00,False,403,,,2020-07-30 16:24:25,2020
292,404,True,True,active,0,10,0,6,0,True,2020-07-30 16:07:54+00:00,False,404,,,2020-07-30 16:24:25,2020
293,405,True,True,active,1,14,0,4,0,True,2020-07-30 08:56:05+00:00,False,405,,,2020-07-30 16:24:25,2020
294,406,True,True,active,2,2,0,11,0,True,2020-07-30 15:28:46+00:00,False,406,,,2020-07-30 16:24:25,2020
295,407,True,True,active,0,2,0,17,0,True,2020-07-30 15:49:22+00:00,False,407,,,2020-07-30 16:24:25,2020
296,408,True,True,active,0,11,0,4,0,True,2020-07-30 16:01:25+00:00,False,408,,,2020-07-30 16:24:25,2020
297,409,True,True,active,0,5,0,14,0,True,2020-07-30 15:59:36+00:00,False,409,,,2020-07-30 16:24:25,2020
298,410,True,True,active,0,14,0,5,0,True,2020-07-30 14:15:18+00:00,False,410,,,2020-07-30 16:24:25,2020
299,411,True,True,active,0,12,0,3,0,True,2020-07-30 08:36:48+00:00,False,411,,,2020-07-30 16:24:25,2020
300,412,True,True,active,0,2,0,17,0,True,2020-07-30 14:49:22+00:00,False,412,,,2020-07-30 16:24:25,2020
301,413,True,True,active,0,9,0,10,0,True,2020-07-30 16:03:58+00:00,False,413,,,2020-07-30 16:24:25,2020
302,414,True,True,active,0,4,0,19,0,True,2020-07-30 13:21:51+00:00,False,414,,,2020-07-30 16:24:25,2020
303,415,True,True,active,1,4,0,14,0,True,2020-07-30 16:19:28+00:00,False,415,,,2020-07-30 16:24:25,2020
304,416,True,True,active,0,9,0,6,0,True,2020-07-30 16:20:34+00:00,False,416,,,2020-07-30 16:24:25,2020
305,417,True,True,active,0,6,0,13,0,True,2020-07-30 16:12:19+00:00,False,417,,,2020-07-30 16:24:25,2020
306,419,True,True,active,1,10,0,4,0,True,2020-07-30 14:59:52+00:00,False,419,,,2020-07-30 16:24:25,2020
307,420,False,False,out_of_service,0,0,0,0,0,False,1970-01-02 00:00:00+00:00,False,420,,,2020-07-30 16:24:25,1970
308,421,True,True,active,1,9,0,9,0,True,2020-07-30 12:27:49+00:00,False,421,,,2020-07-30 16:24:25,2020
309,422,True,True,active,0,15,0,0,0,True,2020-07-30 01:12:02+00:00,False,422,,,2020-07-30 16:24:25,2020
310,423,True,True,active,0,10,0,9,0,True,2020-07-30 12:20:56+00:00,False,423,,,2020-07-30 16:24:25,2020
311,424,True,True,active,0,3,0,16,0,True,2020-07-30 15:16:34+00:00,False,424,,,2020-07-30 16:24:25,2020
312,425,True,True,active,0,1,0,15,0,True,2020-07-30 14:09:03+00:00,False,425,,,2020-07-30 16:24:25,2020
313,426,True,True,active,1,16,0,10,0,True,2020-07-30 16:00:08+00:00,False,426,,,2020-07-30 16:24:25,2020
314,427,True,True,active,0,9,0,10,0,True,2020-07-30 16:15:28+00:00,False,427,,,2020-07-30 16:24:25,2020
315,428,True,True,active,0,16,0,3,0,True,2020-07-30 15:55:19+00:00,False,428,,,2020-07-30 16:24:25,2020
316,430,True,True,active,0,14,0,5,0,True,2020-07-30 16:20:39+00:00,False,430,,,2020-07-30 16:24:25,2020
317,431,True,True,active,1,1,0,13,0,True,2020-07-30 00:37:18+00:00,False,431,,,2020-07-30 16:24:25,2020
318,432,True,True,active,0,6,0,13,0,True,2020-07-30 08:56:06+00:00,False,432,,,2020-07-30 16:24:25,2020
319,433,True,True,active,0,0,0,19,0,True,2020-07-30 07:26:40+00:00,False,433,,,2020-07-30 16:24:25,2020
320,434,True,True,active,1,8,0,10,0,True,2020-07-29 21:07:27+00:00,False,434,,,2020-07-30 16:24:25,2020
321,435,True,True,active,2,13,0,0,0,True,2020-07-30 16:06:44+00:00,False,435,,,2020-07-30 16:24:25,2020
322,436,True,True,active,0,1,0,14,0,True,2020-07-30 12:25:14+00:00,False,436,,,2020-07-30 16:24:25,2020
323,437,True,True,active,0,10,0,9,0,True,2020-07-30 16:23:39+00:00,False,437,,,2020-07-30 16:24:25,2020
324,440,True,True,active,0,3,0,14,0,True,2020-07-30 16:18:02+00:00,False,440,,,2020-07-30 16:24:25,2020
325,441,True,True,active,0,10,0,9,0,True,2020-07-30 13:00:27+00:00,False,441,,,2020-07-30 16:24:25,2020
326,442,True,True,active,0,3,0,12,0,True,2020-07-30 15:49:51+00:00,False,442,,,2020-07-30 16:24:25,2020
327,443,True,True,active,0,5,0,14,0,True,2020-07-30 15:05:51+00:00,False,443,,,2020-07-30 16:24:25,2020
328,445,True,True,active,0,14,0,5,0,True,2020-07-30 15:48:24+00:00,False,445,,,2020-07-30 16:24:25,2020
329,446,True,True,active,0,8,0,4,0,True,2020-07-30 15:58:48+00:00,False,446,,,2020-07-30 16:24:25,2020
330,447,True,True,active,0,0,0,19,0,True,2020-07-30 15:12:53+00:00,False,447,,,2020-07-30 16:24:25,2020
331,448,True,True,active,0,4,0,7,0,True,2020-07-29 14:20:33+00:00,False,448,,,2020-07-30 16:24:25,2020
332,449,True,True,out_of_service,0,0,0,0,0,False,1970-01-02 00:00:00+00:00,False,449,,,2020-07-30 16:24:25,1970
333,450,True,True,active,0,0,0,15,0,True,2020-07-30 16:20:07+00:00,False,450,,,2020-07-30 16:24:25,2020
334,451,True,True,active,0,0,0,15,0,True,2020-07-30 14:26:45+00:00,False,451,,,2020-07-30 16:24:25,2020
335,452,True,True,active,0,5,0,10,0,True,2020-07-30 16:14:36+00:00,False,452,,,2020-07-30 16:24:25,2020
336,453,True,True,active,0,4,0,11,0,True,2020-07-30 12:41:58+00:00,False,453,,,2020-07-30 16:24:25,2020
337,454,True,True,active,0,5,0,10,0,True,2020-07-30 15:59:17+00:00,False,454,,,2020-07-30 16:24:25,2020
