,is_returning,num_bikes_available,station_status,eightd_has_available_keys,num_docks_disabled,station_id,num_bikes_disabled,num_docks_available,is_renting,legacy_id,num_ebikes_available,last_reported,is_installed,timestamp_of_data_read_request,year_station_last_reported
0,True,0,active,False,0,3,1,14,True,3,0,2020-08-13 02:17:09+00:00,True,2020-08-13 03:05:20,2020
1,True,17,active,False,0,4,0,2,True,4,0,2020-08-13 02:25:54+00:00,True,2020-08-13 03:05:20,2020
2,True,10,active,False,0,5,0,5,True,5,0,2020-08-13 03:03:10+00:00,True,2020-08-13 03:05:20,2020
3,True,4,active,False,0,6,1,10,True,6,0,2020-08-13 02:39:58+00:00,True,2020-08-13 03:05:20,2020
4,True,4,active,False,0,7,0,11,True,7,0,2020-08-13 02:42:52+00:00,True,2020-08-13 03:05:20,2020
5,True,17,active,False,0,8,0,2,True,8,0,2020-08-13 03:01:31+00:00,True,2020-08-13 03:05:20,2020
6,True,13,active,False,0,9,1,1,True,9,0,2020-08-13 02:55:48+00:00,True,2020-08-13 03:05:20,2020
7,True,3,active,False,0,10,0,8,True,10,0,2020-08-13 02:15:27+00:00,True,2020-08-13 03:05:20,2020
8,True,0,active,False,0,11,1,14,True,11,0,2020-08-13 03:02:31+00:00,True,2020-08-13 03:05:20,2020
9,True,17,active,True,0,12,0,1,True,12,0,2020-08-13 02:03:51+00:00,True,2020-08-13 03:05:20,2020
10,True,4,active,False,0,13,1,14,True,13,0,2020-08-13 02:30:13+00:00,True,2020-08-13 03:05:20,2020
11,True,0,active,False,0,14,0,25,True,14,0,2020-08-13 02:58:33+00:00,True,2020-08-13 03:05:20,2020
12,True,14,active,False,0,15,0,1,True,15,0,2020-08-13 02:34:06+00:00,True,2020-08-13 03:05:20,2020
13,True,11,active,True,0,16,0,8,True,16,0,2020-08-13 00:51:31+00:00,True,2020-08-13 03:05:20,2020
14,True,1,active,False,0,17,1,13,True,17,0,2020-08-13 01:48:55+00:00,True,2020-08-13 03:05:20,2020
15,True,9,active,False,0,19,0,6,True,19,0,2020-08-13 02:10:53+00:00,True,2020-08-13 03:05:20,2020
16,True,12,active,True,0,20,0,11,True,20,0,2020-08-13 02:26:23+00:00,True,2020-08-13 03:05:20,2020
17,True,9,active,True,0,21,0,9,True,21,0,2020-08-13 01:59:47+00:00,True,2020-08-13 03:05:20,2020
18,True,7,active,True,0,22,0,40,True,22,0,2020-08-13 02:50:34+00:00,True,2020-08-13 03:05:20,2020
19,True,0,active,False,0,23,0,21,True,23,0,2020-08-13 01:21:35+00:00,True,2020-08-13 03:05:20,2020
20,True,7,active,False,0,24,1,11,True,24,0,2020-08-13 03:02:52+00:00,True,2020-08-13 03:05:20,2020
21,True,14,active,False,0,25,1,0,True,25,0,2020-08-13 01:55:32+00:00,True,2020-08-13 03:05:20,2020
22,True,13,active,False,0,26,0,2,True,26,0,2020-08-13 03:00:41+00:00,True,2020-08-13 03:05:20,2020
23,True,20,active,False,0,27,1,2,True,27,0,2020-08-13 03:05:14+00:00,True,2020-08-13 03:05:20,2020
24,True,7,active,False,0,29,0,8,True,29,0,2020-08-12 23:26:05+00:00,True,2020-08-13 03:05:20,2020
25,True,1,active,False,0,30,0,14,True,30,0,2020-08-13 01:58:24+00:00,True,2020-08-13 03:05:20,2020
26,True,1,active,True,0,31,0,18,True,31,0,2020-08-13 01:58:28+00:00,True,2020-08-13 03:05:20,2020
27,True,9,active,False,0,32,0,6,True,32,0,2020-08-13 03:03:49+00:00,True,2020-08-13 03:05:20,2020
28,True,9,active,False,0,33,0,18,True,33,0,2020-08-13 02:47:27+00:00,True,2020-08-13 03:05:20,2020
29,True,8,active,False,0,35,0,15,True,35,0,2020-08-13 01:47:47+00:00,True,2020-08-13 03:05:20,2020
30,True,4,active,True,0,36,1,28,True,36,0,2020-08-13 00:53:53+00:00,True,2020-08-13 03:05:20,2020
31,True,4,active,True,0,37,0,11,True,37,0,2020-08-13 01:57:59+00:00,True,2020-08-13 03:05:20,2020
32,True,18,active,False,0,39,0,5,True,39,0,2020-08-13 02:53:02+00:00,True,2020-08-13 03:05:20,2020
33,True,9,active,False,0,40,2,8,True,40,0,2020-08-13 02:57:42+00:00,True,2020-08-13 03:05:20,2020
34,True,26,active,True,0,41,0,1,True,41,0,2020-08-13 03:03:42+00:00,True,2020-08-13 03:05:20,2020
35,True,12,active,False,0,42,1,10,True,42,0,2020-08-13 02:35:07+00:00,True,2020-08-13 03:05:20,2020
36,True,10,active,True,0,43,0,5,True,43,0,2020-08-13 02:16:11+00:00,True,2020-08-13 03:05:20,2020
37,True,7,active,False,0,44,0,16,True,44,0,2020-08-13 01:46:45+00:00,True,2020-08-13 03:05:20,2020
38,True,9,active,False,0,46,2,8,True,46,0,2020-08-13 03:03:50+00:00,True,2020-08-13 03:05:20,2020
39,True,15,active,True,0,47,0,4,True,47,0,2020-08-13 02:41:35+00:00,True,2020-08-13 03:05:20,2020
40,True,0,active,False,0,48,0,19,True,48,0,2020-08-13 02:31:39+00:00,True,2020-08-13 03:05:20,2020
41,True,12,active,False,0,49,0,6,True,49,0,2020-08-13 00:54:39+00:00,True,2020-08-13 03:05:20,2020
42,True,0,active,True,0,50,0,15,True,50,0,2020-08-13 02:19:47+00:00,True,2020-08-13 03:05:20,2020
43,True,4,active,False,0,51,0,11,True,51,0,2020-08-13 01:42:22+00:00,True,2020-08-13 03:05:20,2020
44,True,20,active,True,0,52,1,2,True,52,0,2020-08-13 02:54:56+00:00,True,2020-08-13 03:05:20,2020
45,True,8,active,False,0,53,4,7,True,53,0,2020-08-13 02:56:15+00:00,True,2020-08-13 03:05:20,2020
46,True,5,active,False,0,54,0,10,True,54,0,2020-08-13 02:41:36+00:00,True,2020-08-13 03:05:20,2020
47,True,9,active,False,0,55,0,6,True,55,0,2020-08-13 02:50:23+00:00,True,2020-08-13 03:05:20,2020
48,True,6,active,True,0,56,1,11,True,56,0,2020-08-13 03:00:00+00:00,True,2020-08-13 03:05:20,2020
49,True,13,active,True,0,57,1,0,True,57,0,2020-08-13 01:35:37+00:00,True,2020-08-13 03:05:20,2020
50,True,6,active,True,0,58,1,12,True,58,0,2020-08-13 03:05:06+00:00,True,2020-08-13 03:05:20,2020
51,True,1,active,True,0,59,0,18,True,59,0,2020-08-13 01:56:25+00:00,True,2020-08-13 03:05:20,2020
52,True,4,active,False,0,60,0,15,True,60,0,2020-08-13 03:00:59+00:00,True,2020-08-13 03:05:20,2020
53,True,2,active,False,0,61,0,17,True,61,0,2020-08-13 02:48:09+00:00,True,2020-08-13 03:05:20,2020
54,True,4,active,False,0,63,0,11,True,63,0,2020-08-13 01:20:12+00:00,True,2020-08-13 03:05:20,2020
55,True,13,active,False,0,64,0,6,True,64,0,2020-08-13 02:59:30+00:00,True,2020-08-13 03:05:20,2020
56,True,1,active,False,0,65,0,22,True,65,0,2020-08-13 02:11:12+00:00,True,2020-08-13 03:05:20,2020
57,True,14,active,False,0,66,1,0,True,66,0,2020-08-13 01:45:16+00:00,True,2020-08-13 03:05:20,2020
58,True,1,active,True,0,67,0,26,True,67,0,2020-08-13 02:45:32+00:00,True,2020-08-13 03:05:20,2020
59,True,13,active,True,0,68,2,4,True,68,0,2020-08-13 02:41:39+00:00,True,2020-08-13 03:05:20,2020
60,True,11,active,True,0,69,0,8,True,69,0,2020-08-13 02:20:07+00:00,True,2020-08-13 03:05:20,2020
61,True,16,active,False,0,70,0,7,True,70,0,2020-08-13 02:35:42+00:00,True,2020-08-13 03:05:20,2020
62,True,22,active,False,0,71,0,1,True,71,0,2020-08-13 02:10:51+00:00,True,2020-08-13 03:05:20,2020
63,True,3,active,False,0,72,0,20,True,72,0,2020-08-13 02:59:56+00:00,True,2020-08-13 03:05:20,2020
64,True,2,active,False,0,73,1,12,True,73,0,2020-08-13 01:21:14+00:00,True,2020-08-13 03:05:20,2020
65,True,14,active,True,0,74,2,3,True,74,0,2020-08-13 03:01:52+00:00,True,2020-08-13 03:05:20,2020
66,True,11,active,False,0,75,0,4,True,75,0,2020-08-13 02:36:42+00:00,True,2020-08-13 03:05:20,2020
67,True,17,active,False,0,76,0,0,True,76,0,2020-08-13 01:37:15+00:00,True,2020-08-13 03:05:20,2020
68,True,13,active,False,0,77,1,1,True,77,0,2020-08-13 02:24:59+00:00,True,2020-08-13 03:05:20,2020
69,True,17,active,False,0,78,0,2,True,78,0,2020-08-13 02:45:44+00:00,True,2020-08-13 03:05:20,2020
70,True,11,active,False,0,79,3,5,True,79,0,2020-08-13 02:44:56+00:00,True,2020-08-13 03:05:20,2020
71,True,1,active,False,0,80,0,34,True,80,0,2020-08-13 03:04:21+00:00,True,2020-08-13 03:05:20,2020
72,True,14,active,False,0,81,1,4,True,81,0,2020-08-13 02:43:40+00:00,True,2020-08-13 03:05:20,2020
73,True,0,active,False,0,82,0,15,True,82,0,2020-08-13 02:37:28+00:00,True,2020-08-13 03:05:20,2020
74,True,4,active,False,0,84,0,11,True,84,0,2020-08-13 02:52:21+00:00,True,2020-08-13 03:05:20,2020
75,True,0,active,False,0,85,0,19,True,85,0,2020-08-13 00:20:27+00:00,True,2020-08-13 03:05:20,2020
76,True,3,active,False,0,86,0,16,True,86,0,2020-08-13 02:09:23+00:00,True,2020-08-13 03:05:20,2020
77,True,15,active,False,0,87,0,0,True,87,0,2020-08-13 01:26:24+00:00,True,2020-08-13 03:05:20,2020
78,True,12,active,False,0,89,0,7,True,89,0,2020-08-13 02:39:11+00:00,True,2020-08-13 03:05:20,2020
79,True,9,active,False,0,90,0,10,True,90,0,2020-08-13 02:35:28+00:00,True,2020-08-13 03:05:20,2020
80,True,1,active,False,0,91,0,18,True,91,0,2020-08-13 02:50:24+00:00,True,2020-08-13 03:05:20,2020
81,True,8,active,False,0,92,1,10,True,92,0,2020-08-13 00:00:27+00:00,True,2020-08-13 03:05:20,2020
82,True,13,active,False,0,93,2,0,True,93,0,2020-08-13 03:02:09+00:00,True,2020-08-13 03:05:20,2020
83,True,6,active,False,0,94,0,5,True,94,0,2020-08-13 01:48:24+00:00,True,2020-08-13 03:05:20,2020
84,True,5,active,False,0,95,0,10,True,95,0,2020-08-13 02:46:16+00:00,True,2020-08-13 03:05:20,2020
85,True,12,active,False,0,96,1,6,True,96,0,2020-08-13 02:01:06+00:00,True,2020-08-13 03:05:20,2020
86,True,11,active,False,0,97,1,7,True,97,0,2020-08-13 03:03:43+00:00,True,2020-08-13 03:05:20,2020
87,True,9,active,False,0,98,1,13,True,98,0,2020-08-13 03:00:45+00:00,True,2020-08-13 03:05:20,2020
88,True,8,active,False,0,99,1,6,True,99,0,2020-08-13 01:17:24+00:00,True,2020-08-13 03:05:20,2020
89,True,22,active,True,0,100,0,3,True,100,0,2020-08-13 02:31:49+00:00,True,2020-08-13 03:05:20,2020
90,True,13,active,False,0,101,0,2,True,101,0,2020-08-13 01:14:29+00:00,True,2020-08-13 03:05:20,2020
91,True,6,active,False,0,102,0,9,True,102,0,2020-08-13 02:21:02+00:00,True,2020-08-13 03:05:20,2020
92,True,15,active,False,0,103,0,0,True,103,0,2020-08-13 02:01:39+00:00,True,2020-08-13 03:05:20,2020
93,True,9,active,False,0,104,0,10,True,104,0,2020-08-13 03:04:40+00:00,True,2020-08-13 03:05:20,2020
94,True,18,active,False,0,105,1,0,True,105,0,2020-08-13 01:04:41+00:00,True,2020-08-13 03:05:20,2020
95,True,3,active,False,0,106,1,11,True,106,0,2020-08-13 01:24:29+00:00,True,2020-08-13 03:05:20,2020
96,True,0,active,False,0,107,0,19,True,107,0,2020-08-13 02:44:24+00:00,True,2020-08-13 03:05:20,2020
97,True,1,active,False,0,108,0,16,True,108,0,2020-08-13 02:41:55+00:00,True,2020-08-13 03:05:20,2020
98,True,2,active,False,0,109,0,33,True,109,0,2020-08-13 00:00:16+00:00,True,2020-08-13 03:05:20,2020
99,True,0,active,False,0,110,0,15,True,110,0,2020-08-13 01:45:02+00:00,True,2020-08-13 03:05:20,2020
100,True,6,active,False,0,111,0,9,True,111,0,2020-08-13 01:05:05+00:00,True,2020-08-13 03:05:20,2020
