,num_docks_available,num_bikes_available,last_reported,num_ebikes_available,eightd_has_available_keys,station_status,is_installed,num_bikes_disabled,station_id,num_docks_disabled,is_renting,legacy_id,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
221,12,3,2020-08-04 18:25:36+00:00,0,False,active,True,0,330,0,True,330,True,,,2020-08-04 18:33:55,2020
222,6,9,2020-08-04 18:18:10+00:00,0,False,active,True,0,331,0,True,331,True,,,2020-08-04 18:33:55,2020
223,15,0,2020-08-04 16:55:24+00:00,0,False,active,True,0,332,0,True,332,True,,,2020-08-04 18:33:55,2020
224,2,23,2020-08-04 17:12:19+00:00,0,False,active,True,0,333,0,True,333,True,,,2020-08-04 18:33:55,2020
225,3,16,2020-08-04 18:01:04+00:00,0,False,active,True,0,334,0,True,334,True,,,2020-08-04 18:33:55,2020
226,15,4,2020-08-04 18:31:26+00:00,0,False,active,True,0,335,0,True,335,True,,,2020-08-04 18:33:55,2020
227,2,13,2020-08-04 18:25:36+00:00,0,False,active,True,0,336,0,True,336,True,,,2020-08-04 18:33:55,2020
228,2,13,2020-08-04 18:12:51+00:00,0,False,active,True,0,337,0,True,337,True,,,2020-08-04 18:33:55,2020
229,11,4,2020-08-04 18:31:31+00:00,0,False,active,True,0,338,0,True,338,True,,,2020-08-04 18:33:55,2020
230,5,10,2020-08-04 18:30:52+00:00,0,False,active,True,0,339,0,True,339,True,,,2020-08-04 18:33:55,2020
231,3,16,2020-08-04 17:02:48+00:00,0,False,active,True,0,340,0,True,340,True,,,2020-08-04 18:33:55,2020
232,11,4,2020-08-04 17:54:37+00:00,0,True,active,True,0,341,0,True,341,True,,,2020-08-04 18:33:55,2020
233,7,6,2020-08-04 18:28:11+00:00,0,False,active,True,2,342,0,True,342,True,,,2020-08-04 18:33:55,2020
234,8,6,2020-08-04 09:01:35+00:00,0,False,active,True,1,343,0,True,343,True,,,2020-08-04 18:33:55,2020
235,19,0,2020-08-04 16:04:02+00:00,0,False,active,True,0,344,0,True,344,True,,,2020-08-04 18:33:55,2020
236,5,13,2020-08-04 17:55:02+00:00,0,False,active,True,1,345,0,True,345,True,,,2020-08-04 18:33:55,2020
237,15,0,2020-08-04 17:54:03+00:00,0,False,active,True,0,346,0,True,346,True,,,2020-08-04 18:33:55,2020
238,11,4,2020-08-04 16:34:28+00:00,0,False,active,True,0,347,0,True,347,True,,,2020-08-04 18:33:55,2020
239,1,14,2020-08-04 14:01:45+00:00,0,False,active,True,0,348,0,True,348,True,,,2020-08-04 18:33:55,2020
240,7,10,2020-08-04 01:02:05+00:00,0,True,active,True,0,349,0,True,349,True,,,2020-08-04 18:33:55,2020
241,12,5,2020-08-04 15:58:56+00:00,0,False,active,True,0,350,0,True,350,True,,,2020-08-04 18:33:55,2020
242,4,8,2020-08-04 17:37:51+00:00,0,False,active,True,3,351,0,True,351,True,,,2020-08-04 18:33:55,2020
243,14,1,2020-08-04 18:27:43+00:00,0,False,active,True,0,352,0,True,352,True,,,2020-08-04 18:33:55,2020
244,7,8,2020-08-04 18:26:56+00:00,0,True,active,True,0,353,0,True,353,True,,,2020-08-04 18:33:55,2020
245,15,0,2020-08-04 17:17:00+00:00,0,False,active,True,0,354,0,True,354,True,,,2020-08-04 18:33:55,2020
246,7,10,2020-08-04 18:10:26+00:00,0,False,active,True,0,355,0,True,355,True,,,2020-08-04 18:33:55,2020
247,11,12,2020-08-04 18:20:11+00:00,0,False,active,True,0,356,0,True,356,True,,,2020-08-04 18:33:55,2020
248,8,7,2020-08-04 18:30:48+00:00,0,False,active,True,0,357,0,True,357,True,,,2020-08-04 18:33:55,2020
249,6,13,2020-08-04 17:10:35+00:00,0,False,active,True,0,358,0,True,358,True,,,2020-08-04 18:33:55,2020
250,10,5,2020-08-04 18:25:14+00:00,0,False,active,True,0,359,0,True,359,True,,,2020-08-04 18:33:55,2020
251,13,2,2020-08-04 18:17:13+00:00,0,False,active,True,0,360,0,True,360,True,,,2020-08-04 18:33:55,2020
252,14,5,2020-08-04 18:32:07+00:00,0,False,active,True,0,361,0,True,361,True,,,2020-08-04 18:33:55,2020
253,3,16,2020-08-04 16:39:23+00:00,0,False,active,True,0,362,0,True,362,True,,,2020-08-04 18:33:55,2020
254,12,7,2020-08-04 18:31:21+00:00,0,False,active,True,0,363,0,True,363,True,,,2020-08-04 18:33:55,2020
255,13,6,2020-08-04 16:39:35+00:00,0,False,active,True,0,364,0,True,364,True,,,2020-08-04 18:33:55,2020
256,9,9,2020-08-04 18:30:13+00:00,0,False,active,True,1,365,0,True,365,True,,,2020-08-04 18:33:55,2020
257,15,0,2020-08-04 16:31:46+00:00,0,False,active,True,0,366,0,True,366,True,,,2020-08-04 18:33:55,2020
258,9,10,2020-08-04 18:21:56+00:00,0,False,active,True,0,367,0,True,367,True,,,2020-08-04 18:33:55,2020
259,11,3,2020-08-04 18:06:43+00:00,0,False,active,True,1,368,0,True,368,True,,,2020-08-04 18:33:55,2020
260,4,11,2020-08-04 18:24:10+00:00,0,False,active,True,0,369,0,True,369,True,,,2020-08-04 18:33:55,2020
261,3,16,2020-08-04 18:14:00+00:00,0,False,active,True,0,370,0,True,370,True,,,2020-08-04 18:33:55,2020
262,6,13,2020-08-04 16:52:53+00:00,0,False,active,True,0,371,0,True,371,True,,,2020-08-04 18:33:55,2020
263,16,3,2020-08-04 18:00:15+00:00,0,False,active,True,0,372,0,True,372,True,,,2020-08-04 18:33:55,2020
264,4,11,2020-08-04 18:26:55+00:00,0,False,active,True,0,373,0,True,373,True,,,2020-08-04 18:33:55,2020
265,3,16,2020-08-04 18:09:21+00:00,0,False,active,True,0,374,0,True,374,True,,,2020-08-04 18:33:55,2020
266,14,1,2020-08-04 17:31:31+00:00,0,False,active,True,0,376,0,True,376,True,,,2020-08-04 18:33:55,2020
267,13,6,2020-08-04 16:51:30+00:00,0,False,active,True,0,377,0,True,377,True,,,2020-08-04 18:33:55,2020
268,7,12,2020-08-04 18:28:00+00:00,0,False,active,True,0,378,0,True,378,True,,,2020-08-04 18:33:55,2020
269,12,3,2020-08-04 18:33:14+00:00,0,False,active,True,0,379,0,True,379,True,,,2020-08-04 18:33:55,2020
270,0,18,2020-08-04 18:19:42+00:00,0,False,active,True,0,380,0,True,380,True,,,2020-08-04 18:33:55,2020
271,5,14,2020-08-04 18:20:21+00:00,0,False,active,True,0,381,0,True,381,True,,,2020-08-04 18:33:55,2020
272,18,1,2020-08-04 17:41:29+00:00,0,True,active,True,0,384,0,True,384,True,,,2020-08-04 18:33:55,2020
273,1,12,2020-08-04 18:15:11+00:00,0,False,active,True,1,385,1,True,385,True,,,2020-08-04 18:33:55,2020
274,10,9,2020-08-04 18:19:53+00:00,0,False,active,True,0,386,0,True,386,True,,,2020-08-04 18:33:55,2020
275,4,11,2020-08-04 17:41:26+00:00,0,False,active,True,0,387,0,True,387,True,,,2020-08-04 18:33:55,2020
276,7,4,2020-08-04 11:37:15+00:00,0,False,active,True,0,388,0,True,388,True,,,2020-08-04 18:33:55,2020
277,1,13,2020-08-04 17:32:40+00:00,0,False,active,True,0,389,0,True,389,True,,,2020-08-04 18:33:55,2020
278,2,13,2020-08-04 18:26:07+00:00,0,False,active,True,0,390,0,True,390,True,,,2020-08-04 18:33:55,2020
279,4,11,2020-08-04 16:04:42+00:00,0,False,active,True,0,391,0,True,391,True,,,2020-08-04 18:33:55,2020
280,7,8,2020-08-04 15:35:42+00:00,0,False,active,True,0,392,0,True,392,True,,,2020-08-04 18:33:55,2020
281,9,6,2020-08-04 08:55:15+00:00,0,False,active,True,0,393,0,True,393,True,,,2020-08-04 18:33:55,2020
282,14,0,2020-08-04 08:59:52+00:00,0,False,active,True,0,394,0,True,394,True,,,2020-08-04 18:33:55,2020
283,4,11,2020-08-04 18:15:15+00:00,0,False,active,True,0,395,0,True,395,True,,,2020-08-04 18:33:55,2020
284,3,12,2020-08-04 08:56:09+00:00,0,False,active,True,0,396,0,True,396,True,,,2020-08-04 18:33:55,2020
285,12,3,2020-08-04 15:42:20+00:00,0,False,active,True,0,397,0,True,397,True,,,2020-08-04 18:33:55,2020
286,15,4,2020-08-04 17:54:27+00:00,0,False,active,True,0,398,0,True,398,True,,,2020-08-04 18:33:55,2020
287,0,15,2020-08-04 18:33:41+00:00,0,False,active,True,0,399,0,True,399,True,,,2020-08-04 18:33:55,2020
288,19,7,2020-08-04 16:58:14+00:00,0,False,active,True,1,400,0,True,400,True,,,2020-08-04 18:33:55,2020
289,6,9,2020-08-04 18:22:52+00:00,0,False,active,True,0,401,0,True,401,True,,,2020-08-04 18:33:55,2020
290,15,0,2020-08-04 17:27:23+00:00,0,False,active,True,0,402,0,True,402,True,,,2020-08-04 18:33:55,2020
291,11,3,2020-08-04 18:27:33+00:00,0,False,active,True,1,403,0,True,403,True,,,2020-08-04 18:33:55,2020
292,13,3,2020-08-04 18:13:24+00:00,0,False,active,True,0,404,0,True,404,True,,,2020-08-04 18:33:55,2020
293,0,19,2020-08-04 18:08:04+00:00,0,False,active,True,0,405,0,True,405,True,,,2020-08-04 18:33:55,2020
294,2,13,2020-08-04 12:43:27+00:00,0,False,active,True,0,406,0,True,406,True,,,2020-08-04 18:33:55,2020
295,13,6,2020-08-04 16:51:36+00:00,0,False,active,True,0,407,0,True,407,True,,,2020-08-04 18:33:55,2020
296,12,3,2020-08-04 17:22:49+00:00,0,False,active,True,0,408,0,True,408,True,,,2020-08-04 18:33:55,2020
297,12,7,2020-08-04 17:17:02+00:00,0,False,active,True,0,409,0,True,409,True,,,2020-08-04 18:33:55,2020
298,3,16,2020-08-04 12:11:33+00:00,0,False,active,True,0,410,0,True,410,True,,,2020-08-04 18:33:55,2020
299,3,12,2020-08-04 17:12:25+00:00,0,False,active,True,0,411,0,True,411,True,,,2020-08-04 18:33:55,2020
300,15,4,2020-08-04 18:03:48+00:00,0,False,active,True,0,412,0,True,412,True,,,2020-08-04 18:33:55,2020
301,8,11,2020-08-04 18:21:15+00:00,0,False,active,True,0,413,0,True,413,True,,,2020-08-04 18:33:55,2020
302,21,2,2020-08-04 18:17:57+00:00,0,False,active,True,0,414,0,True,414,True,,,2020-08-04 18:33:55,2020
303,0,19,2020-08-04 16:04:35+00:00,0,False,active,True,0,415,0,True,415,True,,,2020-08-04 18:33:55,2020
304,4,10,2020-08-04 18:20:14+00:00,0,False,active,True,1,416,0,True,416,True,,,2020-08-04 18:33:55,2020
305,14,4,2020-08-04 17:55:34+00:00,0,False,active,True,1,417,0,True,417,True,,,2020-08-04 18:33:55,2020
306,4,11,2020-08-04 18:21:11+00:00,0,False,active,True,0,419,0,True,419,True,,,2020-08-04 18:33:55,2020
307,0,0,1970-01-02 00:00:00+00:00,0,False,out_of_service,False,0,420,0,False,420,False,,,2020-08-04 18:33:55,1970
308,6,12,2020-08-04 12:11:15+00:00,0,False,active,True,1,421,0,True,421,True,,,2020-08-04 18:33:55,2020
309,1,14,2020-08-03 09:00:00+00:00,0,False,active,True,0,422,0,True,422,True,,,2020-08-04 18:33:55,2020
310,10,9,2020-08-04 16:37:39+00:00,0,False,active,True,0,423,0,True,423,True,,,2020-08-04 18:33:55,2020
311,15,4,2020-08-04 17:41:46+00:00,0,False,active,True,0,424,0,True,424,True,,,2020-08-04 18:33:55,2020
312,16,0,2020-08-04 10:32:00+00:00,0,False,active,True,0,425,0,True,425,True,,,2020-08-04 18:33:55,2020
313,19,8,2020-08-04 18:33:47+00:00,0,False,active,True,0,426,0,True,426,True,,,2020-08-04 18:33:55,2020
314,17,2,2020-08-04 17:25:29+00:00,0,False,active,True,0,427,0,True,427,True,,,2020-08-04 18:33:55,2020
315,3,16,2020-08-04 18:06:02+00:00,0,False,active,True,0,428,0,True,428,True,,,2020-08-04 18:33:55,2020
316,2,17,2020-08-04 14:55:40+00:00,0,False,active,True,0,430,0,True,430,True,,,2020-08-04 18:33:55,2020
317,14,1,2020-08-04 16:08:38+00:00,0,False,active,True,0,431,0,True,431,True,,,2020-08-04 18:33:55,2020
318,12,7,2020-08-04 15:44:55+00:00,0,False,active,True,0,432,0,True,432,True,,,2020-08-04 18:33:55,2020
319,19,0,2020-08-04 15:16:13+00:00,0,False,active,True,0,433,0,True,433,True,,,2020-08-04 18:33:55,2020
320,15,4,2020-08-04 15:00:23+00:00,0,False,active,True,0,434,0,True,434,True,,,2020-08-04 18:33:55,2020
321,1,14,2020-08-04 17:45:48+00:00,0,False,active,True,0,435,0,True,435,True,,,2020-08-04 18:33:55,2020
322,11,2,2020-08-04 18:17:16+00:00,0,False,active,True,2,436,0,True,436,True,,,2020-08-04 18:33:55,2020
323,8,10,2020-08-04 18:29:36+00:00,0,False,active,True,1,437,0,True,437,True,,,2020-08-04 18:33:55,2020
324,5,12,2020-08-04 17:57:43+00:00,0,False,active,True,0,440,0,True,440,True,,,2020-08-04 18:33:55,2020
325,3,15,2020-08-04 17:27:35+00:00,0,False,active,True,1,441,0,True,441,True,,,2020-08-04 18:33:55,2020
326,11,4,2020-08-04 12:37:57+00:00,0,False,active,True,0,442,0,True,442,True,,,2020-08-04 18:33:55,2020
327,17,2,2020-08-04 08:56:51+00:00,0,False,active,True,0,443,0,True,443,True,,,2020-08-04 18:33:55,2020
328,4,15,2020-08-04 17:09:46+00:00,0,False,active,True,0,445,0,True,445,True,,,2020-08-04 18:33:55,2020
329,3,8,2020-08-04 18:31:05+00:00,0,False,active,True,1,446,0,True,446,True,,,2020-08-04 18:33:55,2020
330,19,0,2020-08-04 08:59:54+00:00,0,False,active,True,0,447,0,True,447,True,,,2020-08-04 18:33:55,2020
331,10,1,2020-08-04 18:32:46+00:00,0,False,active,True,0,448,0,True,448,True,,,2020-08-04 18:33:55,2020
332,0,0,1970-01-02 00:00:00+00:00,0,False,out_of_service,False,0,449,0,True,449,True,,,2020-08-04 18:33:55,1970
333,13,2,2020-08-04 18:17:02+00:00,0,False,active,True,0,450,0,True,450,True,,,2020-08-04 18:33:55,2020
334,8,5,2020-08-04 18:30:06+00:00,0,False,active,True,2,451,0,True,451,True,,,2020-08-04 18:33:55,2020
335,8,6,2020-08-04 17:42:30+00:00,0,False,active,True,1,452,0,True,452,True,,,2020-08-04 18:33:55,2020
336,6,9,2020-08-04 17:53:58+00:00,0,False,active,True,0,453,0,True,453,True,,,2020-08-04 18:33:55,2020
337,9,6,2020-08-04 18:16:29+00:00,0,False,active,True,0,454,0,True,454,True,,,2020-08-04 18:33:55,2020
338,2,10,2020-08-04 11:54:32+00:00,0,False,active,True,0,455,0,True,455,True,,,2020-08-04 18:33:55,2020
