,num_docks_available,num_bikes_available,last_reported,num_ebikes_available,eightd_has_available_keys,station_status,is_installed,num_bikes_disabled,station_id,num_docks_disabled,is_renting,legacy_id,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
48,12,6,2020-08-04 17:21:38+00:00,0,True,active,True,0,56,0,True,56,True,,,2020-08-04 18:33:55,2020
49,12,1,2020-08-04 18:18:53+00:00,0,True,active,True,1,57,0,True,57,True,,,2020-08-04 18:33:55,2020
50,17,2,2020-08-04 17:43:28+00:00,0,True,active,True,0,58,0,True,58,True,,,2020-08-04 18:33:55,2020
51,10,8,2020-08-04 18:09:58+00:00,0,True,active,True,1,59,0,True,59,True,,,2020-08-04 18:33:55,2020
52,14,5,2020-08-04 18:30:40+00:00,0,False,active,True,0,60,0,True,60,True,,,2020-08-04 18:33:55,2020
53,11,7,2020-08-04 18:33:30+00:00,0,False,active,True,1,61,0,True,61,True,,,2020-08-04 18:33:55,2020
54,8,7,2020-08-04 17:06:05+00:00,0,False,active,True,0,63,0,True,63,True,,,2020-08-04 18:33:55,2020
55,4,15,2020-08-04 18:16:58+00:00,0,False,active,True,0,64,0,True,64,True,,,2020-08-04 18:33:55,2020
56,16,6,2020-08-04 16:26:16+00:00,0,False,active,True,1,65,0,True,65,True,,,2020-08-04 18:33:55,2020
57,15,0,2020-08-04 18:15:46+00:00,0,False,active,True,0,66,0,True,66,True,,,2020-08-04 18:33:55,2020
58,15,12,2020-08-04 18:28:34+00:00,0,True,active,True,0,67,0,True,67,True,,,2020-08-04 18:33:55,2020
59,18,0,2020-08-04 18:28:55+00:00,0,True,active,True,1,68,0,True,68,True,,,2020-08-04 18:33:55,2020
60,11,8,2020-08-04 18:10:46+00:00,0,True,active,True,0,69,0,True,69,True,,,2020-08-04 18:33:55,2020
61,3,20,2020-08-04 17:11:26+00:00,0,False,active,True,0,70,0,True,70,True,,,2020-08-04 18:33:55,2020
62,11,12,2020-08-04 17:54:43+00:00,0,False,active,True,0,71,0,True,71,True,,,2020-08-04 18:33:55,2020
63,19,4,2020-08-04 18:12:48+00:00,0,False,active,True,0,72,0,True,72,True,,,2020-08-04 18:33:55,2020
64,11,4,2020-08-04 18:29:43+00:00,0,False,active,True,0,73,0,True,73,True,,,2020-08-04 18:33:55,2020
65,10,9,2020-08-04 18:25:41+00:00,0,True,active,True,0,74,0,True,74,True,,,2020-08-04 18:33:55,2020
66,14,1,2020-08-04 16:37:59+00:00,0,False,active,True,0,75,0,True,75,True,,,2020-08-04 18:33:55,2020
67,11,6,2020-08-04 18:14:13+00:00,0,False,active,True,0,76,0,True,76,True,,,2020-08-04 18:33:55,2020
68,10,5,2020-08-04 17:36:34+00:00,0,False,active,True,0,77,0,True,77,True,,,2020-08-04 18:33:55,2020
69,5,14,2020-08-04 15:55:18+00:00,0,False,active,True,0,78,0,True,78,True,,,2020-08-04 18:33:55,2020
70,14,5,2020-08-04 18:21:17+00:00,0,False,active,True,0,79,0,True,79,True,,,2020-08-04 18:33:55,2020
71,1,33,2020-08-04 18:29:00+00:00,0,False,active,True,1,80,0,True,80,True,,,2020-08-04 18:33:55,2020
72,8,10,2020-08-04 18:23:14+00:00,0,False,active,True,1,81,0,True,81,True,,,2020-08-04 18:33:55,2020
73,4,11,2020-08-04 18:16:15+00:00,0,False,active,True,0,82,0,True,82,True,,,2020-08-04 18:33:55,2020
74,12,3,2020-08-04 18:30:04+00:00,0,False,active,True,0,84,0,True,84,True,,,2020-08-04 18:33:55,2020
75,7,10,2020-08-04 18:25:18+00:00,0,False,active,True,2,85,0,True,85,True,,,2020-08-04 18:33:55,2020
76,4,14,2020-08-04 18:13:48+00:00,0,False,active,True,1,86,0,True,86,True,,,2020-08-04 18:33:55,2020
77,10,5,2020-08-04 18:16:31+00:00,0,False,active,True,0,87,0,True,87,True,,,2020-08-04 18:33:55,2020
78,7,11,2020-08-04 18:05:12+00:00,0,False,active,True,1,89,0,True,89,True,,,2020-08-04 18:33:55,2020
79,12,6,2020-08-04 18:17:38+00:00,0,False,active,True,1,90,0,True,90,True,,,2020-08-04 18:33:55,2020
80,6,12,2020-08-04 17:49:11+00:00,0,False,active,True,1,91,0,True,91,True,,,2020-08-04 18:33:55,2020
81,4,15,2020-08-04 17:12:55+00:00,0,False,active,True,0,92,0,True,92,True,,,2020-08-04 18:33:55,2020
82,4,10,2020-08-04 17:12:34+00:00,0,False,active,True,1,93,0,True,93,True,,,2020-08-04 18:33:55,2020
83,1,8,2020-08-04 18:31:59+00:00,0,False,active,True,2,94,0,True,94,True,,,2020-08-04 18:33:55,2020
84,4,11,2020-08-04 17:52:59+00:00,0,False,active,True,0,95,0,True,95,True,,,2020-08-04 18:33:55,2020
85,3,16,2020-08-04 17:59:56+00:00,0,False,active,True,0,96,0,True,96,True,,,2020-08-04 18:33:55,2020
86,6,12,2020-08-04 18:07:10+00:00,0,False,active,True,1,97,0,True,97,True,,,2020-08-04 18:33:55,2020
87,19,4,2020-08-04 17:44:20+00:00,0,False,active,True,0,98,0,True,98,True,,,2020-08-04 18:33:55,2020
88,7,8,2020-08-04 17:53:34+00:00,0,False,active,True,0,99,0,True,99,True,,,2020-08-04 18:33:55,2020
89,9,15,2020-08-04 18:10:42+00:00,0,True,active,True,1,100,0,True,100,True,,,2020-08-04 18:33:55,2020
90,1,14,2020-08-04 16:14:31+00:00,0,False,active,True,0,101,0,True,101,True,,,2020-08-04 18:33:55,2020
91,9,5,2020-08-04 17:34:46+00:00,0,False,active,True,1,102,0,True,102,True,,,2020-08-04 18:33:55,2020
92,14,1,2020-08-04 18:24:46+00:00,0,False,active,True,0,103,0,True,103,True,,,2020-08-04 18:33:55,2020
93,15,4,2020-08-04 17:27:53+00:00,0,False,active,True,0,104,0,True,104,True,,,2020-08-04 18:33:55,2020
94,16,3,2020-08-04 18:10:00+00:00,0,False,active,True,0,105,0,True,105,True,,,2020-08-04 18:33:55,2020
95,13,2,2020-08-04 18:02:03+00:00,0,False,active,True,0,106,0,True,106,True,,,2020-08-04 18:33:55,2020
96,2,17,2020-08-04 18:26:41+00:00,0,False,active,True,0,107,0,True,107,True,,,2020-08-04 18:33:55,2020
97,3,13,2020-08-04 18:00:34+00:00,0,False,active,True,1,108,0,True,108,True,,,2020-08-04 18:33:55,2020
98,22,11,2020-08-04 18:13:59+00:00,0,False,active,True,2,109,0,True,109,True,,,2020-08-04 18:33:55,2020
99,4,11,2020-08-04 17:41:46+00:00,0,False,active,True,0,110,0,True,110,True,,,2020-08-04 18:33:55,2020
100,13,2,2020-08-04 18:16:17+00:00,0,False,active,True,0,111,0,True,111,True,,,2020-08-04 18:33:55,2020
101,3,12,2020-08-04 17:32:20+00:00,0,False,active,True,0,112,0,True,112,True,,,2020-08-04 18:33:55,2020
102,2,13,2020-08-04 18:31:42+00:00,0,False,active,True,0,113,0,True,113,True,,,2020-08-04 18:33:55,2020
103,4,11,2020-08-04 18:12:28+00:00,0,False,active,True,0,114,0,True,114,True,,,2020-08-04 18:33:55,2020
104,2,17,2020-08-04 18:20:18+00:00,0,False,active,True,0,115,0,True,115,True,,,2020-08-04 18:33:55,2020
105,7,16,2020-08-04 18:29:44+00:00,0,False,active,True,0,116,0,True,116,True,,,2020-08-04 18:33:55,2020
106,14,5,2020-08-04 17:44:26+00:00,0,False,active,True,0,117,0,True,117,True,,,2020-08-04 18:33:55,2020
107,3,16,2020-08-04 18:22:23+00:00,0,False,active,True,0,118,0,True,118,True,,,2020-08-04 18:33:55,2020
108,11,4,2020-08-04 18:06:13+00:00,0,False,active,True,0,119,0,True,119,True,,,2020-08-04 18:33:55,2020
109,6,9,2020-08-04 17:49:51+00:00,0,False,active,True,0,120,0,True,120,True,,,2020-08-04 18:33:55,2020
110,15,2,2020-08-04 18:10:46+00:00,0,False,active,True,0,121,0,True,121,True,,,2020-08-04 18:33:55,2020
111,12,2,2020-08-04 18:12:58+00:00,0,False,active,True,1,122,0,True,122,True,,,2020-08-04 18:33:55,2020
112,11,4,2020-08-04 13:21:47+00:00,0,False,active,True,0,124,0,True,124,True,,,2020-08-04 18:33:55,2020
113,15,0,2020-08-04 18:20:30+00:00,0,False,active,True,0,125,0,True,125,True,,,2020-08-04 18:33:55,2020
114,14,1,2020-08-04 12:46:51+00:00,0,False,active,True,0,126,0,True,126,True,,,2020-08-04 18:33:55,2020
115,6,13,2020-08-04 16:32:26+00:00,0,False,active,True,0,128,0,True,128,True,,,2020-08-04 18:33:55,2020
116,6,13,2020-08-04 17:55:17+00:00,0,False,active,True,0,129,0,True,129,True,,,2020-08-04 18:33:55,2020
117,2,13,2020-08-04 17:43:37+00:00,0,False,active,True,0,130,0,True,130,True,,,2020-08-04 18:33:55,2020
118,8,10,2020-08-04 18:32:47+00:00,0,False,active,True,0,131,0,True,131,True,,,2020-08-04 18:33:55,2020
119,12,10,2020-08-04 18:15:41+00:00,0,False,active,True,1,133,0,True,133,True,,,2020-08-04 18:33:55,2020
120,4,13,2020-08-04 13:58:18+00:00,0,False,active,True,0,135,0,True,135,True,,,2020-08-04 18:33:55,2020
121,1,17,2020-08-04 17:59:40+00:00,0,False,active,True,1,136,0,True,136,True,,,2020-08-04 18:33:55,2020
122,10,5,2020-08-04 18:31:31+00:00,0,False,active,True,0,137,0,True,137,True,,,2020-08-04 18:33:55,2020
123,1,13,2020-08-04 17:55:14+00:00,0,False,active,True,1,138,0,True,138,True,,,2020-08-04 18:33:55,2020
124,19,0,2020-08-04 17:05:41+00:00,0,False,active,True,0,139,0,True,139,True,,,2020-08-04 18:33:55,2020
125,3,14,2020-08-04 17:47:43+00:00,0,False,active,True,0,140,0,True,140,True,,,2020-08-04 18:33:55,2020
126,8,7,2020-08-04 18:30:30+00:00,0,False,active,True,0,141,0,True,141,True,,,2020-08-04 18:33:55,2020
127,12,9,2020-08-04 18:14:53+00:00,0,False,active,True,2,142,0,True,142,True,,,2020-08-04 18:33:55,2020
128,15,7,2020-08-04 18:23:12+00:00,0,False,active,True,1,143,0,True,143,True,,,2020-08-04 18:33:55,2020
129,15,4,2020-08-04 18:24:14+00:00,0,False,active,True,0,144,0,True,144,True,,,2020-08-04 18:33:55,2020
130,5,14,2020-08-04 16:46:28+00:00,0,False,active,True,0,145,0,True,145,True,,,2020-08-04 18:33:55,2020
131,5,12,2020-08-04 17:31:00+00:00,0,False,active,True,2,146,0,True,146,True,,,2020-08-04 18:33:55,2020
132,7,11,2020-08-04 18:22:42+00:00,0,True,active,True,0,149,0,True,149,True,,,2020-08-04 18:33:55,2020
133,0,0,2020-08-04 18:24:16+00:00,0,False,active,True,1,150,0,False,150,True,,,2020-08-04 18:33:55,2020
134,7,12,2020-08-04 18:23:33+00:00,0,False,active,True,0,151,0,True,151,True,,,2020-08-04 18:33:55,2020
135,2,13,2020-08-04 18:30:01+00:00,0,True,active,True,0,152,0,True,152,True,,,2020-08-04 18:33:55,2020
136,11,4,2020-08-04 18:14:14+00:00,0,False,active,True,0,156,0,True,156,True,,,2020-08-04 18:33:55,2020
137,4,8,2020-08-04 18:29:26+00:00,0,False,active,True,3,157,0,True,157,True,,,2020-08-04 18:33:55,2020
138,10,4,2020-08-04 18:18:13+00:00,0,False,active,True,1,159,0,True,159,True,,,2020-08-04 18:33:55,2020
139,11,2,2020-08-04 17:51:47+00:00,0,True,active,True,1,160,0,True,160,True,,,2020-08-04 18:33:55,2020
140,16,7,2020-08-04 18:19:37+00:00,0,True,active,True,0,161,0,True,161,True,,,2020-08-04 18:33:55,2020
141,11,4,2020-08-04 17:35:18+00:00,0,False,active,True,0,162,0,True,162,True,,,2020-08-04 18:33:55,2020
142,13,6,2020-08-04 17:59:14+00:00,0,True,active,True,0,163,0,True,163,True,,,2020-08-04 18:33:55,2020
143,1,14,2020-08-04 18:23:59+00:00,0,False,active,True,0,167,0,True,167,True,,,2020-08-04 18:33:55,2020
144,5,14,2020-08-04 17:55:08+00:00,0,False,active,True,0,169,0,True,169,True,,,2020-08-04 18:33:55,2020
145,13,1,2020-08-04 15:44:17+00:00,0,True,active,True,0,170,0,True,170,True,,,2020-08-04 18:33:55,2020
146,18,5,2020-08-04 12:50:10+00:00,0,True,active,True,0,171,0,True,171,True,,,2020-08-04 18:33:55,2020
147,7,7,2020-08-04 17:59:48+00:00,0,True,active,True,0,173,0,True,173,True,,,2020-08-04 18:33:55,2020
148,9,6,2020-08-04 17:45:49+00:00,0,False,active,True,0,174,0,True,174,True,,,2020-08-04 18:33:55,2020
149,15,2,2020-08-04 18:25:00+00:00,0,True,active,True,0,175,0,True,175,True,,,2020-08-04 18:33:55,2020
150,12,3,2020-08-04 17:52:06+00:00,0,False,active,True,0,176,0,True,176,True,,,2020-08-04 18:33:55,2020
151,7,12,2020-08-04 18:25:57+00:00,0,False,active,True,0,177,0,True,177,True,,,2020-08-04 18:33:55,2020
152,17,2,2020-08-04 18:26:37+00:00,0,False,active,True,0,178,0,True,178,True,,,2020-08-04 18:33:55,2020
153,12,13,2020-08-04 18:25:26+00:00,0,False,active,True,0,179,0,True,179,True,,,2020-08-04 18:33:55,2020
154,3,16,2020-08-04 17:12:47+00:00,0,False,active,True,0,180,0,True,180,True,,,2020-08-04 18:33:55,2020
155,2,16,2020-08-04 18:08:43+00:00,0,False,active,True,1,181,0,True,181,True,,,2020-08-04 18:33:55,2020
156,17,1,2020-08-04 18:14:15+00:00,0,True,active,True,1,182,0,True,182,True,,,2020-08-04 18:33:55,2020
157,8,11,2020-08-04 18:15:59+00:00,0,False,active,True,0,183,0,True,183,True,,,2020-08-04 18:33:55,2020
158,7,11,2020-08-04 18:14:39+00:00,0,False,active,True,1,184,0,True,184,True,,,2020-08-04 18:33:55,2020
159,12,2,2020-08-04 17:36:10+00:00,0,False,active,True,1,185,0,True,185,True,,,2020-08-04 18:33:55,2020
160,14,1,2020-08-04 17:46:40+00:00,0,True,active,True,0,186,0,True,186,True,,,2020-08-04 18:33:55,2020
161,1,14,2020-08-04 15:40:14+00:00,0,False,active,True,0,187,0,True,187,True,,,2020-08-04 18:33:55,2020
162,11,4,2020-08-04 17:09:15+00:00,0,False,active,True,0,188,0,True,188,True,,,2020-08-04 18:33:55,2020
163,17,6,2020-08-04 18:11:05+00:00,0,False,active,True,0,189,0,True,189,True,,,2020-08-04 18:33:55,2020
164,27,10,2020-08-04 18:31:52+00:00,0,True,active,True,0,190,0,True,190,True,,,2020-08-04 18:33:55,2020
165,11,4,2020-08-04 17:43:56+00:00,0,False,active,True,0,191,0,True,191,True,,,2020-08-04 18:33:55,2020
166,10,9,2020-08-04 18:12:02+00:00,0,False,active,True,0,192,0,True,192,True,,,2020-08-04 18:33:55,2020
167,6,8,2020-08-04 18:29:41+00:00,0,True,active,True,1,193,0,True,193,True,,,2020-08-04 18:33:55,2020
168,13,6,2020-08-04 16:50:01+00:00,0,False,active,True,0,194,0,True,194,True,,,2020-08-04 18:33:55,2020
169,18,4,2020-08-04 18:14:24+00:00,0,False,active,True,1,195,0,True,195,True,,,2020-08-04 18:33:55,2020
170,8,2,2020-08-04 18:12:03+00:00,0,True,active,True,0,196,0,True,196,True,,,2020-08-04 18:33:55,2020
171,15,0,2020-08-04 17:43:33+00:00,0,False,active,True,0,197,0,True,197,True,,,2020-08-04 18:33:55,2020
172,3,12,2020-08-04 10:28:56+00:00,0,False,active,True,0,199,0,True,199,True,,,2020-08-04 18:33:55,2020
173,5,13,2020-08-04 16:46:56+00:00,0,False,active,True,1,200,0,True,200,True,,,2020-08-04 18:33:55,2020
174,15,0,2020-08-04 12:17:44+00:00,0,False,active,True,0,201,0,True,201,True,,,2020-08-04 18:33:55,2020
175,14,0,2020-08-04 18:10:32+00:00,0,False,active,True,1,202,0,True,202,True,,,2020-08-04 18:33:55,2020
176,9,6,2020-08-04 08:21:44+00:00,0,False,active,True,0,203,0,True,203,True,,,2020-08-04 18:33:55,2020
177,13,2,2020-08-04 18:30:37+00:00,0,False,active,True,0,204,0,True,204,True,,,2020-08-04 18:33:55,2020
178,8,7,2020-08-04 08:49:49+00:00,0,False,active,True,0,205,0,True,205,True,,,2020-08-04 18:33:55,2020
179,13,10,2020-08-04 18:30:41+00:00,0,False,active,True,0,206,0,True,206,True,,,2020-08-04 18:33:55,2020
180,0,15,2020-08-04 18:08:42+00:00,0,True,active,True,0,208,0,True,208,True,,,2020-08-04 18:33:55,2020
181,9,6,2020-08-04 16:08:34+00:00,0,False,active,True,0,209,0,True,209,True,,,2020-08-04 18:33:55,2020
182,12,2,2020-08-04 16:13:15+00:00,0,False,active,True,1,210,0,True,210,True,,,2020-08-04 18:33:55,2020
183,3,16,2020-08-04 18:20:14+00:00,0,False,active,True,0,211,0,True,211,True,,,2020-08-04 18:33:55,2020
184,9,24,2020-08-04 15:17:56+00:00,0,False,active,True,0,212,0,True,212,True,,,2020-08-04 18:33:55,2020
185,11,5,2020-08-04 17:54:14+00:00,0,True,active,True,0,213,0,True,213,True,,,2020-08-04 18:33:55,2020
186,9,6,2020-08-04 18:15:02+00:00,0,False,active,True,0,214,0,True,214,True,,,2020-08-04 18:33:55,2020
187,2,13,2020-08-04 17:58:30+00:00,0,False,active,True,0,215,0,True,215,True,,,2020-08-04 18:33:55,2020
188,7,12,2020-08-04 18:10:19+00:00,0,False,active,True,0,216,0,True,216,True,,,2020-08-04 18:33:55,2020
189,2,16,2020-08-04 18:25:43+00:00,0,False,active,True,1,217,0,True,217,True,,,2020-08-04 18:33:55,2020
190,8,6,2020-08-04 18:07:06+00:00,0,False,active,True,1,218,0,True,218,True,,,2020-08-04 18:33:55,2020
191,8,7,2020-08-04 08:56:33+00:00,0,False,active,True,0,219,0,True,219,True,,,2020-08-04 18:33:55,2020
192,11,8,2020-08-04 18:16:29+00:00,0,False,active,True,0,221,0,True,221,True,,,2020-08-04 18:33:55,2020
193,10,4,2020-08-04 18:16:34+00:00,0,True,active,True,0,222,0,True,222,True,,,2020-08-04 18:33:55,2020
194,12,5,2020-08-04 18:31:05+00:00,0,False,active,True,0,224,0,True,224,True,,,2020-08-04 18:33:55,2020
195,18,1,2020-08-04 18:06:37+00:00,0,False,active,True,0,225,0,True,225,True,,,2020-08-04 18:33:55,2020
196,14,0,2020-08-04 17:51:41+00:00,0,False,active,True,1,226,0,True,226,True,,,2020-08-04 18:33:55,2020
197,18,1,2020-08-04 17:50:17+00:00,0,False,active,True,0,227,0,True,227,True,,,2020-08-04 18:33:55,2020
198,3,15,2020-08-04 17:03:22+00:00,0,False,active,True,1,228,0,True,228,True,,,2020-08-04 18:33:55,2020
199,8,3,2020-08-04 16:10:44+00:00,0,False,active,True,0,232,0,True,232,True,,,2020-08-04 18:33:55,2020
200,9,5,2020-08-04 18:26:24+00:00,0,False,active,True,0,233,1,True,233,True,,,2020-08-04 18:33:55,2020
201,14,1,2020-08-04 17:19:34+00:00,0,False,active,True,0,234,0,True,234,True,,,2020-08-04 18:33:55,2020
202,15,0,2020-08-04 16:31:05+00:00,0,False,active,True,0,235,0,True,235,True,,,2020-08-04 18:33:55,2020
203,5,10,2020-08-04 18:31:25+00:00,0,False,active,True,0,236,0,True,236,True,,,2020-08-04 18:33:55,2020
204,5,10,2020-08-04 17:59:42+00:00,0,False,active,True,0,239,0,True,239,True,,,2020-08-04 18:33:55,2020
205,3,12,2020-08-04 18:32:48+00:00,0,False,active,True,0,255,0,True,255,True,,,2020-08-04 18:33:55,2020
206,2,13,2020-08-04 17:09:26+00:00,0,False,active,True,0,258,0,True,258,True,,,2020-08-04 18:33:55,2020
207,15,0,2020-08-04 09:01:37+00:00,0,False,active,True,0,259,0,True,259,True,,,2020-08-04 18:33:55,2020
208,15,0,2020-08-04 17:52:53+00:00,0,False,active,True,0,260,0,True,260,True,,,2020-08-04 18:33:55,2020
209,7,8,2020-08-04 17:16:27+00:00,0,False,active,True,0,271,0,True,271,True,,,2020-08-04 18:33:55,2020
210,14,5,2020-08-04 18:25:53+00:00,0,False,active,True,0,272,0,True,272,True,,,2020-08-04 18:33:55,2020
211,14,25,2020-08-04 18:24:01+00:00,0,False,active,True,1,273,0,True,273,True,,,2020-08-04 18:33:55,2020
212,16,3,2020-08-04 17:53:53+00:00,0,False,active,True,0,279,0,True,279,True,,,2020-08-04 18:33:55,2020
213,19,0,2020-08-04 12:31:48+00:00,0,False,active,True,0,280,0,True,280,True,,,2020-08-04 18:33:55,2020
214,3,12,2020-08-04 18:25:46+00:00,0,False,active,True,0,282,0,True,282,True,,,2020-08-04 18:33:55,2020
215,15,7,2020-08-04 17:24:45+00:00,0,False,active,True,1,296,0,True,296,True,,,2020-08-04 18:33:55,2020
216,1,18,2020-08-04 18:26:45+00:00,0,False,active,True,0,318,0,True,318,True,,,2020-08-04 18:33:55,2020
217,14,11,2020-08-04 18:17:46+00:00,0,False,active,True,0,319,0,True,319,True,,,2020-08-04 18:33:55,2020
218,9,6,2020-08-04 18:10:52+00:00,0,False,active,True,0,327,0,True,327,True,,,2020-08-04 18:33:55,2020
219,9,6,2020-08-04 18:03:52+00:00,0,False,active,True,0,328,0,True,328,True,,,2020-08-04 18:33:55,2020
220,6,9,2020-08-04 15:36:44+00:00,0,False,active,True,0,329,0,True,329,True,,,2020-08-04 18:33:55,2020
