,num_docks_disabled,last_reported,num_ebikes_available,station_status,num_docks_available,is_installed,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,legacy_id,is_returning,station_id,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-15 16:52:42+00:00,0,active,14,True,0,False,1,3,True,3,True,,,2020-08-15 17:03:35,2020
1,0,2020-08-15 16:51:54+00:00,0,active,9,True,0,False,10,4,True,4,True,,,2020-08-15 17:03:35,2020
2,0,2020-08-15 17:01:32+00:00,0,active,6,True,1,False,8,5,True,5,True,,,2020-08-15 17:03:35,2020
3,0,2020-08-15 16:58:36+00:00,0,active,5,True,2,False,8,6,True,6,True,,,2020-08-15 17:03:35,2020
4,0,2020-08-15 15:39:28+00:00,0,active,9,True,0,False,6,7,True,7,True,,,2020-08-15 17:03:35,2020
5,0,2020-08-15 16:53:37+00:00,0,active,16,True,1,False,2,8,True,8,True,,,2020-08-15 17:03:35,2020
6,0,2020-08-15 16:59:48+00:00,0,active,1,True,1,False,13,9,True,9,True,,,2020-08-15 17:03:35,2020
7,0,2020-08-15 16:38:40+00:00,0,active,5,True,0,False,6,10,True,10,True,,,2020-08-15 17:03:35,2020
8,0,2020-08-15 17:02:29+00:00,0,active,5,True,0,False,10,11,True,11,True,,,2020-08-15 17:03:35,2020
9,0,2020-08-15 16:53:17+00:00,0,active,7,True,0,True,11,12,True,12,True,,,2020-08-15 17:03:35,2020
10,0,2020-08-15 16:43:20+00:00,0,active,7,True,0,False,12,13,True,13,True,,,2020-08-15 17:03:35,2020
11,0,2020-08-15 16:49:15+00:00,0,active,9,True,1,False,15,14,True,14,True,,,2020-08-15 17:03:35,2020
12,0,2020-08-15 16:51:51+00:00,0,active,6,True,1,False,8,15,True,15,True,,,2020-08-15 17:03:35,2020
13,0,2020-08-15 17:01:52+00:00,0,active,0,True,0,True,19,16,True,16,True,,,2020-08-15 17:03:35,2020
14,0,2020-08-15 16:50:49+00:00,0,active,14,True,1,False,0,17,True,17,True,,,2020-08-15 17:03:35,2020
15,0,2020-08-15 16:52:40+00:00,0,active,13,True,0,False,2,19,True,19,True,,,2020-08-15 17:03:35,2020
16,0,2020-08-15 16:55:25+00:00,0,active,16,True,0,True,7,20,True,20,True,,,2020-08-15 17:03:35,2020
17,0,2020-08-15 16:42:42+00:00,0,active,13,True,0,True,5,21,True,21,True,,,2020-08-15 17:03:35,2020
18,0,2020-08-15 15:35:28+00:00,0,active,16,True,1,True,30,22,True,22,True,,,2020-08-15 17:03:35,2020
19,0,2020-08-15 17:01:11+00:00,0,active,18,True,1,False,2,23,True,23,True,,,2020-08-15 17:03:35,2020
20,0,2020-08-15 16:58:07+00:00,0,active,14,True,1,False,4,24,True,24,True,,,2020-08-15 17:03:35,2020
21,0,2020-08-15 16:28:37+00:00,0,active,10,True,1,False,4,25,True,25,True,,,2020-08-15 17:03:35,2020
22,0,2020-08-15 17:02:18+00:00,0,active,3,True,0,False,12,26,True,26,True,,,2020-08-15 17:03:35,2020
23,0,2020-08-15 17:03:21+00:00,0,active,16,True,0,False,7,27,True,27,True,,,2020-08-15 17:03:35,2020
24,0,2020-08-15 17:02:41+00:00,0,active,11,True,1,False,3,29,True,29,True,,,2020-08-15 17:03:35,2020
25,0,2020-08-15 17:01:07+00:00,0,active,13,True,2,False,0,30,True,30,True,,,2020-08-15 17:03:35,2020
26,0,2020-08-15 16:21:18+00:00,0,active,3,True,0,True,16,31,True,31,True,,,2020-08-15 17:03:35,2020
27,0,2020-08-15 16:52:59+00:00,0,active,6,True,1,False,8,32,True,32,True,,,2020-08-15 17:03:35,2020
28,0,2020-08-15 16:46:45+00:00,0,active,5,True,0,False,22,33,True,33,True,,,2020-08-15 17:03:35,2020
29,0,2020-08-15 16:34:25+00:00,0,active,16,True,1,False,6,35,True,35,True,,,2020-08-15 17:03:35,2020
